level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
5524	5536	как всеми хваленый голубой спрей Kapous Professional,	а так же нет необходимости обновлять каждые два часа,	same-unit_m	7	6.714285714285714	2	7	2	6.714285714285714	1.0	9	5.0	0	9	0	5.0	1.0	0.7137464271463297	1	0	2	0	0	0	0	0.14285714285714285	0.2857142857142857	0.0	0	0	1	0	1	2	2	0	1	0	1	0	0.2222222222222222	0.0	0.2222222222222222	0	1	0	1	0
5525	5537	который я считаю одним из самых отвратительных спреев.	как всеми хваленый голубой спрей Kapous Professional,	evaluation_r	8	5.875	0	8	0	5.875	1.0	7	6.714285714285714	2	7	2	6.714285714285714	1.0	0.7004057645035984	1	1	2	0	0	1	0	0.125	0.25	0.125	1	0	0	0	2	1	0	2	0	0	0	0	0.14285714285714285	0.2857142857142857	0.0	0	0	1	0	1
5526	5538	Спрей Angel не сушит волосы	Мало того, что он облегчает расчесывание,	joint_m	5	4.6	2	5	2	4.6	1.0	6	6.0	1	6	1	6.0	1.0	0.6439209162167846	2	1	0	0	0	0	0	0.4	0.0	0.2	0	0	0	1	0	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	0	0	1	0	2
5527	5539	и не перегружает,	Спрей Angel не сушит волосы	joint_m	3	5.0	0	3	0	5.0	1.0	5	4.6	2	5	2	4.6	1.0	0.6085806194501846	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	1	0	2	1	0	0	0	0	0	0.4	0.0	0.2	0	0	0	1	0
5528	5540	т.е никаких слипшихся прядей или тусклое полотно волос я не наблюдаю, только легкость и блеск.	Спрей Angel не сушит волосы	restatement_m	15	5.333333333333333	0	15	0	5.333333333333333	1.0	5	4.6	2	5	2	4.6	1.0	0.0719679946382821	5	3	1	0	0	0	0	0.3333333333333333	0.06666666666666667	0.2	0	2	0	2	1	2	1	0	0	0	0	0	0.4	0.0	0.2	0	0	0	1	0
5529	5541	здесь точно так же:	Кому подойдет этот спрей:	elaboration_r	4	4.0	0	4	0	4.0	1.0	4	5.5	1	4	1	5.5	1.0	0.6928203230275509	0	0	0	3	0	0	0	0.0	0.0	0.0	0	0	0	1	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5530	5542	поврежденным, окрашенным волосам подойдет идеально, а более здоровым волосам — постолько, поскольку.	здесь точно так же:	elaboration_r	12	7.416666666666667	0	11	0	7.416666666666667	0.9166666666666666	4	4.0	0	4	0	4.0	1.0	0.01331624297896792	2	3	1	3	0	0	0	0.16666666666666666	0.08333333333333333	0.25	0	1	1	0	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0	0	0	1	0
5531	5543	Цена: 920р	Кому подойдет этот спрей:	elaboration_r	2	4.5	1	2	1	4.5	1.0	4	5.5	1	4	1	5.5	1.0	0.39999999999999997	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5532	5544	Объем: 250мл	Цена: 920р	joint_m	2	5.5	1	2	1	5.5	1.0	2	4.5	1	2	1	4.5	1.0	0.5789300674674098	2	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	0	0
5533	5545	Оценка: 5	Кому подойдет этот спрей:	evaluation_r	2	4.0	1	2	1	4.0	1.0	4	5.5	1	4	1	5.5	1.0	0.34641016151377546	1	0	0	0	0	1	0	0.5	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5534	5546	Срок тестирования: 2 месяца.	Кому подойдет этот спрей:	elaboration_r	4	6.25	1	4	1	6.25	1.0	4	5.5	1	4	1	5.5	1.0	0.639567422368125	3	0	0	0	0	1	0	0.75	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5535	5547	для выпрямления Kaaral Pink Up	Термозащитный крем	purpose_r	5	5.2	3	5	3	5.2	1.0	2	8.5	1	2	1	8.5	1.0	0.3201718259874156	1	0	0	0	0	0	0	0.2	0.0	0.0	1	0	0	0	0	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0
5536	5548	Предназначен для защиты от высоких температур	Термозащитный крем	purpose_r	6	6.666666666666667	1	6	1	6.666666666666667	1.0	2	8.5	1	2	1	8.5	1.0	0.20368903662172547	2	1	1	0	0	0	0	0.3333333333333333	0.16666666666666666	0.16666666666666666	2	0	0	0	0	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0
5537	5549	при выпрямлении волос и сушки феном.	Предназначен для защиты от высоких температур	condition_r	6	5.166666666666667	0	6	0	5.166666666666667	1.0	6	6.666666666666667	1	6	1	6.666666666666667	1.0	0.7302967433402214	4	0	0	0	0	0	0	0.6666666666666666	0.0	0.0	1	1	0	0	0	2	1	1	0	0	0	0	0.3333333333333333	0.16666666666666666	0.16666666666666666	2	0	0	0	0
5538	5550	Я не выпрямляю волосы,	Термозащитный крем	elaboration_r	4	4.75	1	4	1	4.75	1.0	2	8.5	1	2	1	8.5	1.0	0.49934750308164266	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	1	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0
5539	5551	но сушка феном обязательный для меня ритуал.	Я не выпрямляю волосы,	contrast_m	7	5.428571428571429	0	7	0	5.428571428571429	1.0	4	4.75	1	4	1	4.75	1.0	0.30376645099851945	3	0	1	0	0	0	0	0.42857142857142855	0.14285714285714285	0.0	1	1	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	1
5540	5552	Крем обладает плотной силиконистой текстурой,	Термозащитный крем	joint_m	5	8.2	1	5	1	8.2	1.0	2	8.5	1	2	1	8.5	1.0	0.18962417344465446	2	1	2	0	0	0	0	0.4	0.4	0.2	0	0	0	0	0	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0
5541	5553	и пахнет карамельками.	Крем обладает плотной силиконистой текстурой,	joint_m	3	6.666666666666667	0	3	0	6.666666666666667	1.0	5	8.2	1	5	1	8.2	1.0	0.5962847939999439	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	2	1	2	0	0	0	0	0.4	0.4	0.2	0	0	0	0	0
5542	5554	На мои короткие волосы достаточно трех таких дозировок, как на фото выше.	На влажные чистые волосы я наношу немного крема, распределяя от прикорневой зоны до самых кончиков.	evidence_r	12	5.166666666666667	1	12	1	5.166666666666667	1.0	15	5.666666666666667	1	15	1	5.666666666666667	1.0	0.7977240352174656	3	0	2	1	0	1	0	0.25	0.16666666666666666	0.0	2	0	1	0	0	4	2	4	1	0	0	0	0.26666666666666666	0.26666666666666666	0.13333333333333333	3	0	0	0	1
5543	5555	Средство равномерно распределяется	На влажные чистые волосы я наношу немного крема, распределяя от прикорневой зоны до самых кончиков.	elaboration_r	3	10.666666666666666	1	3	1	10.666666666666666	1.0	15	5.666666666666667	1	15	1	5.666666666666667	1.0	0.5773502691896257	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	4	2	4	1	0	0	0	0.26666666666666666	0.26666666666666666	0.13333333333333333	3	0	0	0	1
5544	5556	и быстро впитывается,	Средство равномерно распределяется	sequence_m	3	6.333333333333333	0	3	0	6.333333333333333	1.0	3	10.666666666666666	1	3	1	10.666666666666666	1.0	0.6416889479197478	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5545	5557	не оставляя после себя никакого налета.	и быстро впитывается,	condition_r	6	5.666666666666667	0	6	0	5.666666666666667	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.34649897753379916	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	1	1	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0
5546	5558	Волосы гораздо легче расчесать.	Средство равномерно распределяется	sequence_m	4	7.0	1	4	1	7.0	1.0	3	10.666666666666666	1	3	1	10.666666666666666	1.0	0.7276068751089989	1	1	1	1	0	0	0	0.25	0.25	0.25	0	0	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5547	5559	Можно приступать к сушке волос и укладке.	Средство равномерно распределяется	sequence_m	7	5.0	1	7	1	5.0	1.0	3	10.666666666666666	1	3	1	10.666666666666666	1.0	0.6242549137095718	3	1	0	1	0	0	0	0.42857142857142855	0.0	0.14285714285714285	1	1	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5548	5560	всем тем, кто так или иначе пользуется термоприборами	Кому подойдет этот крем:	elaboration_r	8	5.75	0	8	0	5.75	1.0	4	5.25	1	4	1	5.25	1.0	0.2586771888994951	1	1	0	2	0	0	0	0.125	0.0	0.125	0	1	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5549	5561	и не гнушается силиконами,	всем тем, кто так или иначе пользуется термоприборами	joint_m	4	5.75	0	4	0	5.75	1.0	8	5.75	0	8	0	5.75	1.0	0.644278153923165	1	1	0	0	0	0	0	0.25	0.0	0.25	0	1	0	1	0	1	1	0	2	0	0	0	0.125	0.0	0.125	0	1	0	0	1
5550	5562	а в средстве их много.	и не гнушается силиконами,	evidence_r	5	3.6	0	5	0	3.6	1.0	4	5.75	0	4	0	5.75	1.0	0.7337993857053428	1	0	0	1	0	0	0	0.2	0.0	0.0	1	1	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	1	0	1	0
5551	5563	Цена: 600р+ (средство снято с производства)	Кому подойдет этот крем:	elaboration_r	6	6.333333333333333	1	6	1	6.333333333333333	1.0	4	5.25	1	4	1	5.25	1.0	0.381331230628224	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	1	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5552	5564	Объем: 250мл	Цена: 600р+ (средство снято с производства)	joint_m	2	5.5	1	2	1	5.5	1.0	6	6.333333333333333	1	6	1	6.333333333333333	1.0	0.3049971406652093	2	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	3	1	0	0	0	0	0	0.5	0.0	0.16666666666666666	1	0	0	0	0
5553	5565	Оценка: 5	Кому подойдет этот крем:	evaluation_r	2	4.0	1	2	1	4.0	1.0	4	5.25	1	4	1	5.25	1.0	0.408248290463863	1	0	0	0	0	1	0	0.5	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5554	5566	Срок тестирования: 13 месяцев больше года	Кому подойдет этот крем:	elaboration_r	6	6.0	1	6	1	6.0	1.0	4	5.25	1	4	1	5.25	1.0	0.4020954071159802	4	0	0	1	0	1	0	0.6666666666666666	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5555	5567	Аргановое масло для волос с частицами золота Tahe Keratin gold	Это масло разглаживает	preparation_r	10	5.3	3	10	3	5.3	1.0	3	6.666666666666667	1	3	1	6.666666666666667	1.0	0.154766630225372	4	0	1	0	0	0	0	0.4	0.1	0.0	2	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5556	5568	и защищает мои волосы от прикорневой зоны и до самых кончиков покруче Kerastase для окрашенных волос,	Это масло разглаживает	joint_m	16	5.375	1	15	1	5.375	0.9375	3	6.666666666666667	1	3	1	6.666666666666667	1.0	0.025624385353784123	4	2	3	0	0	0	0	0.25	0.1875	0.125	3	2	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5557	5569	а вот с классическим золотым эликсиром еще не сравнивала конкретно на окрашенных волосах.	Это масло разглаживает	contrast_m	13	5.923076923076923	0	13	0	5.923076923076923	1.0	3	6.666666666666667	1	3	1	6.666666666666667	1.0	0.04421212162662524	2	2	2	2	0	0	0	0.15384615384615385	0.15384615384615385	0.15384615384615385	2	1	0	2	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5558	5570	Масло содержит в себе силиконы, масло арганы и кератин,	Это масло разглаживает	elaboration_r	9	5.222222222222222	1	9	1	5.222222222222222	1.0	3	6.666666666666667	1	3	1	6.666666666666667	1.0	0.21274626023390558	5	1	0	0	0	0	0	0.5555555555555556	0.0	0.1111111111111111	1	1	0	0	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5559	5571	пахнет пьянящими ананасами.	Масло содержит в себе силиконы, масло арганы и кератин,	joint_m	3	8.333333333333334	0	3	0	8.333333333333334	1.0	9	5.222222222222222	1	9	1	5.222222222222222	1.0	0.5559594491425693	1	2	0	0	0	0	0	0.3333333333333333	0.0	0.6666666666666666	0	0	0	0	0	5	1	0	0	0	0	0	0.5555555555555556	0.0	0.1111111111111111	1	1	0	0	1
5560	5572	На официальном сайте есть информация о том, что средство содержит в себе микрочастицы золота,	Масло содержит в себе силиконы, масло арганы и кератин,	joint_m	14	5.714285714285714	1	14	1	5.714285714285714	1.0	9	5.222222222222222	1	9	1	5.222222222222222	1.0	0.4729973304050839	5	2	1	0	0	0	0	0.35714285714285715	0.07142857142857142	0.14285714285714285	3	0	1	0	2	5	1	0	0	0	0	0	0.5555555555555556	0.0	0.1111111111111111	1	1	0	0	1
5561	5573	однако мне в это верится с трудом,	На официальном сайте есть информация о том, что средство содержит в себе микрочастицы золота,	contrast_m	7	4.0	0	7	0	4.0	1.0	14	5.714285714285714	1	14	1	5.714285714285714	1.0	0.5865884600854132	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	2	0	0	0	2	5	2	1	0	0	0	0	0.35714285714285715	0.07142857142857142	0.14285714285714285	3	0	1	0	2
5562	5574	поскольку масло абсолютно прозрачное, по консистенции средней густоты.	однако мне в это верится с трудом,	cause_r	8	7.875	0	8	0	7.875	1.0	7	4.0	0	7	0	4.0	1.0	0.31477362898855255	3	0	2	1	0	0	0	0.375	0.25	0.0	1	0	1	0	0	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	2	0	0	0	2
5563	5575	всем тем, кто любит ухаживать за волосами	Кому подойдет это масло:	elaboration_r	7	5.0	0	7	0	5.0	1.0	4	5.25	1	4	1	5.25	1.0	0.3893272038366706	1	2	0	0	0	0	0	0.14285714285714285	0.0	0.2857142857142857	1	0	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5564	5576	и не боится силиконов.	всем тем, кто любит ухаживать за волосами	joint_m	4	4.75	0	4	0	4.75	1.0	7	5.0	0	7	0	5.0	1.0	0.6439209162167846	1	1	0	0	0	0	0	0.25	0.0	0.25	0	1	0	1	0	1	2	0	0	0	0	0	0.14285714285714285	0.0	0.2857142857142857	1	0	0	0	1
5565	5577	Мне кажется, оно подойдет любому типу волос.	Кому подойдет это масло:	evaluation_r	7	5.428571428571429	1	7	1	5.428571428571429	1.0	4	5.25	1	4	1	5.25	1.0	0.39673207041776726	2	2	0	0	0	0	0	0.2857142857142857	0.0	0.2857142857142857	0	0	0	0	2	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5566	5578	Цена: 1000р	Кому подойдет это масло:	elaboration_r	2	5.0	1	2	1	5.0	1.0	4	5.25	1	4	1	5.25	1.0	0.408248290463863	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5567	5579	Объем: 30мл	Цена: 1000р	joint_m	2	5.0	1	2	1	5.0	1.0	2	5.0	1	2	1	5.0	1.0	0.6030226891555273	2	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	0	0
5568	5580	Оценка: 5	Кому подойдет это масло:	evaluation_r	2	4.0	1	2	1	4.0	1.0	4	5.25	1	4	1	5.25	1.0	0.408248290463863	1	0	0	0	0	1	0	0.5	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5569	5581	Срок тестирования: полгода	Кому подойдет это масло:	elaboration_r	3	8.0	1	3	1	8.0	1.0	4	5.25	1	4	1	5.25	1.0	0.7273589746862507	3	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5570	5582	Жалею ли я о содеянном?	Ни капли.	solutionhood_r	5	3.8	1	5	1	3.8	1.0	2	4.0	1	2	1	4.0	1.0	0.14071472519406014	0	2	0	0	0	0	0	0.0	0.0	0.4	1	0	0	1	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
5571	5583	Меня наконец-то отпустил страх испортить волосы обесцвечиванием,	Ни капли.	evidence_r	7	8.285714285714286	1	7	1	8.285714285714286	1.0	2	4.0	1	2	1	4.0	1.0	0.0019561670145526325	3	2	0	0	0	0	0	0.42857142857142855	0.0	0.2857142857142857	0	0	0	1	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
