EDU_1;EDU_2;Relation
а отнюдь не повышает доверие к словам и действиям этих селебрити на период «ангажемента»).;как привыкли они и к тому, что коммерческая привязка имени селебрити к благому делу большого бренда снижает,;contrast_m
Но сам факт, что за всё время проведения марафона Елена показалась участникам акции лишь раз (да и то с уютной сцены Иркутского областного драмтеатра,;окончательно поставил под сомнение идею вовлекать в подобные акции тех, для кого самым ярким экологическим опытом остаются аккуратные напоминания о повторном использовании полотенец в 5-звёздных отелях.;cause_r
а на берегах заповедного озера ребятам пришлось довольствоваться лишь её ощутимо скупым на смыслы видеообращением),;Но сам факт, что за всё время проведения марафона Елена показалась участникам акции лишь раз (да и то с уютной сцены Иркутского областного драмтеатра,;contrast_m
окончательно поставил под сомнение идею вовлекать в подобные акции тех, для кого самым ярким экологическим опытом остаются аккуратные напоминания о повторном использовании полотенец в 5-звёздных отелях.;Господь бы с ними, с требованиями к отелям и рационам;contrast_m
(Волонтёры у нас — на вес золота,;их веру в благое дело беречь надо.);cause_r
их веру в благое дело беречь надо.);окончательно поставил под сомнение идею вовлекать в подобные акции тех, для кого самым ярким экологическим опытом остаются аккуратные напоминания о повторном использовании полотенец в 5-звёздных отелях.;elaboration_r
Диагностировать подобный диссонанс между большой заявкой на «спасение планеты» и реальным потребительским поведением предполагаемого «спасителя» — желательно на как можно более ранней стадии;— и есть задача маркетолога.;purpose_r
И она отнюдь не так невыполнима,;— и есть задача маркетолога.;evaluation_r
как может показаться,;И она отнюдь не так невыполнима,;contrast_m
учитывая, что привилегированные «спасатели» с 5-звёздным мышлением, как правило, верны себе и в собственных проектах, в которые привлекают бренды в почётной роли «кошелька».;И она отнюдь не так невыполнима,;cause_r
Так, например, бюджет на закрытое корпоративное мероприятие,;— и есть задача маркетолога.;evidence_r
посвященное запуску очередной партнёрской программы благотворительного фонда многоуважаемой Натальи #Водяновой,;Так, например, бюджет на закрытое корпоративное мероприятие,;elaboration_r
в отеле Hyatt на Неглинной оказался сопоставим со сметой этой самой программы, предусматривавшей строительство специализированных игровых площадок для детей с синдромом Дауна в ряде российских городов.;Так, например, бюджет на закрытое корпоративное мероприятие,;same-unit_m
Райдер, предъявленный партнёру, включал даже такие тонкости, как длина и толщина стеблей роз, предполагавшихся «звезде» в дар.;Так, например, бюджет на закрытое корпоративное мероприятие,;elaboration_r
Слава всевышнему, тонкости миновали внимание широкой общественности,;Так, например, бюджет на закрытое корпоративное мероприятие,;contrast_m
как миновала его и шокирующая деталь с церемонии открытия одной из таких площадок в Сибири,;Слава всевышнему, тонкости миновали внимание широкой общественности,;joint_m
которую сама модель сочла за лучшее не посещать:;как миновала его и шокирующая деталь с церемонии открытия одной из таких площадок в Сибири,;elaboration_r
на фоне новёхонькой площадки, оборудованной по последнему слову науки и техники, виднелось здание детского реабилитационного центра... с зияющей пустотой на месте крыши.;которую сама модель сочла за лучшее не посещать:;elaboration_r
Средств областного бюджета хватило, видимо, лишь на её демонтаж,;на фоне новёхонькой площадки, оборудованной по последнему слову науки и техники, виднелось здание детского реабилитационного центра... с зияющей пустотой на месте крыши.;elaboration_r
на дворе стоял сентябрь,;Средств областного бюджета хватило, видимо, лишь на её демонтаж,;joint_m
в Сибири стремительно холодало.;Средств областного бюджета хватило, видимо, лишь на её демонтаж,;joint_m
Картинка навсегда осталась в памяти представителей организации-партнёра — местного трудового коллектива, который не то что к фонду, к своему руководству в этот момент утратил какое бы то ни было доверие.;Средств областного бюджета хватило, видимо, лишь на её демонтаж,;elaboration_r
Упрекая бренды в алчном стремлении «купить их аудиторию»,;— и вот мы уже наблюдаем, как половина комментаторов у крутого российского рэпера в Инстаграме задаются вопросом,;preparation_r
блогеры как бы претендуют на то, что они этой самой аудиторией успешно торгуют.;Упрекая бренды в алчном стремлении «купить их аудиторию»,;contrast_m
Но торговать вниманием — отнюдь не то, что торговать доверием.;блогеры как бы претендуют на то, что они этой самой аудиторией успешно торгуют.;contrast_m
Бренд средств;— и вот мы уже наблюдаем, как половина комментаторов у крутого российского рэпера в Инстаграме задаются вопросом,;cause_r
для ухода за волосами;Бренд средств;purpose_r
#HeadandShoulders вложил свою экологическую позицию в уста #Басты;Бренд средств;same-unit_m
насколько такая позиция ему свойственна по жизни;— и вот мы уже наблюдаем, как половина комментаторов у крутого российского рэпера в Инстаграме задаются вопросом,;elaboration_r
(с лейтмотивом «почём нонче экологическая сознательность»),;насколько такая позиция ему свойственна по жизни;evaluation_r
в то время как другая половина просто сомневается в том, что артист в принципе имеет что-то общее с этим замечательным продуктом.;— и вот мы уже наблюдаем, как половина комментаторов у крутого российского рэпера в Инстаграме задаются вопросом,;comparison_m
Сомнения аудитории в принципиальности «звёзд» здесь — отражение их чрезмерной универсальности, всеядности, граничащей с беспринципностью;Универсальность Ольги #Бузовой,;preparation_r
(«Какая разница, что продвигать и зачем?;Сомнения аудитории в принципиальности «звёзд» здесь — отражение их чрезмерной универсальности, всеядности, граничащей с беспринципностью;elaboration_r
Главное — почём»).;(«Какая разница, что продвигать и зачем?;contrast_m
уже ставшей в мире потребительских товаров синонимом пусть и не обременённой глубоким смыслом, но молниеносной реанимации любого, даже самого «мёртвого» бренда,;Универсальность Ольги #Бузовой,;evaluation_r
стала своего рода мотто российской выборки «золотоносцев» #EffieAwards этого года.;Универсальность Ольги #Бузовой,;same-unit_m
Однако если в торговых промо такое «хирургическое» вмешательство оправдано,;то в кампаниях,;condition_r
то в кампаниях,;Универсальность Ольги #Бузовой,;contrast_m
рассчитанных на популяризацию большой философии бренда,;то в кампаниях,;purpose_r
— как минимум бессмысленно,;то в кампаниях,;same-unit_m
а как максимум — вредно,;то в кампаниях,;joint_m
ибо философию эту напрочь обесценивает.;а как максимум — вредно,;cause_r
В очередной (давно уже не первый) раз договорились сегодня о том, что прежде, чем спасать мир;Главная задача репутационщика;preparation_r
и «причинять добро»,;В очередной (давно уже не первый) раз договорились сегодня о том, что прежде, чем спасать мир;joint_m
брендам не мешало бы озаботиться решением самых неудобных вопросов, связанных с их собственным существованием.;В очередной (давно уже не первый) раз договорились сегодня о том, что прежде, чем спасать мир;contrast_m
У одних — это непрозрачная тарифная политика,;Главная задача репутационщика;solutionhood_r
у других — нездоровая рецептура,;У одних — это непрозрачная тарифная политика,;joint_m
у третьих — заведомо неперерабатываемая упаковка,;У одних — это непрозрачная тарифная политика,;joint_m
у четвёртых — да мало ли что ещё.;У одних — это непрозрачная тарифная политика,;joint_m
Когда слышу, как коллеги по репутационному менеджменту делятся наболевшим на редких закрытых встречах,;думаю, что трудно найти бренд (окей, продукт или услугу) без своего скелета в шкафу.;condition_r
думаю, что трудно найти бренд (окей, продукт или услугу) без своего скелета в шкафу.;У одних — это непрозрачная тарифная политика,;elaboration_r
(на конференции #Коммерсанта #КСО2019 нас сегодня зачем-то назвали «пиарщиками»);Главная задача репутационщика;restatement_m
— не спасовать;Главная задача репутационщика;same-unit_m
и убедить бизнес в необходимости с дорогими сердцу скелетами прощаться,;Главная задача репутационщика;joint_m
рецептуру и упаковку менять,;Главная задача репутационщика;joint_m
тарифную политику делать прозрачной,;Главная задача репутационщика;joint_m
а «да мало ли что ещё» откровенно обсуждать с уважаемыми общественными экспертами.;Главная задача репутационщика;joint_m
Именно таким путём часто идут новички типа #Тинькова в российском банковском секторе или #Улюкайи в американском секторе йогуртов,;Главная задача репутационщика;elaboration_r
делая все так, как «никем не делается»,;Именно таким путём часто идут новички типа #Тинькова в российском банковском секторе или #Улюкайи в американском секторе йогуртов,;evaluation_r
подрывая устоявшиеся отраслевые модели и;делая все так, как «никем не делается»,;joint_m
без какого-либо стеснения;поражая лидеров рынка в их самые больные места.;evaluation_r
поражая лидеров рынка в их самые больные места.;делая все так, как «никем не делается»,;joint_m
Вот тогда-то и лидерам рынка, взыскующих общественного признания и одобрения, и некоммерческому сектору,;— свидетельствуют скорее об отсутствии долгосрочной стратегии развития бизнеса и мужества это признать у его руководства, нежели о высокой социальной ответственности такого бизнеса.;evidence_r
требующему спасать мир «здесь и сейчас»;Вот тогда-то и лидерам рынка, взыскующих общественного признания и одобрения, и некоммерческому сектору,;elaboration_r
(и вообще редко интересующемуся реальными скелетами в шкафах своих привычных доноров),;Вот тогда-то и лидерам рынка, взыскующих общественного признания и одобрения, и некоммерческому сектору,;elaboration_r
становится ясно, что попытки спешить «причинять добро»;Вот тогда-то и лидерам рынка, взыскующих общественного признания и одобрения, и некоммерческому сектору,;same-unit_m
и спасать страждущих за периметром бизнеса,;Вот тогда-то и лидерам рынка, взыскующих общественного признания и одобрения, и некоммерческому сектору,;joint_m
если бизнес сам по себе давно требует «хирургического» вмешательства,;Вот тогда-то и лидерам рынка, взыскующих общественного признания и одобрения, и некоммерческому сектору,;condition_r
— свидетельствуют скорее об отсутствии долгосрочной стратегии развития бизнеса и мужества это признать у его руководства, нежели о высокой социальной ответственности такого бизнеса.;Главная задача репутационщика;evaluation_r
