EDU_1;EDU_2;Relation
Сделал дежурную остановку на одной из смотровых площадок перевала с видом на уходящее вдаль Чёрное море и крыши Хопы, занявшие узкое ущелье.;Я поехал по уже знакомой горной дороге в Артвин, живописной как вся восточная Турция.;elaboration_r
У въезда в посёлок Дюзкой (утраченное грузинское название Чкхала) мне попался средневековый мост с двумя пролётами, не замеченный в прошлые поездки.;Сделал дежурную остановку на одной из смотровых площадок перевала с видом на уходящее вдаль Чёрное море и крыши Хопы, занявшие узкое ущелье.;sequence_m
Мост у посёлка Дюзкой.;Я поехал по уже знакомой горной дороге в Артвин, живописной как вся восточная Турция.;elaboration_r
За Артвином я свернул на серпантин к посёлку Толгоми.;Я поехал по уже знакомой горной дороге в Артвин, живописной как вся восточная Турция.;sequence_m
Он поднимается над плотиной Артвинской ГЭС.;За Артвином я свернул на серпантин к посёлку Толгоми.;elaboration_r
Эта дорога проложена по краю затопленного водохранилищем ущелья;За Артвином я свернул на серпантин к посёлку Толгоми.;elaboration_r
и ведёт с одной стороны в Ардануч, захолустный городок,;Эта дорога проложена по краю затопленного водохранилищем ущелья;joint_m
бывший когда-то без малого столицей Грузии,;и ведёт с одной стороны в Ардануч, захолустный городок,;elaboration_r
а с другой - в область Шавшети,;и ведёт с одной стороны в Ардануч, захолустный городок,;same-unit_m
где стоит одноимённая крепость,;и ведёт с одной стороны в Ардануч, захолустный городок,;elaboration_r
о которой я рассказывал пару лет назад,;где стоит одноимённая крепость,;background_r
и дальше - в Ардаган.;где стоит одноимённая крепость,;same-unit_m
Красоту предстоящего пути можно оценить уже здесь.;За Артвином я свернул на серпантин к посёлку Толгоми.;elaboration_r
Точкой отчёта всех этих дорог является внушительный мост, переброшенный через бирюзовую гладь водохранилища.;Здесь я допустил ошибку,;preparation_r
Можно поехать влево - в Ардаган,;Точкой отчёта всех этих дорог является внушительный мост, переброшенный через бирюзовую гладь водохранилища.;elaboration_r
можно поехать вправо - в Ардануч.;Можно поехать влево - в Ардаган,;joint_m
Из Ардануча в Ардаган существует прямая дорога, ведущая мимо многочисленных летних поселений,;Точкой отчёта всех этих дорог является внушительный мост, переброшенный через бирюзовую гладь водохранилища.;elaboration_r
но в каком она состоянии я пока не могу сказать.;Из Ардануча в Ардаган существует прямая дорога, ведущая мимо многочисленных летних поселений,;evaluation_r
поверив картам Гугла и Maps.me.;Здесь я допустил ошибку,;cause_r
Дело в том, что одновременно со строительством плотины;Здесь я допустил ошибку,;elaboration_r
(её открытие состоялось более пяти лет назад);Дело в том, что одновременно со строительством плотины;background_r
была проложена и новая дорога.;Дело в том, что одновременно со строительством плотины;same-unit_m
Её прорубили в скале на противоположном берегу,;Дело в том, что одновременно со строительством плотины;elaboration_r
и это к ней ведёт мост.;Её прорубили в скале на противоположном берегу,;joint_m
Старая дорога оказалась затоплена.;Дело в том, что одновременно со строительством плотины;joint_m
Но на картах она по прежнему присутствует;Старая дорога оказалась затоплена.;contrast_m
и я,;Но на картах она по прежнему присутствует;joint_m
не зная об этом,;выбрал её.;cause_r
выбрал её.;и я,;same-unit_m
Мост через ущелье.;Здесь я допустил ошибку,;elaboration_r
Этот пятикилометровый отрезок оказался страшным в прямом смысле.;Я добрался до селения с грузинским названием Цкалтетра;preparation_r
Гигантские наспех расчищенные обвалы, неукреплённые отвесные скалы, с которых ветер то и дело сдувал мелкие камни.;Этот пятикилометровый отрезок оказался страшным в прямом смысле.;elaboration_r
Не покидала и мысль о том, что если в таком состоянии находится самое начало пути к древнему монастырю,;то что будет дальше...;condition_r
то что будет дальше...;Гигантские наспех расчищенные обвалы, неукреплённые отвесные скалы, с которых ветер то и дело сдувал мелкие камни.;elaboration_r
и начал спускаться по серпантину к основной дороге.;Я добрался до селения с грузинским названием Цкалтетра;joint_m
До выезда к нужному повороту оставалась буквально сотня-другая метров,;Я добрался до селения с грузинским названием Цкалтетра;joint_m
он уже виднелся на противоположном берегу.;До выезда к нужному повороту оставалась буквально сотня-другая метров,;joint_m
У последнего дома местный житель колол дрова.;Я добрался до селения с грузинским названием Цкалтетра;joint_m
Когда я проезжал мимо,;он отложил своё дело;cause_r
он отложил своё дело;У последнего дома местный житель колол дрова.;elaboration_r
и любезно подвинулся.;он отложил своё дело;joint_m
Но через пару поворотов серпантина на дороге оказались разбросаны валуны.;У последнего дома местный житель колол дрова.;contrast_m
Ещё через два-три поворота дорога плавным наклоном уходила прямо в воду.;Но через пару поворотов серпантина на дороге оказались разбросаны валуны.;sequence_m
С трудом развернув машину, я стал взбираться наверх.;Но через пару поворотов серпантина на дороге оказались разбросаны валуны.;sequence_m
Коловший дрова исчез,;У последнего дома местный житель колол дрова.;sequence_m
наверное, хохотал над нашими злопыханиями.;Коловший дрова исчез,;evaluation_r
(Вообще, я не впервые наблюдаю эту отличительную черту местных жителей - не влазить без спроса в чужие дела.;Коловший дрова исчез,;elaboration_r
Ну едет себе человек по дороге, которая через сто метров уйдёт под воду -;(Вообще, я не впервые наблюдаю эту отличительную черту местных жителей - не влазить без спроса в чужие дела.;elaboration_r
значит ему так нужно;Ну едет себе человек по дороге, которая через сто метров уйдёт под воду -;evaluation_r
и не моё это дело предостерегать.);значит ему так нужно;joint_m
Последствия обвала на старой дороге.;Я добрался до селения с грузинским названием Цкалтетра;elaboration_r
Скорее всего я бы выехал на нужную дорогу,;Я принял решение возвращаться к мосту.;solutionhood_r
проедь дальше мимо Цкалпетры.;Скорее всего я бы выехал на нужную дорогу,;condition_r
Судя по спутниковым картам, такая вероятность была;Скорее всего я бы выехал на нужную дорогу,;elaboration_r
и можно было попытаться,;Судя по спутниковым картам, такая вероятность была;joint_m
но время поджимало.;Судя по спутниковым картам, такая вероятность была;contrast_m
Уже становилось ясно, что из программы сегодняшнего дня придётся вычеркнуть посещение монастыря Хандзта.;Скорее всего я бы выехал на нужную дорогу,;evidence_r
Интернет,;Скорее всего я бы выехал на нужную дорогу,;joint_m
чтобы разобраться;не работал.;purpose_r
и скоординировать движение,;чтобы разобраться;joint_m
не работал.;Интернет,;same-unit_m
На обратном пути. Видна правильная дорога на противоположном берегу и мост вдали.  Вид с правильной дороги. Видны крыши селения Цкалтетра. Отсюда до Парехи 12 км.;Я принял решение возвращаться к мосту.;elaboration_r
Территориально Парехи;Истории Тао-Кларджети я коснулся,;preparation_r
(он же Парехта);Территориально Парехи;restatement_m
находится на востоке Турции в провинции Артвин,;Территориально Парехи;same-unit_m
входившей некогда в важнейший как с культурной, так и исторической точек зрения грузинский край Кларджети,;Территориально Парехи;elaboration_r
утраченный в пользу более сильного соседа многие столетия назад.;входившей некогда в важнейший как с культурной, так и исторической точек зрения грузинский край Кларджети,;elaboration_r
(Тао-Кларджети - собирательное название районов южной Грузии, образовавших средневековое княжество, соседствовавшее с древней Иберией и подчинявшееся ей.);Территориально Парехи;elaboration_r
описывая поездку в Хахули.;Истории Тао-Кларджети я коснулся,;cause_r
Повторю вкратце.;Истории Тао-Кларджети я коснулся,;joint_m
Дочь вышла замуж за некоего Гуарама,;Их первенец Баграт дал имя одному из самых известных и древних родов Европы - Багратионам,;cause_r
получившего с приданным титул правителя (эристава) области Тао.;Дочь вышла замуж за некоего Гуарама,;background_r
Их первенец Баграт дал имя одному из самых известных и древних родов Европы - Багратионам,;У Вахтанга Горгасали (440—502), одного из любимейших грузинским народом царей, была дочь Вахтандухт.;elaboration_r
продержавшемуся у власти следующие полторы тысячи лет.;Их первенец Баграт дал имя одному из самых известных и древних родов Европы - Багратионам,;elaboration_r
Прошло два туманных столетия с войнами и прочими катаклизмами.;В середине 8-го века княжеством правил Адарнасе, потомок Баграта.;preparation_r
В середине 8-го века княжеством правил Адарнасе, потомок Баграта.;У Вахтанга Горгасали (440—502), одного из любимейших грузинским народом царей, была дочь Вахтандухт.;sequence_m
Адарнасе удачно породнился с царствующей фамилией,;В середине 8-го века княжеством правил Адарнасе, потомок Баграта.;elaboration_r
женившись на дочери царя Иберии Нерсе.;Адарнасе удачно породнился с царствующей фамилией,;cause_r
Однако настали тяжелые времена,;В середине 8-го века княжеством правил Адарнасе, потомок Баграта.;contrast_m
земля была захвачена арабами,;Однако настали тяжелые времена,;elaboration_r
царь оказался в багдадской тюрьме;земля была захвачена арабами,;joint_m
и Грузия, как национальное государство, фактически сократилась до размеров княжества Тао-Кларджети, этой некогда окраины грузинской земли.;земля была захвачена арабами,;joint_m
Ашот I, сын Адарнасе, заручившись поддержкой Византии, вел периодические войны с арабами;В середине 8-го века княжеством правил Адарнасе, потомок Баграта.;sequence_m
и, судя по растущей территории своего царства, - успешно.;Ашот I, сын Адарнасе, заручившись поддержкой Византии, вел периодические войны с арабами;joint_m
Население его любило;Ашот I, сын Адарнасе, заручившись поддержкой Византии, вел периодические войны с арабами;elaboration_r
и земля процветала.;Население его любило;joint_m
Потомки Ашота с переменным успехом продолжали начатое дело;У Вахтанга Горгасали (440—502), одного из любимейших грузинским народом царей, была дочь Вахтандухт.;sequence_m
и на границе первого и второго тысячелетий царь Тао-Кларджети Давид III Великий стал одним из самых значимых правителей на Кавказе.;Потомки Ашота с переменным успехом продолжали начатое дело;joint_m
При нем был построен храм в Ошки - один из четырех Великих Кафедралов и первый среди них.;и на границе первого и второго тысячелетий царь Тао-Кларджети Давид III Великий стал одним из самых значимых правителей на Кавказе.;elaboration_r
Со смертью бездетного Давида Великого;фактически кончилась независимость Тао-Кларджети.;cause_r
фактически кончилась независимость Тао-Кларджети.;У Вахтанга Горгасали (440—502), одного из любимейших грузинским народом царей, была дочь Вахтандухт.;sequence_m
Княжество было поглощено Византией;фактически кончилась независимость Тао-Кларджети.;elaboration_r
и вернулось в состав Грузии уже при Давиде Строителе и царице Тамаре,;Княжество было поглощено Византией;joint_m
когда Византийская империя ослабла;и вернулось в состав Грузии уже при Давиде Строителе и царице Тамаре,;cause_r
и теряла влияние.;когда Византийская империя ослабла;joint_m
В XVI веке захватнические войны Османской империи лишили Грузию Тао-Кларджети.;Вместе с тем грузины остались без одного из своих культурных и религиозных столпов,;preparation_r
Родина правящей династии Багратиони досталась туркам-иноверцам.;В XVI веке захватнические войны Османской империи лишили Грузию Тао-Кларджети.;joint_m
Вместе с тем грузины остались без одного из своих культурных и религиозных столпов,;У Вахтанга Горгасали (440—502), одного из любимейших грузинским народом царей, была дочь Вахтандухт.;sequence_m
поскольку эта вроде бы окраина была центром монашеского движения, бурно развившимся в VIII-XI веках;Вместе с тем грузины остались без одного из своих культурных и религиозных столпов,;cause_r
(выходцы Тао основали за рубежом - в Византии, Палестине, Сирии, - грузинские монастыри, среди них - монастырь Креста в Иерусалиме).;Вместе с тем грузины остались без одного из своих культурных и религиозных столпов,;elaboration_r
По итогам русско-турецкой войны 1877—1878 годов территория бывшего княжества вошла в состав России.;У Вахтанга Горгасали (440—502), одного из любимейших грузинским народом царей, была дочь Вахтандухт.;sequence_m
16 марта 1921 года в Москве;У Вахтанга Горгасали (440—502), одного из любимейших грузинским народом царей, была дочь Вахтандухт.;sequence_m
без участия представителей Армении, Грузии и Азербайджана;был подписан печально известный Московский договор,;condition_r
был подписан печально известный Московский договор,;16 марта 1921 года в Москве;same-unit_m
согласно которому;бассейн реки Чорох, гора Арарат и другие приграничные территории отошли к Турции.;attribution_r
бассейн реки Чорох, гора Арарат и другие приграничные территории отошли к Турции.;был подписан печально известный Московский договор,;elaboration_r
Средневековый мостик у села Цкалтетра. Начало дороги к монастырю Парехи.;У Вахтанга Горгасали (440—502), одного из любимейших грузинским народом царей, была дочь Вахтандухт.;elaboration_r
Обвал обрушил часть породы, ушедшей вместе с дорожным полотном в воду.;Новую дорогу тоже не назовёшь безопасной.;elaboration_r
Шрам от этого события, произошедшего уже после моей предыдущей поездки в Шавшети, служит напоминанием, что горы - это не игрушка...;Обвал обрушил часть породы, ушедшей вместе с дорожным полотном в воду.;elaboration_r
Началом дороги к монастырю можно считать небольшой средневековый мостик.;Обвал обрушил часть породы, ушедшей вместе с дорожным полотном в воду.;joint_m
Давно не используемый,;Началом дороги к монастырю можно считать небольшой средневековый мостик.;elaboration_r
но прочно вросший в скалу.;Давно не используемый,;contrast_m
Посёлки вокруг, в особенности отдалённые и глухие, в основном хранят свои исторические грузинские названия (по крайней мере на электронных картах).;Новую дорогу тоже не назовёшь безопасной.;joint_m
Крупные деревни, такие как Берта (Ортакой), известны под новыми топонимами.;Посёлки вокруг, в особенности отдалённые и глухие, в основном хранят свои исторические грузинские названия (по крайней мере на электронных картах).;comparison_m
Посёлок Парехи теперь называется Дуванишка.;Крупные деревни, такие как Берта (Ортакой), известны под новыми топонимами.;elaboration_r
Берта.;Впервые о нём в X веке упоминает Георгий Мерчуле, монах монастыря Хандзта и автор книги «Житие Григория Хандзтели» (951 г.).;elaboration_r
На склоне горы над посёлком Берта (середина пути к Парехи) еще при жизни одного из самых почитаемых святых Грузинской православной церкви Григория Хандзтели (Хандзтийского);Впервые о нём в X веке упоминает Георгий Мерчуле, монах монастыря Хандзта и автор книги «Житие Григория Хандзтели» (951 г.).;preparation_r
(есть предположение, что немногим позже - между 909 и 943 гг.);был основан одноимённый монастырь.;evaluation_r
был основан одноимённый монастырь.;На склоне горы над посёлком Берта (середина пути к Парехи) еще при жизни одного из самых почитаемых святых Грузинской православной церкви Григория Хандзтели (Хандзтийского);same-unit_m
Обширные развалины вокруг указывают на то, что при монастыре функционировала школа.;Впервые о нём в X веке упоминает Георгий Мерчуле, монах монастыря Хандзта и автор книги «Житие Григория Хандзтели» (951 г.).;joint_m
Источники относят Берту, наравне с монастырями Парехи, Мидзнадзори, Цкаростави, Анчи к числу литературных центров юго-западной Грузии.;Впервые о нём в X веке упоминает Георгий Мерчуле, монах монастыря Хандзта и автор книги «Житие Григория Хандзтели» (951 г.).;joint_m
Имя монастыря закрепилось за известным грузинским писарем того времени Зекепе Бертели (X в.), очевидно, работавшем при нём.;Впервые о нём в X веке упоминает Георгий Мерчуле, монах монастыря Хандзта и автор книги «Житие Григория Хандзтели» (951 г.).;joint_m
Сохранились два важных манускрипта - Бертские Евангелия.;Впервые о нём в X веке упоминает Георгий Мерчуле, монах монастыря Хандзта и автор книги «Житие Григория Хандзтели» (951 г.).;joint_m
Первый, более ранний и датируемый 988 г., каким-то образом оказался в США;Сохранились два важных манускрипта - Бертские Евангелия.;elaboration_r
и хранится в музее одной из богословских школ.;Первый, более ранний и датируемый 988 г., каким-то образом оказался в США;joint_m
Второй, двенадцатого века, покрытый золотым окладом, выполненным в монастыре Опиза, выставляется в Национальном центре рукописей в Тбилиси.;Первый, более ранний и датируемый 988 г., каким-то образом оказался в США;sequence_m
Полагаю, что никто из этнических турков - современных жителей посёлка Ортакой, затерянного в турецкой глубинке - не знает об этом;Второй, двенадцатого века, покрытый золотым окладом, выполненным в монастыре Опиза, выставляется в Национальном центре рукописей в Тбилиси.;evaluation_r
(а грузин или лазов согласно переписи среди них нет ни одного)...;Полагаю, что никто из этнических турков - современных жителей посёлка Ортакой, затерянного в турецкой глубинке - не знает об этом;contrast_m
Бертское Евангелие, XII в. Бертское Евангелие;Сохранились два важных манускрипта - Бертские Евангелия.;elaboration_r
монастырь оказался заброшен.;После захвата Тао-Кларджети Османской империей в XVI веке,;sequence_m
В XIX веке остатки здания главной церкви были перестроены в мечеть,;После захвата Тао-Кларджети Османской империей в XVI веке,;sequence_m
появился минарет.;В XIX веке остатки здания главной церкви были перестроены в мечеть,;joint_m
Я не нашел времени подняться к монастырю,;После захвата Тао-Кларджети Османской империей в XVI веке,;joint_m
хотя с него открывается отличный вид на ущелье и окрестные горы.;Я не нашел времени подняться к монастырю,;concession_r
Говорят, что сохранились маленькие, уже нечитаемые фрагменты росписи.;После захвата Тао-Кларджети Османской империей в XVI веке,;background_r
[По ссылке можно посмотреть виртуальный тур вокруг здания бывшего монастыря.];После захвата Тао-Кларджети Османской империей в XVI веке,;attribution_r
Берта. Здание храма, перестроенного в мечеть и руины трапезной.  В другом ракурсе.   Дом в Ортакое. Каменные руины у его основания наверняка помнят оригинальное название посёлка.;После захвата Тао-Кларджети Османской империей в XVI веке,;elaboration_r
Вид на центр Ортакоя. Монастыря Парехи отсюда не видно,;Берта. Здание храма, перестроенного в мечеть и руины трапезной.  В другом ракурсе.   Дом в Ортакое. Каменные руины у его основания наверняка помнят оригинальное название посёлка.;joint_m
он находится немного в стороне, на полпути к заснеженным вершинам.;Вид на центр Ортакоя. Монастыря Парехи отсюда не видно,;cause_r
Высокий мост через реку, компактная мечеть, крытая остановка и парочка магазинов. И всё это вокруг небольшой площади.;Центр Ортакоя оказался вполне городским.;elaboration_r
Особенно приятно меня удивило то, что, несмотря на захолустную глубинку, на лавочке чинно сидели несколько мужчин, одетых в пусть старые и видавшие виды, но аккуратные костюмы.;Центр Ортакоя оказался вполне городским.;joint_m
К сожалению, в современной Грузии советская традиция всегда носить пиджак,;Особенно приятно меня удивило то, что, несмотря на захолустную глубинку, на лавочке чинно сидели несколько мужчин, одетых в пусть старые и видавшие виды, но аккуратные костюмы.;contrast_m
ещё бывшая в моём детстве,;К сожалению, в современной Грузии советская традиция всегда носить пиджак,;background_r
сошла на нет...;К сожалению, в современной Грузии советская традиция всегда носить пиджак,;same-unit_m
Я обратился к проходящему мимо человеку с вязанкой хвороста на плече с просьбой показать верное направление.;Пришлось давать задний ход;cause_r
Эжванта, Дуванишка, - повторял я названия деревень, которые должны были оказаться на пути.;Я обратился к проходящему мимо человеку с вязанкой хвороста на плече с просьбой показать верное направление.;sequence_m
Человек что-то пролепетал в ответ;Я обратился к проходящему мимо человеку с вязанкой хвороста на плече с просьбой показать верное направление.;sequence_m
и махнул рукой в сторону.;Человек что-то пролепетал в ответ;joint_m
Поехав в указанном направлении,;я через несколько десятков метров уткнулся в чей-то двор.;cause_r
я через несколько десятков метров уткнулся в чей-то двор.;Пришлось давать задний ход;cause_r
Пришлось давать задний ход;Центр Ортакоя оказался вполне городским.;joint_m
и снова выруливать на площадь.;Пришлось давать задний ход;joint_m
На этот раз я обратился к сидящим на лавочке.;Пришлось давать задний ход;sequence_m
После небольшого совещания, они выделили мне провожатого - невысокого болтливого мужичка, страдающего ДЦП.;На этот раз я обратился к сидящим на лавочке.;joint_m
Ортакой. Еду в неверном направлении.;Центр Ортакоя оказался вполне городским.;elaboration_r
но она определённо использовалась в древности.;Сложно сказать насколько востребована была дорога, проходящая через Берту к монастырю Парехи и ведущая дальше в горы, где наверняка доходила до перевала Чискари,;contrast_m
До конца XV века где-то в этом районе проходил важный транспортный коридор Мичихиани.;Сложно сказать насколько востребована была дорога, проходящая через Берту к монастырю Парехи и ведущая дальше в горы, где наверняка доходила до перевала Чискари,;background_r
Наверное, в короткий летний промежуток времени осилить его возможно и в наше время.;Сложно сказать насколько востребована была дорога, проходящая через Берту к монастырю Парехи и ведущая дальше в горы, где наверняка доходила до перевала Чискари,;elaboration_r
А зимой жители по ту сторону перевала случается оказываются отрезанными от остальной части Турции;Наверное, в короткий летний промежуток времени осилить его возможно и в наше время.;comparison_m
из-за сильных снегопадов.;А зимой жители по ту сторону перевала случается оказываются отрезанными от остальной части Турции;cause_r
И если кому-то требуется вырваться из снежного плена,;то он вынужден делать длительный переход через грузинскую территорию;condition_r
то он вынужден делать длительный переход через грузинскую территорию;А зимой жители по ту сторону перевала случается оказываются отрезанными от остальной части Турции;elaboration_r
и снова возвращаться в Турцию, пересекая границу в другой точке.;то он вынужден делать длительный переход через грузинскую территорию;joint_m
В снежных шапках хребта, называемого Чишанскими горами, вершины которых достигают трёх с лишним километров, рождаются воды реки Мачахлисцкали, спускающейся со стороны Грузии в Мачахельское ущелье,;Сейчас автомобильная дорога заканчивается в Дуванишке, точнее немного дальше - в летней высокогорной деревеньке Накаребули,;preparation_r
известное средневековыми каменными мостами;В снежных шапках хребта, называемого Чишанскими горами, вершины которых достигают трёх с лишним километров, рождаются воды реки Мачахлисцкали, спускающейся со стороны Грузии в Мачахельское ущелье,;elaboration_r
(об этом месте я подробно рассказывал в статье Мосты Мачахельской долины.);известное средневековыми каменными мостами;background_r
где как и во многих других горных посёлках Артвинского ила (провинции), собирают известный на всю Турцию мёд...;Сейчас автомобильная дорога заканчивается в Дуванишке, точнее немного дальше - в летней высокогорной деревеньке Накаребули,;elaboration_r
В паре километров от Дуванишки,;Сейчас автомобильная дорога заканчивается в Дуванишке, точнее немного дальше - в летней высокогорной деревеньке Накаребули,;joint_m
находясь на серпантине на противоположном краю ущелья,;я, наконец, заметил развалины монастыря, сливающиеся с породой.;condition_r
я, наконец, заметил развалины монастыря, сливающиеся с породой.;В паре километров от Дуванишки,;same-unit_m
Но отсюда попасть к ним невозможно -;В паре километров от Дуванишки,;contrast_m
скалы стоят практически вертикально.;Но отсюда попасть к ним невозможно -;cause_r
Провожатый постоянно что-то лопотал,;В итоге, мы ошиблись дорогой;cause_r
но мне уже и так стало понятно, что толку от него будет не много.;Провожатый постоянно что-то лопотал,;contrast_m
В итоге, мы ошиблись дорогой;и я вырулил к очередному дому, хозяин которого, к счастью, подсказал верное направление.;cause_r
и я вырулил к очередному дому, хозяин которого, к счастью, подсказал верное направление.;Сейчас автомобильная дорога заканчивается в Дуванишке, точнее немного дальше - в летней высокогорной деревеньке Накаребули,;elaboration_r
Оказалось, что мне предстоит ещё около километра пройти пешком, и это единственный путь.;и я вырулил к очередному дому, хозяин которого, к счастью, подсказал верное направление.;elaboration_r
Предполагая, что местные могут не знать названия Парехи;я обращался, используя турецкое слово калеси,;cause_r
и то, что в прошлом здесь был монастырь,;Предполагая, что местные могут не знать названия Парехи;joint_m
я обращался, используя турецкое слово калеси,;и я вырулил к очередному дому, хозяин которого, к счастью, подсказал верное направление.;elaboration_r
означающее крепость или замок,;я обращался, используя турецкое слово калеси,;restatement_m
но только здесь, когда провожатый и хозяин дома общались между собой,;я понял, что выбрал верную тактику.;cause_r
и в их разговоре я слышал многократно повторяющееся калеси,;но только здесь, когда провожатый и хозяин дома общались между собой,;joint_m
я понял, что выбрал верную тактику.;я обращался, используя турецкое слово калеси,;contrast_m
То, что для меня было монастырём Парехи,;я обращался, используя турецкое слово калеси,;evidence_r
для них являлось развалинами безымянной крепости.;То, что для меня было монастырём Парехи,;joint_m
Первый вид на Парехи с серпантина, ведущего в Дуванишку.  Дуванишка - последний круглогодичный населённый пункт на этой дороге.;Дуванишка оказалась интересным местом.;elaboration_r
Конечно, яркий окрас целлофана, которым на зиму накрывают солому, или спутниковые тарелки, выбиваются из общей картины -;размывают древность.;cause_r
размывают древность.;Дуванишка оказалась интересным местом.;elaboration_r
Но атмосфера, присущая горным поселениям, - будь то деревни по дороге в Ушгули или знаменитый комплекс в Шатили - всё ещё присутствует.;размывают древность.;contrast_m
Вдруг приходит чувство, что это место живое.;Но атмосфера, присущая горным поселениям, - будь то деревни по дороге в Ушгули или знаменитый комплекс в Шатили - всё ещё присутствует.;evaluation_r
И словно в подтверждение хозяйка одного из домов, завидев странных пришельцев, протягивает в окно мелкие, но оказавшиеся очень вкусными груши.;Вдруг приходит чувство, что это место живое.;evidence_r
В такие моменты время стирается,;И словно в подтверждение хозяйка одного из домов, завидев странных пришельцев, протягивает в окно мелкие, но оказавшиеся очень вкусными груши.;evaluation_r
