EDU_1;EDU_2;Relation
Учителя и администрация не отставали:;Одни перепуганные родители навешали ярлыков,;comparison_m
угроз и осуждения было достаточно;для того, чтобы дети, совершившие ошибку, начали защищаться.;cause_r
для того, чтобы дети, совершившие ошибку, начали защищаться.;Учителя и администрация не отставали:;elaboration_r
Что же необходимо сделать, в первую очередь?;Рассказать о границах.;solutionhood_r
Рассказать о границах.;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;preparation_r
Нельзя удерживать,;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;joint_m
если он хочет уйти.;Нельзя удерживать,;condition_r
Нельзя настаивать,;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;joint_m
если он не хочет участвовать в эксперименте.;Нельзя настаивать,;condition_r
Его «нет» является достаточным основанием,;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;joint_m
чтобы оставить его в покое.;Его «нет» является достаточным основанием,;purpose_r
Если над человеком совершают действия против его воли,;это насилие.;condition_r
это насилие.;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;joint_m
Мы против насилия по отношению к кому бы то ни было, в том числе по отношению к тем, кто совершил ошибку.»;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;joint_m
Это хорошие ориентиры,;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;elaboration_r
чтобы дети могли разобраться,;Это хорошие ориентиры,;purpose_r
и опираться на них.;чтобы дети могли разобраться,;joint_m
Вина и стыд им не помогут:;Это хорошие ориентиры,;comparison_m
они оттягивают все душевные силы;Вина и стыд им не помогут:;elaboration_r
на то, чтобы справиться с этими чувствами.;они оттягивают все душевные силы;purpose_r
Разберитесь со своими травмами, которые резонируют в подобных ситуациях.;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;joint_m
Попробуйте увидеть, как вы мгновенно превращаетесь в жертв и насильников.;Разберитесь со своими травмами, которые резонируют в подобных ситуациях.;joint_m
Если дети увидят адекватную реакцию взрослых,;они смогут задуматься над уроком.;condition_r
они смогут задуматься над уроком.;«Нельзя совершать с другим человеком такие действия, на которые он не давал согласия.;joint_m
И это единственный шанс усвоить урок:;и научиться,;condition_r
взрослые должны быть взрослыми,;И это единственный шанс усвоить урок:;elaboration_r
и реагировать по-взрослому.;взрослые должны быть взрослыми,;joint_m
Тогда и дети смогут быть детьми, которые могли чего-то не знать,;и научиться,;cause_r
и научиться,;они смогут задуматься над уроком.;elaboration_r
извлечь бесценный опыт для своей жизни.;и научиться,;joint_m
