EDU_1;EDU_2;Relation
Внутри кофейни живёт игуана;Я позволил себе молочный коктейль;background_r
— блин, не каждое московское заведение на такое решится:;Внутри кофейни живёт игуана;evaluation_r
содержание экзотического зверя хлопотное и дорогое занятие.;— блин, не каждое московское заведение на такое решится:;elaboration_r
Забавно, что на одном прилавке с кофе здесь ещё и семена продают.;Внутри кофейни живёт игуана;joint_m
Обожаю нашу глубинку!;Внутри кофейни живёт игуана;evaluation_r
5. В этот раз мы гуляем по главной улице города - Большой.;Здесь находятся самые красивые здания,;preparation_r
Здесь находятся самые красивые здания,;вызвав к последним немалый интерес в обществе.;preparation_r
она ухоженна,;Здесь находятся самые красивые здания,;joint_m
подкрашена;Здесь находятся самые красивые здания,;joint_m
и вообще в обрамлении июньской зелени производит исключительно положительное впечатление.;Здесь находятся самые красивые здания,;joint_m
6. Переходим,;вызвав к последним немалый интерес в обществе.;preparation_r
как и было обещано,;6. Переходим,;background_r
к музыкальным талантам Бежецка.;6. Переходим,;same-unit_m
Родившийся в местной купеческой семье Василий Андреев в конце XIX-го века организовал первый в России оркестр народных инструментов,;вызвав к последним немалый интерес в обществе.;cause_r
В первую очередь это, конечно, балалайка,;вызвав к последним немалый интерес в обществе.;elaboration_r
с его лёгкой руки ставшая одним из символов России;В первую очередь это, конечно, балалайка,;elaboration_r
и ныне обязательно фигурирующая в каждой клюкве или пародии на неё, наряду с медведем и шапкой-ушанкой.;с его лёгкой руки ставшая одним из символов России;joint_m
хотя инструментарий его оркестра был существенно шире.;7. Сам Андреев был именно что виртуозом-балалаечником,;concession_r
Памятник ему с прошлого кадра установлен около его же музея.;7. Сам Андреев был именно что виртуозом-балалаечником,;elaboration_r
В этом доме Андреев лишь проживал какое-то время.;Памятник ему с прошлого кадра установлен около его же музея.;background_r
Фамильный же особняк его отца будет далее.;В этом доме Андреев лишь проживал какое-то время.;elaboration_r
Почему музей открыли не там, а здесь;В этом доме Андреев лишь проживал какое-то время.;evaluation_r
— не совсем понятно.;Почему музей открыли не там, а здесь;evaluation_r
Видимо, вопросы частной собственности.;Почему музей открыли не там, а здесь;evaluation_r
По другую руку от бюста - местный краеведческий, посвящённый, по сути, одному писателю Шишкову.;7. Сам Андреев был именно что виртуозом-балалаечником,;joint_m
Оба музея уже несколько лет закрыты на реконструкцию,;7. Сам Андреев был именно что виртуозом-балалаечником,;elaboration_r
которой по факту, судя по всему, не проводится.;Оба музея уже несколько лет закрыты на реконструкцию,;contrast_m
С точки зрения туризма, это жирная двойка Бежецку.;Оба музея уже несколько лет закрыты на реконструкцию,;evaluation_r
8a. Вот собственно почему.;8. Некогда красивейшее здание Бежецка, дом нотариуса Тугаринова, в советское время потеряло всю свою прелесть:;cause_r
До революции выглядело так,;8a. Вот собственно почему.;background_r
тут комментарии излишни.;До революции выглядело так,;evaluation_r
Взято отсюда:;8a. Вот собственно почему.;evidence_r
здесь;Взято отсюда:;attribution_r
9. Вероятно, самое красивое по состоянию на сегодняшний день деревянное здание Бежецка связывают с именем того же Тугаринова,;8. Некогда красивейшее здание Бежецка, дом нотариуса Тугаринова, в советское время потеряло всю свою прелесть:;elaboration_r
который в своё время купил его;9. Вероятно, самое красивое по состоянию на сегодняшний день деревянное здание Бежецка связывают с именем того же Тугаринова,;elaboration_r
и надстроил наиболее интересной частью:;который в своё время купил его;joint_m
10. Рядом с ним - памятник отцу и сыну Гумилёвым и Анне Ахматовой,;Сам памятник выглядит странно,;preparation_r
о которых уже говорилось выше.;10. Рядом с ним - памятник отцу и сыну Гумилёвым и Анне Ахматовой,;background_r
С Бежецком их связало наличие имения семьи Гумилёвых в окрестностях города.;10. Рядом с ним - памятник отцу и сыну Гумилёвым и Анне Ахматовой,;background_r
словно его собрали из отдельных не связанных друг с другом деталей:;Сам памятник выглядит странно,;comparison_m
12. В число почётных граждан Бежецка попали три памятника, вход в парк и колокольня:;11. Капитальная доска почёта:;elaboration_r
13. Самое роскошное здание Бежецка, пожалуй, в принципе сильно превосходящее уровень города, - усадьба купца Неворотина.;11. Капитальная доска почёта:;joint_m
Сейчас такое помыслить невозможно;13. Самое роскошное здание Бежецка, пожалуй, в принципе сильно превосходящее уровень города, - усадьба купца Неворотина.;elaboration_r
даже не потому что, мол, так строить не умеют,;Сейчас такое помыслить невозможно;evaluation_r
а потому что люди с такими возможностями в маленьких городах уже не живут.;даже не потому что, мол, так строить не умеют,;contrast_m
14. Скажу честно, Бежецк - город непростой;11. Капитальная доска почёта:;joint_m
для восприятия.;14. Скажу честно, Бежецк - город непростой;purpose_r
Он не разжёван;14. Скажу честно, Бежецк - город непростой;elaboration_r
и не переварен туриндустрией, словно Суздаль, Зарайск или Коломна,;Он не разжёван;joint_m
чтобы можно было сразу положить его в алчущий рот путешественника;Он не разжёван;purpose_r
и легко с аппетитом проглотить.;чтобы можно было сразу положить его в алчущий рот путешественника;joint_m
Во время прогулки стоило слегка отойти от центральной улицы,;мне становилось зачастую не слишком комфортно.;condition_r
мне становилось зачастую не слишком комфортно.;Он не разжёван;elaboration_r
15. Целостность гражданской застройки тут высока,;Как итог, Бежецк,;cause_r
сохранность лучше среднего.;15. Целостность гражданской застройки тут высока,;joint_m
Но всё это вписано в обычную провинциальную жизнь, местами суровую и неприглядную.;15. Целостность гражданской застройки тут высока,;contrast_m
Как с Елабугой, примерно,;15. Целостность гражданской застройки тут высока,;elaboration_r
только её ещё и причесали хорошо.;Как с Елабугой, примерно,;contrast_m
оставивший бледные впечатления на месте,;Как итог, Бежецк,;elaboration_r
дарит мощное послевкусие,;Как итог, Бежецк,;same-unit_m
появляющееся,;дарит мощное послевкусие,;elaboration_r
когда мысли в голове хорошенько осели;появляющееся,;condition_r
и разложились по полкам.;когда мысли в голове хорошенько осели;joint_m
Теперь хочется его откровенно расхваливать.;Как итог, Бежецк,;evaluation_r
17. Продолжаем прогулку по уютной тенистой Большой улице.;Своей целостностью и красотой она определённо представляет собой прекрасный пример улицы маленького исторического русского города.;preparation_r
Своей целостностью и красотой она определённо представляет собой прекрасный пример улицы маленького исторического русского города.;16. Амбициозный плакат. Братва рвётся к власти?;joint_m
Но ради неё одной, конечно, в Бежецк не поедешь.;Своей целостностью и красотой она определённо представляет собой прекрасный пример улицы маленького исторического русского города.;contrast_m
18. Дом купцов Постниковых:;16. Амбициозный плакат. Братва рвётся к власти?;joint_m
19. Ещё одна доска почёта, на сей раз - Героям СССР и Героям труда:;16. Амбициозный плакат. Братва рвётся к власти?;joint_m
20. Рядом с заросшим сквером на перекрёстке двух пыльных дорог стоит красивая шатровая колокольня.;16. Амбициозный плакат. Братва рвётся к власти?;joint_m
Выглядит всё это слегка странно.;20. Рядом с заросшим сквером на перекрёстке двух пыльных дорог стоит красивая шатровая колокольня.;evaluation_r
Сия колокольня 1680-х годов постройки - единственное, что осталось от располагавшегося здесь Введенского монастыря.;20. Рядом с заросшим сквером на перекрёстке двух пыльных дорог стоит красивая шатровая колокольня.;background_r
Сегодня это - старейшее здание Бежецка:;20. Рядом с заросшим сквером на перекрёстке двух пыльных дорог стоит красивая шатровая колокольня.;elaboration_r
Алексей Иванов - ещё один уроженец Бежецка, прославившийся в мире музыки.;21. В излишне зареставрированном, но, судя по всему, не сильно исторически значимом доме открыли культурно-деловой центр Дом Иванова.;elaboration_r
Не совсем понятно,;почему создатели этого объекта решили посвятить его именно оперному певцу.;evaluation_r
почему создатели этого объекта решили посвятить его именно оперному певцу.;21. В излишне зареставрированном, но, судя по всему, не сильно исторически значимом доме открыли культурно-деловой центр Дом Иванова.;evaluation_r
Родился он в Бежецком районе,;почему создатели этого объекта решили посвятить его именно оперному певцу.;background_r
и дом этот, вроде бы, отношения к нему не имеет.;Родился он в Бежецком районе,;joint_m
Но идея не самая плохая.;Родился он в Бежецком районе,;contrast_m
Сейчас здесь работает как минимум музей певца (частный, очевидно), магазин сувениров и кафе, в котором я вполне вкусно отобедал.;21. В излишне зареставрированном, но, судя по всему, не сильно исторически значимом доме открыли культурно-деловой центр Дом Иванова.;elaboration_r
Придётся нарушить хронологию,;22. Памятник баритону расположен в квартале от культурно-делового центра.;elaboration_r
дабы не запутаться в местных персоналиях:;Придётся нарушить хронологию,;purpose_r
23. К дореволюционному зданию земской управы в советское время пристроили два массивных крыльца.;22. Памятник баритону расположен в квартале от культурно-делового центра.;joint_m
Не хочу навлечь на себя гнев эстетов,;23. К дореволюционному зданию земской управы в советское время пристроили два массивных крыльца.;evaluation_r
но по-моему здесь тот редкий случай, когда с советской пристройкой получилось даже лучше оригинала:;Не хочу навлечь на себя гнев эстетов,;contrast_m
24. А вот и усадьба семьи Андреевых,;22. Памятник баритону расположен в квартале от культурно-делового центра.;joint_m
про которую я говорил выше:;24. А вот и усадьба семьи Андреевых,;background_r
25. Неожиданно изобретательные и крупные для маленького городка автобусные остановки, аж в две секции!;22. Памятник баритону расположен в квартале от культурно-делового центра.;joint_m
Хотя казалось бы, сколько тут маршрутов?;что целых семь.;solutionhood_r
Википедия пишет,;что целых семь.;attribution_r
что целых семь.;25. Неожиданно изобретательные и крупные для маленького городка автобусные остановки, аж в две секции!;concession_r
26. На линии курсирует жёлтый Икарус.;25. Неожиданно изобретательные и крупные для маленького городка автобусные остановки, аж в две секции!;elaboration_r
В силу сокращения численности,;скоро станет таким же объектом поклонения, как и 677-й ЛиАЗ:;cause_r
скоро станет таким же объектом поклонения, как и 677-й ЛиАЗ:;26. На линии курсирует жёлтый Икарус.;elaboration_r
27. Невзрачный центр народного творчества и досуга:;22. Памятник баритону расположен в квартале от культурно-делового центра.;joint_m
28. Что удивительно, Ленин в Бежецке представлен лишь бюстом в тихом укромном месте.;22. Памятник баритону расположен в квартале от культурно-делового центра.;joint_m
Его перенесли сюда из сквера у колокольни.;28. Что удивительно, Ленин в Бежецке представлен лишь бюстом в тихом укромном месте.;background_r
А полноценного Ильича, выходит, тут и не было?;28. Что удивительно, Ленин в Бежецке представлен лишь бюстом в тихом укромном месте.;contrast_m
29. Параллельно Большой тянется Липовая аллея - тихая уютная улочка с бульварной зоной и остатками брусчатки.;Не удалось найти, как давно и по какому поводу она тут появилась.;preparation_r
Предположу, что в связи с располагавшимся здесь монастырём:;Не удалось найти, как давно и по какому поводу она тут появилась.;evaluation_r
30. Часть аллеи небогато, но чистенько обустроена - плиточка, скамейки, урны и т.п.;Не удалось найти, как давно и по какому поводу она тут появилась.;elaboration_r
Судя по имеющейся в сети информации, до конца года такой должна стать вся аллея целиком.;30. Часть аллеи небогато, но чистенько обустроена - плиточка, скамейки, урны и т.п.;elaboration_r
Да и вообще озвученные планы по благоустройству Бежецка весьма обширные.;Судя по имеющейся в сети информации, до конца года такой должна стать вся аллея целиком.;joint_m
Например, полузаброшенный сквер у показанной ранее колокольни должны привести в порядок, и много чего ещё.;Да и вообще озвученные планы по благоустройству Бежецка весьма обширные.;evidence_r
Интересно, сделают?;Например, полузаброшенный сквер у показанной ранее колокольни должны привести в порядок, и много чего ещё.;evaluation_r
31. На Липовой аллее сохранились остатки Благовещенского монастыря.;Не удалось найти, как давно и по какому поводу она тут появилась.;elaboration_r
Когда-то это был грандиозный ансамбль, достойный Нового Иерусалима или Нило-Столобенской пустыни.;31. На Липовой аллее сохранились остатки Благовещенского монастыря.;background_r
Но при советах храмы посносили, оставив лишь ограду бывшей обители.;Когда-то это был грандиозный ансамбль, достойный Нового Иерусалима или Нило-Столобенской пустыни.;sequence_m
Внутри неё теперь располагается больница.;Когда-то это был грандиозный ансамбль, достойный Нового Иерусалима или Нило-Столобенской пустыни.;sequence_m
Вид просто ошарашивающий:;31. На Липовой аллее сохранились остатки Благовещенского монастыря.;evaluation_r
где ещё за крепостной стеной с башенками можно увидеть типовой советский замок из силикатного кирпича?;Вид просто ошарашивающий:;cause_r
32. Помимо стены от монастыря осталось несколько неприметных корпусов, сейчас используемых больницей, и обезглавленная Космодемьянская церковь (1878),;Вид просто ошарашивающий:;elaboration_r
к которой пристыковали силикатный переход в основное здание лечебного учреждения.;32. Помимо стены от монастыря осталось несколько неприметных корпусов, сейчас используемых больницей, и обезглавленная Космодемьянская церковь (1878),;elaboration_r
Используется как поликлиника:;32. Помимо стены от монастыря осталось несколько неприметных корпусов, сейчас используемых больницей, и обезглавленная Космодемьянская церковь (1878),;elaboration_r
33. В конце Липовой аллеи - симпатичный памятник балалайке,;31. На Липовой аллее сохранились остатки Благовещенского монастыря.;elaboration_r
установленный к 150-летию упомянутого ранее Василия Андреева:;33. В конце Липовой аллеи - симпатичный памятник балалайке,;background_r
Установлен на месте братского захоронения жертв Гражданской войны:;34. В сквере у больницы, на карте громко обозначенном как парк Победы, - монумент борцам, павшим за октябрь.;background_r
35. Здесь же - памятник солдату уже Великой Отечественной войны.;34. В сквере у больницы, на карте громко обозначенном как парк Победы, - монумент борцам, павшим за октябрь.;joint_m
Это не у меня руки из одного места,;35. Здесь же - памятник солдату уже Великой Отечественной войны.;elaboration_r
это памятник завалился:;Это не у меня руки из одного места,;contrast_m
т.к. богатые люди тут не живут.;36. Выше в контексте усадьбы Неворотина я говорил, что современных вычурных зданий в Бежецке уже вряд ли появится,;cause_r
Что ж, люди не живут,;36. Выше в контексте усадьбы Неворотина я говорил, что современных вычурных зданий в Бежецке уже вряд ли появится,;elaboration_r
а организации работают.;Что ж, люди не живут,;contrast_m
Сбербанк здесь себе небольшой дворец построил:;Что ж, люди не живут,;evidence_r
37. С площадями в Бежецке как-то не задалось.;Очередная площадь, на сей раз Победы, представляет собой пустырь, заросший до состояния лесопарка.;preparation_r
До революции она называлась Рождественской,;Очередная площадь, на сей раз Победы, представляет собой пустырь, заросший до состояния лесопарка.;background_r
а в центре её стоял одноимённый храм XVIII-го века.;До революции она называлась Рождественской,;joint_m
Сильно урезанное церковное здание - это в общем-то всё, что осталось от былого ансамбля.;Очередная площадь, на сей раз Победы, представляет собой пустырь, заросший до состояния лесопарка.;elaboration_r
При советах в нём размещалась швейная фабрика.;Сильно урезанное церковное здание - это в общем-то всё, что осталось от былого ансамбля.;background_r
Церковь передали РПЦ вроде бы ещё десять лет назад,;Очередная площадь, на сей раз Победы, представляет собой пустырь, заросший до состояния лесопарка.;elaboration_r
но значимых изменений не заметно.;Церковь передали РПЦ вроде бы ещё десять лет назад,;contrast_m
Деревья продолжают подступать к стенам храма:;но значимых изменений не заметно.;evidence_r
38. Главное предприятие Бежецка - завод «Автоспецоборудование»,;На удивление живой и бодрый.;preparation_r
производящий компрессоры.;38. Главное предприятие Бежецка - завод «Автоспецоборудование»,;elaboration_r
Как-то не верится,;но корпус с часами, говорят, ещё довоенный.;evaluation_r
но корпус с часами, говорят, ещё довоенный.;На удивление живой и бодрый.;elaboration_r
Также где-то на его территории сохранились красивые кирпичные винные склады,;На удивление живой и бодрый.;joint_m
где первоначально и разместились пулемётные мастерские, выросшие в нынешний завод:;Также где-то на его территории сохранились красивые кирпичные винные склады,;background_r
Находится он за железной дорогой относительно остального города, да ещё и в нескольких километрах в сторону.;39. Отдельным аппендиксом существует район Бежецксельмаш (официально - Шолмино), прям как именитый ростовский собрат!;background_r
Пока шёл туда,;заприметил новый современный завод, который даже фотографировать не стал;condition_r
заприметил новый современный завод, который даже фотографировать не стал;39. Отдельным аппендиксом существует район Бежецксельмаш (официально - Шолмино), прям как именитый ростовский собрат!;elaboration_r
ввиду безлюдности и серьёзного вида.;заприметил новый современный завод, который даже фотографировать не стал;cause_r
Оказалось, всего лишь комбинат комбикормов,;заприметил новый современный завод, который даже фотографировать не стал;elaboration_r
а я-то уж было подумал...;Оказалось, всего лишь комбинат комбикормов,;contrast_m
здесь расположено местное ПАТП,;40. Въезд в район знаменует старенький ПАЗик на постаменте:;elaboration_r
которые едва ли не в каждом городе считают своей обязанностью возвести себе подобный памятник, как паровоз на вокзалах или зенитка у военной части.;здесь расположено местное ПАТП,;elaboration_r
Хозяева ласково назвали его «Ветераном»,;40. Въезд в район знаменует старенький ПАЗик на постаменте:;elaboration_r
но буквы на борту уже слегка ободрались:;Хозяева ласково назвали его «Ветераном»,;joint_m
когда район этот строился для завода «Бежецксельмаш»,;он считался передовым и современным.;condition_r
он считался передовым и современным.;41. В советское время,;same-unit_m
При капитализме же, ожидаемо, жизнь ушла в центр, где теперь даже деревянные дореволюционки смотрятся пободрее.;41. В советское время,;comparison_m
А тут время словно застыло в годах постройки района;41. В советское время,;contrast_m
— большинство улиц даже не заасфальтированы,;А тут время словно застыло в годах постройки района;evidence_r
на стадионе ржавеют социалистические лозунги:;— большинство улиц даже не заасфальтированы,;joint_m
42. На размашистом доме культуры до сих пор красуется серп-и-молот:;на стадионе ржавеют социалистические лозунги:;elaboration_r
Вроде бы и глухо тут, провинциальненько,;Из «Бежецксельмаша» я дошёл до вокзала короткой тропой - по насыпи какого-то разобранного подъездного ж/д пути.;evaluation_r
а жизнь идёт какая-то своя, исключительно местная.;Вроде бы и глухо тут, провинциальненько,;contrast_m
На этом я с осмотром Бежецка и закончил.;Из «Бежецксельмаша» я дошёл до вокзала короткой тропой - по насыпи какого-то разобранного подъездного ж/д пути.;elaboration_r
Вокзал я показывал в посте про дорогу до Москвы на поездах.;На этом я с осмотром Бежецка и закончил.;background_r
Про Бежецк хочется сказать, что это в общем-то достойный;Из «Бежецксельмаша» я дошёл до вокзала короткой тропой - по насыпи какого-то разобранного подъездного ж/д пути.;evaluation_r
для посещения;Про Бежецк хочется сказать, что это в общем-то достойный;purpose_r
маленький русский город с неплохо сохранившейся застройкой и своими уникальными деталями.;Про Бежецк хочется сказать, что это в общем-то достойный;same-unit_m
Но сколько раз я уже говорил подобное?;Только состояние местами подводит.;solutionhood_r
Выходит, наша страна вообще неплохо сохранилась несмотря ни на что?;Но сколько раз я уже говорил подобное?;joint_m
Только состояние местами подводит.;Про Бежецк хочется сказать, что это в общем-то достойный;contrast_m
За два дня я набрал материала аж на шесть объёмных постов.;Из «Бежецксельмаша» я дошёл до вокзала короткой тропой - по насыпи какого-то разобранного подъездного ж/д пути.;background_r
Поездочка вышла насыщенной.;За два дня я набрал материала аж на шесть объёмных постов.;evaluation_r
Наконец-то я с ней закончил!;Поездочка вышла насыщенной.;evaluation_r
