EDU_1;EDU_2;Relation
Насколько я понимаю, можно взять на парковке машину и классом выше, чем в заказе,;просто с карточки тут же спишут дополнительные деньги.;cause_r
просто с карточки тут же спишут дополнительные деньги.;тебе просто говорят в каком секторе парковки класс, соответствующий твоему заказу,;elaboration_r
Наверное, на это система и расчитана.;просто с карточки тут же спишут дополнительные деньги.;evaluation_r
Но у нас и так был заказан SUV.;тебе просто говорят в каком секторе парковки класс, соответствующий твоему заказу,;contrast_m
Я выбрал вот этот Hyundai Santa Fe.;Но у нас и так был заказан SUV.;elaboration_r
На нем мы доехали из LA в Вегас через пустыню Мохаве;Я выбрал вот этот Hyundai Santa Fe.;elaboration_r
(где и была сделана эта фотка).;На нем мы доехали из LA в Вегас через пустыню Мохаве;elaboration_r
Непонятно, где мы повредили колесо;то было решено просто заехать в ближайший Alamo;preparation_r
— по бездорожью не ездили.;Непонятно, где мы повредили колесо;contrast_m
А может быть, оно было повреждено с самого начала.;Непонятно, где мы повредили колесо;contrast_m
Но, ясное дело, в Долину Смерти с поврежденным колесом ехать нельзя.;Непонятно, где мы повредили колесо;evaluation_r
Поскольку;то было решено просто заехать в ближайший Alamo;cause_r
при заказе;мне по какой-то акции досталась бесплатная супер-пупер страховка, включающая повреждение колес,;condition_r
мне по какой-то акции досталась бесплатная супер-пупер страховка, включающая повреждение колес,;Поскольку;same-unit_m
и поменять машину.;то было решено просто заехать в ближайший Alamo;joint_m
Ближайший - в аэропорту Вегаса.;то было решено просто заехать в ближайший Alamo;elaboration_r
Там, правда, ситуация оказалась не такой радужной, как была в LA.;Ближайший - в аэропорту Вегаса.;comparison_m
Парковка была пустой;Там, правда, ситуация оказалась не такой радужной, как была в LA.;elaboration_r
и стояла очередь страждущих, которым выдавали прибывающие машины по мере поступления.;Парковка была пустой;joint_m
Впрочем, нам предложили, если не хотим ждать,;забрать сразу вместо SUVа машинку Nissan Altima.;condition_r
забрать сразу вместо SUVа машинку Nissan Altima.;Парковка была пустой;contrast_m
Предложением этим мы воспользовались,;и не пожалели.;cause_r
и не пожалели.;забрать сразу вместо SUVа машинку Nissan Altima.;elaboration_r
Машина очень хорошая,;и не пожалели.;cause_r
мне понравилась.;Машина очень хорошая,;evaluation_r
В отличие, кстати, от Santa Fe,;Машина очень хорошая,;comparison_m
от которого я не был в восторге.;В отличие, кстати, от Santa Fe,;evaluation_r
Вот наша Altima уже в Долине Смерти.;забрать сразу вместо SUVа машинку Nissan Altima.;elaboration_r
На карте я обозначил наш маршрут от аэропорта Вегаса в Долину Смерти и обратно в наш Трамп-отель.;что чистой езды 6 часов 17 минут.;preparation_r
Гугл считает,;что чистой езды 6 часов 17 минут.;attribution_r
Похоже на правду:;что чистой езды 6 часов 17 минут.;evaluation_r
со всеми остановками было, наверное, часов 10.;Похоже на правду:;evidence_r
Там нужно оплатить въезд (30 долларов за машину),;Первая остановка не считая заправки - на въезде в национальный парк.;elaboration_r
расположены стенды с картами и всяческой полезной информацией.;Там нужно оплатить въезд (30 долларов за машину),;joint_m
Никаких служителей нет,;оплачиваешь сам в автомате типа тех, что на парковках.;cause_r
оплачиваешь сам в автомате типа тех, что на парковках.;Там нужно оплатить въезд (30 долларов за машину),;joint_m
За эти деньги можно тусить в национальном парке то ли неделю, то ли две,;оплачиваешь сам в автомате типа тех, что на парковках.;evaluation_r
хотя нам это было не актуально.;За эти деньги можно тусить в национальном парке то ли неделю, то ли две,;concession_r
Все это хозяйство расположено в стороне от дороги,;оплачиваешь сам в автомате типа тех, что на парковках.;elaboration_r
а не как в каньоне Зайон, например,;Все это хозяйство расположено в стороне от дороги,;contrast_m
где автоматы оплаты находятся прямо на хайвее;а не как в каньоне Зайон, например,;elaboration_r
(и, кажется, даже есть шлагбаум).;где автоматы оплаты находятся прямо на хайвее;background_r
Поэтому, когда я был в Долине Смерти первый раз, в 2012 году,;то вообще не понял, что надо останавливаться;condition_r
то вообще не понял, что надо останавливаться;и проехал зайцем.;cause_r
и что-то платить,;то вообще не понял, что надо останавливаться;joint_m
и проехал зайцем.;Все это хозяйство расположено в стороне от дороги,;elaboration_r
Раз уж остановились,;то надо пофотографировать окрестности.;condition_r
Следующую остановку мы сделали в месте, где захотелось сфотографировать живописные скалы.;то надо пофотографировать окрестности.;sequence_m
Потом оказалось, что мы не доехали всего километро до знаменитой Zabriskie Point.;то надо пофотографировать окрестности.;sequence_m
Вот и она:;Потом оказалось, что мы не доехали всего километро до знаменитой Zabriskie Point.;elaboration_r
Дальше мы поехали к Визитор Центру национального парка,;развернулись;cause_r
но передумали в него заходить,;Дальше мы поехали к Визитор Центру национального парка,;contrast_m
развернулись;то надо пофотографировать окрестности.;sequence_m
и отправились к Голден Каньону.;развернулись;joint_m
По каньону можно пройти пешком обратно к Забриски Пойнт.;и отправились к Голден Каньону.;elaboration_r
Но у нас не было на это времени,;По каньону можно пройти пешком обратно к Забриски Пойнт.;contrast_m
да и обувь была неподходящей.;Но у нас не было на это времени,;joint_m
Дорога, по которой мы теперь ехали, Badwater Road, идет вдоль дна долины, находящегося ниже уровня моря.;мы свернули на проселочную дорогу, West Side Road.;background_r
Чтобы лучше рассмотреть это покрытое солью дно,;мы свернули на проселочную дорогу, West Side Road.;purpose_r
Виды вокруг фантастические!;мы свернули на проселочную дорогу, West Side Road.;evaluation_r
Белое - это не снег, это соль!;Виды вокруг фантастические!;elaboration_r
В середине апреля погода в Долине Смерти не была смертельно жаркой,;Виды вокруг фантастические!;background_r
но была вполне летней.;В середине апреля погода в Долине Смерти не была смертельно жаркой,;contrast_m
Градусов 26-28.;но была вполне летней.;evidence_r
Далеко углубляться по грунтовке не стали;мы свернули на проселочную дорогу, West Side Road.;sequence_m
— очень уж пыльно.;Далеко углубляться по грунтовке не стали;cause_r
Вернулись на шоссе.;Далеко углубляться по грунтовке не стали;contrast_m
На фото ниже видны машины, едущие вдоль склона по шоссе Badwater Road.;Следующая остановка - Badwater, самая нижняя точка США, 86 метров ниже уровня моря.;elaboration_r
Для удобства туристов;на склоне обозначен уровень моря:;purpose_r
на склоне обозначен уровень моря:;Следующая остановка - Badwater, самая нижняя точка США, 86 метров ниже уровня моря.;elaboration_r
Следующая остановка была сделана в месте, где шоссе очень близко подошло к соляной повехности.;Следующая остановка - Badwater, самая нижняя точка США, 86 метров ниже уровня моря.;sequence_m
Я хотел сделать несколько кадров этой поверхности вблизи.;Следующая остановка была сделана в месте, где шоссе очень близко подошло к соляной повехности.;elaboration_r
Но не получилось:;Я хотел сделать несколько кадров этой поверхности вблизи.;contrast_m
неосмотрительно углубившись в то, что, как выяснилось, является на самом деле соляным болотом,;я провалился одной ногой по колено.;cause_r
я провалился одной ногой по колено.;Но не получилось:;elaboration_r
Вот как этот момент был запечатлен со стороны:;я провалился одной ногой по колено.;elaboration_r
Не то чтобы вытащить ногу оказалось сложно,;Вот почему возникла необходимость остановки у аптеки;solutionhood_r
но тапок с этой ноги сгинул в соляной грязи.;Не то чтобы вытащить ногу оказалось сложно,;contrast_m
Там рядом виднеется цепочка следов,;Не то чтобы вытащить ногу оказалось сложно,;elaboration_r
но это - не человеческие следы.;Там рядом виднеется цепочка следов,;contrast_m
Животное, видимо, было гораздо легче меня :);Там рядом виднеется цепочка следов,;evaluation_r
Второй тапок выжил,;Не то чтобы вытащить ногу оказалось сложно,;joint_m
но был жутко облеплен соляной грязью,;Второй тапок выжил,;contrast_m
и я бросил его на месте происшествия.;но был жутко облеплен соляной грязью,;joint_m
Жаль, хорошие пижонские кроксы были,;Не то чтобы вытащить ногу оказалось сложно,;evaluation_r
куплены за 40 баксов всего за 2 дня до этого в молле Fashion Show под нашей гостиницей.;Жаль, хорошие пижонские кроксы были,;elaboration_r
для покупки новых тапок.;Вот почему возникла необходимость остановки у аптеки;purpose_r
Ибо войти в лобби Трамп-отеля босиком я не рискнул.;Вот почему возникла необходимость остановки у аптеки;elaboration_r
А вот вести машину пришлось пока босиком.;Ибо войти в лобби Трамп-отеля босиком я не рискнул.;contrast_m
Вскоре солнце стало садиться.;Вот почему возникла необходимость остановки у аптеки;sequence_m
Еще кадры с последней остановки:;Вскоре солнце стало садиться.;elaboration_r
в котором дорога вливается в большой хайвей №160,;Любопытно, что за весь путь от этой последней остановки до въезда в городишко Pahrump,;elaboration_r
а это где-то 60 миль,;Любопытно, что за весь путь от этой последней остановки до въезда в городишко Pahrump,;restatement_m
мы встретили только одну машину.;Любопытно, что за весь путь от этой последней остановки до въезда в городишко Pahrump,;contrast_m
Да и та оказалась полицией:;мы встретили только одну машину.;elaboration_r
двигаясь навстречу;Да и та оказалась полицией:;elaboration_r
и поравнявшись с нами,;двигаясь навстречу;joint_m
она зачем-то включила люстру.;двигаясь навстречу;sequence_m
Я было испугался, что меня сейчас будут арестовывать;двигаясь навстречу;evaluation_r
за превышение скорости;Я было испугался, что меня сейчас будут арестовывать;cause_r
(при ограничении в 60;я на этой абсолютно пустой хорошей дороге ехал, наверное, 85 миль в час).;condition_r
я на этой абсолютно пустой хорошей дороге ехал, наверное, 85 миль в час).;Я было испугался, что меня сейчас будут арестовывать;elaboration_r
Но только я начал тормозить,;как в паре десятков метров за нами полицейские погасили свою люстру;condition_r
как в паре десятков метров за нами полицейские погасили свою люстру;Да и та оказалась полицией:;contrast_m
и,;как в паре десятков метров за нами полицейские погасили свою люстру;joint_m
не снижая скорости,;умчались.;condition_r
умчались.;и,;same-unit_m
Что это было - неясно.;Да и та оказалась полицией:;evaluation_r
Может быть, они там границы штатов патрулируют?;Это была еще Калифорния, но миль за 5 до границы с Невадой.;solutionhood_r
Это была еще Калифорния, но миль за 5 до границы с Невадой.;Что это было - неясно.;evaluation_r
В Pahrumpе мы остановись у Walgreensа;Так что,;cause_r
и жена пошла покупать мне новые тапки.;В Pahrumpе мы остановись у Walgreensа;sequence_m
сдав в отеле машину валету,;мы, как приличные новобрачные и жильцы приличной гостиницы, вступили в ее лобби в подобающем виде.;condition_r
мы, как приличные новобрачные и жильцы приличной гостиницы, вступили в ее лобби в подобающем виде.;Так что,;same-unit_m
Правда, я уже был не в кроксах за 40 баксов, а в китайском нонейме за 8 :);Так что,;contrast_m
