EDU_1;EDU_2;Relation
Оно обычно скрыто за множеством повседневных событий и явлений.;Эта картина, как и многие другие работы Брейгеля, иллюстрирует идею, что главное в жизни всегда неявно.;joint_m
На полотне от снега рябит в глазах;Первая – Поклонение волхвов в снегу.;elaboration_r
(как? как Брейгелю удалось передать это неуловимое мельтешение снежных хлопьев?!),;На полотне от снега рябит в глазах;evaluation_r
и снег, подобно полупрозрачному занавесу, маскирует происходящее.;На полотне от снега рябит в глазах;joint_m
А присутствующие люди суетятся,;На полотне от снега рябит в глазах;contrast_m
толпятся,;А присутствующие люди суетятся,;joint_m
заслоняют своими неуклюжими телами истинное Чудо.;А присутствующие люди суетятся,;joint_m
Вторая картина, тоже зимняя, «Охотники на снегу».;Попробую изложить кратко,;preparation_r
Трудно выразить словами,;что она значит для меня.;evaluation_r
что она значит для меня.;Попробую изложить кратко,;evaluation_r
Попробую изложить кратко,;я иногда любила поболеть,;preparation_r
но смело пропускайте это лирическое отступление ,;Попробую изложить кратко,;contrast_m
если вам неинтересно.;но смело пропускайте это лирическое отступление ,;condition_r
В общем, когда я была маленькой,;я иногда любила поболеть,;background_r
потому что радовалась возможности не ходить в детский сад.;я иногда любила поболеть,;cause_r
Ну не прельщали меня пение хором и манная каша с комками на завтрак.;потому что радовалась возможности не ходить в детский сад.;cause_r
А когда болеешь;можно валяться в кровати,;condition_r
и в садик не идешь,;А когда болеешь;joint_m
можно валяться в кровати,;я иногда любила поболеть,;elaboration_r
читать толстые книжки со сказками;можно валяться в кровати,;joint_m
и рассматривать открытки.;можно валяться в кровати,;joint_m
Помните, когда-то было принято посылать друг другу поздравления с Днем рождения, с Новым годом и 8 марта?;Таких открыток у нас в семье скопилась огромная пачка.;background_r
Таких открыток у нас в семье скопилась огромная пачка.;можно валяться в кровати,;elaboration_r
Вот во время болезни,;я их перебирала:;condition_r
лежа в постели,;Вот во время болезни,;joint_m
я их перебирала:;Таких открыток у нас в семье скопилась огромная пачка.;elaboration_r
рассматривала картинки,;я их перебирала:;elaboration_r
с трудом разбирала непонятный взрослый почерк,;рассматривала картинки,;joint_m
которым на обороте были написаны пожелания счастья и здоровья.;с трудом разбирала непонятный взрослый почерк,;elaboration_r
На одной открытке была напечатана репродукция «Охотников на снегу».;Я представляла себе, что уставшие и озябшие охотники вот-вот спустятся с холма в деревню,;preparation_r
Глядя на нее, я словно попадала в сказку,;На одной открытке была напечатана репродукция «Охотников на снегу».;evaluation_r
где все всегда хорошо кончается.;Глядя на нее, я словно попадала в сказку,;joint_m
согреются,;Я представляла себе, что уставшие и озябшие охотники вот-вот спустятся с холма в деревню,;sequence_m
поедят сами;Я представляла себе, что уставшие и озябшие охотники вот-вот спустятся с холма в деревню,;sequence_m
и накормят изголодавшихся собак.;Я представляла себе, что уставшие и озябшие охотники вот-вот спустятся с холма в деревню,;sequence_m
Детей, катающихся на коньках, позовут с улицы в дом,;Я представляла себе, что уставшие и озябшие охотники вот-вот спустятся с холма в деревню,;joint_m
переоденут в сухую одежду,;Детей, катающихся на коньках, позовут с улицы в дом,;sequence_m
посадят за стол,;Детей, катающихся на коньках, позовут с улицы в дом,;sequence_m
а потом уложат спать.;Детей, катающихся на коньках, позовут с улицы в дом,;sequence_m
Короткий зимний день кончится,;Я представляла себе, что уставшие и озябшие охотники вот-вот спустятся с холма в деревню,;joint_m
но завтра снова взойдет солнце.;Короткий зимний день кончится,;contrast_m
Мне, маленькой, очень нравилось,;что мир на этой картине выглядел предсказуемым,;evaluation_r
что мир на этой картине выглядел предсказуемым,;Я представляла себе, что уставшие и озябшие охотники вот-вот спустятся с холма в деревню,;evaluation_r
понятным;что мир на этой картине выглядел предсказуемым,;joint_m
и каким-то правильным.;что мир на этой картине выглядел предсказуемым,;joint_m
В нем все идет своим чередом,;нужно только запастись терпением;cause_r
нужно только запастись терпением;Чем иначе можно объяснить то перламутровое свечение и ту нежную ауру,;solutionhood_r
и подождать:;нужно только запастись терпением;joint_m
охотники доберутся до дома,;и подождать:;elaboration_r
собаки улягутся у очага,;охотники доберутся до дома,;sequence_m
я скоро вырасту;и никогда больше не пойду в детский сад.;cause_r
и никогда больше не пойду в детский сад.;охотники доберутся до дома,;sequence_m
И само собой, пожелания счастья, написанные на открытках, непременно сбудутся.;охотники доберутся до дома,;sequence_m
А как же иначе?;И само собой, пожелания счастья, написанные на открытках, непременно сбудутся.;contrast_m
При своем заметном сарказме и изрядной доле мизантропии,;Брейгель, как мне кажется, был очень тонко чувствующим человеком;condition_r
Брейгель, как мне кажется, был очень тонко чувствующим человеком;Чем иначе можно объяснить то перламутровое свечение и ту нежную ауру,;cause_r
и ценил красоту обыденных предметов, магию смены времен года, величие природы.;Брейгель, как мне кажется, был очень тонко чувствующим человеком;joint_m
которые исходят от его картин и которые, увы, бессильны передать репродукции (а уж мои телефонофото и подавно)?;Чем иначе можно объяснить то перламутровое свечение и ту нежную ауру,;elaboration_r
Но остановите меня,;Чем иначе можно объяснить то перламутровое свечение и ту нежную ауру,;evaluation_r
я заболталась.;Но остановите меня,;contrast_m
снова и снова возвращаюсь к Охотникам на снегу.;Хожу из зала в зал,;sequence_m
Ну что ж, мечта моя увидеть картины Брейгеля сбылась.;Можно ехать назад.;cause_r
Можно ехать назад.;снова и снова возвращаюсь к Охотникам на снегу.;evaluation_r
Еще до отлета в Вену я решила, что на другие экспонаты Музея смотреть не буду,;Можно ехать назад.;background_r
и этого плана придерживаюсь.;Еще до отлета в Вену я решила, что на другие экспонаты Музея смотреть не буду,;joint_m
Правда, каюсь, вчера не удержалась;Еще до отлета в Вену я решила, что на другие экспонаты Музея смотреть не буду,;contrast_m
и сходила полюбоваться коллекцией Климта в Бельведере.;Правда, каюсь, вчера не удержалась;joint_m
Направляюсь к выходу.Еще;Хожу из зала в зал,;sequence_m
одна, последняя и милая деталь с выставки – обувь соответствующей эпохи.;Направляюсь к выходу.Еще;elaboration_r
А в спину мне внимательно смотрят.;Приходится остановиться.;cause_r
Приходится остановиться.;Направляюсь к выходу.Еще;contrast_m
До свидания, обезьянки, не грустите.;Приходится остановиться.;evaluation_r
забегаю в соседний магазин за отложенными покупками;Покидаю музей,;sequence_m
и решаю смотаться в универмаг Steffl,;Покидаю музей,;sequence_m
чтобы получить возврат налога.;и решаю смотаться в универмаг Steffl,;purpose_r
Спускаюсь в метро;Покидаю музей,;sequence_m
и общаюсь с автоматом по продаже билетов.;Спускаюсь в метро;sequence_m
Как там Высоцкий пел:;У автомата, в нем ума палата, стою я, улыбаясь глуповато...;attribution_r
У автомата, в нем ума палата, стою я, улыбаясь глуповато...;и общаюсь с автоматом по продаже билетов.;evaluation_r
Нам с автоматом все-таки удалось достичь взаимопонимания,;и общаюсь с автоматом по продаже билетов.;evaluation_r
и на радостях я заодно покупаю билет на электричку до аэропорта.;и общаюсь с автоматом по продаже билетов.;sequence_m
Проезжаю пару остановок на метро,;Покидаю музей,;sequence_m
поднимаюсь на Штефанплац,;Проезжаю пару остановок на метро,;sequence_m
прямо рядом с собором Святого Стефана.;поднимаюсь на Штефанплац,;background_r
Вчера я заходила внутрь,;прямо рядом с собором Святого Стефана.;elaboration_r
как раз шла месса,;Вчера я заходила внутрь,;joint_m
удалось послушать пение и органную музыку.;Вчера я заходила внутрь,;joint_m
По дороге в Steffl сталкиваюсь с какой-то демонстрацией.;Покидаю музей,;sequence_m
Вроде как защищают женщин и детей,;По дороге в Steffl сталкиваюсь с какой-то демонстрацией.;evaluation_r
но от чего?;Вроде как защищают женщин и детей,;contrast_m
Выражаю свою солидарность.;По дороге в Steffl сталкиваюсь с какой-то демонстрацией.;evaluation_r
Интересно, с чем?;Выражаю свою солидарность.;contrast_m
Еду в отель,;Так что захожу в «Шперль».;cause_r
но организм требует топлива.;Еду в отель,;contrast_m
Так что захожу в «Шперль».;Прошу официанта принести мне шницель, а к нему – стакан воды;preparation_r
и сразу же счет,;Прошу официанта принести мне шницель, а к нему – стакан воды;same-unit_m
поскольку время начинает поджимать.;и сразу же счет,;cause_r
На лице официанта явно читается «мадам, вы не в Макдоналдсе,;и сразу же счет,;evaluation_r
у нас едят долго и вдумчиво».;На лице официанта явно читается «мадам, вы не в Макдоналдсе,;contrast_m
В «Шперле» никуда не торопятся,;На лице официанта явно читается «мадам, вы не в Макдоналдсе,;background_r
пытаются делать вид, что безумный 21-ый век не наступил.;В «Шперле» никуда не торопятся,;joint_m
Да и с 20-ым веком, по-моему, еще не до конца свыклись..;В «Шперле» никуда не торопятся,;joint_m
Здесь посетители до сих пор читают бумажные газеты.;Да и с 20-ым веком, по-моему, еще не до конца свыклись..;elaboration_r
А для удобства подпирают их специальными смешными подставочками.;Здесь посетители до сих пор читают бумажные газеты.;joint_m
Венские традиции...;Здесь посетители до сих пор читают бумажные газеты.;evaluation_r
Но шницель мне все же приносят,;Прошу официанта принести мне шницель, а к нему – стакан воды;contrast_m
я отрезаю от него кусок;Но шницель мне все же приносят,;sequence_m
и лишь потом вспоминаю, что еду надо запечатлеть.;Но шницель мне все же приносят,;sequence_m
Далее на 15 минут мир вокруг перестает существовать.;Но шницель мне все же приносят,;sequence_m
Телефон делает «плим-плим».;Сначала мама справляется, не обижают ли меня в Вене.;preparation_r
Потом Луна Моей Жизни интересуется, как мое самочувствие с настроением;Сначала мама справляется, не обижают ли меня в Вене.;sequence_m
и не собираюсь ли я в обратный путь.;Потом Луна Моей Жизни интересуется, как мое самочувствие с настроением;joint_m
Решаю отправить ему довольное фото,;Потом Луна Моей Жизни интересуется, как мое самочувствие с настроением;sequence_m
но выходит почему-то грустно.;Решаю отправить ему довольное фото,;contrast_m
Не мастер я селфи, увы…;но выходит почему-то грустно.;evaluation_r
Пианист играет легкий джаз.;За спиной у меня – огромное старинное зеркало. И фортепьяно.;elaboration_r
Не хочется уходить…;За спиной у меня – огромное старинное зеркало. И фортепьяно.;evaluation_r
Но надо.;Не хочется уходить…;contrast_m
Отель-чемодан-метро.;Тут батарейка в моем телефоне окончательно садится.;preparation_r
Тайм-чек.;Отель-чемодан-метро.;joint_m
Позже я ее немного подзарядила в электричке по дороге в аэропорт,;Тут батарейка в моем телефоне окончательно садится.;sequence_m
но;Позже я ее немного подзарядила в электричке по дороге в аэропорт,;contrast_m
для съемки;этого мало.;purpose_r
этого мало.;но;same-unit_m
Впрочем, в аэропорту все прошло обыденно,;Пограничник обнаружил, что последняя страница в моем паспорте слегка – ну то есть совсем слегка – помята,;preparation_r
если не считать паспортного контроля.;Впрочем, в аэропорту все прошло обыденно,;condition_r
Пограничник обнаружил, что последняя страница в моем паспорте слегка – ну то есть совсем слегка – помята,;В итоге он закончил меня отчитывать,;solutionhood_r
и грозным голосом спросил вас ист, собственно, дас.;Пограничник обнаружил, что последняя страница в моем паспорте слегка – ну то есть совсем слегка – помята,;sequence_m
Я ему чисто по-человечески попыталась объяснить, дескать, энтшульдиген зи,;Пограничник обнаружил, что последняя страница в моем паспорте слегка – ну то есть совсем слегка – помята,;sequence_m
помялся аусвайс,;Пограничник обнаружил, что последняя страница в моем паспорте слегка – ну то есть совсем слегка – помята,;sequence_m
дело житейское.;помялся аусвайс,;evaluation_r
Но в ответ он разразился такой гневной тирадой,;что я всерьез принялась подсчитывать,;cause_r
что я всерьез принялась подсчитывать,;помялся аусвайс,;contrast_m
сколько лет мне исполнится,;что я всерьез принялась подсчитывать,;evaluation_r
когда я выйду на свободу,;сколько лет мне исполнится,;condition_r
отбарабанив положенный срок в австрийской тюрьме.;когда я выйду на свободу,;condition_r
Всех деталей я не поняла,;что я всерьез принялась подсчитывать,;evaluation_r
поскольку немецким почти не владею,;Всех деталей я не поняла,;cause_r
а на английский язык свои угрозы пограничник переводить поленился.;поскольку немецким почти не владею,;joint_m
шлепнул печать;В итоге он закончил меня отчитывать,;sequence_m
и махнул рукой, мол, проваливай, несознательная фрау.;В итоге он закончил меня отчитывать,;sequence_m
Уф, перевожу дыхание,;Прощай, Вена, прощай Брейгель!;preparation_r
ищу на табло свой рейс на Тель-Авив.;Уф, перевожу дыхание,;sequence_m
Кофе и десерт на дорожку;Уф, перевожу дыхание,;sequence_m
Нахожу свой выход.;Уф, перевожу дыхание,;sequence_m
Но не тут-то было.;Прощай, Вена, прощай Брейгель!;contrast_m
Мы просидели в самолете больше часа,;Но не тут-то было.;elaboration_r
поскольку на борту обнаружили чей-то бесхозный чемодан.;Мы просидели в самолете больше часа,;cause_r
Поднялась суматоха,;Мы просидели в самолете больше часа,;elaboration_r
весь багаж переворошили,;Поднялась суматоха,;sequence_m
подозрительный чемодан выгнали вон,;Поднялась суматоха,;sequence_m
но в результате рейс наш вылетел с немалым опозданием.;подозрительный чемодан выгнали вон,;contrast_m
А потом я заснула;Прощай, Вена, прощай Брейгель!;sequence_m
и проснулась уже в Израиле.;А потом я заснула;sequence_m
Наступил новый день, в котором была дорога в Иерусалим, семья и работа…;А потом я заснула;sequence_m
Спасибо, что дочитали до конца.;А потом я заснула;evaluation_r
