EDU_1;EDU_2;Relation
и искупнуться,;чтобы прийти;sequence_m
немного потупить;чтобы прийти;sequence_m
и потом пойти на завтрак.;чтобы прийти;sequence_m
Фото из бара, ближе к полудню.;поэтому никого нет.;preparation_r
Солнце печет так сильно,;что находиться на нем невозможно,;cause_r
что находиться на нем невозможно,;поэтому никого нет.;cause_r
поэтому никого нет.;В 7-8 утра, конечно, никого не было.;comparison_m
Вид сверху.;Первые фотографии сделаны из маленького пляжика перед домиками на полуострове слева.;preparation_r
Основной пляж находится немного в глубине.;Первые фотографии сделаны из маленького пляжика перед домиками на полуострове слева.;joint_m
Вода всегда была спокойная,;можно спокойно учиться осваивать падл борд.;cause_r
можно спокойно учиться осваивать падл борд.;Первые фотографии сделаны из маленького пляжика перед домиками на полуострове слева.;elaboration_r
Густые леса.;Остров был открыт в начале 16 века португальцами;preparation_r
Остров был открыт в начале 16 века португальцами;Первые фотографии сделаны из маленького пляжика перед домиками на полуострове слева.;background_r
и за свою историю успел побывать под Голландией, Францией, Великобританией,;Остров был открыт в начале 16 века португальцами;sequence_m
пока в 1968 не стал независимым государством.;Остров был открыт в начале 16 века португальцами;sequence_m
А это обычный пляж,;Первые фотографии сделаны из маленького пляжика перед домиками на полуострове слева.;contrast_m
где тусуются местные.;А это обычный пляж,;background_r
Куча водорослей, встречается мусор.;А это обычный пляж,;elaboration_r
Но в принципе, ничего;Куча водорослей, встречается мусор.;contrast_m
Немного потрепанная статуя Ганеша.;А это обычный пляж,;elaboration_r
Город Trou dEau Douce.;ходи по дороге.;preparation_r
Где тротуары?;ходи по дороге.;solutionhood_r
Нигде,;ходи по дороге.;cause_r
Делать там особо нечего,;ходи по дороге.;evaluation_r
но есть кафе Gilda с террасой и неплохим видом.;Делать там особо нечего,;contrast_m
Граждане отдыхают в тени дерева.;Тусоваться вдоль дороги - любимое занятие жителей Маврикия.;preparation_r
Сидят,;Тусоваться вдоль дороги - любимое занятие жителей Маврикия.;elaboration_r
провожают взглядами автомобили.;Сидят,;joint_m
Вместе с людьми на дорогах часто сидят собаки.;Тусоваться вдоль дороги - любимое занятие жителей Маврикия.;joint_m
Местный супермаркет.;Тусоваться вдоль дороги - любимое занятие жителей Маврикия.;elaboration_r
Храм в виде снеговика.;Местный супермаркет.;joint_m
Почти половина жителей Маврикия - индуисты,;Храм в виде снеговика.;background_r
четверть - католики,;Почти половина жителей Маврикия - индуисты,;joint_m
примерно 15 процентов - мусульмане.;Почти половина жителей Маврикия - индуисты,;joint_m
который называется Siva Soopramaniar Kovil La Luicie Bel-Air Riviere Seche.;По дороге на запад заехали в индуистский храм,;elaboration_r
Электронные часы и кафель немного выбиваются из оформления,;По дороге на запад заехали в индуистский храм,;evaluation_r
но в целом очень приятное место.;Электронные часы и кафель немного выбиваются из оформления,;contrast_m
Встретили служащего.;По дороге на запад заехали в индуистский храм,;sequence_m
Он сказал обязательно отметить его на фотографии;Что ж, оставлю ссылку, на всякий случай,;solutionhood_r
и залайкать страницу на фейсбуке.;Он сказал обязательно отметить его на фотографии;joint_m
Что ж, оставлю ссылку, на всякий случай,;Встретили служащего.;elaboration_r
вроде там место на карте указано верно.;Что ж, оставлю ссылку, на всякий случай,;background_r
Вход в храм.;По дороге на запад заехали в индуистский храм,;sequence_m
Церковь Святой Терезы в городе Curepipe, примерно в центре Маврикия.;По дороге на запад заехали в индуистский храм,;sequence_m
Кратер спящего вулкана Trou aux Cerfs рядом с городом.;По дороге на запад заехали в индуистский храм,;sequence_m
Выделяется пик Montagne du Rempart высотой всего 600 метров.;Западное побережье Маврикия, на юг от города Flic en Flac.;background_r
Маврикию повезло с ландшафтом, много холмов, рельеф интересный.;Западное побережье Маврикия, на юг от города Flic en Flac.;evaluation_r
Очень красиво проезжать мимо на автомобиле.;Маврикию повезло с ландшафтом, много холмов, рельеф интересный.;evaluation_r
Видно большой бассейн отеля Sands Suites.;Западное побережье Маврикия, на юг от города Flic en Flac.;background_r
Очень уединенное место,;Маленький бассейн на вилле.;evaluation_r
и до пляжа рукой подать.;Очень уединенное место,;joint_m
Зачем в такой ситуации бассейн?;Очень уединенное место,;evaluation_r
Вид сверху на пляж и домики отеля Maradiva.;Маленький бассейн на вилле.;elaboration_r
Вода здесь тоже мелкая.;Вид сверху на пляж и домики отеля Maradiva.;elaboration_r
Столица острова, город Port Louis, названный так в честь короля Франции Луи 15.;Здесь есть какая-то невероятно большая территория туристического шопиинг-центра,;preparation_r
в остальном мало интересного.;Здесь есть какая-то невероятно большая территория туристического шопиинг-центра,;contrast_m
Всего в городе 150 тысяч жителей.;Здесь есть какая-то невероятно большая территория туристического шопиинг-центра,;background_r
По дороге обратно в отель стояли в огромной пробке минут 40.;Здесь есть какая-то невероятно большая территория туристического шопиинг-центра,;elaboration_r
Конечно, надо было зайти на базар.;Здесь есть какая-то невероятно большая территория туристического шопиинг-центра,;sequence_m
Может быть, еще стоило посетить чайнатаун,;Конечно, надо было зайти на базар.;evaluation_r
но начался сильный дождь.;Может быть, еще стоило посетить чайнатаун,;contrast_m
С дождями одна и та же ситуация стабильно повторялась каждый день.;но начался сильный дождь.;background_r
Утром чистое небо,;С дождями одна и та же ситуация стабильно повторялась каждый день.;elaboration_r
днем набегают облака,;Утром чистое небо,;sequence_m
часов в 6 вечера сильный дождь примерно на час-полтора.;Утром чистое небо,;sequence_m
Поехали посмотреть на водопад,;Пришлось в объезд.;solutionhood_r
а тут реку размыло,;по мосту не проехать.;cause_r
по мосту не проехать.;Поехали посмотреть на водопад,;contrast_m
Пришлось в объезд.;часов в 6 вечера сильный дождь примерно на час-полтора.;elaboration_r
Похоже, мы приехали на какую-то не ту точку.;Tamarind Falls, каскад из семи водопадов.;contrast_m
Вообще-то туда обычно хайкают на целый день,;Похоже, мы приехали на какую-то не ту точку.;background_r
должно быть круто.;Вообще-то туда обычно хайкают на целый день,;evaluation_r
Фигуры в индуистских богов возле священного озера Ganga Talao, на высоте примерно 530 метров над уровнем моря.;Tamarind Falls, каскад из семи водопадов.;sequence_m
Справа точно Ганеш,;Фигуры в индуистских богов возле священного озера Ganga Talao, на высоте примерно 530 метров над уровнем моря.;elaboration_r
а слева, похоже, Сарасвати - богиня искусства, знаний, музыки.;Справа точно Ганеш,;joint_m
Mangal Mahadev - 33-метровая статуя Шивы (самая высокая статуя на Маврикии), реплика статуи в Индии.;Tamarind Falls, каскад из семи водопадов.;sequence_m
Видно часть того же священного озера.;Mangal Mahadev - 33-метровая статуя Шивы (самая высокая статуя на Маврикии), реплика статуи в Индии.;background_r
Можно заметить, что с парковкой проблем не было.;Mangal Mahadev - 33-метровая статуя Шивы (самая высокая статуя на Маврикии), реплика статуи в Индии.;evaluation_r
А это статуя Дурги, воинствующего воплощения Парвати, жены Шивы.;Tamarind Falls, каскад из семи водопадов.;sequence_m
Сарасвати - тоже воплощение Парвати,;А это статуя Дурги, воинствующего воплощения Парвати, жены Шивы.;elaboration_r
очень запутанная ситуация у индийских богов.;А это статуя Дурги, воинствующего воплощения Парвати, жены Шивы.;evaluation_r
Широкая ровная дорога, по которой мы приехали к озеру.;Tamarind Falls, каскад из семи водопадов.;sequence_m
Весь комплекс очень интересный.;Tamarind Falls, каскад из семи водопадов.;evaluation_r
Если есть интерес к Индуизму или вообще к религиям,;рекомендую.;condition_r
рекомендую.;Весь комплекс очень интересный.;elaboration_r
Вроде бы к нему еще можно подойти снизу,;Фонтан Chamarel высотой 83 метра в национальном парке Black River Gorges.;elaboration_r
я снимал с дрона.;Вроде бы к нему еще можно подойти снизу,;contrast_m
Вид на западное побережье с точки в национальном парке.;Фонтан Chamarel высотой 83 метра в национальном парке Black River Gorges.;joint_m
Видно вершину Tourelle du Tamarin высотой 563 метра.;Вид на западное побережье с точки в национальном парке.;background_r
Прибыли на финальное место проживания, пляж Le Morne, отель St. Regis.;Лучшее место на Маврикии из тех, где мы побывали.;preparation_r
Хороший пляж несколько километров длиной,;Лучшее место на Маврикии из тех, где мы побывали.;cause_r
очень мало людей.;Хороший пляж несколько километров длиной,;joint_m
Но здесь самые дорогие отели;Лучшее место на Маврикии из тех, где мы побывали.;contrast_m
и рядом почти нет цивилизации,;то есть ходить ужинать куда-нибудь в город,;cause_r
то есть ходить ужинать куда-нибудь в город,;Но здесь самые дорогие отели;joint_m
как мы иногда любим;то есть ходить ужинать куда-нибудь в город,;background_r
— это не вариант.;то есть ходить ужинать куда-нибудь в город,;same-unit_m
Если на Flic en Flac развитая инфраструктура,;Можно съездить в супермаркет в La Gaulette, примерно 10 минут.;solutionhood_r
есть жизнь,;Если на Flic en Flac развитая инфраструктура,;joint_m
то на всем огромном Le Morne - 5 отелей.;Если на Flic en Flac развитая инфраструктура,;contrast_m
Есть городок Le Morne,;то на всем огромном Le Morne - 5 отелей.;concession_r
но там какие-то бесконечные виллы.;Есть городок Le Morne,;contrast_m
Можно съездить в супермаркет в La Gaulette, примерно 10 минут.;Лучшее место на Маврикии из тех, где мы побывали.;elaboration_r
Сходили на экскурсию (хайк) на гору Le Morne Brabant высотой 556 метров.;В пути.;preparation_r
Один гид и наша группа из 4 человек (наши компаньоны - пара австралийцев).;Сходили на экскурсию (хайк) на гору Le Morne Brabant высотой 556 метров.;elaboration_r
Объясняет что-то про историю.;Один гид и наша группа из 4 человек (наши компаньоны - пара австралийцев).;elaboration_r
В пути.;Вышли из отеля рано, около 7 утра.;preparation_r
Вид на север, остров Île aux Benitiers.;В пути.;elaboration_r
Но уже в 9 солнце светило нещадно,;все взмокли,;cause_r
все взмокли,;так что выходить надо было еще раньше.;cause_r
так что выходить надо было еще раньше.;Вышли из отеля рано, около 7 утра.;contrast_m
Когда мы возвращались (ближе к 10 утра?),;на этом же месте встретили группу, идущую наверх.;condition_r
на этом же месте встретили группу, идущую наверх.;Вышли из отеля рано, около 7 утра.;elaboration_r
Вот им не повезло...;на этом же месте встретили группу, идущую наверх.;evaluation_r
Вся наша группа у креста.;В общем, беременным и детям я бы не рекомендовал.;preparation_r
Мы карабкались туда с гидом больше часа;В общем, беременным и детям я бы не рекомендовал.;solutionhood_r
и это было непросто.;Мы карабкались туда с гидом больше часа;evaluation_r
Местами хватались за камни руками,;Мы карабкались туда с гидом больше часа;elaboration_r
наступая ногами туда, где указывал гид.;Местами хватались за камни руками,;condition_r
Где-нибудь в Европе такую тропу давно бы закрыли;Мы карабкались туда с гидом больше часа;contrast_m
для посещений.;Где-нибудь в Европе такую тропу давно бы закрыли;purpose_r
На вершине главная мысль в голове была как спускаться.;Мы карабкались туда с гидом больше часа;sequence_m
Австралийцы тоже были не готовы к такому повороту событий.;На вершине главная мысль в голове была как спускаться.;elaboration_r
Хотя гид сказал, что происшествий еще не было.;В общем, беременным и детям я бы не рекомендовал.;concession_r
Вид на юг.;Нельзя не рассказать легенду про эту гору.;preparation_r
Нельзя не рассказать легенду про эту гору.;Раньше на вершину забирались рабы,;preparation_r
скрываясь от господ.;Раньше на вершину забирались рабы,;cause_r
А когда за ними посылали отряды,;многие просто сбрасывались вниз,;condition_r
многие просто сбрасывались вниз,;не желая снова попадать в неволю.;cause_r
не желая снова попадать в неволю.;Раньше на вершину забирались рабы,;contrast_m
В 1835 году рабство отменили,;и власти послали полицию,;background_r
и власти послали полицию,;Раньше на вершину забирались рабы,;sequence_m
якобы чтобы сообщить об этом рабам, скрывающимся на горе,;и власти послали полицию,;purpose_r
но те, естественно, подумали, что их едут забирать.;40 человек тогда прыгнули;cause_r
40 человек тогда прыгнули;и власти послали полицию,;contrast_m
и погибли.;40 человек тогда прыгнули;joint_m
Закат.;Снимал с точки примерно в 200 метрах от берега.;preparation_r
До волн еще метров триста.;Снимал с точки примерно в 200 метрах от берега.;elaboration_r
И, насколько я помню,;везде можно стоять на ногах.;condition_r
везде можно стоять на ногах.;До волн еще метров триста.;evaluation_r
Рельеф очень неровный,;везде можно стоять на ногах.;evaluation_r
где-то вода по шею, где-то по пояс.;Рельеф очень неровный,;elaboration_r
На закате.;в 6 вечера самое время гулять,;preparation_r
Где все люди, уже в ресторанах сидят?;в 6 вечера самое время гулять,;solutionhood_r
в 6 вечера самое время гулять,;Кстати, с ресторанами тоже не всегда везло.;preparation_r
уже совсем не жарит солнце;в 6 вечера самое время гулять,;cause_r
и очень красиво.;уже совсем не жарит солнце;joint_m
Оказалось, их нужно бронировать, причем желательно заранее!;Кстати, с ресторанами тоже не всегда везло.;cause_r
Однажды вечером мы позвонили в три ресторана,;Кстати, с ресторанами тоже не всегда везло.;background_r
и все оказались уже забиты,;Однажды вечером мы позвонили в три ресторана,;joint_m
только четвертый согласился принять.;Однажды вечером мы позвонили в три ресторана,;contrast_m
И в ресторанах тоже очень дорого (для Маврикия, но не для Швейцарии, ха-ха!).;Кстати, с ресторанами тоже не всегда везло.;evaluation_r
За ужин надо будет отдать 80-100 долларов с минимумом алкоголя.;И в ресторанах тоже очень дорого (для Маврикия, но не для Швейцарии, ха-ха!).;elaboration_r
Но очень вкусно,;И в ресторанах тоже очень дорого (для Маврикия, но не для Швейцарии, ха-ха!).;contrast_m
особенно нам понравился японский в отеле Maradiva (фото с Instagram),;Но очень вкусно,;elaboration_r
где повар при нас очень красиво жарил креветок, рыбу и прочий seafood.;особенно нам понравился японский в отеле Maradiva (фото с Instagram),;elaboration_r
Я иногда люблю зайти в кафе (или уличные лавки) в городе, где обедают местные,;На Маврикии это будет еда,;preparation_r
но это развлечение на любителя.;Я иногда люблю зайти в кафе (или уличные лавки) в городе, где обедают местные,;contrast_m
похожая на индийскую.;На Маврикии это будет еда,;comparison_m
Какая-нибудь пакора, самоса с овощами, жареный рис или лапша с овощами и специями,;На Маврикии это будет еда,;elaboration_r
или с курицей;Какая-нибудь пакора, самоса с овощами, жареный рис или лапша с овощами и специями,;same-unit_m
(это совсем шик).;или с курицей;evaluation_r
Один раз видел димсамы.;Какая-нибудь пакора, самоса с овощами, жареный рис или лапша с овощами и специями,;background_r
Кафе будет выглядеть примерно так.;На Маврикии это будет еда,;evaluation_r
Зато невероятно дешево,;Кафе будет выглядеть примерно так.;contrast_m
можно на два доллара пообедать.;Зато невероятно дешево,;elaboration_r
Наш отель находится слева, справа - отель Riu.;Вид на гору и пляж Le Morne с юга.;elaboration_r
Снято примерно на границе известного подводного водопада,;Вид на гору и пляж Le Morne с юга.;elaboration_r
что, конечно же, просто иллюзия.;Снято примерно на границе известного подводного водопада,;evaluation_r
Вода очень чистая,;можно брать маску;cause_r
можно брать маску;Очень понравился падл борд (также SUP, сапсерфинг).;preparation_r
и сноркать,;можно брать маску;joint_m
но интересные места под водой надо искать.;можно брать маску;contrast_m
Научиться не падать можно за 15 минут,;Очень понравился падл борд (также SUP, сапсерфинг).;elaboration_r
зато потом очень удобно неторопливо грести;Научиться не падать можно за 15 минут,;contrast_m
и рассматривать подводный мир.;зато потом очень удобно неторопливо грести;joint_m
Или просто лечь;Научиться не падать можно за 15 минут,;joint_m
и покачиваться на волнах. Только не под полуденным солнцем.;Или просто лечь;joint_m
Вид на гору Le Morne с севера.;Очень понравился падл борд (также SUP, сапсерфинг).;background_r
Зашел на экскурсию в Chamarel, фабрику рома.;90% всех сельхозугодий Маврикия - сахарный тростник,;preparation_r
это основа экономики.;90% всех сельхозугодий Маврикия - сахарный тростник,;evaluation_r
Конечно же, есть несколько производителей рома.;90% всех сельхозугодий Маврикия - сахарный тростник,;elaboration_r
Я взял себе в итоге бутылочку XO,;Конечно же, есть несколько производителей рома.;elaboration_r
в принципе, очень так ничего.;Я взял себе в итоге бутылочку XO,;evaluation_r
Ром single malt выдерживался некоторое время в бочке из-под односолодового виски.;Я взял себе в итоге бутылочку XO,;background_r
Но стоил он значительно дороже.;Ром single malt выдерживался некоторое время в бочке из-под односолодового виски.;contrast_m
Chamarel гордится,;что у них ром двойного дистиллирования.;evaluation_r
что у них ром двойного дистиллирования.;Ром single malt выдерживался некоторое время в бочке из-под односолодового виски.;elaboration_r
Было интересно,;90% всех сельхозугодий Маврикия - сахарный тростник,;evaluation_r
и у них можно хорошо пообедать.;Было интересно,;joint_m
Купание с дельфинами я не очень понял,;Выглядит это примерно так.;preparation_r
смотрел со стороны.;Купание с дельфинами я не очень понял,;joint_m
Выглядит это примерно так.;Несколько лодок тусят в месте, где дельфины были сегодня замечены.;preparation_r
Вдруг кто-то кричит;Несколько лодок тусят в месте, где дельфины были сегодня замечены.;sequence_m
и показывает - там!,;Вдруг кто-то кричит;joint_m
и сразу лодка, которая поближе, несется к дельфинам,;Несколько лодок тусят в месте, где дельфины были сегодня замечены.;sequence_m
пытаясь оказаться у них на пути.;и сразу лодка, которая поближе, несется к дельфинам,;condition_r
Один из гидов;Несколько лодок тусят в месте, где дельфины были сегодня замечены.;sequence_m
(который очень хорошо плавает);Один из гидов;elaboration_r
командует нырять,;Один из гидов;same-unit_m
и кучка туристов с лодки прыгает в воду;Один из гидов;sequence_m
и пытается угнаться за гидом в точку предполагаемого прохода морских млекопитающих.;Один из гидов;sequence_m
Иногда везёт;и кто-то что-то видит в толще воды,;condition_r
и кто-то что-то видит в толще воды,;Несколько лодок тусят в месте, где дельфины были сегодня замечены.;sequence_m
потом радостно выскакивая на поверхность.;и кто-то что-то видит в толще воды,;sequence_m
И так несколько раз,;Несколько лодок тусят в месте, где дельфины были сегодня замечены.;sequence_m
пока не надоест.;И так несколько раз,;condition_r
Если отходить от самого берега,;то только в тапочках.;condition_r
то только в тапочках.;Тоже Ле Морн, кораллы.;elaboration_r
Везде морские ежи и другие непонятные животные.;то только в тапочках.;cause_r
Запускать дрон с катамарана - не очень хорошая идея,;Тоже Ле Морн, кораллы.;joint_m
поймать его потом с дрейфующего объекта и на волнах, пусть даже очень небольших, не так просто.;Запускать дрон с катамарана - не очень хорошая идея,;cause_r
На этом все.;Тоже Ле Морн, кораллы.;elaboration_r
Надеюсь, скоро возьмусь;На этом все.;elaboration_r
и смонтирую видео с дрона,;Надеюсь, скоро возьмусь;joint_m
есть очень красивые фрагменты.;Надеюсь, скоро возьмусь;evaluation_r
