EDU_1;EDU_2;Relation
Таким ключом шифруются не только сообщения пользователя, но и все метаданные;«Поэтому передача сессионного ключа какого-либо пользователя спецслужбам;cause_r
(когда, кто, с какого IP-адреса заходил в аккаунт и т.д.),;Таким ключом шифруются не только сообщения пользователя, но и все метаданные;elaboration_r
а также логин и пароль, которые пользователь отправляет на серверы «Яндекса» в процессе авторизации.;Таким ключом шифруются не только сообщения пользователя, но и все метаданные;same-unit_m
«Поэтому передача сессионного ключа какого-либо пользователя спецслужбам;«В случае с «Яндекс.Почта» он вырабатывается,;elaboration_r
может позволить им завладеть логином и паролем от почтового ящика этого пользователя»,;«Поэтому передача сессионного ключа какого-либо пользователя спецслужбам;purpose_r
— утверждает Евдокимов...;«Поэтому передача сессионного ключа какого-либо пользователя спецслужбам;attribution_r
Консультант по информационной безопасности Cisco Systems Алексей Лукацкий подтверждает,;так что передача такого ключа ФСБ может дать доступ к аутентификационным данным пользователя»...;attribution_r
что «сессионный ключ в любом случае шифрует логин и пароль, которые пользователь передает на сервер в процессе авторизации,;так что передача такого ключа ФСБ может дать доступ к аутентификационным данным пользователя»...;cause_r
Леонид Евдокимов считает,;что сессионные ключи позволяют получить не только доступ к данным,;attribution_r
что сессионные ключи позволяют получить не только доступ к данным,;так что передача такого ключа ФСБ может дать доступ к аутентификационным данным пользователя»...;joint_m
но и анализировать само поведение пользователей.;что сессионные ключи позволяют получить не только доступ к данным,;joint_m
Например, в «Яндекс.Диск», завладев сессионным ключом, можно смотреть, кто и какие данные скачивал,;что сессионные ключи позволяют получить не только доступ к данным,;elaboration_r
отметил он...;Например, в «Яндекс.Диск», завладев сессионным ключом, можно смотреть, кто и какие данные скачивал,;attribution_r
Непредоставление ключей шифрования в установленный срок является нарушением действующего Кодекса об административных правонарушениях.;По закону ФСБ должна составить протокол об административном правонарушении и,;preparation_r
если суд признает «Яндекс» виновным по статье 13.31 КоАП,;может назначить компании штраф в размере до 1 млн руб.,;condition_r
может назначить компании штраф в размере до 1 млн руб.,;По закону ФСБ должна составить протокол об административном правонарушении и,;sequence_m
пояснил партнер Центра цифровых прав Саркис Дарбинян.;По закону ФСБ должна составить протокол об административном правонарушении и,;attribution_r
По его словам,;Роскомнадзор вынесет ей предписание об устранении нарушения,;attribution_r
если компания и после этого не предоставит ключи шифрования,;Роскомнадзор вынесет ей предписание об устранении нарушения,;condition_r
Роскомнадзор вынесет ей предписание об устранении нарушения,;По закону ФСБ должна составить протокол об административном правонарушении и,;sequence_m
на исполнение которого дается не менее 15 дней.;Роскомнадзор вынесет ей предписание об устранении нарушения,;condition_r
«В случае неисполнения предписания;Роскомнадзор, в теории, может обратиться в суд с требованием заблокировать на территории России сервисы, ключи шифрования от которых отказываются предоставить.;condition_r
Роскомнадзор, в теории, может обратиться в суд с требованием заблокировать на территории России сервисы, ключи шифрования от которых отказываются предоставить.;По закону ФСБ должна составить протокол об административном правонарушении и,;sequence_m
Во всяком случае такая процедура была использована в истории с блокировкой Telegram,;Роскомнадзор, в теории, может обратиться в суд с требованием заблокировать на территории России сервисы, ключи шифрования от которых отказываются предоставить.;elaboration_r
в законе же прямо не указаны полномочия Роскомнадзора и ФСБ в данной ситуации»,;Во всяком случае такая процедура была использована в истории с блокировкой Telegram,;elaboration_r
— говорит Дарбинян...;Роскомнадзор, в теории, может обратиться в суд с требованием заблокировать на территории России сервисы, ключи шифрования от которых отказываются предоставить.;attribution_r
По закону «Об оперативно-розыскной деятельности»;ФСБ уже на протяжении многих лет может получать доступ к телефонным переговорам граждан;attribution_r
ФСБ уже на протяжении многих лет может получать доступ к телефонным переговорам граждан;за 2018 год российские суды удовлетворили 828,5 тыс. ходатайств правоохранительных органов об ограничении конституционных прав граждан на тайну переписки и контроле их телефонных переговоров.;preparation_r
или запрашивать у интернет-компаний их переписку,;ФСБ уже на протяжении многих лет может получать доступ к телефонным переговорам граждан;joint_m
но для этого ей необходимо получать постановление суда.;или запрашивать у интернет-компаний их переписку,;condition_r
По данным Судебного департамента при Верховном суде России,;за 2018 год российские суды удовлетворили 828,5 тыс. ходатайств правоохранительных органов об ограничении конституционных прав граждан на тайну переписки и контроле их телефонных переговоров.;attribution_r
Еще 6,6 тыс. таких ходатайств было отклонено...;за 2018 год российские суды удовлетворили 828,5 тыс. ходатайств правоохранительных органов об ограничении конституционных прав граждан на тайну переписки и контроле их телефонных переговоров.;contrast_m
В реестр ОРИ на данный момент включено более 170 сервисов, среди которых Tinder, «ВКонтакте», «Одноклассники», BlaBlaCar, Badoo, Vimeo и др.;за 2018 год российские суды удовлетворили 828,5 тыс. ходатайств правоохранительных органов об ограничении конституционных прав граждан на тайну переписки и контроле их телефонных переговоров.;background_r
У любого из этих сервисов ФСБ в какой-то момент может потребовать предоставить ключи;В реестр ОРИ на данный момент включено более 170 сервисов, среди которых Tinder, «ВКонтакте», «Одноклассники», BlaBlaCar, Badoo, Vimeo и др.;elaboration_r
для дешифровки переписки пользователей.;У любого из этих сервисов ФСБ в какой-то момент может потребовать предоставить ключи;purpose_r
Собеседников РБК тревожит включение в реестр ОРИ в январе 2019 года сервиса «Сбербанк Онлайн» — это система дистанционного банковского обслуживания для клиентов Сбербанка.;Включение «Сбербанк Онлайн» в реестр ОРИ выглядит довольно странно,;evaluation_r
Включение «Сбербанк Онлайн» в реестр ОРИ выглядит довольно странно,;из-за которого, собственно, сервис и попал в реестр Роскомнадзора.;preparation_r
хотя и понятно с точки зрения законодательства,;Включение «Сбербанк Онлайн» в реестр ОРИ выглядит довольно странно,;concession_r
поясняет Алексей Лукацкий.;Включение «Сбербанк Онлайн» в реестр ОРИ выглядит довольно странно,;attribution_r
Многое зависит от того, как разделены в этом сервисе функции защиты финансовых транзакций и встроенного мессенджера,;из-за которого, собственно, сервис и попал в реестр Роскомнадзора.;cause_r
«Если они шифруются разными ключами,;то тогда все более-менее в порядке.;condition_r
то тогда все более-менее в порядке.;из-за которого, собственно, сервис и попал в реестр Роскомнадзора.;elaboration_r
Если же нет,;то передача ключей шифрования от такого «чувствительного» сервиса — законодательно понятное, но с точки зрения безопасности очень сомнительное решение»,;condition_r
то передача ключей шифрования от такого «чувствительного» сервиса — законодательно понятное, но с точки зрения безопасности очень сомнительное решение»,;то тогда все более-менее в порядке.;contrast_m
— отмечает собеседник РБК.;то тогда все более-менее в порядке.;attribution_r
Представитель пресс-службы Сбербанка отказался от комментариев.;из-за которого, собственно, сервис и попал в реестр Роскомнадзора.;evaluation_r
