EDU_1;EDU_2;Relation
— по калорийности 300 граммов ягод;Зато с фруктами и ягодами вы получаете много витаминов и клетчатки.;evidence_r
(считаем что-то покалорийнее типа малины или голубики);— по калорийности 300 граммов ягод;elaboration_r
равны примерно 25 граммам шоколада - около 150 ккал.;— по калорийности 300 граммов ягод;same-unit_m
Что касается сахарозаменителей.;После нескольких лет проб, ошибок и выброшенных/раздаренных упаковок сахзама я нашла приемлемый для себя вариант из смеси эритритола, стевии, сукралозы и топинамбура.;preparation_r
Его можно использовать даже в выпечке;при этом вкус блюда не страдает.;condition_r
(кто не в курсе - не все сахзамы годятся для этого),;Его можно использовать даже в выпечке;background_r
при этом вкус блюда не страдает.;После нескольких лет проб, ошибок и выброшенных/раздаренных упаковок сахзама я нашла приемлемый для себя вариант из смеси эритритола, стевии, сукралозы и топинамбура.;elaboration_r
После него не остается мерзкого привкуса,;при этом вкус блюда не страдает.;joint_m
что немаловажно.;После него не остается мерзкого привкуса,;evaluation_r
Из-за этого я забраковала множество сахзамов;После него не остается мерзкого привкуса,;contrast_m
— они либо портили вкус блюд,;Из-за этого я забраковала множество сахзамов;elaboration_r
либо оставляли привкус, от которого невозможно избавиться.;— они либо портили вкус блюд,;joint_m
Насчет сахарозаменителей есть тоже множество баталий,;После нескольких лет проб, ошибок и выброшенных/раздаренных упаковок сахзама я нашла приемлемый для себя вариант из смеси эритритола, стевии, сукралозы и топинамбура.;elaboration_r
но все исследования, которые проводились, демонстрируют, что умеренное и дозированное потребление даже неоднозначных химических сахарозаменителей не приносят вреда здоровью.;Насчет сахарозаменителей есть тоже множество баталий,;contrast_m
У меня же за год ушло где-то 250 граммов сахарозаменителя.;Насчет сахарозаменителей есть тоже множество баталий,;background_r
То есть потребление ультраумеренное.;У меня же за год ушло где-то 250 граммов сахарозаменителя.;evaluation_r
Но и в напитки я его не кладу.;У меня же за год ушло где-то 250 граммов сахарозаменителя.;joint_m
Для кого вопрос напитков актуален;— рекомендую сироп агавы.;condition_r
— рекомендую сироп агавы.;Но и в напитки я его не кладу.;elaboration_r
Результаты.;Никакого прозрения, появления третьего глаза и прочих чудес я не ждала.;preparation_r
Но их и не случилось)));Никакого прозрения, появления третьего глаза и прочих чудес я не ждала.;joint_m
Не зря я верю только в силу маркетинга и его способность разводить шумиху вокруг каких-то продуктов.;Никакого прозрения, появления третьего глаза и прочих чудес я не ждала.;evaluation_r
Из разряда анекдота на тему 100% людей, которые пили воду, умерли.;Не зря я верю только в силу маркетинга и его способность разводить шумиху вокруг каких-то продуктов.;evaluation_r
Стало ли меньше, пардон за интимные подробности, прыщиков?;Немного.;solutionhood_r
Но у меня сухая кожа, не склонная к комедогенности.;Немного.;contrast_m
Пропали ли морщины?;Ахаха, прекратите(С))));solutionhood_r
Ахаха, прекратите(С))));Немного.;joint_m
Изменилось ли глобально самочувствие?;Тоже нет.;solutionhood_r
Тоже нет.;Немного.;joint_m
Изменился ли вес?;Аналогично.;solutionhood_r
Аналогично.;Немного.;joint_m
В фигуре вообще никаких изменений.;Аналогично.;joint_m
Что лишний раз доказывает, что в общем-то роль играет только поступление и расход калорий вкупе с физактивностями.;В фигуре вообще никаких изменений.;evidence_r
Что изменилось - восприятие сладкого вкуса.;я это делаю,;preparation_r
Если мне вдруг захотелось купить сладость в магазине,;я это делаю,;condition_r
но обнаруживаю, что ем ее вообще без удовольствия.;я это делаю,;contrast_m
Что надолго отбивает желание даже смотреть в их сторону.;но обнаруживаю, что ем ее вообще без удовольствия.;evaluation_r
Например, за этот год я съела где-то 4 порции магазинного мороженного (причем все - сорбеты).;я это делаю,;evidence_r
А вот самодельного домашнего чуть больше,;Например, за этот год я съела где-то 4 порции магазинного мороженного (причем все - сорбеты).;comparison_m
но оно было без сахара.;А вот самодельного домашнего чуть больше,;contrast_m
Огромным лакомством мне теперь кажутся протеиновые батончики;я это делаю,;elaboration_r
(хотя некоторые европейские тоже оказались непомерно сладкими),;Огромным лакомством мне теперь кажутся протеиновые батончики;concession_r
батончики на основе орехов и сухофруктов (хороший вариант для туристов, кстати).;Огромным лакомством мне теперь кажутся протеиновые батончики;same-unit_m
Формирование пищевых привычек и предпочтений требует времени,;Вывод - все тот же, проверенный годами правильного питания.;elaboration_r
но оно того стоит.;Формирование пищевых привычек и предпочтений требует времени,;contrast_m
Довольно быстро вы перестаете думать в ключе обоже какие это страдания - жить без тортиков.;Вывод - все тот же, проверенный годами правильного питания.;elaboration_r
Потому что перестаете смотреть в их сторону.;Довольно быстро вы перестаете думать в ключе обоже какие это страдания - жить без тортиков.;cause_r
Когда ходишь по супермаркету,;это чудесно оптимизирует логистику передвижения и покупок;condition_r
это чудесно оптимизирует логистику передвижения и покупок;Довольно быстро вы перестаете думать в ключе обоже какие это страдания - жить без тортиков.;elaboration_r
— хороший такой кусок полок в уме просто вычеркнут,;это чудесно оптимизирует логистику передвижения и покупок;elaboration_r
потому я иду только в те отделы, где лежат нужные продукты,;— хороший такой кусок полок в уме просто вычеркнут,;cause_r
и не трачу время на рассматривание других.;потому я иду только в те отделы, где лежат нужные продукты,;joint_m
Золотое правило;это чудесно оптимизирует логистику передвижения и покупок;evidence_r
— не купил -;не сожрал(С))));cause_r
не сожрал(С))));Золотое правило;elaboration_r
по-прежнему остается самым действенным.;Золотое правило;same-unit_m
За это лето я съела наверное несколько ящиков ягод)));Еще один результат - вместо сладостей организм срочно начал требовать сезонных овощей, фруктов, ягод.;elaboration_r
Никогда раньше столько их не ела.;Еще один результат - вместо сладостей организм срочно начал требовать сезонных овощей, фруктов, ягод.;contrast_m
Но думаю, пользы от этого явно намного больше, чем от сладостей;Никогда раньше столько их не ела.;contrast_m
— именно сезонные овощи/фрукты являются самыми насыщенными витаминами и микроэлементами.;Но думаю, пользы от этого явно намного больше, чем от сладостей;elaboration_r
Потому так же считаю это последствие позитивным.;Но думаю, пользы от этого явно намного больше, чем от сладостей;evaluation_r
Не могу призывать всех его повторять,;В общем, мой опыт не насыщен чудесами 😊;evaluation_r
но для меня он как обычно интересен;Не могу призывать всех его повторять,;joint_m
— люблю всяческие полезные эксперименты с питанием,;но для меня он как обычно интересен;cause_r
когда неожиданно обнаруживается, что пищевые привычки меняются,;— люблю всяческие полезные эксперименты с питанием,;elaboration_r
трансформируются,;когда неожиданно обнаруживается, что пищевые привычки меняются,;joint_m
и организм на них довольно позитивно реагирует.;— люблю всяческие полезные эксперименты с питанием,;joint_m
