EDU_1;EDU_2;Relation
Вошли они в кабинет;Ее мама ругалась на нас обоих,;sequence_m
и врач,;Вошли они в кабинет;sequence_m
глядя на взвинченную маму,;сразу решил успокоить: «А чего вы волнуетесь?;cause_r
сразу решил успокоить: «А чего вы волнуетесь?;Операция простая,;solutionhood_r
Операция простая,;и врач,;joint_m
кость трогать не надо,;Операция простая,;joint_m
через месяц будет красавицей!»;Операция простая,;joint_m
Действительно, после операции она стала и лучше выглядеть;Ее мама ругалась на нас обоих,;evaluation_r
и самое главное, увереннее себя чувствовать.;Действительно, после операции она стала и лучше выглядеть;joint_m
Это выразилось даже в том, что на следующий год она сама, без блата, поступила в Плехановский,;Действительно, после операции она стала и лучше выглядеть;evidence_r
тогда такое было сродни чуду.;Это выразилось даже в том, что на следующий год она сама, без блата, поступила в Плехановский,;evaluation_r
Она говорила, что как раз вот радость от того, что она теперь всегда чувствует себя в порядке и дала ей силы;Это выразилось даже в том, что на следующий год она сама, без блата, поступила в Плехановский,;elaboration_r
для поступления.;Она говорила, что как раз вот радость от того, что она теперь всегда чувствует себя в порядке и дала ей силы;purpose_r
Кстати, еще один интересный факт.;то среди тех, кто с оперировался одновременно с моей подругой, была девушка, вызывавшая недоуменные взгляды.;preparation_r
Когда ее готовили к операции,;то среди тех, кто с оперировался одновременно с моей подругой, была девушка, вызывавшая недоуменные взгляды.;condition_r
а это в «институте красоты» делали почему-то для всех сразу,;Когда ее готовили к операции,;background_r
то среди тех, кто с оперировался одновременно с моей подругой, была девушка, вызывавшая недоуменные взгляды.;Все выяснилось,;solutionhood_r
Она была просто красавица, с распущенными пышными волосами,;то среди тех, кто с оперировался одновременно с моей подругой, была девушка, вызывавшая недоуменные взгляды.;elaboration_r
на первый взгляд, совершенно нечего оперировать.;Она была просто красавица, с распущенными пышными волосами,;evaluation_r
Остальные были со всяко-разно заметными носами, пара девушек с Кавказа, у которых нос «на двоих рос», девушка после аварии с вмятиной на лице,;то среди тех, кто с оперировался одновременно с моей подругой, была девушка, вызывавшая недоуменные взгляды.;comparison_m
а тут такая красотка…;Остальные были со всяко-разно заметными носами, пара девушек с Кавказа, у которых нос «на двоих рос», девушка после аварии с вмятиной на лице,;contrast_m
Зачем?;то среди тех, кто с оперировался одновременно с моей подругой, была девушка, вызывавшая недоуменные взгляды.;evaluation_r
когда все переоделись;Все выяснилось,;cause_r
и убрали волосы под шапочку.;когда все переоделись;joint_m
Подруга рассказывала,;Все выяснилось,;elaboration_r
что несмотря на мандраж перед операцией,;все невольно расползлись в улыбке.;concession_r
все невольно расползлись в улыбке.;Подруга рассказывала,;same-unit_m
У этой красавицы одно ухо торчало строго перпендикулярно к голове,;Подруга рассказывала,;cause_r
и вид у нее получался умилительно-забавный.;У этой красавицы одно ухо торчало строго перпендикулярно к голове,;joint_m
Как будто она одним ухом прислушивается, как щенок.;У этой красавицы одно ухо торчало строго перпендикулярно к голове,;comparison_m
Девушка на улыбки и ответила: «Знаете, как надоело работать клоуном?;Вот потому и делаю пластику,;solutionhood_r
Вот потому и делаю пластику,;Подруга рассказывала,;evaluation_r
что устала от таких улыбок.»;Вот потому и делаю пластику,;cause_r
пока ребенок особо ничего не понимает.;По этой причине уже много позже, взрослой, я предложила соседке, которая все умилялась на дочкины оттопыренные «лопушки», все же сделать операцию,;condition_r
Что бы роль клоуна не приросла.;По этой причине уже много позже, взрослой, я предложила соседке, которая все умилялась на дочкины оттопыренные «лопушки», все же сделать операцию,;purpose_r
Но тогда она даже слушать не стала.;По этой причине уже много позже, взрослой, я предложила соседке, которая все умилялась на дочкины оттопыренные «лопушки», все же сделать операцию,;contrast_m
И я уже была сильно взрослее;По этой причине уже много позже, взрослой, я предложила соседке, которая все умилялась на дочкины оттопыренные «лопушки», все же сделать операцию,;evaluation_r
и настаивать, конечно не стала.;И я уже была сильно взрослее;joint_m
А через какое-то время получила упрек от мамы, что вот «ты же психолог;чего же не настояла?»;cause_r
(хотя тогда я психологом еще не была),;А через какое-то время получила упрек от мамы, что вот «ты же психолог;concession_r
чего же не настояла?»;И я уже была сильно взрослее;contrast_m
У девочки случилась нехорошая история с мальчиком, который ей нравился,;Ну и была попытка суицида, к счастью неудачная.;cause_r
а он прилюдно и довольно зло проехался по ее ушам.;У девочки случилась нехорошая история с мальчиком, который ей нравился,;joint_m
Ну и была попытка суицида, к счастью неудачная.;чего же не настояла?»;background_r
Потом было много разных случаев с клиентами,;Так вот, клиентам иногда даже советовала к врачу косметологу сходить.;preparation_r
я даже где-то писала.;Потом было много разных случаев с клиентами,;joint_m
При хорошем контакте с клиентом;сказать можно многое.;condition_r
сказать можно многое.;Так вот, клиентам иногда даже советовала к врачу косметологу сходить.;elaboration_r
Например, тот же ботокс может быть серьезным вспомогательным средством;Так вот, клиентам иногда даже советовала к врачу косметологу сходить.;evidence_r
при психотерапии.;Например, тот же ботокс может быть серьезным вспомогательным средством;condition_r
Великолепно блокирует автоматический вход во многие привычные состояния.;Например, тот же ботокс может быть серьезным вспомогательным средством;elaboration_r
Лоб уже не хмурится,;соответственно уходит привычный автоматизм реакций.;cause_r
а с гладким лбом накрутить себя в разы труднее;Лоб уже не хмурится,;contrast_m
(попробуйте,;а с гладким лбом накрутить себя в разы труднее;evidence_r
сохраняя гладкое лицо,;воспроизвести в себе какое-либо состояние из списка «все люди – гады!»),;condition_r
воспроизвести в себе какое-либо состояние из списка «все люди – гады!»),;(попробуйте,;same-unit_m
соответственно уходит привычный автоматизм реакций.;Великолепно блокирует автоматический вход во многие привычные состояния.;elaboration_r
Но вот об одной вещи хочу обязательно рассказать.;Есть такое фактически расстройство психики, как дисморфофобия.;preparation_r
И тут я хочу описать один грубый, но заметный признак, по которому становится понятно, что лучше работать уже не с психологом, а с психиатром.;Есть такое фактически расстройство психики, как дисморфофобия.;elaboration_r
Это когда клиент,;Есть такое фактически расстройство психики, как дисморфофобия.;elaboration_r
имея во внешности действительно заметный дефект;зафиксирован совсем на другом.;condition_r
(нос там кривой или очень плохую кожу);имея во внешности действительно заметный дефект;evidence_r
зафиксирован совсем на другом.;Это когда клиент,;same-unit_m
Например,;Это когда клиент,;evidence_r
при явно выраженной кривизне носа;человек сосредоточен на форме груди или повышенной волосатости на руках.;condition_r
человек сосредоточен на форме груди или повышенной волосатости на руках.;Например,;same-unit_m
И если при этом были какие-то дико радикальные попытки самому себе что-то исправить.;Например,;joint_m
Так вот, учтите, если это ваш близкий,;то ищите психиатра.;condition_r
то ищите психиатра.;Есть такое фактически расстройство психики, как дисморфофобия.;evaluation_r
Очень может пригодится.;то ищите психиатра.;evaluation_r
Когда, на ваш взгляд, полезны операции по увеличению груди?;А вам я сейчас задам один вопрос на эту тему.;elaboration_r
Когда полезны операции по уменьшению груди?;Когда, на ваш взгляд, полезны операции по увеличению груди?;joint_m
Какие факторы тут работают?;Когда, на ваш взгляд, полезны операции по увеличению груди?;joint_m
Когда это блажь,;Когда, на ваш взгляд, полезны операции по увеличению груди?;joint_m
а когда необходимость?;Когда это блажь,;contrast_m
