EDU_1;EDU_2;Relation
а там и новые идеи появятся.;Надо учить матчасть дальше,;purpose_r
Даже появился термин «микродозинг»,;Одновременно, как маркер дефицита идей, начались опыты с применением преданных было анафеме грибочков, травок и марок.;elaboration_r
но о нём как-нибудь в другой раз, при случае.;Даже появился термин «микродозинг»,;contrast_m
Сейчас же несколько слов об ещё одном незаслуженно забытом направлении в лечении психических болезней. О противовоспалительном.;Одновременно, как маркер дефицита идей, начались опыты с применением преданных было анафеме грибочков, травок и марок.;contrast_m
Дело в том, что в механизме развития и шизофрении, и деменции, и даже депрессивного эпизода имеет место воспалительный процесс.;сбой в основе — это само собой,;preparation_r
Поскольку генетика генетикой,;сбой в основе — это само собой,;cause_r
сбой в основе — это само собой,;И вот это-то воспаление часто и даёт в итоге повреждение нервных клеток, со всеми вытекающими.;solutionhood_r
но что дальше?;сбой в основе — это само собой,;contrast_m
А дальше — в нервной ткани, в тех её областях,;И вот это-то воспаление часто и даёт в итоге повреждение нервных клеток, со всеми вытекающими.;cause_r
где или генетически, или по внешним причинам возникает дефект,;А дальше — в нервной ткани, в тех её областях,;cause_r
развивается воспаление. По типу аутоиммунного;А дальше — в нервной ткани, в тех её областях,;same-unit_m
— то есть, когда мишенью для нашей сторожевой иммунной системы становятся собственные же ткани,;развивается воспаление. По типу аутоиммунного;restatement_m
из-за того, что как-то неправильно они для этой самой системы распознаются.;— то есть, когда мишенью для нашей сторожевой иммунной системы становятся собственные же ткани,;cause_r
И, соответственно, определяются, как нечто чуждое и мастдай.;А дальше — в нервной ткани, в тех её областях,;sequence_m
Почему хорошо забытое старое?;Помните, я писал про сульфозин и заражение малярией, как про экстремальные и ушедшие в историю методы лечения?;solutionhood_r
Помните, я писал про сульфозин и заражение малярией, как про экстремальные и ушедшие в историю методы лечения?;результат-то был — там, где они применялись по месту.;background_r
А ведь при всей жести этих методик,;результат-то был — там, где они применялись по месту.;condition_r
при всех незабываемых ощущениях;А ведь при всей жести этих методик,;joint_m
в ходе их применения,;при всех незабываемых ощущениях;condition_r
В чём же была фишка?;Да в том, что организму предлагали побороться с чем-то более серьёзным и всеобъемлющим, нежели какое то локальное и аутоиммунное воспаление.;solutionhood_r
Да в том, что организму предлагали побороться с чем-то более серьёзным и всеобъемлющим, нежели какое то локальное и аутоиммунное воспаление.;результат-то был — там, где они применялись по месту.;elaboration_r
Там — плазмодия малярийного надо давить.;Вот и подстраивалась вся система под новое воспаление.;cause_r
Тут — с введённой в мышцу серой на персиковом масле что-то делать.;Там — плазмодия малярийного надо давить.;comparison_m
Вот и подстраивалась вся система под новое воспаление.;Да в том, что организму предлагали побороться с чем-то более серьёзным и всеобъемлющим, нежели какое то локальное и аутоиммунное воспаление.;evidence_r
А потом с ним же успешно справлялась.;Вот и подстраивалась вся система под новое воспаление.;sequence_m
А под шумок — давила те самые маленькие, но такие заметные для психики очажки.;Вот и подстраивалась вся система под новое воспаление.;elaboration_r
А не так давно стали появляться работы,;В итоге внимание сейчас сосредоточено на двух направлениях.;solutionhood_r
в которых всё чаще и чаще упоминается воспалительный процесс в нервной ткани,;А не так давно стали появляться работы,;elaboration_r
а также говорится о необходимости что-то с ним делать.;в которых всё чаще и чаще упоминается воспалительный процесс в нервной ткани,;joint_m
Но как?;А не так давно стали появляться работы,;contrast_m
Противовоспалительные средства гормонального ряда сами по себе дают немало осложнений,;В итоге внимание сейчас сосредоточено на двух направлениях.;cause_r
а ведь применять планируется длительно.;Противовоспалительные средства гормонального ряда сами по себе дают немало осложнений,;contrast_m
Средства вроде аспирина и парацетамола тоже, знаете ли, не бесследно в организме исчезают.;Противовоспалительные средства гормонального ряда сами по себе дают немало осложнений,;evidence_r
На самом деле, ищут и дальше,;В итоге внимание сейчас сосредоточено на двух направлениях.;elaboration_r
но по этим двум прохаживаются конкретно.;На самом деле, ищут и дальше,;contrast_m
Первое — это вещества, тормозящие действие;Оба не дают образовываться особым веществам, участвующим в процессе воспаления — таким, например, как простагландины.;preparation_r
(чувствительным к биохимическим загибам заткнуть уши и закрыть глаза);Первое — это вещества, тормозящие действие;elaboration_r
циклооксигеназы-2.;Первое — это вещества, тормозящие действие;same-unit_m
Такие, к примеру, как целеоксиб;Первое — это вещества, тормозящие действие;evidence_r
(мы его знаем больше, как целебрекс);Такие, к примеру, как целеоксиб;restatement_m
и парекоксиб.;Такие, к примеру, как целеоксиб;same-unit_m
Оба не дают образовываться особым веществам, участвующим в процессе воспаления — таким, например, как простагландины.;И потому хорошо знакомы как тем, кто лечит свой ревматоидный артрит, так и людям, страдающим от острых болей.;cause_r
При той же болезни Альцгеймера;одни исследователи утверждают, будто никакого действия на глубину деменции целебрекс не оказывает,;condition_r
одни исследователи утверждают, будто никакого действия на глубину деменции целебрекс не оказывает,;Данные пока набираются противоречивые.;elaboration_r
а другие возражают: мол, зато;одни исследователи утверждают, будто никакого действия на глубину деменции целебрекс не оказывает,;contrast_m
после применения;замедляется дальнейший прогресс болезни,;cause_r
замедляется дальнейший прогресс болезни,;а другие возражают: мол, зато;same-unit_m
слабоумие перестаёт нарастать такими быстрыми темпами.;а другие возражают: мол, зато;joint_m
Работы с применением парекоксиба;Данные пока набираются противоречивые.;joint_m
при шизофрении;Работы с применением парекоксиба;condition_r
пока ведутся;Работы с применением парекоксиба;same-unit_m
в лабораторных условиях и на крысах;пока ведутся;condition_r
(не спрашивайте меня про параллели и экстраполяцию),;Работы с применением парекоксиба;elaboration_r
но результатами учёные впечатлились,;так что ждём,;cause_r
так что ждём,;Работы с применением парекоксиба;contrast_m
когда переключатся на людей.;так что ждём,;condition_r
Второе направление — это N-ацетилцистеин.;Есть такая аминокислота,;preparation_r
и применяется она в основном для других целей;Есть такая аминокислота,;joint_m
— для облегчения разжижения и отхождения мокроты;и применяется она в основном для других целей;purpose_r
при бронхитах,;— для облегчения разжижения и отхождения мокроты;condition_r
ну и как антиоксидант тоже.;— для облегчения разжижения и отхождения мокроты;same-unit_m
Вот как раз это самое антиоксидантное действие и заинтересовало учёных.;Есть такая аминокислота,;elaboration_r
Дело в том, что так называемый окислительный стресс,;А тут — вещество, которое повышает в организме уровень главного антиоксиданта — глутатиона.;background_r
наряду с воспалением,;замедляет выработку белков, стимулирующих рост нервной ткани (нейротрофинов),;condition_r
замедляет выработку белков, стимулирующих рост нервной ткани (нейротрофинов),;Дело в том, что так называемый окислительный стресс,;same-unit_m
тормозит выработку энергии в клеточных энергетических станциях;Дело в том, что так называемый окислительный стресс,;joint_m
(их называют митохондриями),;тормозит выработку энергии в клеточных энергетических станциях;restatement_m
да и в процессе гибели нервных клеток тоже напрямую задействован.;Дело в том, что так называемый окислительный стресс,;joint_m
А тут — вещество, которое повышает в организме уровень главного антиоксиданта — глутатиона.;Вот как раз это самое антиоксидантное действие и заинтересовало учёных.;cause_r
В общем, к его применению в психиатрии сейчас тоже внимательно приглядываются;А тут — вещество, которое повышает в организме уровень главного антиоксиданта — глутатиона.;evaluation_r
и примеряются.;В общем, к его применению в психиатрии сейчас тоже внимательно приглядываются;joint_m
Так что не нейролептиками едиными и не только антидепрессантами...;Есть такая аминокислота,;evaluation_r
