EDU_1;EDU_2;Relation
Во-первых, во время сна в закрытой ротовой полости повышается температура;что способствует размножению анаэробных вейнонелл, нейссерий и фузобактерий.;cause_r
и снижается доступ кислорода,;Во-первых, во время сна в закрытой ротовой полости повышается температура;joint_m
Вот как выглядят колонии бактерий на пищевых волокнах зубного налета, увеличенного в 2000 раз:;что способствует размножению анаэробных вейнонелл, нейссерий и фузобактерий.;evidence_r
Перечисленные бактерии разлагают компоненты зубного налета до молочной, уксусной и муравьиной кислот,;что способствует размножению анаэробных вейнонелл, нейссерий и фузобактерий.;elaboration_r
которые быстро растворяют эмаль в местах скопления патогенной микрофлоры.;Перечисленные бактерии разлагают компоненты зубного налета до молочной, уксусной и муравьиной кислот,;elaboration_r
Во-вторых, после засыпания сокращается продукция слюны,;В результате сокращения продукции слюны также снижается местный иммунитет;cause_r
которая благодаря ионам кальция и фосфора отвечает за реминерализацию эмали.;Во-вторых, после засыпания сокращается продукция слюны,;elaboration_r
В результате сокращения продукции слюны также снижается местный иммунитет;что способствует размножению анаэробных вейнонелл, нейссерий и фузобактерий.;joint_m
и замедляется компенсация закисления среды бактериями.;В результате сокращения продукции слюны также снижается местный иммунитет;joint_m
Все это в совокупности значительно ускоряет кариозные процессы в ночное время.;В результате сокращения продукции слюны также снижается местный иммунитет;elaboration_r
Чистка зубов перед сном позволит разрушить образовавшийся за день налет,;Поэтому данное время;cause_r
который является питательным субстратом и домом для бактерий.;Чистка зубов перед сном позволит разрушить образовавшийся за день налет,;elaboration_r
для проведения процедуры;Поэтому данное время;purpose_r
наиболее предпочтительное для тех, кто чистит зубы один раз в сутки.;Поэтому данное время;same-unit_m
Такой выбор в моем опросе сделали 14% опрошенных,;Поэтому данное время;elaboration_r
однако если вы хотите еще сильнее снизить риск развития кариеса,;то добавьте еще хотя бы одну процедуру в сутки.;elaboration_r
то добавьте еще хотя бы одну процедуру в сутки.;Такой выбор в моем опросе сделали 14% опрошенных,;contrast_m
Два и три раза в сутки;две и более чистки зубов в сутки эффективнее снижает риск развития налета и кариеса.;preparation_r
Согласно исследованиям;две и более чистки зубов в сутки эффективнее снижает риск развития налета и кариеса.;attribution_r
две и более чистки зубов в сутки эффективнее снижает риск развития налета и кариеса.;Значит слюна все-таки не справляется с реминерализацией эмали в дневное время?;cause_r
Значит слюна все-таки не справляется с реминерализацией эмали в дневное время?;Парадоксально, но слюна справляется со своей задачей настолько,;solutionhood_r
что кроме эмали минерализации подвергается даже налет,;в результате чего последний превращается в зубной камень.;cause_r
в результате чего последний превращается в зубной камень.;Парадоксально, но слюна справляется со своей задачей настолько,;elaboration_r
Вечером минерализованный налет практически не счищается,;Поэтому оптимальное время;solutionhood_r
а его края становятся основой;Вечером минерализованный налет практически не счищается,;contrast_m
для дальнейшего роста камня на следующий день.;а его края становятся основой;purpose_r
В это же время под основанием зубного камня идут процессы разрушения эмали.;Вечером минерализованный налет практически не счищается,;joint_m
Сюда слюна практически не имеет доступа;В это же время под основанием зубного камня идут процессы разрушения эмали.;elaboration_r
и не может помочь рминерализацией.;Сюда слюна практически не имеет доступа;joint_m
Единственный способ борьбы с образованием зубного камня - превентивное уничтожение еще неминерализованного налета в течение дня.;Поэтому оптимальное время;cause_r
для чистки зубов;Поэтому оптимальное время;cause_r
— не только вечером перед сном, но и утром после завтрака.;Поэтому оптимальное время;same-unit_m
Такой подход замедляет кариозные процессы ночью;Поэтому оптимальное время;elaboration_r
и предупреждает развитие зубного камня днем.;Такой подход замедляет кариозные процессы ночью;joint_m
В совокупности это значимо снижает риск кариеса.;Поэтому оптимальное время;elaboration_r
— 50% опрошенных делают это вечером перед сном и утром после завтрака.;Я рад, что половина читателей чистят зубы 2 раза в сутки;elaboration_r
Это самое лучшее время;Я рад, что половина читателей чистят зубы 2 раза в сутки;evaluation_r
для чистки зубов;Это самое лучшее время;purpose_r
при двукратной процедуре.;для чистки зубов;condition_r
Менее 4% чистят зубы после каждого приема пищи;Я рад, что половина читателей чистят зубы 2 раза в сутки;comparison_m
и их привычке остается только позавидовать!;Менее 4% чистят зубы после каждого приема пищи;evaluation_r
