EDU_1;EDU_2;Relation
при входе;выдают фонарь (старинный, железный, со свечой внутри).;condition_r
выдают фонарь (старинный, железный, со свечой внутри).;Посетителям;same-unit_m
Можно, конечно, его не брать,;Посетителям;concession_r
но тогда у вас обязательно должен быть фонарик,;Можно, конечно, его не брать,;contrast_m
т.к. искусственного освещения в башне нет.;но тогда у вас обязательно должен быть фонарик,;cause_r
На узких винтовых лестницах - тьма кромешная:  (фонарик обязателен!);т.к. искусственного освещения в башне нет.;elaboration_r
Второй этаж башни:  Потолок здесь был непростой:  Верхний этаж:;Посетителям;elaboration_r
Сверху есть еще галерея, накрытая деревянной шатровой крышей.;В башню можно (и нужно) зайти.;elaboration_r
Вид с башни на замковый двор.;Сверху есть еще галерея, накрытая деревянной шатровой крышей.;joint_m
В эпоху расцвета замок занимал заметно большую площадь - от внешнего кольца стен и башен почти ничего не осталось:;Сверху есть еще галерея, накрытая деревянной шатровой крышей.;background_r
Вид в сторону Южной башни. За ней видна красная крыша и башня Нового замка:;Сверху есть еще галерея, накрытая деревянной шатровой крышей.;elaboration_r
построенный в 18-м веке;Рядом с Орденским замком находится Новый замок,;background_r
Внутри, кроме прочего, расположен небольшой музей:;Рядом с Орденским замком находится Новый замок,;elaboration_r
У Нового замка тоже есть башня, на которую можно подняться и обозреть город Цесис сверху:;Внутри, кроме прочего, расположен небольшой музей:;joint_m
Вид на юг, на церковь Св.Иоанна:;У Нового замка тоже есть башня, на которую можно подняться и обозреть город Цесис сверху:;elaboration_r
Этот храм был в свое время главной церковью Ливонского ордена.;Вид на юг, на церковь Св.Иоанна:;elaboration_r
Ныне это крупнейшая средневековая церковь в Латвии за пределами Риги.;Этот храм был в свое время главной церковью Ливонского ордена.;contrast_m
К большому сожалению, замечательные старинные витражи,;Этот храм был в свое время главной церковью Ливонского ордена.;elaboration_r
некогда украшавшие её,;К большому сожалению, замечательные старинные витражи,;background_r
почти все были уничтожены во время Великой Отечественной войны.;К большому сожалению, замечательные старинные витражи,;same-unit_m
Ну и пара фото самого города Цесис: Площадь Vienibas (Единства) с обелиском в честь боев латышей и эстонцев против германского ландвера в 1919г:  Характерная улица в центре города:;Рядом с Орденским замком находится Новый замок,;joint_m
