EDU_1;EDU_2;Relation
Еще раз — попробуйте выкинуть говно веб-пропаганды из головы;WebAssembly — это попытка запихнуть в веб то, что без веба прекрасно работало уже несколько десятков лет как — С++ приложения.;evaluation_r
и взглянуть на это трезво.;Еще раз — попробуйте выкинуть говно веб-пропаганды из головы;joint_m
В чем тут достижение-то?;Еще раз — попробуйте выкинуть говно веб-пропаганды из головы;evaluation_r
Не то чтобы я НЕ хотел чтобы веб во что-то превратился.;И был момент лет десять назад когда многие в это верили;preparation_r
Я хотел, может, даже больше других.;Не то чтобы я НЕ хотел чтобы веб во что-то превратился.;contrast_m
и был еще шанс.;И был момент лет десять назад когда многие в это верили;joint_m
Просто пора зафиксировать (давно пора,;что веб это веб, не больше и не меньше.;evaluation_r
я просто немножко тормоз, конечно);Просто пора зафиксировать (давно пора,;contrast_m
что веб это веб, не больше и не меньше.;И был момент лет десять назад когда многие в это верили;sequence_m
Все эти глюки, неровности, тормоза, неудобства, несовместимости, интервенции — это не временные мелкие неприятности,;что веб это веб, не больше и не меньше.;elaboration_r
которые вот-вот разрешатся со следующим апдейтом Хрома.;Все эти глюки, неровности, тормоза, неудобства, несовместимости, интервенции — это не временные мелкие неприятности,;elaboration_r
Это неотъемлемые свойства платформы,;Все эти глюки, неровности, тормоза, неудобства, несовместимости, интервенции — это не временные мелкие неприятности,;evaluation_r
она такая сейчас;Это неотъемлемые свойства платформы,;evidence_r
и примерно такой же будет всегда.;она такая сейчас;sequence_m
Надеяться уже в принципе не на что.;Это неотъемлемые свойства платформы,;joint_m
И не то чтобы у меня было для вас что-то получше,;Надеяться уже в принципе не на что.;elaboration_r
или что я могу сказать, где будущее.;И не то чтобы у меня было для вас что-то получше,;joint_m
Все что я могу сказать что оно точно не здесь.;И не то чтобы у меня было для вас что-то получше,;contrast_m
