EDU_1;EDU_2;Relation
Вообще, я считаю, что менеджер разработки - твой начальник - это очень важное в работе.;коллизия ожиданий, требований, диалога и немного квалификации.;evidence_r
В айти увольняются от начальников.;Вообще, я считаю, что менеджер разработки - твой начальник - это очень важное в работе.;elaboration_r
Я еще и нанимаюсь к начальникам.;В айти увольняются от начальников.;contrast_m
И предлагаю страшную штуку.;Я еще и нанимаюсь к начальникам.;joint_m
Работать с ними.;И предлагаю страшную штуку.;elaboration_r
Я готовился к докладу.;Я ходил по менеджерам проектов;preparation_r
Я ходил по менеджерам проектов;И знаете - каждый проект уникален.;solutionhood_r
и задавал им разные вопросы, типа А зачем вы наняли тестеров? А чего вы от них требуете?;Я ходил по менеджерам проектов;joint_m
Еще я спрашивал многих тестировщиков а что от вас требуют менеджеры?;Я ходил по менеджерам проектов;joint_m
И каждый специалист уникален.;И знаете - каждый проект уникален.;joint_m
И каждый менеджер уникален.;И знаете - каждый проект уникален.;joint_m
Как снежинки. Уникальные люди-снежинки.;И знаете - каждый проект уникален.;comparison_m
Я думаю, что если не решить,;то снизить накал можно,;condition_r
посмотреть на мир с другой стороны.;то снизить накал можно,;joint_m
Я надеюсь, тут вам может помочь моя модель производства.;то снизить накал можно,;joint_m
Я работаю в рамках модели, которую я для себя сформулировал;Я надеюсь, тут вам может помочь моя модель производства.;elaboration_r
и сейчас попытаюсь поделиться ею с вами.;Я работаю в рамках модели, которую я для себя сформулировал;joint_m
Группа разработки это черный ящик,;то снизить накал можно,;elaboration_r
в который попадает куча всего,;Группа разработки это черный ящик,;elaboration_r
а на выходе вылетают фичи,;в который попадает куча всего,;sequence_m
внутри черного ящика - тестеры и разработчики.;Группа разработки это черный ящик,;background_r
Продукт черного ящика - фичи;Группа разработки это черный ящик,;elaboration_r
Зачем нужен тестировщик:;Группа разработки это черный ящик,;comparison_m
тестировщик это такая очень дорогая линейка которую менеджер незадолго до релиза может приложить к фиче.;Зачем нужен тестировщик:;solutionhood_r
И заранее совершить управляющее воздействие.;тестировщик это такая очень дорогая линейка которую менеджер незадолго до релиза может приложить к фиче.;joint_m
Чего хочет менеджер:;Группа разработки это черный ящик,;comparison_m
Отсутствия сюрпризов как минимум;Чего хочет менеджер:;solutionhood_r
и попасть в окно качества как норма.;Отсутствия сюрпризов как минимум;joint_m
Что может;Чего хочет менеджер:;contrast_m
— отложить;Что может;solutionhood_r
и подвигать окно качества.;— отложить;joint_m
— отрастить себе линейку -;В рамках этой модели первое что должен сделать тестировщик на новом проекте;elaboration_r
научиться искать баги в проекте.;В рамках этой модели первое что должен сделать тестировщик на новом проекте;same-unit_m
Как правило на это тратится от двух дней до полугода;В рамках этой модели первое что должен сделать тестировщик на новом проекте;elaboration_r
и это первое что требуют от тестеров;Как правило на это тратится от двух дней до полугода;joint_m
и это то, за что платят.;Как правило на это тратится от двух дней до полугода;joint_m
Тестировщики нормальные люди.;и это то, за что платят.;evaluation_r
Они помнят, что в начале им давали деньги за то,;Тестировщики нормальные люди.;elaboration_r
что они хорошо искали.;Они помнят, что в начале им давали деньги за то,;cause_r
И стараются - ищут еще лучше.;Они помнят, что в начале им давали деньги за то,;joint_m
Кто работал в проекте с более чем 100 открытых багов?;И стараются - ищут еще лучше.;elaboration_r
У кого их сейчас болше 100? 200? 300?;Кто работал в проекте с более чем 100 открытых багов?;comparison_m
Теперь помните я вас спрашивал про количество открытых багов и сходимость?;Открываю тайну.;solutionhood_r
У нас с вами не космос, а крайне терпимые к дефектам продукты.;Открываю тайну.;elaboration_r
В них полно багов;У нас с вами не космос, а крайне терпимые к дефектам продукты.;elaboration_r
и мы принципиально не хотим их исправлять.;В них полно багов;joint_m
Менеджеры это отлично понимают.;В них полно багов;evaluation_r
У каждого есть коридор;Менеджеры это отлично понимают.;elaboration_r
и именно в него надо попасть.;У каждого есть коридор;joint_m
Лучше - не надо.;У каждого есть коридор;elaboration_r
Лучше - плохо.;Лучше - не надо.;contrast_m
У каждого тестера в истории есть отрицательная сходимость дефектов и сотни незакрытых багов.;У каждого есть коридор;joint_m
Это признак overskill тестера.;У каждого тестера в истории есть отрицательная сходимость дефектов и сотни незакрытых багов.;elaboration_r
Ему бы в космическую отрасль,;У каждого тестера в истории есть отрицательная сходимость дефектов и сотни незакрытых багов.;evaluation_r
а он у нас и не понимает, что лучше чем коридор качества менеджера - не нужно.;Ему бы в космическую отрасль,;contrast_m
История.;Четыре года назад мы вместе с Юлей проводили чистку багов;preparation_r
— снижали когнитивную нагрузку на людей.;Четыре года назад мы вместе с Юлей проводили чистку багов;restatement_m
Что мы делали;Никто не умер.;cause_r
— мы взяли 300 открытых багов;Что мы делали;elaboration_r
и не глядя закрыли сто.;— мы взяли 300 открытых багов;sequence_m
Никто не умер.;Четыре года назад мы вместе с Юлей проводили чистку багов;elaboration_r
Нагрузка стала ниже.;Никто не умер.;joint_m
Но милые и замечательные девочки тестировщицы чуть ли не со слезами на глазах подбегали,;Никто не умер.;contrast_m
требовали переоткрытия.;Но милые и замечательные девочки тестировщицы чуть ли не со слезами на глазах подбегали,;joint_m
Мы перечеркнули ценность их работы, смысл их деятельности.;Но милые и замечательные девочки тестировщицы чуть ли не со слезами на глазах подбегали,;evaluation_r
Выводы:;менеджеры. Передавайте знания о приоритетах.;preparation_r
Не посылайте тестеров на курсы;менеджеры. Передавайте знания о приоритетах.;elaboration_r
где учат искать лучше;Не посылайте тестеров на курсы;elaboration_r
чем вам надо.;где учат искать лучше;comparison_m
Не поощряйте тщательную проверку там;Не посылайте тестеров на курсы;joint_m
где она не нужна.;Не поощряйте тщательную проверку там;elaboration_r
Тестировщик должен находить ровно столько багов, сколько починят. Не меньше. Но и не больше.;Не посылайте тестеров на курсы;elaboration_r
Тестировщики. Мы делаем говно с тараканами.;Смиритесь.;cause_r
Продукты толерантные к большому количеству дефектов.;Тестировщики. Мы делаем говно с тараканами.;elaboration_r
Смиритесь.;менеджеры. Передавайте знания о приоритетах.;joint_m
Что дальше?;Дальше менеджер желает знать о качестве не только за день до, но и раньше.;solutionhood_r
Это тест-аналитика, тест-ферст, пороги входа в тестирования, инструменты для разработчиков и стандарты качества.;Дальше менеджер желает знать о качестве не только за день до, но и раньше.;elaboration_r
Они позволяют измерять раньше.;Это тест-аналитика, тест-ферст, пороги входа в тестирования, инструменты для разработчиков и стандарты качества.;elaboration_r
И частота измерений. Это автоматизация и банальная скорость работы.;Это тест-аналитика, тест-ферст, пороги входа в тестирования, инструменты для разработчиков и стандарты качества.;joint_m
Чаще раза в день не надо никому.;И частота измерений. Это автоматизация и банальная скорость работы.;elaboration_r
Узнать, что фича работает хорошо можно до написания кода.;Менеджеры. Тестировать реально можно до поставки фичи на стенд.;joint_m
Есть способы.;Узнать, что фича работает хорошо можно до написания кода.;evidence_r
А еще тестить можно в два раза быстрей, чем через полгода после найма.;Менеджеры. Тестировать реально можно до поставки фичи на стенд.;joint_m
Смело требуйте.;А еще тестить можно в два раза быстрей, чем через полгода после найма.;elaboration_r
Способы и техники не ваша головная боль.;А еще тестить можно в два раза быстрей, чем через полгода после найма.;elaboration_r
Тестеры. Будьте готовы.;Менеджеры. Тестировать реально можно до поставки фичи на стенд.;joint_m
Быстро работать руками - не поможет.;Тестеры. Будьте готовы.;elaboration_r
Придется работать головой.;Быстро работать руками - не поможет.;contrast_m
Это сложнее,;Придется работать головой.;evaluation_r
на это тратится примерно один-два тестерских года.;Это сложнее,;evaluation_r
Чаще, чем раз в день информация уже не нужна, как правило.;Как это ни странно, но и здесь у менеджеров есть потолок желаний.;elaboration_r
Если не захотеть чего-то еще;то вы получите автоматизацию ради автоматизации -;condition_r
то вы получите автоматизацию ради автоматизации -;Как это ни странно, но и здесь у менеджеров есть потолок желаний.;evaluation_r
такую, которая не ищет дефекты.;то вы получите автоматизацию ради автоматизации -;restatement_m
Или людей, которые считают, что они умеют все что нужно на проекте и не видят роста.;то вы получите автоматизацию ради автоматизации -;joint_m
Что дальше?;И вот тут я серьезно ошибся.;solutionhood_r
Я планировал выйти весь в белом;И вот тут я серьезно ошибся.;elaboration_r
и рассказать менеджерам ПРАВДУ о том, что нужно делать с двухгодовалыми тестерами с кризисом среднего опыта.;Я планировал выйти весь в белом;joint_m
Это когда руководитель уже не знает, куда расти этим людям;и рассказать менеджерам ПРАВДУ о том, что нужно делать с двухгодовалыми тестерами с кризисом среднего опыта.;elaboration_r
и придумывает всякую фигню.;Это когда руководитель уже не знает, куда расти этим людям;joint_m
То есть начинает платить за то,;Это когда руководитель уже не знает, куда расти этим людям;restatement_m
что человек не уходит на другую работу.;То есть начинает платить за то,;purpose_r
Это же самое ценное.;Я предположил, что в рамках этой модели следующим этапом развития является время и рост тестировщика заключается во времени.;evaluation_r
релиз, фича,;Это же самое ценное.;elaboration_r
выпустить,;релиз, фича,;elaboration_r
поставить,;выпустить,;joint_m
выпнуть из процесса разработки.;выпустить,;joint_m
Уменьшить запасы. Быстрей.;Я предположил, что в рамках этой модели следующим этапом развития является время и рост тестировщика заключается во времени.;elaboration_r
Уменьшить вот эти вот области.;Уменьшить запасы. Быстрей.;joint_m
Время можно обменять на все;Уменьшить запасы. Быстрей.;evaluation_r
и мало что можно обменять на время.;Время можно обменять на все;contrast_m
Мы у себя в проекте и даже биллинг запустили на несколько месяцев подсчет.;Время можно обменять на все;evidence_r
Сколько времени мы тратим.;Мы у себя в проекте и даже биллинг запустили на несколько месяцев подсчет.;elaboration_r
Выводы.;Эти потери можно уменьшить?;preparation_r
Эти потери можно уменьшить?;Да.;solutionhood_r
Можно из 20 дней сделать 8?;Да.;solutionhood_r
Да.;Да.;joint_m
Смогут тестеры уменьшить 20 до 8?;Нет.;solutionhood_r
Нет.;Да.;joint_m
А до 16?;Вполне.;solutionhood_r
Вполне.;Да.;joint_m
Вот, умный тестировщик умеест строить отношения со временем;И с горящими глазами я иду продавать менеджерам эту идею.;elaboration_r
и с помощью команды ускорять процесс.;Вот, умный тестировщик умеест строить отношения со временем;joint_m
Мне казалось что я скажу менеджерам вы хотите выпускать фичи в два раза быстрее?;И вот она, победа.;solutionhood_r
И вот она, победа.;Вот, умный тестировщик умеест строить отношения со временем;evaluation_r
Не надо даже быстро с тем же уровнем качества.;Оказалось, не надо быстро.;joint_m
У менеджера есть коридор не только качества, но и скорости.;Оказалось, не надо быстро.;evidence_r
Несколько опытнейших менеджеров вслух сказали что быстрее не надо.;У менеджера есть коридор не только качества, но и скорости.;elaboration_r
Надо настолько быстро,;Несколько опытнейших менеджеров вслух сказали что быстрее не надо.;elaboration_r
насколько хочет менеджер.;Надо настолько быстро,;comparison_m
Желание есть, но другое.;Надо настолько быстро,;evaluation_r
Я считаю, что это фатальная ошибка;Оказалось, не надо быстро.;evaluation_r
и в корне неверно,;Я считаю, что это фатальная ошибка;joint_m
тем не менее это вполне себе зона роста;Я считаю, что это фатальная ошибка;contrast_m
и если научиться выполнять эту работу;— менеджер это заметит;condition_r
— менеджер это заметит;тем не менее это вполне себе зона роста;joint_m
и оценит.;— менеджер это заметит;joint_m
Итак, формулировки:;Самоподдерживающаяся система,;preparation_r
Самоорганизующаяся команда, интерфейс, самостоятельное принятие решений, менеджмент команды, сами знают куда расти. Решить проблемы с тестерами.;Итак, формулировки:;elaboration_r
не требующая ресурса управления,;Самоподдерживающаяся система,;elaboration_r
требующая только материальных ресурсов.;не требующая ресурса управления,;contrast_m
Это и управление потоком задач, приоритезация фич относительно багов, это управляющие воздействия, самоактуализация коридора качества.;Самоподдерживающаяся система,;elaboration_r
В лучшем случае это самостоятельная готовность к изменениям внешних условий.;Самоподдерживающаяся система,;evaluation_r
По Адизесу,;большие ответственность и полномочия,;attribution_r
большие ответственность и полномочия,;Самоподдерживающаяся система,;elaboration_r
но без власти - в полный рост.;большие ответственность и полномочия,;contrast_m
Признаки этапа - ведение задач полностью у тестеров, входящий поток задач - частично у  них с возможностью менеджера вмешаться.;Самоподдерживающаяся система,;joint_m
Менеджер ждет, что он будет заниматься всякими другими штуками,;На этом этапе мы учимся нашей линейкой еще и бить.;solutionhood_r
а система будет работать так же.;Менеджер ждет, что он будет заниматься всякими другими штуками,;contrast_m
На этом этапе мы учимся нашей линейкой еще и бить.;Признаки этапа - ведение задач полностью у тестеров, входящий поток задач - частично у  них с возможностью менеджера вмешаться.;elaboration_r
Но это тупик;На этом этапе мы учимся нашей линейкой еще и бить.;contrast_m
— так как задача - самоподдерживающаяся система, а не изменения.;Но это тупик;cause_r
Выводы:;менеджеры. Вы все делаете правильно.;preparation_r
менеджеры. Вы все делаете правильно.;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;preparation_r
Тестировщики. Работа менеджмента группы разработки - сложная штука,;менеджеры. Вы все делаете правильно.;joint_m
вы должны знать за что и зачем беретесь.;Тестировщики. Работа менеджмента группы разработки - сложная штука,;joint_m
А что было потом?;Я считаю, что рост без ограничений невозможен.;solutionhood_r
Я считаю, что рост без ограничений невозможен.;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;preparation_r
Само - ничего не случится.;Я считаю, что рост без ограничений невозможен.;evidence_r
и там можно применить весь тестерский матан.;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;joint_m
И он там еще не применен.;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;joint_m
У нас есть пара продуктов, где нельзя тестировать,;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;joint_m
не становясь экспертом в домене;У нас есть пара продуктов, где нельзя тестировать,;condition_r
и не занимаясь аналитикой.;не становясь экспертом в домене;joint_m
И там нужны тестеры - эксперты.;У нас есть пара продуктов, где нельзя тестировать,;joint_m
У нас есть экстерн, где очень  высокие и жесткие требования к скорости работы.;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;joint_m
По слухам, они даже повышаются.;У нас есть экстерн, где очень  высокие и жесткие требования к скорости работы.;evaluation_r
Это тоже зона роста.;По слухам, они даже повышаются.;elaboration_r
У нас есть менеджеры любого продукта, которые с удовольствием отдадут тестировщикам часть работы по управлению разработкой.;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;joint_m
И у нас есть куча народу которые считают, что уже достигли потолка в проекте.;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;joint_m
И куча руководителей, желающих странного.;У нас есть несколько продуктов и менеджеров с высокими требованиями к бездефектности;joint_m
Тестировщик - линейка.;Менеджеры. Не требуйте странного.;evidence_r
Он может: быстрее, чаще, точнее, раньше.;Тестировщик - линейка.;elaboration_r
Остальное - детали реализации.;Он может: быстрее, чаще, точнее, раньше.;joint_m
Инструменты тестер найдет сам.;Он может: быстрее, чаще, точнее, раньше.;joint_m
Тестеры. Используйте мою модель.;Менеджеры. Не требуйте странного.;joint_m
Придумайте свою.;Тестеры. Используйте мою модель.;joint_m
Но научитесь определять, чего от вас нужно.;Тестеры. Используйте мою модель.;contrast_m
И если ничего не нужно;— меняйте проект.;condition_r
— меняйте проект.;Но научитесь определять, чего от вас нужно.;contrast_m
