EDU_1;EDU_2;Relation
Скажем, прекрасный натуральный продукт без синтетических добавок — вода из именитого минерального источника или целебная грязь Мертвого моря — сам по себе может нести огромные преимущества для здоровья пользователя;они часто необоснованно перетягивают внимание и брендов, и покупателей на «безопасность» формулы продукта для здоровья человека в ущерб проблемам безопасности производства этого продукта и утилизации его отходов для планеты.;elaboration_r
и быть достойным всяческих знаков отличия.;Скажем, прекрасный натуральный продукт без синтетических добавок — вода из именитого минерального источника или целебная грязь Мертвого моря — сам по себе может нести огромные преимущества для здоровья пользователя;joint_m
Однако процесс выкачивания (выгребания) исходного природного сырья в промышленных масштабах, фасовки в нерационально мелкую тару в заведомо не перерабатываемой и не разлагаемой упаковке, а также транспортировки неэкологичным способом за тридевять земель;Скажем, прекрасный натуральный продукт без синтетических добавок — вода из именитого минерального источника или целебная грязь Мертвого моря — сам по себе может нести огромные преимущества для здоровья пользователя;contrast_m
— с приучением этого самого пользователя к тому, что «так удобно,;Однако процесс выкачивания (выгребания) исходного природного сырья в промышленных масштабах, фасовки в нерационально мелкую тару в заведомо не перерабатываемой и не разлагаемой упаковке, а также транспортировки неэкологичным способом за тридевять земель;condition_r
так безопасно;— с приучением этого самого пользователя к тому, что «так удобно,;joint_m
или так и должно быть»;— с приучением этого самого пользователя к тому, что «так удобно,;joint_m
— будет ли когда-то приниматься в расчёт дотошными эко-сертификаторами?;Однако процесс выкачивания (выгребания) исходного природного сырья в промышленных масштабах, фасовки в нерационально мелкую тару в заведомо не перерабатываемой и не разлагаемой упаковке, а также транспортировки неэкологичным способом за тридевять земель;evaluation_r
используемой для бутилирования и экспорта из страны происхождения,;(О принципах этичного отношения к воде,;purpose_r
в этом канале тоже написано немало, как, собственно, и о рациональном формате бутылки,;(О принципах этичного отношения к воде,;same-unit_m
который, снизившись до 330 мл,;давно вытеснил со столов переговоров стеклянные стаканы, а из умов жаждущих постоянно увлажнять организм изнутри и снаружи — мысли об ответственном потреблении.);cause_r
давно вытеснил со столов переговоров стеклянные стаканы, а из умов жаждущих постоянно увлажнять организм изнутри и снаружи — мысли об ответственном потреблении.);в этом канале тоже написано немало, как, собственно, и о рациональном формате бутылки,;elaboration_r
Скромное пособие по истории и философии науки для аспирантов, найденное мной вчера в библиотеке Высшей школы менеджмента #СПБГУ, поразительно четко суммировало проблему ещё 10 лет назад:;«Один ребёнок на Западе потребляет столько, сколько 125 человек на Востоке.;attribution_r
И все же большинство жителей развитых стран не захотят отказаться от жизненных благ,;«Один ребёнок на Западе потребляет столько, сколько 125 человек на Востоке.;contrast_m
несмотря на то, что безудержный рост потребления составляет основную причину деградации природной среды в развивающихся странах.»;И все же большинство жителей развитых стран не захотят отказаться от жизненных благ,;concession_r
Экологическую безнравственность авторы пособия объясняли несколькими простыми психологическими причинами, а именно: эгоизмом, жадностью, невежеством и недальновидностью жителей развитых стран.;«Один ребёнок на Западе потребляет столько, сколько 125 человек на Востоке.;evaluation_r
Очевидно, за минувшие 10 лет болезнь, от которой постепенно пробуждаются западные потребители, широко распространилась на Востоке,;Экологическую безнравственность авторы пособия объясняли несколькими простыми психологическими причинами, а именно: эгоизмом, жадностью, невежеством и недальновидностью жителей развитых стран.;elaboration_r
— и отнюдь не без содействия большого и малого бизнеса.;Очевидно, за минувшие 10 лет болезнь, от которой постепенно пробуждаются западные потребители, широко распространилась на Востоке,;condition_r
(И в мыслях не было никого обидеть, как говорится).;Экологическую безнравственность авторы пособия объясняли несколькими простыми психологическими причинами, а именно: эгоизмом, жадностью, невежеством и недальновидностью жителей развитых стран.;evaluation_r
