EDU_1;EDU_2;Relation
и снимать блокады,;а будем строить мосты,;joint_m
и не стрелять в ответ,;а будем строить мосты,;joint_m
и вообще в целом — надо договариваться.;а будем строить мосты,;joint_m
Ну, такая вот картина рисуется,;А теперь, значит, новая концепция.;evaluation_r
если почитать новости.;Ну, такая вот картина рисуется,;condition_r
Я буду рад ошибаться,;Ну, такая вот картина рисуется,;evaluation_r
но пока выглядит так.;Я буду рад ошибаться,;contrast_m
Знаете, такое ощущение...;но... но просто в порядке бредовой теории, знаете?..;preparation_r
вот мне почему-то кажется, что это...;Знаете, такое ощущение...;joint_m
нет, ну я могу ошибаться,;Знаете, такое ощущение...;joint_m
но... но просто в порядке бредовой теории, знаете?..;Ну вот у нас был старый президент Порошенко.;preparation_r
А что если это связано с новым президентом?;но... но просто в порядке бредовой теории, знаете?..;elaboration_r
При нём Минские соглашения работали на нас,;Ну вот у нас был старый президент Порошенко.;elaboration_r
а ВСУ успешно насовывали сепарам и интервентам,;При нём Минские соглашения работали на нас,;joint_m
чтобы те вели себя прилично.;а ВСУ успешно насовывали сепарам и интервентам,;purpose_r
А теперь мы того старого, негодного президента поменяли на нового, хорошего президента Зеленского.;И вдруг почему-то теперь давай мириться;cause_r
И вдруг почему-то теперь давай мириться;Ну вот у нас был старый президент Порошенко.;contrast_m
и прогибаться под хотелки «республик».;И вдруг почему-то теперь давай мириться;joint_m
И знаете, что в этом случае делают националисты?;Вот что делают наши доблестные националисты и активисты,;solutionhood_r
Вот что делают наши доблестные националисты и активисты,;Правильно.;solutionhood_r
когда в новостях звучат предложения,;Вот что делают наши доблестные националисты и активисты,;condition_r
которые я не могу — просто не могу,;когда в новостях звучат предложения,;evaluation_r
у меня фантазия отказывает —;которые я не могу — просто не могу,;cause_r
просто не получается у меня эти предложения истолковать иначе, чем преддверие капитуляции и принятие российского плана интеграции раковой сепарской области обратно взад Украине.;которые я не могу — просто не могу,;elaboration_r
Вот знаете, что делают националисты в это время?;Вот что делают наши доблестные националисты и активисты,;joint_m
Пикетируют особняк Порошенко под Киевом;Правильно.;elaboration_r
и требуют немедленно арестовать его самого, и Гладковских. И Свинарчуков тоже. За коррупцию в армии.;Пикетируют особняк Порошенко под Киевом;joint_m
В той самой армии, которую, возможно, очень скоро будут расстреливать как в тире,;Правильно.;contrast_m
если мы примем курс на «припинення вогню у відповідь».;В той самой армии, которую, возможно, очень скоро будут расстреливать как в тире,;condition_r
Прикольные у нас националисты, чё...;Правильно.;evaluation_r
