EDU_1;EDU_2;Relation
Применен относительно элегантный способ запроса состояния локального сервера;Исследование методов работы клиента Zoom началось с изучения локального веб-сервера:;joint_m
— путем передачи изображения определенного формата.;Применен относительно элегантный способ запроса состояния локального сервера;cause_r
Так сделано;Исследование методов работы клиента Zoom началось с изучения локального веб-сервера:;elaboration_r
для обхода ограничений браузера, следующего правилам Cross-Origin Resource Sharing.;Так сделано;purpose_r
Выглядит этот запрос примерно так:;Веб-серверу Zoom также можно передать запрос на подключение к конференции.;elaboration_r
Можно создать конференцию,;Веб-серверу Zoom также можно передать запрос на подключение к конференции.;elaboration_r
поместить подобный запрос на веб-страницу,;Можно создать конференцию,;sequence_m
отправить ссылку жертве,;Можно создать конференцию,;sequence_m
и установленный на компьютере клиент автоматически подключит пользователя.;Можно создать конференцию,;sequence_m
Дальше стоит посмотреть на параметры самой веб-конференции:;Можно создать конференцию,;sequence_m
То есть вы можете заманить ничего не подозревающего человека на конференц-звонок;У вас есть возможность принудительного включения веб-камеры пользователя.;restatement_m
и сразу же получить изображение с камеры;То есть вы можете заманить ничего не подозревающего человека на конференц-звонок;sequence_m
(но звук с микрофона жертве нужно будет включить вручную).;и сразу же получить изображение с камеры;contrast_m
В клиенте Zoom автоматическое включение камеры можно заблокировать,;У вас есть возможность принудительного включения веб-камеры пользователя.;elaboration_r
но с настройками по умолчанию камера включается сразу же.;В клиенте Zoom автоматическое включение камеры можно заблокировать,;contrast_m
Кстати, если отправлять запросы на подключение к конференции непрерывно,;приложение Zoom будет постоянно переключать фокус на себя,;condition_r
приложение Zoom будет постоянно переключать фокус на себя,;У вас есть возможность принудительного включения веб-камеры пользователя.;background_r
не давая пользователю возможности как-то отменить это действие.;приложение Zoom будет постоянно переключать фокус на себя,;condition_r
Это классическая атака Denial Of Service.;приложение Zoom будет постоянно переключать фокус на себя,;elaboration_r
Наконец, исследователь подтвердил;возможность принудительного апгрейда или установки заново клиента Zoom,;attribution_r
если на компьютере работает веб-сервер.;возможность принудительного апгрейда или установки заново клиента Zoom,;condition_r
Реакция вендора поначалу была далека от идеальной.;возможность принудительного апгрейда или установки заново клиента Zoom,;evaluation_r
Разработчики Zoom предложили несколько вариантов «заплаток» в логике веб-сервера,;Реакция вендора поначалу была далека от идеальной.;elaboration_r
чтобы исключить возможность подключения пользователей без спроса.;Разработчики Zoom предложили несколько вариантов «заплаток» в логике веб-сервера,;purpose_r
Все они легко обходились;Разработчики Zoom предложили несколько вариантов «заплаток» в логике веб-сервера,;elaboration_r
или немного усложняли жизнь потенциального злоумышленника.;Все они легко обходились;joint_m
Финальное решение заключалось в добавлении еще одного параметра, передаваемого локальному серверу.;Разработчики Zoom предложили несколько вариантов «заплаток» в логике веб-сервера,;elaboration_r
Как выяснил исследователь,;оно тоже не решало проблему.;attribution_r
оно тоже не решало проблему.;Финальное решение заключалось в добавлении еще одного параметра, передаваемого локальному серверу.;evaluation_r
Единственное, что точно починили — это уязвимость, позволяющую проводить DoS-атаку.;оно тоже не решало проблему.;contrast_m
А на предложение Джонатана;убрать включение веб-камеры по требованию организатора конференции и вовсе был дан ответ, что это фича,;attribution_r
убрать включение веб-камеры по требованию организатора конференции и вовсе был дан ответ, что это фича,;возможность принудительного апгрейда или установки заново клиента Zoom,;contrast_m
«клиентам так удобнее».;убрать включение веб-камеры по требованию организатора конференции и вовсе был дан ответ, что это фича,;evaluation_r
8 июля истек общепринятый трехмесячный срок;Первый раз исследователь пытался выйти на контакт с разработчиками Zoom 8 марта.;sequence_m
для исправления уязвимости,;8 июля истек общепринятый трехмесячный срок;purpose_r
и Джонатан опубликовал свой пост о том,;что он посчитал нерешенной проблемой.;attribution_r
что он посчитал нерешенной проблемой.;8 июля истек общепринятый трехмесячный срок;sequence_m
Только после публикации статьи Zoom пошел на более радикальные меры:;Первый раз исследователь пытался выйти на контакт с разработчиками Zoom 8 марта.;sequence_m
9 июля был выпущен патч, который полностью удаляет веб-сервер с компьютеров под управлением macOS.;Только после публикации статьи Zoom пошел на более радикальные меры:;elaboration_r
Дорогая редакция регулярно общается по видеоконференц-связи;и может на личном опыте заявить:;elaboration_r
все так делают.;и может на личном опыте заявить:;evidence_r
Не в том смысле, что все устанавливают локальный веб-сервер вместе с клиентом;и может на личном опыте заявить:;contrast_m
и потом забывают его удалить.;Не в том смысле, что все устанавливают локальный веб-сервер вместе с клиентом;joint_m
Все или почти все сервисы для конференц-связи требуют больше привилегий в системе,;Поэтому в ход идут локальные приложения, расширения для браузеров и прочие инструменты,;cause_r
чем им может предоставить страница в браузере.;Все или почти все сервисы для конференц-связи требуют больше привилегий в системе,;comparison_m
Поэтому в ход идут локальные приложения, расширения для браузеров и прочие инструменты,;и может на личном опыте заявить:;elaboration_r
чтобы в процессе общения работали микрофон и камера,;Поэтому в ход идут локальные приложения, расширения для браузеров и прочие инструменты,;purpose_r
можно было делиться файлами и изображением своего рабочего стола.;чтобы в процессе общения работали микрофон и камера,;joint_m
Откровенно говоря, «уязвимость» (а точнее, намеренная ошибка в логике) Zoom — это не самое страшное, что с такими сервисами происходило.;и может на личном опыте заявить:;evaluation_r
В 2017 году проблема была обнаружена в браузерном расширении другого сервиса конференц-связи — Cisco Webex.;В том случае уязвимость позволяла выполнять в системе произвольный код.;cause_r
В 2016 году в менеджере паролей Trend Micro проблема также была найдена в локальном веб-сервере,;что тоже открывало возможность выполнения произвольного кода.;cause_r
что тоже открывало возможность выполнения произвольного кода.;В том случае уязвимость позволяла выполнять в системе произвольный код.;joint_m
В конце прошлого года мы писали про дыру в утилите для клавиатур и мышей Logitech:;В том случае уязвимость позволяла выполнять в системе произвольный код.;joint_m
даже там использовался локальный веб-сервер, обращения к которому были возможны откуда угодно.;В конце прошлого года мы писали про дыру в утилите для клавиатур и мышей Logitech:;elaboration_r
Вывод:;это довольно распространенная практика,;preparation_r
хотя с точки зрения безопасности явно не самая лучшая;это довольно распространенная практика,;concession_r
— уж слишком много потенциальных дыр несет с собой такой веб-сервер.;хотя с точки зрения безопасности явно не самая лучшая;cause_r
Особенно если он по умолчанию создан;это довольно распространенная практика,;elaboration_r
для взаимодействия с внешними ресурсами (например, сайтом, инициирующим веб-конференцию).;Особенно если он по умолчанию создан;purpose_r
Тем более, если его нельзя удалить.;Особенно если он по умолчанию создан;joint_m
Возможность быстрого восстановления клиента Zoom после удаления была явно сделана то ли для удобства пользователей, то ли для удобства разработчика.;Тем более, если его нельзя удалить.;elaboration_r
Тем не менее, после публикации исследования это принесло дополнительные проблемы.;Возможность быстрого восстановления клиента Zoom после удаления была явно сделана то ли для удобства пользователей, то ли для удобства разработчика.;contrast_m
Окей, активные пользователи Zoom получили обновление,;и проблема была решена.;solutionhood_r
и проблема была решена.;Тем не менее, после публикации исследования это принесло дополнительные проблемы.;elaboration_r
А что делать с теми, кто когда-то пользовался клиентом Zoom,;Как оказалось, Apple по-тихому выпустила апдейт, удаляющий веб-сервер даже в таком случае.;solutionhood_r
потом перестал,;А что делать с теми, кто когда-то пользовался клиентом Zoom,;sequence_m
но локальный веб-сервер у них до сих пор работает?;А что делать с теми, кто когда-то пользовался клиентом Zoom,;contrast_m
Как оказалось, Apple по-тихому выпустила апдейт, удаляющий веб-сервер даже в таком случае.;Возможность быстрого восстановления клиента Zoom после удаления была явно сделана то ли для удобства пользователей, то ли для удобства разработчика.;joint_m
после, так сказать, негативной реакции общественности они решили проблему;Надо отдать должное разработчику сервиса Zoom:;elaboration_r
и теперь регулярно делятся обновлениями с пользователями.;после, так сказать, негативной реакции общественности они решили проблему;sequence_m
Это явно не история успеха:;Надо отдать должное разработчику сервиса Zoom:;evaluation_r
тут и разработчик пытался вежливо игнорировать реальные предложения исследователя,;Это явно не история успеха:;elaboration_r
и исследователь назвал;«зиродеем» то, что им не совсем является.;attribution_r
«зиродеем» то, что им не совсем является.;тут и разработчик пытался вежливо игнорировать реальные предложения исследователя,;joint_m
Но в итоге все закончилось хорошо.;Это явно не история успеха:;contrast_m
Дорогая редакция вообще рекомендует относиться к любым мнениям со здоровым скептицизмом.;Disclaimer: Мнения, изложенные в этом дайджесте, могут не всегда совпадать с официальной позицией «Лаборатории Касперского».;joint_m
