EDU_1;EDU_2;Relation
Любовно зачатый и выношенный плод фантазии нездоровых электриков с художественным видением и оформителей из ясельной группы отряда Тарантино.;Помещение с чучелАми невинно убиенных зомби, внезапно возникающими из тьмы.;evaluation_r
Но, как гриться, много ли надо изголодавшемуся по шоу любителю адреналиновых приливов.;Любовно зачатый и выношенный плод фантазии нездоровых электриков с художественным видением и оформителей из ясельной группы отряда Тарантино.;contrast_m
Все, что было в нашем детстве действительно страшного, это манная каша с комочками и рассказы про гробик и ручечку.;Но, как гриться, много ли надо изголодавшемуся по шоу любителю адреналиновых приливов.;background_r
Непуганое тепличное поколение,;Все, что было в нашем детстве действительно страшного, это манная каша с комочками и рассказы про гробик и ручечку.;evaluation_r
живущее в священном безхорроравом вакууме.;Непуганое тепличное поколение,;condition_r
Поле непаханное.;Непуганое тепличное поколение,;evaluation_r
К ангару с самоходными повозками, двигающимися во мраке на встречу страшному и приключениям, всегда была хвостатая очередь.;В 12 лет, я , катастрофическая трусиха,;preparation_r
Впрочем, в то время к любому аттракциону Лунапарка махом организовывалось многолюдное поломничество, даже в палатку где кидали дротики.;К ангару с самоходными повозками, двигающимися во мраке на встречу страшному и приключениям, всегда была хвостатая очередь.;background_r
боящаяся темноты и тараканов,;В 12 лет, я , катастрофическая трусиха,;elaboration_r
не просто не решилась посмотреть чего там вкусного дают,;В 12 лет, я , катастрофическая трусиха,;same-unit_m
а на четыре метра кругом обошла жаждущих экстрима храбрецов,;В 12 лет, я , катастрофическая трусиха,;contrast_m
оставив сладкое на потом.;а на четыре метра кругом обошла жаждущих экстрима храбрецов,;condition_r
Года два-три на летних каникулах увеселительные механизмы вместе с обслуживающим персоналом приезжали к нам еще и еще,;И вот однажды летним днем, я,;preparation_r
а потом почему-то прекратили.;Года два-три на летних каникулах увеселительные механизмы вместе с обслуживающим персоналом приезжали к нам еще и еще,;sequence_m
Но оставили после себя неизгладимый след в виде осевшей Комнаты смеха с дефективно-утилизированными зеркалами и Комнаты страха-видимо;Года два-три на летних каникулах увеселительные механизмы вместе с обслуживающим персоналом приезжали к нам еще и еще,;contrast_m
для эмоционального контраста.;Но оставили после себя неизгладимый след в виде осевшей Комнаты смеха с дефективно-утилизированными зеркалами и Комнаты страха-видимо;purpose_r
Были еще какие-то убогие паровозики,;Но оставили после себя неизгладимый след в виде осевшей Комнаты смеха с дефективно-утилизированными зеркалами и Комнаты страха-видимо;joint_m
но это так...для массовости.;Были еще какие-то убогие паровозики,;purpose_r
уже взрослая шестнадцатилетняя кобыла девочка, практически перешагнувшая пубертат с его комплексами;И вот однажды летним днем, я,;elaboration_r
и почти вступившая в юношескую жизнь,;уже взрослая шестнадцатилетняя кобыла девочка, практически перешагнувшая пубертат с его комплексами;joint_m
решила погулять на все деньги.;И вот однажды летним днем, я,;same-unit_m
Испытать себя я решила.;И вот однажды летним днем, я,;joint_m
А слабо Вольдемару в фонтан прыгнуть?,- ассоциативно пронеслось у меня в голове.;И в руках появился заветный билетик.;solutionhood_r
И в руках появился заветный билетик.;И вот однажды летним днем, я,;elaboration_r
Дорога в ад была на редкость свободна.;Это был мой звездный час.;background_r
День стоял жаркий,;Дорога в ад была на редкость свободна.;joint_m
да и земляки,;День стоял жаркий,;joint_m
лениво передвигавшиеся по раскаленному асфальту парка с многообещающим названием Зеленый остров,;да и земляки,;elaboration_r
явно присытились острыми ощущениями от плохо сделанных кукол с лампочками в жопе вместо глаз.;да и земляки,;same-unit_m
Но,;Это был мой звездный час.;contrast_m
как человек предусмотрительный,;одна я в машинку не села.;cause_r
одна я в машинку не села.;Но,;same-unit_m
Рядом со мною решила потрястись в мелкой дрожи моя любимая подруженька Таня;Но,;elaboration_r
(дай ей бог здоровьица).;Рядом со мною решила потрястись в мелкой дрожи моя любимая подруженька Таня;evaluation_r
Собственно у неё и выбора-то не было.;Рядом со мною решила потрястись в мелкой дрожи моя любимая подруженька Таня;elaboration_r
Партия сказала :Надо!.;Собственно у неё и выбора-то не было.;elaboration_r
Комсомол ответил :Есть!.;Партия сказала :Надо!.;joint_m
Я всегда была тираном,;Партия сказала :Надо!.;evaluation_r
просто в юности тренировалась только на подругах.;Я всегда была тираном,;background_r
До того, как нас засосало разверзшееся чрево черной пустоты, наполненное неизвестностью,;я старалась вести себя прилично.;condition_r
Даже истерично шутила на нервяке.;я старалась вести себя прилично.;elaboration_r
Попавши внутрь аттракциона, где-то примерно метра три, это конечно строго по ощущениям, без компаса,;вцепилась в руку подруги;condition_r
вцепилась в руку подруги;я старалась вести себя прилично.;sequence_m
и пришибленно замолчала,;вцепилась в руку подруги;joint_m
адаптируясь к действительности.;и пришибленно замолчала,;evaluation_r
Потом что-то бумкнуло,;я старалась вести себя прилично.;sequence_m
крякнуло,;Потом что-то бумкнуло,;joint_m
засвистело,;Потом что-то бумкнуло,;joint_m
загоношилось;Потом что-то бумкнуло,;joint_m
и эффектно засверкало красными очами-лампочками.;Потом что-то бумкнуло,;joint_m
Вспышка справа!(с);и эффектно засверкало красными очами-лампочками.;evaluation_r
и подбросило.;Паровозик со смертниками качнуло;joint_m
На голову упала чья-то костлявая рука,;а вместе с нею опало куда-то вниз все мое самообладание.;cause_r
а вместе с нею опало куда-то вниз все мое самообладание.;Паровозик со смертниками качнуло;sequence_m
Воздух вокруг наполнился бухающими и вибрирующими звуками,;Паровозик со смертниками качнуло;elaboration_r
напоминавшими то ли предродовые стоны в кабинете стоматолога, то ли позывной общий.;Воздух вокруг наполнился бухающими и вибрирующими звуками,;background_r
Я заорала дурным голосом нечленораздельное;Паровозик со смертниками качнуло;sequence_m
и с размаху,;Я заорала дурным голосом нечленораздельное;joint_m
разрезая клювом атмосферу,;и с размаху,;condition_r
уткнулась фасадной стороной туловища прямо в колени Татьяны.;и с размаху,;same-unit_m
Весь последующий путь там и провела.;уткнулась фасадной стороной туловища прямо в колени Татьяны.;elaboration_r
За пределами безопасности Таниных конечностей что-то грохотало,;Весь последующий путь там и провела.;elaboration_r
выло;За пределами безопасности Таниных конечностей что-то грохотало,;joint_m
и яростно трещало,;За пределами безопасности Таниных конечностей что-то грохотало,;joint_m
звало открыть глаза;За пределами безопасности Таниных конечностей что-то грохотало,;joint_m
и принять бой.;За пределами безопасности Таниных конечностей что-то грохотало,;joint_m
Но так и не заставило меня поднять голову.;Весь последующий путь там и провела.;contrast_m
Сложно сказать, что испытывала при этом моя подруга,;Паровозик со смертниками качнуло;evaluation_r
но на божьем свету он смеялась сильно.;Сложно сказать, что испытывала при этом моя подруга,;contrast_m
Однако галочку в тетрадочке о победе над собой я таки поставила.;Сложно сказать, что испытывала при этом моя подруга,;contrast_m
