EDU_1;EDU_2;Relation
красть точно не обязательно.;и уж четырех собак;same-unit_m
А вот для разведения и продажи щенков;четыре разнополых животных в самый раз.;purpose_r
четыре разнополых животных в самый раз.;и уж четырех собак;contrast_m
—TXT;Именно зоошиза - зоорадикалы пользуются болезнью Надежды и ее неспособностью осознать, что пятьдесят животных в доме это не любовь,;elaboration_r
Возможно, тоже боятся попасть под раздачу;Я не знаю, почему об эксплуатации больной женщины зоошизой не хотят говорить волонтеры и сотрудники фонда.;evaluation_r
и узнать, что они не спасители детей, а сволочи-живодеры.;Возможно, тоже боятся попасть под раздачу;joint_m
Они в курсе, что Надежде свозили животных со всей округи,;Я не знаю, почему об эксплуатации больной женщины зоошизой не хотят говорить волонтеры и сотрудники фонда.;joint_m
и женщина явно не из тех, кто будет героически молчать,;Они в курсе, что Надежде свозили животных со всей округи,;joint_m
но не сдаст имена зоошизы.;и женщина явно не из тех, кто будет героически молчать,;contrast_m
Впрочем, возможно, сотрудники фонда просто очень заняты.;Я не знаю, почему об эксплуатации больной женщины зоошизой не хотят говорить волонтеры и сотрудники фонда.;contrast_m
Они ищут журналистов, готовых писать об истории семьи из Балашихи без общения с соседями и опекой;Впрочем, возможно, сотрудники фонда просто очень заняты.;elaboration_r
и защищать право детей расти под присмотром любящих мамы и папы. Среди духовного богатства, тараканов, экскрементов и десятков животных.;Они ищут журналистов, готовых писать об истории семьи из Балашихи без общения с соседями и опекой;joint_m
Потому что без боя зоошиза никогда не откажется от дешевой и дружелюбной передержки с ветеринарным сопровождением, как представят ее жертвователям,;Впрочем, возможно, сотрудники фонда просто очень заняты.;cause_r
едва старшая дочь Нади получит диплом ветеринара.;Потому что без боя зоошиза никогда не откажется от дешевой и дружелюбной передержки с ветеринарным сопровождением, как представят ее жертвователям,;condition_r
—TXT;Я не знаю, почему об эксплуатации больной женщины зоошизой не хотят говорить волонтеры и сотрудники фонда.;elaboration_r
