EDU_1;EDU_2;Relation
при дальнейших поисках в глубине массива документов финансовой отчетности,;на том же сайте Еврокомиссии обнаруживается файл в формате xml, в котором также содержится информация о данном контракте, а также транзакциях по нему.;condition_r
на том же сайте Еврокомиссии обнаруживается файл в формате xml, в котором также содержится информация о данном контракте, а также транзакциях по нему.;Примечательная деталь –;sequence_m
здесь;Примечательная деталь –;attribution_r
По ссылке открывается дерево документа, в котором можно найти сведения о датах двух транзакций;Примечательная деталь –;elaboration_r
(в поиске по документу набрать rain tv).;По ссылке открывается дерево документа, в котором можно найти сведения о датах двух транзакций;elaboration_r
Общая сумма все та же – 99990 евро,;По ссылке открывается дерево документа, в котором можно найти сведения о датах двух транзакций;elaboration_r
а переведены они были,;Общая сумма все та же – 99990 евро,;elaboration_r
судя по документу,;а переведены они были,;attribution_r
двумя траншами.;а переведены они были,;same-unit_m
2 октября 2014 года «Дождь» получил 39996 евро,;а переведены они были,;elaboration_r
а 30 апреля 2015 года – еще 59994 евро.;2 октября 2014 года «Дождь» получил 39996 евро,;sequence_m
И вот теперь необходимо вернуться к неоднократным утверждениям представителей руководства «Дождя» о том,;что они существуют исключительно на средства подписчиков, продажи рекламы и дистрибуции.;attribution_r
что они существуют исключительно на средства подписчиков, продажи рекламы и дистрибуции.;что «Дождь» не получает ни государственного, ни иностранного финансирования;preparation_r
Вот, к примеру, в 2015 году гендиректор «Дождя» Наталья Синдеева,;что «Дождь» не получает ни государственного, ни иностранного финансирования;attribution_r
отчитываясь в своем Фейсбуке о финансовых показателях телеканала в первом полугодии,;Вот, к примеру, в 2015 году гендиректор «Дождя» Наталья Синдеева,;background_r
подчеркнула,;Вот, к примеру, в 2015 году гендиректор «Дождя» Наталья Синдеева,;same-unit_m
(как же так, если вторая транзакция была проведена как раз-таки в первом полугодии 2015?).;что «Дождь» не получает ни государственного, ни иностранного финансирования;contrast_m
А вот и структура доходов телеканала по годам.;что «Дождь» не получает ни государственного, ни иностранного финансирования;sequence_m
Наблюдаете на графиках иностранное финансирование в качестве источника доходов?;Их нет.;solutionhood_r
Их нет.;А вот и структура доходов телеканала по годам.;elaboration_r
В конце 2015 года,;что «Дождя» эти требования не коснутся,;attribution_r
комментируя изменения законодательства в части обязанности СМИ уведомлять Роскомнадзор о получении средств из иностранных источников,;все та же Наталья Синдеева отмечает,;background_r
все та же Наталья Синдеева отмечает,;В конце 2015 года,;same-unit_m
что «Дождя» эти требования не коснутся,;Их нет.;elaboration_r
поскольку он не получает финансирования из-за рубежа.;что «Дождя» эти требования не коснутся,;cause_r
И совсем уже свежий пример;что «Дождь» не получает ни государственного, ни иностранного финансирования;sequence_m
— в 2016 году,;позицию о его отсутствии,;attribution_r
отвечая на вопросы редакции RT по поводу возможного финансирования «Дождя» американскими структурами;Александр Винокуров, по сути, подтвердил;background_r
Александр Винокуров, по сути, подтвердил;— в 2016 году,;same-unit_m
позицию о его отсутствии,;И совсем уже свежий пример;elaboration_r
написав, что доходы формируются за счет подписки и продажи рекламы.;позицию о его отсутствии,;elaboration_r
И как говорят, «вишенка на торте» - в начале того же года (20 февраля 2014 года), в котором «Дождь» получил средства от ЕС,;ЕС выражает озабоченность об «исключении телеканала «Дождь» из списка кабельных телеканалов, сетей и спутниковых операторов в России»;attribution_r
было сделано прелюбопытное Заявление Европейского Союза о независимом телеканале «Дождь».;И как говорят, «вишенка на торте» - в начале того же года (20 февраля 2014 года), в котором «Дождь» получил средства от ЕС,;contrast_m
В этом документе;ЕС выражает озабоченность об «исключении телеканала «Дождь» из списка кабельных телеканалов, сетей и спутниковых операторов в России»;attribution_r
(после скандального опроса о блокадном Ленинграде):;ЕС выражает озабоченность об «исключении телеканала «Дождь» из списка кабельных телеканалов, сетей и спутниковых операторов в России»;cause_r
«Дождь» способствовал большему плюрализму средств массовой информации в России.;будет иметь серьезные последствия для свободы СМИ и плюрализма СМИ в России.;background_r
Его отключение (блокирование);будет иметь серьезные последствия для свободы СМИ и плюрализма СМИ в России.;cause_r
будет иметь серьезные последствия для свободы СМИ и плюрализма СМИ в России.;Мы призываем российские власти соблюдать свои обязательства перед ОБСЕ в отношении свободы выражения мнений и свободы средств массовой информации,;cause_r
Мы призываем российские власти соблюдать свои обязательства перед ОБСЕ в отношении свободы выражения мнений и свободы средств массовой информации,;ЕС выражает озабоченность об «исключении телеканала «Дождь» из списка кабельных телеканалов, сетей и спутниковых операторов в России»;elaboration_r
а также обеспечить многообразие медиа-среды, защитив от политического вмешательства».;Мы призываем российские власти соблюдать свои обязательства перед ОБСЕ в отношении свободы выражения мнений и свободы средств массовой информации,;joint_m
Совпадение?;Итак, что же мы имеем в «сухом остатке»?;preparation_r
Не думаю.;Совпадение?;contrast_m
Итак, что же мы имеем в «сухом остатке»?;Несмотря на неоднократные заявления о том, что иностранное финансирование «Дождь» не получает,;solutionhood_r
Несмотря на неоднократные заявления о том, что иностранное финансирование «Дождь» не получает,;В этой связи, я готов в очередной раз прийти в студию телеканала,;solutionhood_r
оно было;Несмотря на неоднократные заявления о том, что иностранное финансирование «Дождь» не получает,;contrast_m
и, более того, выделялось официальной структурой Европейского союза в 2014 году.;оно было;joint_m
Не удивлюсь тому,;Несмотря на неоднократные заявления о том, что иностранное финансирование «Дождь» не получает,;evaluation_r
если снова, как и в случае с BBG,;последуют комментарии в духе «мы не знаем,;background_r
последуют комментарии в духе «мы не знаем,;Не удивлюсь тому,;same-unit_m
как оказались в отчете,;последуют комментарии в духе «мы не знаем,;elaboration_r
мы ничего не получаем».;последуют комментарии в духе «мы не знаем,;joint_m
чтобы вместе обсудить вскрывшиеся факты.;В этой связи, я готов в очередной раз прийти в студию телеканала,;purpose_r
Моя позиция в данном случае следующая.;В этой связи, я готов в очередной раз прийти в студию телеканала,;elaboration_r
Я, конечно, не верю;в то, что американские и европейские правительственные структуры будут нагло врать,;evaluation_r
в то, что американские и европейские правительственные структуры будут нагло врать,;Моя позиция в данном случае следующая.;elaboration_r
приписывая «Дождю» то, чего не было.;в то, что американские и европейские правительственные структуры будут нагло врать,;condition_r
Но если его руководство все же будет настаивать на этой версии,;оно должно направить публичный запрос в указанные организации,;condition_r
оно должно направить публичный запрос в указанные организации,;в то, что американские и европейские правительственные структуры будут нагло врать,;contrast_m
чтобы те прояснили, каким образом телеканал попал в их официальные отчеты.;оно должно направить публичный запрос в указанные организации,;purpose_r
В противном случае, ценность этих «опровержений» равна нулю.;оно должно направить публичный запрос в указанные организации,;contrast_m
И последнее.;в то, что американские и европейские правительственные структуры будут нагло врать,;joint_m
Если какое-либо СМИ получало;то нет и никаких проблем,;condition_r
или получает зарубежное финансирование,;Если какое-либо СМИ получало;sequence_m
но не делает ничего предосудительного,;Если какое-либо СМИ получало;contrast_m
то нет и никаких проблем,;И последнее.;elaboration_r
если оно ничего не прячет;то нет и никаких проблем,;condition_r
и может показать продукты такого сотрудничества.;если оно ничего не прячет;joint_m
Когда же последнее скрывается, как и факты получения денег,;это выглядит подозрительно. Как минимум.;condition_r
это выглядит подозрительно. Как минимум.;то нет и никаких проблем,;contrast_m
