EDU_1;EDU_2;Relation
Вот в каталоге можно посмотреть яблони.;а на следующий год высадить и предлагаемый яблоневый сад,;evidence_r
Это я к тому пишу,;что не верьте, будто это всё сложно и т.д.,;purpose_r
если захотеть,;то всё можно сделать очень быстро и недорого.;condition_r
то всё можно сделать очень быстро и недорого.;что не верьте, будто это всё сложно и т.д.,;contrast_m
Пример Москвы это показывает (про быстро),;то всё можно сделать очень быстро и недорого.;evidence_r
а пример Нью-Йорка про недорого.;Пример Москвы это показывает (про быстро),;joint_m
Чтобы город становился таким, как на этих картинках,;нужна только политическая воля,;purpose_r
нужна только политическая воля,;что не верьте, будто это всё сложно и т.д.,;elaboration_r
всё остальное есть.;нужна только политическая воля,;contrast_m
Но продолжим.;Выходы к воде это отдельная проблема в городе.;preparation_r
К своим прекрасным рекам Петербург относится как к сточным канавам в дачных кооперативах;Выходы к воде это отдельная проблема в городе.;elaboration_r
— огораживает их будто там труба с помоями.;К своим прекрасным рекам Петербург относится как к сточным канавам в дачных кооперативах;evidence_r
А нужно делать деревянные понтонные набережные и выходы к воде,;К своим прекрасным рекам Петербург относится как к сточным канавам в дачных кооперативах;contrast_m
люди это любят;А нужно делать деревянные понтонные набережные и выходы к воде,;cause_r
Вот это реально стоит три копейки;А нужно делать деревянные понтонные набережные и выходы к воде,;evaluation_r
и можно сделать прямо завтра, штуку такую деревянную.;Вот это реально стоит три копейки;joint_m
Только кому она там нужна?;Вот это реально стоит три копейки;contrast_m
Городские власти лопатой размахивают под камеры только перед выборами, а не перед улучшением города,;Вот это реально стоит три копейки;elaboration_r
поэтому около Казанского не деревянная понтонная набережная, а говно десятилетиями.;Городские власти лопатой размахивают под камеры только перед выборами, а не перед улучшением города,;cause_r
Но продолжим,;вот ещё пример работы с реками — канал Грибоедова.;preparation_r
вот ещё пример работы с реками — канал Грибоедова.;Устраиваем там помойку!;preparation_r
Самый центр Петербурга, крутейшие исторические здания вокруг, красивейший канал.;Устраиваем там помойку!;background_r
Жемчужина города,;Самый центр Петербурга, крутейшие исторические здания вокруг, красивейший канал.;evaluation_r
можно вешать на открытки почти каждую фотографию с этого канала.;Жемчужина города,;joint_m
Уютные пешеходные мостики, прогуливающиеся граждане.;Самый центр Петербурга, крутейшие исторические здания вокруг, красивейший канал.;joint_m
Что мы делаем с зелёной территорией, прилегающей к каналу?;Устраиваем там помойку!;solutionhood_r
И чтобы точно туда никто не ходил;— не делаем к ней пешеходных переходов;purpose_r
— не делаем к ней пешеходных переходов;Устраиваем там помойку!;elaboration_r
и ещё в довершении спиливаем огромные деревья, которые там стояли.;— не делаем к ней пешеходных переходов;joint_m
А надо совсем не так;Устраиваем там помойку!;contrast_m
Мне периодически возмущённые великодержавные петербуржцы (ну или боты, я не знаю, но не суть) пишут в твиттере что-то такое:;Как-то без москвичей разберёмся у себя в Питере.;attribution_r
Коц, может о Москве подумаете?;Как-то без москвичей разберёмся у себя в Питере.;solutionhood_r
⚓️Игорь Морской⚓️🇷🇺 (@812Hockey) April 18, 2019;Как-то без москвичей разберёмся у себя в Питере.;attribution_r
Что-то не очень-то разобрались!;Как-то без москвичей разберёмся у себя в Питере.;contrast_m
Город в полном запустении находится.;Что-то не очень-то разобрались!;evidence_r
Каналы и реки в парковках,;Город в полном запустении находится.;elaboration_r
трамваи в пробках стоят,;Каналы и реки в парковках,;joint_m
поля стихийных паркингов, пылища и грязища.;Каналы и реки в парковках,;joint_m
Это ползучее уничтожение города,;Каналы и реки в парковках,;evaluation_r
люди даже не понимают, что что-то идёт не так.;Это ползучее уничтожение города,;contrast_m
Одно дерево спилили,;и вот уже вместо культурной Северной Столицы;cause_r
другое кронировали,;Одно дерево спилили,;joint_m
на третьей площади сделали паркинг, вокруг четвёртой забор,;Одно дерево спилили,;joint_m
пятую реку забросили;Одно дерево спилили,;joint_m
и вот уже вместо культурной Северной Столицы;Это ползучее уничтожение города,;elaboration_r
куда полстраны приезжает на белые ночи,;и вот уже вместо культурной Северной Столицы;background_r
у нас фиг знает что.;и вот уже вместо культурной Северной Столицы;same-unit_m
Вот ещё наш проект, Конюшенная площадь.;Ну что это такое?;preparation_r
Ну что это такое?;Стихийный паркинг в самом центре города, с видом на Спас-на-Крови.;solutionhood_r
Это даже не парковка,;Стихийный паркинг в самом центре города, с видом на Спас-на-Крови.;elaboration_r
это просто пустырь грязный,;Это даже не парковка,;contrast_m
откуда грязища и пылища разлетается по сторонам с машинами, которые там хаотично стоят.;это просто пустырь грязный,;elaboration_r
Мы, конечно, предлагаем общественное пространство с катком, детскими площадками, лавочками и прочим;Стихийный паркинг в самом центре города, с видом на Спас-на-Крови.;contrast_m
Про лавочки отдельная история.;— в городе их вообще нет! Ни одной лавочки, только в скверах и парках.;preparation_r
Про это проект ещё не сделали,;Про лавочки отдельная история.;elaboration_r
но скоро будет;Про это проект ещё не сделали,;contrast_m
Пожилой человек не может присесть на пути в булочную,;— в городе их вообще нет! Ни одной лавочки, только в скверах и парках.;evidence_r
нет лавочек;Пожилой человек не может присесть на пути в булочную,;cause_r
хоть ты тресни.;нет лавочек;evaluation_r
Это при том, что в Петербурге есть узнаваемый городской Ленинградский диван,;пожилым людям стало бы намного лучше жить.;cause_r
которых можно просто купить хоть завтра 1000 штук;Это при том, что в Петербурге есть узнаваемый городской Ленинградский диван,;elaboration_r
и расставить по городу,;которых можно просто купить хоть завтра 1000 штук;joint_m
пожилым людям стало бы намного лучше жить.;— в городе их вообще нет! Ни одной лавочки, только в скверах и парках.;elaboration_r
Но кому это интересно кроме нас с вами?;пожилым людям стало бы намного лучше жить.;contrast_m
Ладно продолжим по проектам.;Вот одно архитектурное бюро делает большой проект по малым рекам Петербурга,;preparation_r
Вот одно архитектурное бюро делает большой проект по малым рекам Петербурга,;Тут бомбануло уже у представителя Справедливой России на Васильевском Острове.;cause_r
которые в основном все в заброшенном состоянии находятся,;Вот одно архитектурное бюро делает большой проект по малым рекам Петербурга,;background_r
там на берегах помойки и паркинги вместо общественных пространств.;которые в основном все в заброшенном состоянии находятся,;elaboration_r
Мы для примера проиллюстрировали, как могло бы быть всё на Смоленке;Вот одно архитектурное бюро делает большой проект по малым рекам Петербурга,;comparison_m
Муниципальный депутат от СР Нэлли Вавилина;вместо того, чтобы порадоваться;attribution_r
вместо того, чтобы порадоваться;Тут бомбануло уже у представителя Справедливой России на Васильевском Острове.;evidence_r
и начать требовать реализовать этот или похожий проект,;вместо того, чтобы порадоваться;joint_m
написала огромный текст на тему того, что мы совершенно неправы.;вместо того, чтобы порадоваться;contrast_m
На следующий день она продолжила объяснять,;какой негодяй Кац;attribution_r
какой негодяй Кац;вместо того, чтобы порадоваться;sequence_m
и как он плох;какой негодяй Кац;joint_m
и неправилен.;какой негодяй Кац;joint_m
Ещё один проект — типичный небольшой сквер в историческом центре Петербурга,;Опять заброшенное и запаркованное общественное пространство в очень крутом месте,;preparation_r
мы назвали его Сквер Земцова.;Ещё один проект — типичный небольшой сквер в историческом центре Петербурга,;elaboration_r
Опять заброшенное и запаркованное общественное пространство в очень крутом месте,;Тут бомбануло уже у представителя Справедливой России на Васильевском Острове.;joint_m
больно смотреть на это всё;Опять заброшенное и запаркованное общественное пространство в очень крутом месте,;evidence_r
Пожалуйста, расшаривайте эти истории,;Скоро выйдут другие, уже сделанные проекты, в том числе большой по трамваю.;elaboration_r
это важно,;Пожалуйста, расшаривайте эти истории,;evaluation_r
чтобы люди понимали, что город может выглядеть иначе;это важно,;purpose_r
и что это совсем не сложно.;чтобы люди понимали, что город может выглядеть иначе;joint_m
Городская среда это такая штука, про которую люди думают, что она неизменна.;Скоро выйдут другие, уже сделанные проекты, в том числе большой по трамваю.;elaboration_r
Как гора у дома — вызывает неудобства;Городская среда это такая штука, про которую люди думают, что она неизменна.;evidence_r
и надо карабкаться,;Как гора у дома — вызывает неудобства;joint_m
но никто не думает о том, что эту проблему можно как-то решить.;Как гора у дома — вызывает неудобства;contrast_m
Проблемы городской среды, паркингов и заброшенных общественных пространств воспринимаются так же — как часть неизменной среды вокруг нас.;Как гора у дома — вызывает неудобства;comparison_m
Но, в отличие от горы, эту проблему решить можно и совсем несложно.;Городская среда это такая штука, про которую люди думают, что она неизменна.;contrast_m
Почитав про эти проблемы,;более 1000 человек подали заявки на выдвижение в муниципальные депутаты,;cause_r
более 1000 человек подали заявки на выдвижение в муниципальные депутаты,;Но, в отличие от горы, эту проблему решить можно и совсем несложно.;evidence_r
наш яблочный штаб, которым я руковожу, будет помогать им избираться.;более 1000 человек подали заявки на выдвижение в муниципальные депутаты,;sequence_m
Выдвигайтесь и вы.;более 1000 человек подали заявки на выдвижение в муниципальные депутаты,;joint_m
Чтобы продолжать нам делать эти проекты,;нам нужно собрать 500к.;purpose_r
как я писал выше,;Чтобы продолжать нам делать эти проекты,;elaboration_r
нам нужно собрать 500к.;Скоро выйдут другие, уже сделанные проекты, в том числе большой по трамваю.;elaboration_r
Пока собрали 37% от этой суммы,;нам нужно собрать 500к.;comparison_m
поучаствовать можно тут: здесь;Пока собрали 37% от этой суммы,;joint_m
