EDU_1;EDU_2;Relation
такой ли у тамошней минеральной воды вкус как в нашем сельпо.;и самому попробовать,;elaboration_r
Вы же там в Москве думаете что у нас тут сельпо, ни так ли?;такой ли у тамошней минеральной воды вкус как в нашем сельпо.;evaluation_r
Ну вот пожалуй и всё.;Теперь мне предстоит ещё удаление.;preparation_r
Вот где весело будет:);Теперь мне предстоит ещё удаление.;evaluation_r
А может не удалять?;Боль прошла, да и ладно.;solutionhood_r
Боль прошла, да и ладно.;Теперь мне предстоит ещё удаление.;contrast_m
Кстати боль уже прошла.;Боль прошла, да и ладно.;background_r
Но пока я вам тут писал,;у нашей коровы телёночек родился!;condition_r
у нашей коровы телёночек родился!;Теперь мне предстоит ещё удаление.;contrast_m
Только рассказывать об этом я уже не буду.;у нашей коровы телёночек родился!;contrast_m
Потому что роды принимаю не в первый раз.;Только рассказывать об этом я уже не буду.;cause_r
У меня есть интересные фотографии,;у нашей коровы телёночек родился!;elaboration_r
но и их я вам тут не покажу по той же причине;У меня есть интересные фотографии,;contrast_m
— не в первый раз.;но и их я вам тут не покажу по той же причине;cause_r
