EDU_1;EDU_2;Relation
Ведь ваша – цель изменить тело.;вы разгоняете свои обменные процессы до высоких скоростей,;elaboration_r
Изменение тела происходит постепенно.;Ведь ваша – цель изменить тело.;elaboration_r
Обменные процессы должны наладить свою работу;Изменение тела происходит постепенно.;elaboration_r
и только правильным питанием вы способны запустить эту работу.;Обменные процессы должны наладить свою работу;joint_m
Только занимаясь регулярно;вы будете заставлять ваше тело меняться.;condition_r
и отдаваясь 100% тренингу,;Только занимаясь регулярно;joint_m
вы будете заставлять ваше тело меняться.;Обменные процессы должны наладить свою работу;joint_m
Но это не быстрый процесс,;Обменные процессы должны наладить свою работу;contrast_m
и вы должны быть готовы не к быстрому результату, а стабильному процессу,;Но это не быстрый процесс,;joint_m
которое приведёт ваше тело в идеальное состояние.;и вы должны быть готовы не к быстрому результату, а стабильному процессу,;elaboration_r
Почему не видно результат сразу?;Объясняю.;solutionhood_r
Объясняю.;Ваше тело нужно правильно программировать.;solutionhood_r
У всех абсолютно разная проблема в работе организма,;Объясняю.;elaboration_r
у кого-то очень плохой обмен веществ,;У всех абсолютно разная проблема в работе организма,;elaboration_r
чтобы его восстановить;у кого-то очень плохой обмен веществ,;elaboration_r
и сделать его быстрее.;чтобы его восстановить;joint_m
У кого-то уже патологические нарушения в работе гормонов,;у кого-то очень плохой обмен веществ,;comparison_m
которые не позволяют увидеть быстрый результат.;У кого-то уже патологические нарушения в работе гормонов,;elaboration_r
программировать как на физическом, так и на эмоциональном уровне.;Ваше тело нужно правильно программировать.;elaboration_r
Необходимо вести очень здоровый режим питания,;Ваше тело нужно правильно программировать.;elaboration_r
чтобы помочь организму работать на полную мощь, как физически, так и эмоционально.;Необходимо вести очень здоровый режим питания,;purpose_r
а это означает, что результаты у неё будут быстрее, чем у той, у которой обмен веществ настолько плохой от её образа жизни,;У одной девушки скорость обменных процессов выше, чем у другой,;restatement_m
что  может огорчать;а это означает, что результаты у неё будут быстрее, чем у той, у которой обмен веществ настолько плохой от её образа жизни,;cause_r
и сбивать с пути ту, у которой медленнее идут результаты.;что  может огорчать;joint_m
У одной девушки есть лишний вес,;У одной девушки скорость обменных процессов выше, чем у другой,;joint_m
как причина переедания,;У одной девушки есть лишний вес,;cause_r
а у другой может быть причина сбоя работы гормональной системы;У одной девушки есть лишний вес,;comparison_m
от того питания,;а у другой может быть причина сбоя работы гормональной системы;cause_r
которым она создала себе это состояние.;а у другой может быть причина сбоя работы гормональной системы;elaboration_r
А на перестройку работы гормонов требуются недели, а порой месяцы;У одной девушки скорость обменных процессов выше, чем у другой,;evidence_r
и вы не должны отчаиваться;А на перестройку работы гормонов требуются недели, а порой месяцы;joint_m
и бросать,;и вы не должны отчаиваться;joint_m
потому что;и вы не должны отчаиваться;cause_r
бросая;вы будете вредить дальше,;condition_r
вы будете вредить дальше,;потому что;same-unit_m
не дождавшись восстановления корректной работы организма.;вы будете вредить дальше,;cause_r
как я и описала выше,;первый месяц можно ожидать даже прибавки массы и объёмов тела,;background_r
первый месяц можно ожидать даже прибавки массы и объёмов тела,;Также,;same-unit_m
но это только от задержки жидкости в теле,;Также,;contrast_m
если у вас в порядке ваша гормональная система;Также,;condition_r
и нет никаких других проблем.;если у вас в порядке ваша гормональная система;joint_m
Обычно, в течении 3-5 недель из тела выходит та жидкость,;и вы резко видите свой результат.;cause_r
которая скопилась;Обычно, в течении 3-5 недель из тела выходит та жидкость,;same-unit_m
при начале тренинга;которая скопилась;condition_r
и вы резко видите свой результат.;Также,;elaboration_r
Казалось бы, ещё 3-4 дня назад была надутой,;и вы резко видите свой результат.;elaboration_r
а тут бац, и уже другой вид.;Казалось бы, ещё 3-4 дня назад была надутой,;contrast_m
Это тоже нормально.;Казалось бы, ещё 3-4 дня назад была надутой,;evaluation_r
Как только тело адаптируется,;тело начинает сливать лишнюю жидкость.;cause_r
мышечные волокна восстанавливаются,;Как только тело адаптируется,;joint_m
тело начинает сливать лишнюю жидкость.;Казалось бы, ещё 3-4 дня назад была надутой,;elaboration_r
Зная ваши процессы в организме;вы можете быть уверены,;cause_r
что вы на верном пути;вы можете быть уверены,;elaboration_r
и нужно только терпение.;что вы на верном пути;joint_m
Построить тело, как у меня, за 3 месяца нереально.;вы можете быть уверены,;evidence_r
Я работаю со своим телом уже несколько лет.;Построить тело, как у меня, за 3 месяца нереально.;elaboration_r
Без срывов, без обжирательства, без лени!;Я работаю со своим телом уже несколько лет.;condition_r
Это постоянный процесс,;Я работаю со своим телом уже несколько лет.;elaboration_r
непрерывная работа  со своим телом и духом.;Это постоянный процесс,;joint_m
Как вы можете ожидать, что ваше тело примет фигуру фитнесс-модели за 3-4 недели?;Это невозможно!;solutionhood_r
Это невозможно!;вы можете быть уверены,;joint_m
Физические процессы не настолько быстры,;Это невозможно!;cause_r
чтобы за 1 месяц решать проблему нескольких или многих лет малоподвижного образа жизни, переедания и съедаемого пищевого мусора(шоколадки, тортики, печеньки, сахар и прочие вредности)…;Физические процессы не настолько быстры,;purpose_r
Делайте свою работу.;Запаситесь терпением.;joint_m
Следите за питанием,;и в один день вы увидите, как быстро изменилось ваше тело.;cause_r
делайте все тренировки,;Следите за питанием,;joint_m
и в один день вы увидите, как быстро изменилось ваше тело.;Запаситесь терпением.;elaboration_r
Только верьте себе,;Запаситесь терпением.;joint_m
помогайте своему телу меняться,;Только верьте себе,;joint_m
не поедайте ночами конфетку, уходя на 3 шага назад.;Только верьте себе,;contrast_m
Дайте время телу привыкнуть к режиму;и оно само начнёт трансформироваться;cause_r
и оно само начнёт трансформироваться;Только верьте себе,;joint_m
и подстраиваться под ваш новый образ жизни.;и оно само начнёт трансформироваться;joint_m
Главное, знайте, что все процессы в нашем организме закономерны,;Запаситесь терпением.;evaluation_r
что наше тело это тонкой организации машина.;Главное, знайте, что все процессы в нашем организме закономерны,;joint_m
И ею нужно правильно управлять,;что наше тело это тонкой организации машина.;elaboration_r
чтобы достигать тех результатов, которые хотите достичь.;И ею нужно правильно управлять,;purpose_r
И помните, красивое, стройное, здоровое тело – это дорога, длиной всю жизнь!;и вы достигните того тела, которое хотите,;preparation_r
Вы будете менять своё тело не одним днём, а неделями, месяцами и годами!;И помните, красивое, стройное, здоровое тело – это дорога, длиной всю жизнь!;elaboration_r
Запаситесь терпением,;и вы достигните того тела, которое хотите,;cause_r
верьте в себя,;Запаситесь терпением,;joint_m
управляйте собой и своими желаниями;Запаситесь терпением,;joint_m
но не торопите те физиологические процессы, которые невозможно пропустить.;и вы достигните того тела, которое хотите,;contrast_m
Если вы хотите стрелку весов вниз,;– интернет полон опасных и нездоровых диет!;condition_r
и вас не волнует внешний вид;Если вы хотите стрелку весов вниз,;joint_m
– интернет полон опасных и нездоровых диет!;и вы достигните того тела, которое хотите,;joint_m
Если ваша задача сохранить мышцы,;– это каждодневный труд на кухне и на тренировках!;condition_r
укрепить их,;Если ваша задача сохранить мышцы,;joint_m
нарастить;Если ваша задача сохранить мышцы,;joint_m
– это каждодневный труд на кухне и на тренировках!;– интернет полон опасных и нездоровых диет!;contrast_m
Почему вес стоит первые 2-4 недели?;Потому что у вас скапливается много жидкости в организме!;solutionhood_r
Или даже почему вы набираете 1-2 кг.?;Почему вес стоит первые 2-4 недели?;joint_m
Потому что ваши мышцы становятся тяжелее,;Потому что у вас скапливается много жидкости в организме!;joint_m
их плотность увеличивается,;Потому что ваши мышцы становятся тяжелее,;joint_m
они становятся плотнее.;Потому что ваши мышцы становятся тяжелее,;joint_m
Наше тело очень умное,;Потому что у вас скапливается много жидкости в организме!;elaboration_r
и оно защищает тело от физических нагрузок;Наше тело очень умное,;elaboration_r
именно делая его сильнее,;и оно защищает тело от физических нагрузок;cause_r
мышцы плотнее;и оно защищает тело от физических нагрузок;joint_m
и выносливее.;мышцы плотнее;joint_m
А это процесс длительного времени.;Наше тело очень умное,;evaluation_r
Организму нужно время;А это процесс длительного времени.;elaboration_r
для восстановления.;Организму нужно время;purpose_r
Также вопрос из этого же разряда, увеличиваются ноги в объёмах, в первые недели иди месяцы.;Многие считают, что можно легко перекачать ноги,;preparation_r
Многие считают, что можно легко перекачать ноги,;Многие паникуют и бросают занятия,;solutionhood_r
но это совсем не так.;Многие считают, что можно легко перекачать ноги,;contrast_m
В первые месяцы в ногах будет много воды,;Многие паникуют и бросают занятия,;cause_r
так как там самые крупные мышцы.;В первые месяцы в ногах будет много воды,;cause_r
Они как бы наливаются в объёмах от воды,;В первые месяцы в ногах будет много воды,;elaboration_r
но жир ещё не успевает сгореть.;Они как бы наливаются в объёмах от воды,;contrast_m
думая, что мышцы выросли.;Многие паникуют и бросают занятия,;cause_r
Девочки, дорогие, поймите, мышцы не растут так быстро.;Многие паникуют и бросают занятия,;contrast_m
Это вода может задерживаться на длительное время;Девочки, дорогие, поймите, мышцы не растут так быстро.;evidence_r
и жир медленно гореть.;Это вода может задерживаться на длительное время;joint_m
Запаситесь терпением,;это со временем уйдёт.;cause_r
это со временем уйдёт.;Девочки, дорогие, поймите, мышцы не растут так быстро.;elaboration_r
И вода уйдёт;это со временем уйдёт.;elaboration_r
и жир сгорит;И вода уйдёт;joint_m
и останутся красивейшие, стройные, подтянутые ножки. Ножки, о которых вы мечтаете и которые хотите иметь!;И вода уйдёт;joint_m
Терпение – это ваш лучший друг;это со временем уйдёт.;evaluation_r
и спутник по жизни!;Терпение – это ваш лучший друг;joint_m
