EDU_1;EDU_2;Relation
а арендуете;когда вы не покупаете инструменты,;contrast_m
при необходимости.;а арендуете;condition_r
Пространство для учёбы и работы;В Oodi есть удобные рабочие места для фрилансеров,;preparation_r
а ещё тут можно провести деловую встречу и учебное занятие с любым необходимым оборудованием.;В Oodi есть удобные рабочие места для фрилансеров,;joint_m
В Oodi полно удобных открытых пространств с розетками.;В Oodi есть удобные рабочие места для фрилансеров,;elaboration_r
Вы можете пользоваться компьютерами, принтерами, ксероксами-сканерами и Wi-Fi.;В Oodi полно удобных открытых пространств с розетками.;elaboration_r
Площадка для событий и отдыха;то вот кое-что поинтереснее.;preparation_r
Если я всё ещё вас не удивила,;то вот кое-что поинтереснее.;condition_r
то вот кое-что поинтереснее.;В библиотеке можно забронировать кухню для своих кулинарных экзерсисов;preparation_r
или музыкальную студию,;В библиотеке можно забронировать кухню для своих кулинарных экзерсисов;same-unit_m
чтобы записывать музыку,;или музыкальную студию,;purpose_r
и даже организовать свой собственный концерт!;В библиотеке можно забронировать кухню для своих кулинарных экзерсисов;joint_m
Всё необходимое оборудование Oodi предоставит.;В библиотеке можно забронировать кухню для своих кулинарных экзерсисов;elaboration_r
Компьютерные и настольные игры тут тоже есть,;В библиотеке можно забронировать кухню для своих кулинарных экзерсисов;joint_m
как есть игровая площадка на первом этаже и пространство для детей на третьем.;Компьютерные и настольные игры тут тоже есть,;joint_m
И про еду;Мне хочется, чтобы наши библиотеки менялись.;preparation_r
В Oodi совсем не против еды:;Мне хочется, чтобы наши библиотеки менялись.;solutionhood_r
тут есть кафе на третьем этаже и ресторан на первом.;В Oodi совсем не против еды:;evidence_r
Кофе с книгой — что ещё нужно;В Oodi совсем не против еды:;evaluation_r
для счастья?;Кофе с книгой — что ещё нужно;purpose_r
Да, в наших библиотеках можно читать книги.;В Oodi совсем не против еды:;contrast_m
Да, здесь иногда проходят какие-то более-менее интересные события.;Да, в наших библиотеках можно читать книги.;joint_m
Но наша стандартная библиотека и та же Oodi — это небо и земля.;Да, в наших библиотеках можно читать книги.;contrast_m
Чтобы они стремились найти общий язык с современным человеком;Мне хочется, чтобы наши библиотеки менялись.;elaboration_r
и прислушались к его потребностям,;Чтобы они стремились найти общий язык с современным человеком;joint_m
а не шипели «тишина должна быть в библиотеке».;Чтобы они стремились найти общий язык с современным человеком;contrast_m
К слову,;а не шипели «тишина должна быть в библиотеке».;elaboration_r
несмотря на прогуливающихся по Oodi туристов и беседующих посетителей,;в библиотеке удивительно тихо.;concession_r
в библиотеке удивительно тихо.;К слову,;same-unit_m
И тут, наверное, стоит аплодировать архитекторам,;К слову,;background_r
которые определённо знают своё дело.;И тут, наверное, стоит аплодировать архитекторам,;cause_r
