EDU_1;EDU_2;Relation
— Пожалуйста все вещи - сумки, рюкзаки, верхнюю одежду оставляйте здесь.;Все названные выстроились около вешалки.;elaboration_r
С собой только паспорт.;— Пожалуйста все вещи - сумки, рюкзаки, верхнюю одежду оставляйте здесь.;contrast_m
Гаишник сел за свой стол.;9.00 подпираю стену,;sequence_m
И стал вызывать к себе по одному;Гаишник сел за свой стол.;joint_m
для регистрации и назначения компьютера.;И стал вызывать к себе по одному;purpose_r
Курточку пристроила на вешалку, рюкзак туда же.;9.00 подпираю стену,;sequence_m
Стою жду когда прозвучит моя фамилия,;Курточку пристроила на вешалку, рюкзак туда же.;sequence_m
тереблю паспорт.;Стою жду когда прозвучит моя фамилия,;joint_m
И меня начинает постепенно накрывать волнение.;Курточку пристроила на вешалку, рюкзак туда же.;joint_m
Прямо вот до сего момента я нисколько не волновалась;И меня начинает постепенно накрывать волнение.;elaboration_r
и была собрана;Прямо вот до сего момента я нисколько не волновалась;joint_m
и уверена;Прямо вот до сего момента я нисколько не волновалась;joint_m
и тут вдруг аж до дрожания в руках.;Прямо вот до сего момента я нисколько не волновалась;contrast_m
Ладошки мокрые...;Прямо вот до сего момента я нисколько не волновалась;joint_m
Прямо ВСД сплошное )));Прямо вот до сего момента я нисколько не волновалась;evaluation_r
Да что мне терять-то?;Ну не сдам сейчас,;solutionhood_r
Ну не сдам сейчас,;И меня начинает постепенно накрывать волнение.;evaluation_r
так потом сдам.;Ну не сдам сейчас,;joint_m
Ну да ладно уж... мне-то да волноваться...;так потом сдам.;evaluation_r
да при моей работе;я вообще уже должна забыть что такое волнение.;condition_r
я вообще уже должна забыть что такое волнение.;Ну да ладно уж... мне-то да волноваться...;joint_m
услышав свою фамилию.;Вздрогнула;cause_r
Подошла к столу,;Вздрогнула;sequence_m
отдала паспорт. Вдох-выдох.;Подошла к столу,;sequence_m
Все будет хорошо!;Вздрогнула;evaluation_r
Он что-то там записал,;— Идите за 14 компьютер.;attribution_r
вернул паспорт.;Он что-то там записал,;joint_m
— Идите за 14 компьютер.;Вздрогнула;sequence_m
Пошла,;Вздрогнула;sequence_m
села.;Пошла,;joint_m
Все волнение куда-то разом и исчезло.;Пошла,;elaboration_r
Уверенность и четкость снова со мной.;Все волнение куда-то разом и исчезло.;joint_m
Далее, когда все расселись,;Вздрогнула;sequence_m
прошел короткий инструктаж как пользоваться программой.;Далее, когда все расселись,;joint_m
На экране увидела свою фамилию.;Вздрогнула;sequence_m
Нажала пробел;Вздрогнула;sequence_m
и экзамен начался.;Нажала пробел;joint_m
Каждый свой ответ надо было помимо выбранной цифры подтверждать пробелом.;Нажала пробел;elaboration_r
Отщелкалась за 2 минуты. Без единой ошибки.;Каждый свой ответ надо было помимо выбранной цифры подтверждать пробелом.;joint_m
Экзамен сдан!;Отщелкалась за 2 минуты. Без единой ошибки.;elaboration_r
гласила зеленая надпись посередине компьютера.;Экзамен сдан!;attribution_r
Сижу жду что будет дальше.;Вздрогнула;sequence_m
Мыслей в голове почти никаких. Лишь надпись на экране мелькает.;Сижу жду что будет дальше.;joint_m
Снова вздрогнула,;Сижу жду что будет дальше.;joint_m
услышав свою фамилию.;Снова вздрогнула,;cause_r
Гаишник поставил отметку о сдаче,;Вздрогнула;sequence_m
отдал документы.;Гаишник поставил отметку о сдаче,;sequence_m
— Теперь записывайтесь на площадку.;Гаишник поставил отметку о сдаче,;sequence_m
Закрыв за собой дверь зала ПДД;выдохнула;cause_r
выдохнула;Вздрогнула;sequence_m
и победоносная счастливая улыбка озарило мое личико )));выдохнула;joint_m
— Да! Один этап есть!;выдохнула;evaluation_r
и сердце мое ликовало,;Ехала в метро;joint_m
на улице заливалось солнце,;Ехала в метро;joint_m
капала капель с крыш,;Ехала в метро;joint_m
а я шла;Ехала в метро;joint_m
и счастливо жмурилась.;Ехала в метро;joint_m
Но не расслабляться!;Ехала в метро;contrast_m
У меня осталось самое ответственное - площадка.;Но не расслабляться!;cause_r
И это уже совсем другая история;У меня осталось самое ответственное - площадка.;elaboration_r
о которой я здесь непременно напишу.;И это уже совсем другая история;elaboration_r
