EDU_1;EDU_2;Relation
(здесь;Заключался он в том, что осужденные женщины занимались пошивом одежды с семи утра до часу ночи, выполняя левые заказы;attribution_r
То есть, понимаете, это уже есть.;Вспомните, как в прошлом году начальника тюрьмы;restatement_m
И будет только хуже.;То есть, понимаете, это уже есть.;joint_m
Ну и вторая причина, почему это совсем не смешно, заключается в том, что мы в одном шаге, буквально, от нового ГУЛАГа.;Поэтому самое страшное в этой новости именно то, что нас, в принципе, вообще ничего не отделяет от возвращения в ГУЛАГ уже сейчас.;cause_r
И дело даже не в том, что мы его строим заново,;Ну и вторая причина, почему это совсем не смешно, заключается в том, что мы в одном шаге, буквально, от нового ГУЛАГа.;elaboration_r
не в том, что;И дело даже не в том, что мы его строим заново,;joint_m
за политические высказывания и политическую деятельность;люди отправляются в тюрьму.;cause_r
люди отправляются в тюрьму.;не в том, что;same-unit_m
Дело в том, что все молчат:;И дело даже не в том, что мы его строим заново,;contrast_m
либо боятся,;Дело в том, что все молчат:;cause_r
либо плевать хотели,;либо боятся,;joint_m
думают, что их это не касается.;либо боятся,;joint_m
Просто ответьте себе на вопрос — могут ли в сегодняшней России невиновного человека отправить в тюрьму?;Конечно могут.;solutionhood_r
Конечно могут.;Ну и вторая причина, почему это совсем не смешно, заключается в том, что мы в одном шаге, буквально, от нового ГУЛАГа.;elaboration_r
А будут ли за него бороться люди?;Иногда.;solutionhood_r
Иногда.;Конечно могут.;contrast_m
Мы знаем единичные случаи, когда людей получается отстоять.;Иногда.;evidence_r
И всегда эти победы связаны;Мы знаем единичные случаи, когда людей получается отстоять.;elaboration_r
исключительно с давлением общества,;И всегда эти победы связаны;cause_r
потому, что на государственные институты вроде судов, следствия и прочее, рассчитывать не приходится.;И всегда эти победы связаны;cause_r
В итоге получается, что в любой момент любого человека могут отправить за решетку;Поэтому самое страшное в этой новости именно то, что нас, в принципе, вообще ничего не отделяет от возвращения в ГУЛАГ уже сейчас.;cause_r
и вряд ли кто-либо будет за него бороться.;В итоге получается, что в любой момент любого человека могут отправить за решетку;contrast_m
Поэтому самое страшное в этой новости именно то, что нас, в принципе, вообще ничего не отделяет от возвращения в ГУЛАГ уже сейчас.;Использовать дешевый (почти бесплатный) труд заключенных,;joint_m
Мы балансируем над пропастью,;Поэтому самое страшное в этой новости именно то, что нас, в принципе, вообще ничего не отделяет от возвращения в ГУЛАГ уже сейчас.;evaluation_r
но между нами и обрывом нет ничего, ни одной преграды, ничего, что могло бы нас остановить.;Мы балансируем над пропастью,;contrast_m
Единственное, что может нам помочь — это сделать шаг вперед.;Что это за шаг?;preparation_r
Шаг к тому,;Единственное, что может нам помочь — это сделать шаг вперед.;elaboration_r
чтобы сделать невозможным повторение трагических событий ХХ века в современной России.;Шаг к тому,;purpose_r
Что это за шаг?;В моем представлении — все, что связано с сохранением исторической памяти о жертвах советских репрессий, все, что связано с называнием своими именами палачей, судей, доносчиков, все, что связано с правдивой историей нашей страны в советский период, все это помогает нам сделать этот шаг вперед.;solutionhood_r
Мы должны перевернуть эту страницу в нашей истории.;В моем представлении — все, что связано с сохранением исторической памяти о жертвах советских репрессий, все, что связано с называнием своими именами палачей, судей, доносчиков, все, что связано с правдивой историей нашей страны в советский период, все это помогает нам сделать этот шаг вперед.;elaboration_r
Но у нас никогда не получится этого сделать,;Мы должны перевернуть эту страницу в нашей истории.;contrast_m
пока мы не почувствуем свою персональную ответственность;Но у нас никогда не получится этого сделать,;condition_r
за то, что происходило,;пока мы не почувствуем свою персональную ответственность;cause_r
происходит;за то, что происходило,;joint_m
и будет происходить в нашей стране.;за то, что происходило,;joint_m
Пока мы не поймем,;пока мы не почувствуем свою персональную ответственность;comparison_m
как мы участвуем,;Пока мы не поймем,;elaboration_r
участвовали;как мы участвуем,;joint_m
или будем участвовать в этом процессе.;как мы участвуем,;joint_m
Пока участие не станет общественной нормой,;пока мы не почувствуем свою персональную ответственность;comparison_m
а безучастность не перестанет ей быть.;Пока участие не станет общественной нормой,;contrast_m
