EDU_1;EDU_2;Relation
Усвоить этот опыт,;Напротив, ему больше всего нужна поддержка;joint_m
уложить причинно-следственные связи.;Усвоить этот опыт,;joint_m
Если его начинают обвинять,;он просто чувствует себя плохим,;condition_r
он просто чувствует себя плохим,;и его защиты начинают формироваться таким образом,;cause_r
и его защиты начинают формироваться таким образом,;Улавливаете разницу?;preparation_r
чтобы больше не переживать вину.;и его защиты начинают формироваться таким образом,;purpose_r
Улавливаете разницу?;Не на то, чтобы усвоить опыт,;solutionhood_r
а на то, чтобы избегать обвинений.;Не на то, чтобы усвоить опыт,;contrast_m
Он учится врать,;А, будучи взрослым, такой человек не может признавать свою ответственность,;cause_r
прятать,;Он учится врать,;joint_m
учится подстраиваться под сильных, обладающих властью,;Он учится врать,;joint_m
учится не чувствовать…;Он учится врать,;joint_m
А, будучи взрослым, такой человек не может признавать свою ответственность,;Поэтому брать ответственность легко только с теми людьми, которые не нападают.;cause_r
потому что это означает подставить себя под удар обвинений.;А, будучи взрослым, такой человек не может признавать свою ответственность,;cause_r
А мы помним, что именно обвинений мы хотим избежать,;А, будучи взрослым, такой человек не может признавать свою ответственность,;background_r
если выращены на вине.;А мы помним, что именно обвинений мы хотим избежать,;condition_r
И чувствуют ценность ответственности.;Поэтому брать ответственность легко только с теми людьми, которые не нападают.;joint_m
Это дети, это партнеры, которые тоже умеют брать ответственность.;Поэтому брать ответственность легко только с теми людьми, которые не нападают.;evidence_r
Если, к примеру, я попадаю в обвиняющую среду,;я не буду признавать свою ответственность,;condition_r
я не буду признавать свою ответственность,;Я убеждена, что вина мешает отношениям,;solutionhood_r
потому что она будет истолкована как вина,;я не буду признавать свою ответственность,;cause_r
и я окажусь козлом отпущения.;потому что она будет истолкована как вина,;joint_m
Однако, если моя ответственность воспринимается как достаточная мера того, что я внесла в контакт,;я, несомненно, буду опираться именно на нее. И с самой собой, и в отношениях.;condition_r
я, несомненно, буду опираться именно на нее. И с самой собой, и в отношениях.;я не буду признавать свою ответственность,;contrast_m
И я имею личный, довольно значительный опыт отношений со своими детьми, партнерами, клиентами,;Я убеждена, что вина мешает отношениям,;background_r
который мне показывает, что ответственность — это более зрелый регулятор человеческих отношений, нежели вина.;И я имею личный, довольно значительный опыт отношений со своими детьми, партнерами, клиентами,;evidence_r
вносит деструктивный вклад,;Я убеждена, что вина мешает отношениям,;joint_m
и совершенно не способствует выполнению тех задач, которые на нее возлагают.;Я убеждена, что вина мешает отношениям,;joint_m
