EDU_1;EDU_2;Relation
можно поставить на подставку.;— ноги не скрещивать,;joint_m
Не стоит забывать и про регулярную пятиминутную разминку верхнего плечевого пояса и шеи,;она поможет справиться с напряжением.;cause_r
она поможет справиться с напряжением.;Здоровье спины современного человека неразрывно связано с правильной организацией рабочего места;joint_m
Это должно быть вращение головы по кругу,;она поможет справиться с напряжением.;elaboration_r
ее поочередные наклоны в разные стороны или запрокидывание вперед и назад.;Это должно быть вращение головы по кругу,;joint_m
№2. Сколиоз;Известное многим с детства искривление позвоночника.;preparation_r
Так называемый идиопатический сколиоз остается одним из самых распространенных ортопедических заболеваний у школьников,;Известное многим с детства искривление позвоночника.;background_r
но нередко с ним сталкиваются люди и во взрослой жизни.;Так называемый идиопатический сколиоз остается одним из самых распространенных ортопедических заболеваний у школьников,;joint_m
Здесь важно отметить, что у пациентов преклонного возраста часто встречается дегенеративный сколиоз — это износ позвоночника,;Известное многим с детства искривление позвоночника.;joint_m
связанный с естественным процессом старения,;Здесь важно отметить, что у пациентов преклонного возраста часто встречается дегенеративный сколиоз — это износ позвоночника,;cause_r
и к «компьютерному» образу жизни он не имеет отношения.;связанный с естественным процессом старения,;contrast_m
Их появление означает, что человек постоянно сидит за компьютером с перекосом в определенную сторону.;Проблемы с осанкой, смещение спины в левую или правую сторону — основные признаки патологии.;elaboration_r
В основном он непроизвольно выставляет вперед плечо той руки, которой он держит мышку или пишет.;Их появление означает, что человек постоянно сидит за компьютером с перекосом в определенную сторону.;evidence_r
Запущенные стадии заболевания;чреваты серьезными последствиями для сердечно-сосудистой системы организма и внутренних органов в целом.;cause_r
чреваты серьезными последствиями для сердечно-сосудистой системы организма и внутренних органов в целом.;Проблемы с осанкой, смещение спины в левую или правую сторону — основные признаки патологии.;elaboration_r
Как лечить?;В большинстве случаев пациентам назначают комплексный курс физиотерапии;preparation_r
для укрепления и стабилизации позвоночника.;В большинстве случаев пациентам назначают комплексный курс физиотерапии;purpose_r
Специалисты также рекомендуют заниматься лечебной физкультурой,;В большинстве случаев пациентам назначают комплексный курс физиотерапии;joint_m
чаще плавать;Специалисты также рекомендуют заниматься лечебной физкультурой,;joint_m
и посещать сеансы массажа.;Специалисты также рекомендуют заниматься лечебной физкультурой,;joint_m
В отдельных случаях могут быть показаны инъекции противовоспалительных препаратов.;В большинстве случаев пациентам назначают комплексный курс физиотерапии;joint_m
Профилактика.;Помимо правильного рабочего места, о котором мы рассказали в предыдущем пункте, благоприятный эффект на осанку и укрепление мышц спины в целом оказывает йога.;preparation_r
Помимо правильного рабочего места, о котором мы рассказали в предыдущем пункте, благоприятный эффект на осанку и укрепление мышц спины в целом оказывает йога.;В большинстве случаев пациентам назначают комплексный курс физиотерапии;joint_m
Регулярное выполнение асан поможет сохранить здоровье позвоночника на долгие годы.;Помимо правильного рабочего места, о котором мы рассказали в предыдущем пункте, благоприятный эффект на осанку и укрепление мышц спины в целом оказывает йога.;elaboration_r
№3. Остеохондроз;нередко приводит и к другому неприятному заболеванию — шейному остеохондрозу.;preparation_r
Неправильная осанка, постоянный наклон головы у пользователей смартфонов и планшетов;нередко приводит и к другому неприятному заболеванию — шейному остеохондрозу.;cause_r
Это разрушение межпозвоночных дисков,;нередко приводит и к другому неприятному заболеванию — шейному остеохондрозу.;elaboration_r
с которым сталкиваются люди после 30 лет;Это разрушение межпозвоночных дисков,;elaboration_r
(хотя сейчас группа риска сильно «помолодела»).;с которым сталкиваются люди после 30 лет;concession_r
Человек с таким заболеванием поначалу испытывает только боль в шее,;нередко приводит и к другому неприятному заболеванию — шейному остеохондрозу.;elaboration_r
но со временем к этому симптому прибавляются мигрени, легкие головокружения, появление «мушек» перед глазами.;Человек с таким заболеванием поначалу испытывает только боль в шее,;contrast_m
Самым точным методом диагностики болезни остаются МРТ и КТ,;нередко приводит и к другому неприятному заболеванию — шейному остеохондрозу.;evaluation_r
и чем раньше будет выявлено заболевание,;тем выше шанс, что;condition_r
тем выше шанс, что;Самым точным методом диагностики болезни остаются МРТ и КТ,;joint_m
для выздоровления;не потребуется операция.;purpose_r
не потребуется операция.;тем выше шанс, что;same-unit_m
Как лечить?;врач-невролог назначает комплекс амбулаторного лечения, состоящего из курса противовоспалительных инъекций, аутоплазмотерапии, лечебного массажа и мануальной терапии, а также ношения корректирующего белья.;preparation_r
Исходя из стадии шейного остеохондроза,;врач-невролог назначает комплекс амбулаторного лечения, состоящего из курса противовоспалительных инъекций, аутоплазмотерапии, лечебного массажа и мануальной терапии, а также ношения корректирующего белья.;condition_r
Как правило, прохождение всего курса и соблюдение рекомендаций врача;позволяет пациенту вернуться к здоровой жизни.;purpose_r
позволяет пациенту вернуться к здоровой жизни.;врач-невролог назначает комплекс амбулаторного лечения, состоящего из курса противовоспалительных инъекций, аутоплазмотерапии, лечебного массажа и мануальной терапии, а также ношения корректирующего белья.;elaboration_r
Профилактика.;Хорошей профилактикой остеохондроза станет плавание в бассейне, в частности, на спине.;preparation_r
Хорошей профилактикой остеохондроза станет плавание в бассейне, в частности, на спине.;врач-невролог назначает комплекс амбулаторного лечения, состоящего из курса противовоспалительных инъекций, аутоплазмотерапии, лечебного массажа и мануальной терапии, а также ношения корректирующего белья.;joint_m
К этому необходимо добавить регулярную утреннюю зарядку, пятиминутную разминку на рабочем месте, самомассаж плеч и шеи.;Хорошей профилактикой остеохондроза станет плавание в бассейне, в частности, на спине.;joint_m
№4. Формирование миофасциальных триггерных точек;Неврологический синдром, который является причиной боли в голове и шее у 80% людей в возрасте до 40 лет.;preparation_r
Из-за постоянного напряжения в спине и офисной работы;у многих пациентов формируются небольшие болезненные узелки в мышцах — так называемые триггерные точки.;cause_r
у многих пациентов формируются небольшие болезненные узелки в мышцах — так называемые триггерные точки.;Неврологический синдром, который является причиной боли в голове и шее у 80% людей в возрасте до 40 лет.;elaboration_r
Они появляются вследствие долговременного нахождения в неудобной позе, напряжения и микротравм мышц.;у многих пациентов формируются небольшие болезненные узелки в мышцах — так называемые триггерные точки.;cause_r
Особенность миофасциального синдрома в том, что боль может отдавать в грудной отдел спины;Неврологический синдром, который является причиной боли в голове и шее у 80% людей в возрасте до 40 лет.;elaboration_r
и провоцировать мигрень.;Особенность миофасциального синдрома в том, что боль может отдавать в грудной отдел спины;joint_m
Как лечить?;К действенным методам лечения относится мануальная терапия, аутоплазмотерапия и курс противовоспалительных инъекций.;elaboration_r
На приеме врач-невролог составит необходимый план лечения, учитывая количество триггерных точек и их локализацию.;К действенным методам лечения относится мануальная терапия, аутоплазмотерапия и курс противовоспалительных инъекций.;joint_m
Профилактика.;Образованию мышечных узелков препятствуют поддержание правильной осанки по время работы, регулярные занятия йогой, массаж и плавание.;preparation_r
Образованию мышечных узелков препятствуют поддержание правильной осанки по время работы, регулярные занятия йогой, массаж и плавание.;К действенным методам лечения относится мануальная терапия, аутоплазмотерапия и курс противовоспалительных инъекций.;joint_m
