EDU_1;EDU_2;Relation
Я знаю, ты любишь быстро принимать решения,;«Мама, прости, что задаю тебе уточняющие вопросы.;cause_r
а мне нужно убедиться, что я обдумал все вероятные препятствия и помехи».;Я знаю, ты любишь быстро принимать решения,;contrast_m
Я слышу это от 18-летнего сына;«Мама, прости, что задаю тебе уточняющие вопросы.;elaboration_r
и чувствую эйфорию.;Я слышу это от 18-летнего сына;evaluation_r
способен обозначить словами различия.;Во-первых, он хорошо чувствует свою и мою отдельность,;joint_m
Не стыдится своего,;Во-первых, он хорошо чувствует свою и мою отдельность,;joint_m
не винит меня за мое.;Не стыдится своего,;joint_m
Мы просто разные в какой-то точке,;Во-первых, он хорошо чувствует свою и мою отдельность,;evaluation_r
и он просто отмечает это.;Мы просто разные в какой-то точке,;joint_m
Мне не нужно рваться из слияния,;Еще я чувствую свободу.;cause_r
и оправдываться.;Мне не нужно рваться из слияния,;joint_m
Я не хочу удерживать сына в слиянии;Еще я чувствую свободу.;elaboration_r
и доказывать, что мой способ лучше.;Я не хочу удерживать сына в слиянии;joint_m
Я уверена, что мой способ лучше для меня,;Я не хочу удерживать сына в слиянии;elaboration_r
а его способ лучше для него.;Я уверена, что мой способ лучше для меня,;contrast_m
Для меня наиболее ценно то, что мы проговорили различия.;Я уверена, что мой способ лучше для меня,;evaluation_r
Это примиряет нас – сейчас, и потом, в последующих решениях.;Для меня наиболее ценно то, что мы проговорили различия.;elaboration_r
Однако дочка сердится:;она все еще нуждается в помощи,;evaluation_r
она все еще нуждается в помощи,;я опоздаю!;preparation_r
чтобы именно я проговаривала нашу отдельность.;она все еще нуждается в помощи,;purpose_r
И теперь мне снова приходит на помощь старший сын.;она все еще нуждается в помощи,;joint_m
«Из-за того, что вы долго собираетесь,;я опоздаю!;cause_r
А ты мама… вот тогда злилась на меня,;я опоздаю!;contrast_m
когда мы опаздывали на электричку! Якобы из-за меня».;А ты мама… вот тогда злилась на меня,;background_r
«Майя, ну это же электричка! Самолет, поезд…;я опоздаю!;sequence_m
Все, что не ждет, все что по расписанию, это другая тема!;«Майя, ну это же электричка! Самолет, поезд…;elaboration_r
А мы идем в гости…;«Майя, ну это же электричка! Самолет, поезд…;contrast_m
Можно не торопиться».;А мы идем в гости…;elaboration_r
«Мама, для Майи имеет значение сам факт договоренности.;я опоздаю!;sequence_m
Она у нас очень ответственная»,;«Мама, для Майи имеет значение сам факт договоренности.;cause_r
— вносит свою лепту мой старший сын.;«Мама, для Майи имеет значение сам факт договоренности.;elaboration_r
Несколько секунд я размышляю.;Майя, похоже, у нас есть различия.;preparation_r
«Да, я понимаю.;Майя, похоже, у нас есть различия.;evaluation_r
Для меня не все договоренности одинаково обязательны к исполнению.;Майя, похоже, у нас есть различия.;elaboration_r
На самолет я не опаздываю,;Для меня не все договоренности одинаково обязательны к исполнению.;elaboration_r
а в гости могу немного опоздать».;На самолет я не опаздываю,;contrast_m
«А, теперь понятно», — отвечает Майя примирительно.;Майя, похоже, у нас есть различия.;sequence_m
Я чувствую теперь другую атмосферу.;«А, теперь понятно», — отвечает Майя примирительно.;evaluation_r
В пространстве становится больше терпимости и примирения.;Я чувствую теперь другую атмосферу.;elaboration_r
Потому что опять, и в который раз мы прояснили наши различия,;Я чувствую свободу.;cause_r
а также установили границы;Потому что опять, и в который раз мы прояснили наши различия,;joint_m
для дальнейшего взаимодействия.;а также установили границы;purpose_r
Я очень рада,;Я чувствую свободу.;joint_m
потому что никто из нас не чувствует себя плохим и виноватым;Я очень рада,;cause_r
за свои отличия;потому что никто из нас не чувствует себя плохим и виноватым;cause_r
И все наши усилия направлены исключительно на то,;Я очень рада,;joint_m
чтобы друг друга узнать;И все наши усилия направлены исключительно на то,;purpose_r
и понять.;чтобы друг друга узнать;joint_m
