EDU_1;EDU_2;Relation
есть распознавание речи и перевод ее в текст;И, наконец, большинство платформ предлагают принцип оплаты pay-as-you-go,;elaboration_r
– эти функции биллятся,;есть распознавание речи и перевод ее в текст;elaboration_r
а нет распознавания – ну, вы поняли.;есть распознавание речи и перевод ее в текст;contrast_m
Это весьма гибко и прозрачно.;И, наконец, большинство платформ предлагают принцип оплаты pay-as-you-go,;evaluation_r
Новое в индустрии;Тут первым делом надо упомянуть про Serverless,;preparation_r
который поднял удобство CPaaS на новый уровень.;Тут первым делом надо упомянуть про Serverless,;elaboration_r
Однажды мы уже подробно писали на эту тему,;сейчас же ограничимся главным тезисом:;background_r
сейчас же ограничимся главным тезисом:;Тут первым делом надо упомянуть про Serverless,;elaboration_r
Serverless означает не отсутствие серверов вообще,;сейчас же ограничимся главным тезисом:;elaboration_r
а их отсутствие на стороне клиента.;Serverless означает не отсутствие серверов вообще,;contrast_m
С точки зрения используемых вычислительных ресурсов это такой же pay-as-you-go,;сейчас же ограничимся главным тезисом:;comparison_m
потому что плата взимается сообразно нагрузке на computing provider’а.;С точки зрения используемых вычислительных ресурсов это такой же pay-as-you-go,;evidence_r
Другой важный момент serverless – это то, что клиентам можно давать доступ к райнтайму платформы,;а это ведет к снижению задержек и увеличению надежности.;cause_r
а это ведет к снижению задержек и увеличению надежности.;сейчас же ограничимся главным тезисом:;joint_m
Это один из шагов навстречу бизнес-аудитории,;Другой тренд – WYSIWYG-редакторы.;elaboration_r
которая (чаще всего) не умеет кодить,;Это один из шагов навстречу бизнес-аудитории,;elaboration_r
но при этом может собрать логику бота/колл-центра в визуальном редакторе.;которая (чаще всего) не умеет кодить,;contrast_m
Подходы к реализации немного разнятся (см. Smartcalls от Voximplant, Studio от Twilio, FlowBuilder от MessageBird и т.д.),;Другой тренд – WYSIWYG-редакторы.;elaboration_r
но суть схожая;Подходы к реализации немного разнятся (см. Smartcalls от Voximplant, Studio от Twilio, FlowBuilder от MessageBird и т.д.),;contrast_m
– пользователь использует не код, а визуальные блоки,;но суть схожая;elaboration_r
варьируя их расположение и связи между ними.;– пользователь использует не код, а визуальные блоки,;elaboration_r
Кстати, некоторые такие редакторы все же позволяют использовать код в качестве продвинутой возможности, например, наш Smartcalls,;Другой тренд – WYSIWYG-редакторы.;background_r
но уже немного другая история.;Кстати, некоторые такие редакторы все же позволяют использовать код в качестве продвинутой возможности, например, наш Smartcalls,;contrast_m
Конечно, пока они едва ли могут сравниться с условной IDEA, но вот с VS Code – легко.;Наконец, облачные IDE.;evaluation_r
Если CPaaS дает разработчику мощный инструмент;то такой разработчик будет, скорее всего, очень доволен.;condition_r
для работы с кодом,;Если CPaaS дает разработчику мощный инструмент;purpose_r
то такой разработчик будет, скорее всего, очень доволен.;Наконец, облачные IDE.;elaboration_r
Нормальный отладчик, умный автокомплит, подсветка кода, кастомные стили, вкладки и т.д. – когда это есть в веб-интерфейсе;то платформа получает дополнительные очки в карму за свою гибкость.;cause_r
и быстро работает,;Нормальный отладчик, умный автокомплит, подсветка кода, кастомные стили, вкладки и т.д. – когда это есть в веб-интерфейсе;joint_m
то платформа получает дополнительные очки в карму за свою гибкость.;Наконец, облачные IDE.;elaboration_r
Но наша радость была бы не полной…;Машинное обучение дает новые степени свободы коммуникационным платформам, а именно:;preparation_r
… если бы не AI.;Но наша радость была бы не полной…;condition_r
Машинное обучение дает новые степени свободы коммуникационным платформам, а именно:;Наконец, облачные IDE.;contrast_m
Распознавание;Распознавание и синтез речи;preparation_r
Распознавание и синтез речи;Можно обратиться за этим к крупным игрокам вроде Google, Amazon, Яндекс;solutionhood_r
– кто-то разрабатывает их самостоятельно,;Распознавание и синтез речи;elaboration_r
но это весьма трудоемко.;– кто-то разрабатывает их самостоятельно,;contrast_m
– их модели уже очень хорошо распознают человеческую речь,;Можно обратиться за этим к крупным игрокам вроде Google, Amazon, Яндекс;elaboration_r
равно как и имитируют ее (кивок в сторону WaveNet).;– их модели уже очень хорошо распознают человеческую речь,;joint_m
Автоматизация NLU/NLP;Natural Language Understanding (Processing) – обработка естественного языка – сейчас самая горячая тема в мире коммуникаций.;preparation_r
И если бизнес-решение опирается на NLU,;то, как вариант, там происходит синтез речи,;condition_r
то, как вариант, там происходит синтез речи,;Natural Language Understanding (Processing) – обработка естественного языка – сейчас самая горячая тема в мире коммуникаций.;elaboration_r
потом человек что-то отвечает,;то, как вариант, там происходит синтез речи,;sequence_m
его речь транслитерируется,;то, как вариант, там происходит синтез речи,;sequence_m
этот текст отдается обратно роботу;то, как вариант, там происходит синтез речи,;sequence_m
и он,;то, как вариант, там происходит синтез речи,;sequence_m
чтобы среагировать,;подбирает текст ответа, которые опять-таки надо синтезировать.;purpose_r
подбирает текст ответа, которые опять-таки надо синтезировать.;и он,;same-unit_m
Звучит не как rocket science,;то, как вариант, там происходит синтез речи,;evaluation_r
но все же здесь разумно использовать автоматизацию – Google Dialogflow, IBM Watson, Amazon Lex и пр.;Звучит не как rocket science,;contrast_m
Усиление операторов;можно фоново анализировать речь;preparation_r
Когда оператор колл-центра общается с клиентом,;можно фоново анализировать речь;condition_r
и давать оператору дополнительную информацию,;можно фоново анализировать речь;joint_m
чтобы он не тратил свое время.;и давать оператору дополнительную информацию,;purpose_r
Например, клиент может спросить, где ближайший банкомат;– система распознает вопрос;condition_r
– система распознает вопрос;можно фоново анализировать речь;elaboration_r
и выведет ответ на экран оператора;– система распознает вопрос;sequence_m
последний просто зачитает ответ,;– система распознает вопрос;sequence_m
вместо того чтобы просить клиента подождать.;последний просто зачитает ответ,;purpose_r
Анализ эмоций;В этом заинтересованы примерно все,;preparation_r
но это самое трудное направление в CPaaS на данный момент,;В этом заинтересованы примерно все,;contrast_m
потому что люди склонны подавать одну и ту же информацию по-разному,;но это самое трудное направление в CPaaS на данный момент,;cause_r
а также довольно часто использовать культурные отсылки в речи.;потому что люди склонны подавать одну и ту же информацию по-разному,;joint_m
Сейчас многие компании анализируют эмоции, используя текст.;В этом заинтересованы примерно все,;elaboration_r
Сейчас существуют решения в этом направлении,;Сейчас многие компании анализируют эмоции, используя текст.;elaboration_r
но нельзя сказать, чтобы они были удачными,;Сейчас существуют решения в этом направлении,;contrast_m
так как на анализе только лишь текста далеко не уедешь;но нельзя сказать, чтобы они были удачными,;cause_r
очевидно, что эмоции – это не только ЧТО именно сказано, но и КАК.;Поэтому убедительный анализ эмоций в реальном времени – это вопрос (ближайшего?) будущего.;cause_r
Поэтому убедительный анализ эмоций в реальном времени – это вопрос (ближайшего?) будущего.;но нельзя сказать, чтобы они были удачными,;evidence_r
Улучшение аудио/видео;Все знают про noise reduction;preparation_r
– когда вы говорите по телефону,;обученная модель «убирает» фоновые шумы,;condition_r
обученная модель «убирает» фоновые шумы,;Все знают про noise reduction;elaboration_r
чтобы собеседник слышал только вас.;обученная модель «убирает» фоновые шумы,;purpose_r
Иногда при этом страдает голос самого говорящего,;Все знают про noise reduction;elaboration_r
так как модели не всегда могут успешно различать, какие частоты относятся к фону, а какие – к голосу.;Иногда при этом страдает голос самого говорящего,;cause_r
Но в целом это работает уже довольно хорошо.;Иногда при этом страдает голос самого говорящего,;contrast_m
Говоря о картинке, мы знаем, как современные смартфоны делают боке (размывают фон) с помощью AI.;Все знают про noise reduction;joint_m
Такой подход, но уже в рамках видеозвонков тоже будет востребован;Говоря о картинке, мы знаем, как современные смартфоны делают боке (размывают фон) с помощью AI.;evaluation_r
– представьте, что вам не надо искать идеальный фон,;Такой подход, но уже в рамках видеозвонков тоже будет востребован;cause_r
потому что AI размоет любое окружение за вашей спиной.;– представьте, что вам не надо искать идеальный фон,;cause_r
Хотя почему «представьте»;– Skype уже имеет такую функциональность.;concession_r
– Skype уже имеет такую функциональность.;Такой подход, но уже в рамках видеозвонков тоже будет востребован;contrast_m
Анализ видео;понять, что находится в кадре.;preparation_r
Анализ видеопотока либо видеозаписей помогает;понять, что находится в кадре.;cause_r
Пока что это весьма ресурсоемкая задача,;поэтому сегодня с ней лучше всех справляются те, у кого очень много вычислительных мощностей – Google, Microsoft и другие крупные игроки.;cause_r
поэтому сегодня с ней лучше всех справляются те, у кого очень много вычислительных мощностей – Google, Microsoft и другие крупные игроки.;понять, что находится в кадре.;evaluation_r
Аналитика звонков;Сюда относится не только классификация и сегментация данных.;preparation_r
Представьте, что у вас есть десятки тысяч записей звонков,;Сюда относится не только классификация и сегментация данных.;elaboration_r
и их можно перевести в текст,;Представьте, что у вас есть десятки тысяч записей звонков,;sequence_m
а потом делать по нему поиск.;Представьте, что у вас есть десятки тысяч записей звонков,;sequence_m
Но гораздо эффективнее,;Представьте, что у вас есть десятки тысяч записей звонков,;comparison_m
если AI пройдется по этим записям;Но гораздо эффективнее,;condition_r
и распределит их на группы (это звонки о продажах, а это – гарантийные),;если AI пройдется по этим записям;sequence_m
выявит, где оператор колл-центра вел себя корректно, а где – не очень;если AI пройдется по этим записям;sequence_m
(плюс можно выявить, как именно вел себя человек, каковы были эмоции),;выявит, где оператор колл-центра вел себя корректно, а где – не очень;joint_m
здесь клиент спрашивал только про покупку автомобиля, а здесь – и про автомобиль, и про страховку, и про тест драйв.;(плюс можно выявить, как именно вел себя человек, каковы были эмоции),;evaluation_r
Можно выудить сколько угодно информации из такого массива данных с помощью machine learning.;Но гораздо эффективнее,;elaboration_r
Определение автоответчика;Особый случай, но тоже является хорошим примером:;preparation_r
в своей платформе мы реализовали определение автоответчика.;Особый случай, но тоже является хорошим примером:;elaboration_r
Сейчас платформа умеет распознавать автоответчики на русском языке;Особый случай, но тоже является хорошим примером:;elaboration_r
– мы обучили модель на множестве звонков,;теперь она умеет отличать живого человека от записанного сообщения.;cause_r
теперь она умеет отличать живого человека от записанного сообщения.;Сейчас платформа умеет распознавать автоответчики на русском языке;elaboration_r
Обычные способы определения не очень эффективны (например, по звуковому сигналу),;Сейчас платформа умеет распознавать автоответчики на русском языке;elaboration_r
но AI помог нам добиться точности до 99%,;Обычные способы определения не очень эффективны (например, по звуковому сигналу),;contrast_m
при этом на распознавание уходит всего 2 секунды.;но AI помог нам добиться точности до 99%,;joint_m
Трудности;Машинное обучение требует много ресурсов.;preparation_r
И речь не только про вычислительные мощности, но и про людей со специальными навыками – data scientists,;Машинное обучение требует много ресурсов.;elaboration_r
которые создают;И речь не только про вычислительные мощности, но и про людей со специальными навыками – data scientists,;elaboration_r
и настраивают модели обучения,;которые создают;joint_m
а также знают, какие данные нужны.;которые создают;joint_m
Таких людей непросто найти;И речь не только про вычислительные мощности, но и про людей со специальными навыками – data scientists,;elaboration_r
и их труд дорого стоит.;Таких людей непросто найти;joint_m
Также на них большой спрос среди крупных игроков,;Машинное обучение требует много ресурсов.;joint_m
а конкурировать с условным Google в плане найма – это тяжко,;Также на них большой спрос среди крупных игроков,;contrast_m
хотя и возможно.;а конкурировать с условным Google в плане найма – это тяжко,;concession_r
Поэтому вместо соперничества лучше выбрать сотрудничество с гигантами – большинство CPaaS-игроков используют наработки крупных компаний,;Также на них большой спрос среди крупных игроков,;evidence_r
и это нормально.;Поэтому вместо соперничества лучше выбрать сотрудничество с гигантами – большинство CPaaS-игроков используют наработки крупных компаний,;evaluation_r
С другой стороны, это приводит к тому, что гигант-партнер управляет расходами других игроков;Также на них большой спрос среди крупных игроков,;joint_m
– устанавливает/меняет расценки на распознавание и синтез речи (вспоминаем WaveNet от Google).;С другой стороны, это приводит к тому, что гигант-партнер управляет расходами других игроков;restatement_m
То есть, если вы пользуетесь решениями гиганта,;то вы вынуждены сделать то же самое,;condition_r
а он вдруг решает изменить расценки,;То есть, если вы пользуетесь решениями гиганта,;contrast_m
то вы вынуждены сделать то же самое,;что может не очень обрадовать ваших пользователей.;cause_r
что может не очень обрадовать ваших пользователей.;С другой стороны, это приводит к тому, что гигант-партнер управляет расходами других игроков;restatement_m
Добавим сюда то, что вы будете отправлять данные этому гиганту;что может не очень обрадовать ваших пользователей.;joint_m
– для некоторых бизнесов это проблема.;Добавим сюда то, что вы будете отправлять данные этому гиганту;evaluation_r
Однако всегда можно не зависеть только от одного партнера,;пользоваться решениями нескольких гигантов со схожей функциональностью.;solutionhood_r
пользоваться решениями нескольких гигантов со схожей функциональностью.;С другой стороны, это приводит к тому, что гигант-партнер управляет расходами других игроков;contrast_m
Наконец, такое сотрудничество удобно и выгодно для CPaaS-игроков.;Также на них большой спрос среди крупных игроков,;evaluation_r
Вместо заключения;Грядут новые технологии,;preparation_r
которые повлияют на коммуникации так же,;Грядут новые технологии,;elaboration_r
как в свое время повлиял WebRTC;которые повлияют на коммуникации так же,;comparison_m
– это 5G и AV1.;Грядут новые технологии,;same-unit_m
5G призван воплотить в жизнь принцип «всегда онлайн» – это конечная цель,;Грядут новые технологии,;elaboration_r
но ясно, что это случится не в один день.;5G призван воплотить в жизнь принцип «всегда онлайн» – это конечная цель,;contrast_m
С приходом этой технологии;у CPaaS появится больше возможностей,;condition_r
у CPaaS появится больше возможностей,;5G призван воплотить в жизнь принцип «всегда онлайн» – это конечная цель,;elaboration_r
потому что даже те, кто раньше не пользовался мобильной передачей данных, начнут это делать.;у CPaaS появится больше возможностей,;cause_r
Инфраструктура коммуникаций изменится,;у CPaaS появится больше возможностей,;joint_m
а вместе с ней изменятся и привычные телекоммуникационные бизнесы.;Инфраструктура коммуникаций изменится,;joint_m
Видеокодек AV1 тоже будет полезен для CPaaS,;а значит не надо будет заботиться о лицензиях.;cause_r
так как он бесплатен,;Видеокодек AV1 тоже будет полезен для CPaaS,;cause_r
а значит не надо будет заботиться о лицензиях.;Грядут новые технологии,;joint_m
Бесплатный кодек,;а значит не надо будет заботиться о лицензиях.;elaboration_r
который эффективнее чем H.265;Бесплатный кодек,;comparison_m
и будет доступен всем,;Бесплатный кодек,;elaboration_r
тоже изменит мир коммуникаций.;Бесплатный кодек,;same-unit_m
Будущее происходит на наших глазах,;тоже изменит мир коммуникаций.;evaluation_r
и Voximplant не только следит за происходящим,;Будущее происходит на наших глазах,;joint_m
но и участвует в этом процессе.;и Voximplant не только следит за происходящим,;contrast_m
