EDU_1;EDU_2;Relation
и лишаешь ее другого;Да, в обмен на эту связь и ощущение безопасности теряешь свободу;joint_m
— но зато как хорошо...;Да, в обмен на эту связь и ощущение безопасности теряешь свободу;contrast_m
Чем больше напуган этот младенец;— тем менее терпим он будет к любым намекам на то, что другой человек не в состоянии удовлетворить это всепоглощающую младенческую тоску по утраченной матери.;condition_r
А эти намеки неизбежно появятся;— тем менее терпим он будет к любым намекам на то, что другой человек не в состоянии удовлетворить это всепоглощающую младенческую тоску по утраченной матери.;contrast_m
— любые различия, любой взгляд на сторону - уже угроза.;А эти намеки неизбежно появятся;elaboration_r
Любой намек на то, что у него или у нее есть мысли, не связанные с тобой, есть своя жизнь - уже угроза.;А эти намеки неизбежно появятся;elaboration_r
А обнаружение того, что другой человек в принципе не в состоянии полностью удовлетворить младенческий эмоциональный голод - и вовсе может породить состояние, близкое к панике.;Любой намек на то, что у него или у нее есть мысли, не связанные с тобой, есть своя жизнь - уже угроза.;contrast_m
И тогда младенец начинает действовать.;На одном полюсе его переживаний - ярость и ненависть к тому, кто осмелился предать это блаженное единство;preparation_r
(и неважно, было ли оно в реальности;На одном полюсе его переживаний - ярость и ненависть к тому, кто осмелился предать это блаженное единство;elaboration_r
или только воображалось).;(и неважно, было ли оно в реальности;joint_m
Когда мы переживаем отвержение;— в этой боли много гнева и страха.;condition_r
— в этой боли много гнева и страха.;На одном полюсе его переживаний - ярость и ненависть к тому, кто осмелился предать это блаженное единство;elaboration_r
Отвергнутый пытается любой ценой вернуть того, кто уходит. Или через тотальный контроль;— в этой боли много гнева и страха.;elaboration_r
(ты где?!,;Отвергнутый пытается любой ценой вернуть того, кто уходит. Или через тотальный контроль;elaboration_r
почему ты не отвечал на мои звонки целый час?!,;(ты где?!,;joint_m
просмотр чужих почт,;(ты где?!,;joint_m
взлом/ежечасный мониторинг аккаунтов в соцсетях и так далее);(ты где?!,;joint_m
или через отчаянные попытки стать еще лучше,;Отвергнутый пытается любой ценой вернуть того, кто уходит. Или через тотальный контроль;same-unit_m
стать настолько хорошим и замечательным,;Отвергнутый пытается любой ценой вернуть того, кто уходит. Или через тотальный контроль;joint_m
чтобы уж точно не бросили.;стать настолько хорошим и замечательным,;purpose_r
Ведь бросают только плохих,;стать настолько хорошим и замечательным,;cause_r
хороших бросить не могут!;Ведь бросают только плохих,;contrast_m
Что мне еще сделать,;Ведь бросают только плохих,;elaboration_r
чтобы ты не бросал?!;Что мне еще сделать,;purpose_r
Не зря психоаналитики называют такое состояние параноидным;— в этой боли много гнева и страха.;elaboration_r
— бьющийся в душе ужас бросает из крайности в крайность,;делая человека крайне подозрительным и враждебным.;cause_r
делая человека крайне подозрительным и враждебным.;Не зря психоаналитики называют такое состояние параноидным;antithesis_r
Чего только там нет...;Не зря психоаналитики называют такое состояние параноидным;elaboration_r
Например, фантазии о том, что отвергший меня человек сейчас радостно смеётся надо мной в компании друзей,;Чего только там нет...;evidence_r
пока я тут в одиночестве плачу.;Например, фантазии о том, что отвергший меня человек сейчас радостно смеётся надо мной в компании друзей,;condition_r
Ему/ей вообще нет до меня дела.;Например, фантазии о том, что отвергший меня человек сейчас радостно смеётся надо мной в компании друзей,;evaluation_r
Отвергли;Например, фантазии о том, что отвергший меня человек сейчас радостно смеётся надо мной в компании друзей,;evaluation_r
— и пошли дальше, похихикивая.;Отвергли;contrast_m
Он/она рисуются в душе бессердечными, надменными гадами.;Например, фантазии о том, что отвергший меня человек сейчас радостно смеётся надо мной в компании друзей,;joint_m
Но ничего! Я сейчас займусь собой как следует,;то поразишься тому, как я изменился,;cause_r
сброшу вес,;Но ничего! Я сейчас займусь собой как следует,;joint_m
пойду в спортзал;Но ничего! Я сейчас займусь собой как следует,;joint_m
— и когда ты в следующий раз увидишь меня,;то поразишься тому, как я изменился,;condition_r
то поразишься тому, как я изменился,;Он/она рисуются в душе бессердечными, надменными гадами.;contrast_m
но будет уже поздно!!;то поразишься тому, как я изменился,;contrast_m
Или убью себя,;и ты осознаешь, как я был тебе дорог;cause_r
и ты осознаешь, как я был тебе дорог;то поразишься тому, как я изменился,;joint_m
— но будет уже поздно,;ты познаешь боль, на которую меня обрекла!;cause_r
ты познаешь боль, на которую меня обрекла!;и ты осознаешь, как я был тебе дорог;contrast_m
(реально или мнимо - неважно).;В этом воспаленном сознании полностью исчезает какая-либо эмпатия к тому, кто тебя отверг;evaluation_r
Отвергающий по определению - бессердечный негодяй/гадина,;В этом воспаленном сознании полностью исчезает какая-либо эмпатия к тому, кто тебя отверг;elaboration_r
потому что отказал/а нуждающемся в том, без чего он не проживет.;Отвергающий по определению - бессердечный негодяй/гадина,;cause_r
Отказался жертвовать собой,;Отвергающий по определению - бессердечный негодяй/гадина,;elaboration_r
как жертвует своим временем и здоровьем мать;Отказался жертвовать собой,;comparison_m
для того, чтобы выходить младенца.;как жертвует своим временем и здоровьем мать;purpose_r
Отверженный не осознает другого как живого, чувствующего, думающего, переживающего;Отвергающий по определению - бессердечный негодяй/гадина,;comparison_m
— для него это просто объект, не дающий того, что требуется.;Отверженный не осознает другого как живого, чувствующего, думающего, переживающего;elaboration_r
В общем-то, с позиции младенческой психики так оно и есть.;Отверженный не осознает другого как живого, чувствующего, думающего, переживающего;evaluation_r
И ярость (ДАЙ!!!) сменяется ненавистью (ТОГДА СТРАДАЙ САМ!!!),;Отверженный не осознает другого как живого, чувствующего, думающего, переживающего;evidence_r
переходящей в ярость и ненависть к себе;И ярость (ДАЙ!!!) сменяется ненавистью (ТОГДА СТРАДАЙ САМ!!!),;elaboration_r
(если бы я был лучше;— я бы не был оставлен!).;condition_r
— я бы не был оставлен!).;переходящей в ярость и ненависть к себе;evidence_r
и именно в нем заключается возможность взросления и сепарации,;Но есть и другой полюс переживаний,;joint_m
когда происходит чудо:;и именно в нем заключается возможность взросления и сепарации,;condition_r
ты обнаруживаешь, что да, больше никто в мире не может быть тебе заменой матери,;Но есть и другой полюс переживаний,;elaboration_r
но есть люди, которые всё равно что-то могут дать тебе.;ты обнаруживаешь, что да, больше никто в мире не может быть тебе заменой матери,;contrast_m
Эти люди не в состоянии удовлетворить всю потребность в любви;и из этих маленьких огоньков и складывается то, что греет тебя,;cause_r
— но ты можешь брать по чуть-чуть,;Эти люди не в состоянии удовлетворить всю потребность в любви;contrast_m
и из этих маленьких огоньков и складывается то, что греет тебя,;Но есть и другой полюс переживаний,;elaboration_r
даже когда ты один.;и из этих маленьких огоньков и складывается то, что греет тебя,;condition_r
Это полюс грусти и горевания.;Но есть и другой полюс переживаний,;elaboration_r
Но о нём продолжу позже.;Это полюс грусти и горевания.;joint_m
