EDU_1;EDU_2;Relation
Я сказал, что подумаю до завтрашнего утра.;Вечером мне перезвонил Букинг;sequence_m
В итоге, посчитав, что скидка больше чем в 40 евро лучше;мы решили принять предложение.;cause_r
чем съезжать;В итоге, посчитав, что скидка больше чем в 40 евро лучше;comparison_m
без компенсации;чем съезжать;condition_r
и платить 250-300 за неизвестно что не в таком центровом месте,;чем съезжать;joint_m
На следующий день,;мы решили принять предложение.;evaluation_r
при передаче денег,;мне было эмоционально сказано, что он мне доверяет;condition_r
мне было эмоционально сказано, что он мне доверяет;На следующий день,;same-unit_m
и не берет расписки,;На следующий день,;joint_m
но я должен сдержать свое обещание;На следующий день,;contrast_m
и написать хороший отзыв.;но я должен сдержать свое обещание;joint_m
Дальнейшие дни мы прожили без приключений.;Вот так покупаются отзывы на Букинге.;preparation_r
На фото – вид с балкона номера, бокалы из общей зоны.;Дальнейшие дни мы прожили без приключений.;elaboration_r
Никогда не думал, что это возможно.;Вот так покупаются отзывы на Букинге.;evaluation_r
По понятным причинам, название отеля указывать не буду.;Вот так покупаются отзывы на Букинге.;elaboration_r
Отзыв я написал, корректный,;По понятным причинам, название отеля указывать не буду.;elaboration_r
и в нем указал о моих ожиданиях.;Отзыв я написал, корректный,;joint_m
В Букинг про некорректное описание больше не обращался.;По понятным причинам, название отеля указывать не буду.;joint_m
Предпримут ли они что—то по первому обращению,;В Букинг про некорректное описание больше не обращался.;elaboration_r
не знаю.;Предпримут ли они что—то по первому обращению,;evaluation_r
Сейчас в описании номера я вижу только общие удобства,;В Букинг про некорректное описание больше не обращался.;evidence_r
как и должно быть.;Сейчас в описании номера я вижу только общие удобства,;evaluation_r
Но общие кухонные принадлежности из описания номера не удалены.;Сейчас в описании номера я вижу только общие удобства,;contrast_m
Что вас не устраивает в отзывах Букинга?;А какой системе отзывов больше доверяете вы?;joint_m
