EDU_1;EDU_2;Relation
— а они действительно были в том месте -;вдруг монахи;elaboration_r
окажутся правы.;вдруг монахи;same-unit_m
Пришлось дать себе слово вернуться сюда в более подходящее время.;Вывод такой: до Тавкавти можно добраться только пешком,;elaboration_r
По дороге к Тавкавти в ущелье реки Кавтура. Грузия, Кавчурское ущелье,;Вывод такой: до Тавкавти можно добраться только пешком,;elaboration_r
Каменные развалины да небольшая свежая церквушка на кладбище - вот и все, что осталось от села Паратиси.;Самое внятное описание этого места, найденное в интернете:;preparation_r
Ехать дальше было рискованно. Грузия, Кавчурское ущелье,;Каменные развалины да небольшая свежая церквушка на кладбище - вот и все, что осталось от села Паратиси.;evaluation_r
...есть дорога дальше, сквозь лес. Глубоко в ущелье.;Самое внятное описание этого места, найденное в интернете:;elaboration_r
Там два села с небольшим количеством домов, в основном заброшенных.;...есть дорога дальше, сквозь лес. Глубоко в ущелье.;elaboration_r
Дальше дорога опять делится:;...есть дорога дальше, сквозь лес. Глубоко в ущелье.;sequence_m
та, что направо — через заповедник переходит в ущелье к комплексу Ркони;Дальше дорога опять делится:;elaboration_r
[моё примечание: ни на одной карте эта дорога не обозначена],;та, что направо — через заповедник переходит в ущелье к комплексу Ркони;elaboration_r
а та, что прямо по ущелью — ведет к Тавкавта и сторожевому комплексу Сакуртхиси;та, что направо — через заповедник переходит в ущелье к комплексу Ркони;joint_m
[моё примечание: это одинокая башня, отсутствующая на картах - 41°465N 44°2735E].;а та, что прямо по ущелью — ведет к Тавкавта и сторожевому комплексу Сакуртхиси;elaboration_r
А дальше через хребет дорога переходит;...есть дорога дальше, сквозь лес. Глубоко в ущелье.;sequence_m
и спускается к Манглиси.;А дальше через хребет дорога переходит;joint_m
В общем, это древняя дорога из одной части Грузии в другую. По ущелью.;...есть дорога дальше, сквозь лес. Глубоко в ущелье.;elaboration_r
И, разумеется, вдоль было множество сторожевых башень...;В общем, это древняя дорога из одной части Грузии в другую. По ущелью.;joint_m
Заброшенная церковь в Тавкавта, куда мы не попали. Фото из Викимапии, автор augrabis. Башня в Сакуртхиси. Фото из Викимапии, автор augrabis.;Самое внятное описание этого места, найденное в интернете:;elaboration_r
Двигаясь назад,;нашли небольшую полянку у самой реки,;condition_r
устроили пикник.;нашли небольшую полянку у самой реки,;joint_m
Монастырь оправдывает свое название;— ущелье Кавтуры действительно каменистое. Грузия, Кавчурское ущелье;evidence_r
— ущелье Кавтуры действительно каменистое. Грузия, Кавчурское ущелье;нашли небольшую полянку у самой реки,;elaboration_r
— место неплохо сохранившееся,;Нас ждал комплекс Магаладзе - фамильная церковь с усыпальницей;elaboration_r
имеющее свою историю;— место неплохо сохранившееся,;joint_m
и удачно вписывающееся в окружающий пейзаж.;— место неплохо сохранившееся,;joint_m
Вероятно, первая постройка здесь - сторожевая башня,;Нас ждал комплекс Магаладзе - фамильная церковь с усыпальницей;evaluation_r
она выглядит древнее остальных построек, и находится немного в стороне, на пригорке.;Вероятно, первая постройка здесь - сторожевая башня,;evidence_r
Информация о дате постройки и каких-то известных, связанных с ней, исторических событиях отсутствует.;Вероятно, первая постройка здесь - сторожевая башня,;evidence_r
Башня на удивление оказалась богата надписями и барельефами.;Вероятно, первая постройка здесь - сторожевая башня,;elaboration_r
[Согласно сайту dzeglebi.ge;башня была построена в 1679 г. Папуной Магаладзе.;attribution_r
башня была построена в 1679 г. Папуной Магаладзе.;Вероятно, первая постройка здесь - сторожевая башня,;elaboration_r
Позволю себе усомниться в этой датировке;башня была построена в 1679 г. Папуной Магаладзе.;evaluation_r
и не менять ничего в основном тексте,;Позволю себе усомниться в этой датировке;joint_m
но для полноты картины вынесу сюда и эту информацию.];Позволю себе усомниться в этой датировке;contrast_m
Грузия, Кавчурское ущелье, Магаалант Эклесия  Бойницы на крыше. Грузия, Кавчурское ущелье, Магаалант Эклесия  Вход Грузия, Кавчурское ущелье, Магаалант Эклесия  Очаг. Грузия, Кавчурское ущелье, Магаалант Эклесия  Внутри. Обратите внимание на кирпичный потолок и ниши от перекрытий. Грузия, Кавчурское ущелье, Магаалант Эклесия  Украшающие башню резные камни. Св. Георгий Победоносец. Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Похоже на герб. Грузия, Кавчурское ущелье, Магаалант Эклесия  Судя по всему эта надпись и раскрывает дату постройки. Грузия, Кавчурское ущелье, Магаалант Эклесия  Вид от башни на церковный комплекс и село Цинарехи. Грузия, Кавчурское ущелье, Магаалант Эклесия;Нас ждал комплекс Магаладзе - фамильная церковь с усыпальницей;elaboration_r
Башня, через которую осуществляется вход на территорию комплекса, выглядит древнее остальных построек.;Это последняя из капитальных построек комплекса,;preparation_r
Тем не менее, её возвели лишь в 1716 году при Соломоне Магаладзе,;Башня, через которую осуществляется вход на территорию комплекса, выглядит древнее остальных построек.;contrast_m
служившем секретарём при католикосе.;Тем не менее, её возвели лишь в 1716 году при Соломоне Магаладзе,;elaboration_r
но при этом наименее сохранившаяся:;Это последняя из капитальных построек комплекса,;joint_m
венчавшая башню колокольня не пережила последующие бурные столетия.;Это последняя из капитальных построек комплекса,;elaboration_r
Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Вид со стороны двора. За деревом видна сторожевая башня. Грузия, Кавчурское ущелье, Магаалант Эклесия;Это последняя из капитальных построек комплекса,;elaboration_r
Основная церковь была построена в конце XII - начале XIII века, в одно время с собором Кватахеви.;В этот период, по праву считающийся кульминацией Золотого Века, престол занимала царица Тамара.;preparation_r
Грузия не знала более счастливого времени,;В этот период, по праву считающийся кульминацией Золотого Века, престол занимала царица Тамара.;elaboration_r
поэтому можно представить, на каком подъёме возводились храмы как здесь, так и по всей стране.;Грузия не знала более счастливого времени,;cause_r
Прошло каких-то 20 лет;и посыпались несчастья: монголы, персы, Тамерлан.;background_r
и посыпались несчастья: монголы, персы, Тамерлан.;В этот период, по праву считающийся кульминацией Золотого Века, престол занимала царица Тамара.;sequence_m
В XV веке окрестности Цинарехи были пожалованы царём Александром князьям Магаладзе,;В этот период, по праву считающийся кульминацией Золотого Века, престол занимала царица Тамара.;sequence_m
к тому времени перебравшимся в Картли из Имеретии.;В XV веке окрестности Цинарехи были пожалованы царём Александром князьям Магаладзе,;background_r
Впоследствии представители рода имели определенный вес в политической и церковной жизни Грузии,;В этот период, по праву считающийся кульминацией Золотого Века, престол занимала царица Тамара.;sequence_m
не раз появляясь в хрониках.;Впоследствии представители рода имели определенный вес в политической и церковной жизни Грузии,;joint_m
При Николае Магаладзе,;В этот период, по праву считающийся кульминацией Золотого Века, престол занимала царица Тамара.;sequence_m
служившем глашатаем в Светицховели;При Николае Магаладзе,;background_r
(глашатай объявлял официальные вести;служившем глашатаем в Светицховели;elaboration_r
род в то время достиг вершины своего влияния),;(глашатай объявлял официальные вести;joint_m
церковь была восстановлена,;При Николае Магаладзе,;same-unit_m
фрески обновлены (1677 г.).;При Николае Магаладзе,;joint_m
Церковь мне напомнила Чачубети, правда, там более ранняя постройка. Грузия, Кавчурское ущелье, Магаалант Эклесия  Орнаменты. Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия;В этот период, по праву считающийся кульминацией Золотого Века, престол занимала царица Тамара.;elaboration_r
Если кто-то думает, что древние мастера поленились вырезать блоки одинакового размера,;то будет очень не прав.;condition_r
то будет очень не прав.;Здесь каждый блок вымерен;evidence_r
и находится на своем месте.;Здесь каждый блок вымерен;joint_m
Такая кладка;позволяла сцеплять камни в замок,;purpose_r
позволяла сцеплять камни в замок,;что многократно увеличивало прочность стен.;cause_r
что многократно увеличивало прочность стен.;Поэтому сильно выгнутая задняя стена до сих пор не обрушилась.;cause_r
Поэтому сильно выгнутая задняя стена до сих пор не обрушилась.;Здесь каждый блок вымерен;elaboration_r
Грузия, Кавчурское ущелье, Магаалант Эклесия  Портал. Грузия, Кавчурское ущелье, Магаалант Эклесия  Притвор. Грузия, Кавчурское ущелье, Магаалант Эклесия  Сырость и время не пощадили фрески Грузия, Кавчурское ущелье, Магаалант Эклесия  Без вандалов также не обошлось. Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Грузия, Кавчурское ущелье, Магаалант Эклесия  Уж не знаменитый ли фотограф здесь безобразничал? Грузия, Кавчурское ущелье, Магаалант Эклесия  Пытаемся разобраться в надгробных надписях. Грузия, Кавчурское ущелье, Магаалант Эклесия;Здесь каждый блок вымерен;elaboration_r
В XVI-XVII веках во дворе церкви была возведена двухэтажная колокольня.;Первоначально на обоих этажах имелись арки,;preparation_r
но во второй половине XVII века Папуа Магаладзе,;Первоначально на обоих этажах имелись арки,;sequence_m
служивший дворецким при католикосе,;но во второй половине XVII века Папуа Магаладзе,;elaboration_r
велел их заложить.;но во второй половине XVII века Папуа Магаладзе,;same-unit_m
На первом этаже была обустроена фамильная усыпальница, на втором церковь.;Первоначально на обоих этажах имелись арки,;elaboration_r
Грузия, Кавчурское ущелье, Магаалант Эклесия  Внутри.  Роспись потолка. Грузия, Кавчурское ущелье, Магаалант Эклесия;Первоначально на обоих этажах имелись арки,;elaboration_r
В праздники приезжий батюшка проводит службу, на которую собираются прихожане из близлежащего поселка.;В настоящее время комплекс стоит заброшенным.;elaboration_r
В остальные дни сюда заглядывают разве что те, кто следуют в Кватахеви.;В праздники приезжий батюшка проводит службу, на которую собираются прихожане из близлежащего поселка.;joint_m
Странного вида камень в стене. Грузия, Кавчурское ущелье, Магаалант Эклесия;В настоящее время комплекс стоит заброшенным.;elaboration_r
Село Цинарехи выглядит весьма уныло и потрепанно.;В настоящее время комплекс стоит заброшенным.;evaluation_r
С первого взгляда видно, что это древнее место,;Село Цинарехи выглядит весьма уныло и потрепанно.;elaboration_r
но его срочно нужно латать;С первого взгляда видно, что это древнее место,;contrast_m
и восстанавливать.;но его срочно нужно латать;joint_m
Грузия, Кавчурское ущелье  Горы Триалетского хребта. Грузия, Кавчурское ущелье;Село Цинарехи выглядит весьма уныло и потрепанно.;elaboration_r
Напоследок немного полезной информации.;Добраться общественным транспортом до Кватахеви можно следующим образом:;preparation_r
на маршрутке до Каспи из Тбилиси или Гори, на локальной маршрутке до села Цинарехи, далее только пешком.;Добраться общественным транспортом до Кватахеви можно следующим образом:;elaboration_r
