EDU_1;EDU_2;Relation
хотя бы по соображениям сохранности государственной тайны;Про внезапно обнародованную прослушку переговоров двух очень больших дядек;concession_r
— я уже писала.;Про внезапно обнародованную прослушку переговоров двух очень больших дядек;same-unit_m
Теперь собственно про Сечина-свидетеля.;Его сначала допрашивают в качестве свидетеля;preparation_r
Его сначала допрашивают в качестве свидетеля;С тем и идут в суд.;preparation_r
(по-взрослому - со следственными действиями на месте совершения преступления),;Его сначала допрашивают в качестве свидетеля;condition_r
приобщают показания к делу;Его сначала допрашивают в качестве свидетеля;sequence_m
и - sic! - не включают в число свидетелей, подлежащих вызову в судебное заседание.;Его сначала допрашивают в качестве свидетеля;contrast_m
Потом в судебном процессе внезапно (!) решают, что вызвать Сечина в суд все-таки нужно;С тем и идут в суд.;contrast_m
и торжественно сообщают об этом ошарашенному судье.;Потом в судебном процессе внезапно (!) решают, что вызвать Сечина в суд все-таки нужно;sequence_m
Потом начинается странная;—  словом, танцуют все.;cause_r
— если не сказать мышиная -;Потом начинается странная;evaluation_r
возня с явкой Сечина в суд,;Потом начинается странная;same-unit_m
в которую зачем-то пристегиваются судебные приставы;Потом начинается странная;elaboration_r
(как будто на следственные действия Сечина доставляли они),;в которую зачем-то пристегиваются судебные приставы;evaluation_r
история обрастает мифами о закрытой приемной (или экспедиции?) «Роснефти»,;—  словом, танцуют все.;evaluation_r
народ рисует комиксы,;история обрастает мифами о закрытой приемной (или экспедиции?) «Роснефти»,;joint_m
ваяет мультики;народ рисует комиксы,;joint_m
—  словом, танцуют все.;С тем и идут в суд.;sequence_m
Потом выясняется, что показания Сечина прокуратуре как бы и не нужны,;С тем и идут в суд.;sequence_m
притом не нужны настолько,;Потом выясняется, что показания Сечина прокуратуре как бы и не нужны,;elaboration_r
что их даже не хотят зачитать в процессе.;притом не нужны настолько,;comparison_m
Защита при этом хихикает в сторонке,;С тем и идут в суд.;sequence_m
не веря своему внезапному счастью.;Защита при этом хихикает в сторонке,;cause_r
Защите Сечин вообще не нужен: ни письменно, ни устно.;Защита при этом хихикает в сторонке,;elaboration_r
Они прямо говорят, что это просто способ обжаловать приговор.;Защите Сечин вообще не нужен: ни письменно, ни устно.;evidence_r
Идем дальше.;Прокурор совершает совершенно удивительное процессуальное действие  - взвешивание сумки с деньгами. 22 килограмма чистого валютного веса.;preparation_r
Зачем?;Я правда не знаю.;solutionhood_r
Я правда не знаю.;Прокурор совершает совершенно удивительное процессуальное действие  - взвешивание сумки с деньгами. 22 килограмма чистого валютного веса.;elaboration_r
И если уж следовать прокурорской логике в этом процессе,;то потом нужно было набить эту же сумку бутылками с вином.;condition_r
то потом нужно было набить эту же сумку бутылками с вином.;Я правда не знаю.;elaboration_r
И тоже взвесить.;то потом нужно было набить эту же сумку бутылками с вином.;joint_m
И дать поднять подсудимому.;И тоже взвесить.;sequence_m
И попросить пронести по залу.;И тоже взвесить.;sequence_m
И сверить походку на видео и в зале суда.;И тоже взвесить.;sequence_m
Ибо сумка с жидкостями, даже идеально упакованными, ведет себя в руках совершенно иначе, чем сумка с твердым наполнителем.;то потом нужно было набить эту же сумку бутылками с вином.;evaluation_r
И вот теперь о вине.;Реконструируем события по версии экс-министра Улюкаева.;preparation_r
Это самое странное;И вот теперь о вине.;evaluation_r
и одновременно самое уморительное в этой истории.;Это самое странное;joint_m
Когда-то;Реконструируем события по версии экс-министра Улюкаева.;elaboration_r
— вроде как на Гоа дело было -;Когда-то;elaboration_r
Сечин пообещал угостить его таким вином, которое он еще не пробовал.;Когда-то;same-unit_m
И вот спустя месяц, в промозглой ноябрьской Москве Сечин звонит Улюкаеву говорит, что «весь объем собрали»;Когда-то;sequence_m
и приглашает заехать в офис.;И вот спустя месяц, в промозглой ноябрьской Москве Сечин звонит Улюкаеву говорит, что «весь объем собрали»;joint_m
И Улюкаев думает, что за вином, которого он никогда еще не пробовал.;Когда-то;sequence_m
И;Когда-то;sequence_m
— отменив запланированное совещание -;мчится на Софийскую набережную. За вином, которого он никогда не пробовал.;condition_r
мчится на Софийскую набережную. За вином, которого он никогда не пробовал.;И;same-unit_m
И на Софийской набережной,;Когда-то;sequence_m
едва заглянув в кабинет Сечина,;федеральный министр буквально бежит к ёлке, растущей во дворе у гаража,;condition_r
федеральный министр буквально бежит к ёлке, растущей во дворе у гаража,;И на Софийской набережной,;same-unit_m
и под этой самой елкой у гаража берет сумку.;И на Софийской набережной,;sequence_m
Будучи уверен, что там вино, которого он никогда не пробовал.;И на Софийской набережной,;cause_r
И схватив под елкой сумку весом в 22 аж килограмма,;несет её в машину.;condition_r
несет её в машину.;Когда-то;sequence_m
Конечно же, потому что там вино, которого он никогда не пробовал.;несет её в машину.;evaluation_r
И уже у машины, без единого мяу молча берет у Сечина ключи от этой сумки.;Когда-то;sequence_m
Потому что там вино, которое… ну вы уже знаете,;И уже у машины, без единого мяу молча берет у Сечина ключи от этой сумки.;cause_r
и вина всегда перевозят именно так - с ключами отдельно.;Потому что там вино, которое… ну вы уже знаете,;joint_m
И собственноручно кладет сумку в машину,;Когда-то;sequence_m
а ключи оставляет при себе.;И собственноручно кладет сумку в машину,;contrast_m
Потому что там вино, которое он никогда не пробовал.;И собственноручно кладет сумку в машину,;cause_r
И не говорит дарителю даже «спасибо». Ну если за вино. Которого он никогда не пробовал.;Когда-то;sequence_m
И что тут сказать.;Реконструируем события по версии экс-министра Улюкаева.;evaluation_r
Предупреждал вас козлов Уильям наш Шекспир,;«Не пей вина, Гертруда!»;cause_r
вот прямо вопиил, к вам обращаясь:;Предупреждал вас козлов Уильям наш Шекспир,;joint_m
«Не пей вина, Гертруда!»;И что тут сказать.;elaboration_r
Козленочком станешь. А то и целым козлом.;«Не пей вина, Гертруда!»;restatement_m
А вы все не напьетесь никак.;«Не пей вина, Гертруда!»;contrast_m
И кстати уж о вине.;Сумка, набитая бутылками вина, которого никогда не пробовал федеральный министр и один из самых известных сибаритов в правительстве;preparation_r
Сумка, набитая бутылками вина, которого никогда не пробовал федеральный министр и один из самых известных сибаритов в правительстве;«Не пей вина, Гертруда!»;elaboration_r
(то есть очень дорого вина );Сумка, набитая бутылками вина, которого никогда не пробовал федеральный министр и один из самых известных сибаритов в правительстве;restatement_m
— это по самым скромным подсчетам несколько десятков тысяч долларов,;Сумка, набитая бутылками вина, которого никогда не пробовал федеральный министр и один из самых известных сибаритов в правительстве;elaboration_r
что тоже вполне взятка в особо крупных.;Сумка, набитая бутылками вина, которого никогда не пробовал федеральный министр и один из самых известных сибаритов в правительстве;antithesis_r
Впрочем, это уже совсем другая история.;Сумка, набитая бутылками вина, которого никогда не пробовал федеральный министр и один из самых известных сибаритов в правительстве;evaluation_r
Ну и последнее. Уже безо всяких шуток.;он просто врёт.;condition_r
Когда экс-министр Улюкаев говорит,;что ставшее уже сакраментальным сечинское «весь объем собрали» он отнес на счет сделки про продаже госпакета «Роснефти»,;attribution_r
что ставшее уже сакраментальным сечинское «весь объем собрали» он отнес на счет сделки про продаже госпакета «Роснефти»,;он просто врёт.;condition_r
Притом врёт довольно беспомощно и глупо. Либо в расчете на то, что публика - совсем уж дура.;он просто врёт.;elaboration_r
Потому как разговор про «объемы», которые собрали, происходит в ноябре,;он просто врёт.;cause_r
а сделка по продаже госпакета РН сложилась в декабре.;Потому как разговор про «объемы», которые собрали, происходит в ноябре,;contrast_m
И знать о ней принимающий «объёмы» министр не мог просто вот тупо никак.  По определению.;а сделка по продаже госпакета РН сложилась в декабре.;contrast_m
Но спешно;Так за вином. Которого Улюкаев никогда не пробовал.;solutionhood_r
— отменив назначенное совещание -;едет в офис «Роснефти» по первому звонку Сечина.;condition_r
едет в офис «Роснефти» по первому звонку Сечина.;Но спешно;same-unit_m
Зачем?;Но спешно;elaboration_r
Так за вином. Которого Улюкаев никогда не пробовал.;И знать о ней принимающий «объёмы» министр не мог просто вот тупо никак.  По определению.;contrast_m
Теперь уж не попробует наверное.;Так за вином. Которого Улюкаев никогда не пробовал.;evaluation_r
Что грустно.;Теперь уж не попробует наверное.;evaluation_r
