EDU_1;EDU_2;Relation
На наш взгляд, такое расположение сканера является наиболее комфортным.;На задней панели смартфона расположена двойная основная камера и чуть ниже — сканер отпечатков пальцев.;evaluation_r
Указательный палец ложится туда естественным образом,;На наш взгляд, такое расположение сканера является наиболее комфортным.;evidence_r
и смартфон не нужно перекладывать в руке.;Указательный палец ложится туда естественным образом,;joint_m
Сам сканер работает очень быстро;На задней панели смартфона расположена двойная основная камера и чуть ниже — сканер отпечатков пальцев.;elaboration_r
и позволяет;блокировать не только аппарат, но и отдельные приложения.;cause_r
блокировать не только аппарат, но и отдельные приложения.;Сам сканер работает очень быстро;joint_m
Несмотря на довольно внушительные размеры LG G7 ThinQ,;за счет вытянутого дисплея и небольшой ширины;concession_r
за счет вытянутого дисплея и небольшой ширины;его довольно удобно держать в;cause_r
его довольно удобно держать в;В LG G7 ThinQ используется IPS-дисплей,;preparation_r
что немного странно для флагманского смартфона,;В LG G7 ThinQ используется IPS-дисплей,;evaluation_r
особенно, учитывая, что LG который год находится в лидерах по производству OLED-экранов.;что немного странно для флагманского смартфона,;cause_r
Тем не менее, дисплей смартфона выглядит великолепно.;В LG G7 ThinQ используется IPS-дисплей,;contrast_m
Размер экрана составляет 6,1 дюйма, формат 19:9, а разрешение 3120 × 1440 точек (плотность пикселей при этом достигает 564 ppi).;Тем не менее, дисплей смартфона выглядит великолепно.;elaboration_r
Пользователи, которым не нужно такое высокое разрешение, могут понизить его в настройках.;Размер экрана составляет 6,1 дюйма, формат 19:9, а разрешение 3120 × 1440 точек (плотность пикселей при этом достигает 564 ppi).;elaboration_r
В большинстве приложений это не сильно скажется на качестве картинки,;Пользователи, которым не нужно такое высокое разрешение, могут понизить его в настройках.;elaboration_r
однако значительно продлит время автономной работы смартфона.;В большинстве приложений это не сильно скажется на качестве картинки,;contrast_m
Отдельно хочется отметить высокую яркость экрана и широкие углы обзора,;благодаря чему изображение на экране даже в яркий солнечный день останется читабельным.;cause_r
благодаря чему изображение на экране даже в яркий солнечный день останется читабельным.;В LG G7 ThinQ используется IPS-дисплей,;joint_m
В настройках есть целых шесть режимов цветопередачи, включая «эксперт» с гибкой настройкой.;благодаря чему изображение на экране даже в яркий солнечный день останется читабельным.;elaboration_r
Память, чипсет и производительность;В LG G7 ThinQ используется платформа Qualcomm Snapdragon 845 в версии Napali,;preparation_r
которая подразумевает использование ядер Kryo 385 Gold с пониженной до 2,5 ГГц частотой.;В LG G7 ThinQ используется платформа Qualcomm Snapdragon 845 в версии Napali,;elaboration_r
Этого более, чем достаточно,;которая подразумевает использование ядер Kryo 385 Gold с пониженной до 2,5 ГГц частотой.;evaluation_r
чтобы смартфон занимал лидирующие позиции не только в синтетических тестах, но и в реальной жизни,;Этого более, чем достаточно,;purpose_r
предоставляя максимальную на сегодняшний день скорость работы.;чтобы смартфон занимал лидирующие позиции не только в синтетических тестах, но и в реальной жизни,;evidence_r
В бенчмарке AnTuTu смартфон выдает внушительные 263328 баллов.;Этого более, чем достаточно,;evidence_r
Производительности смартфона хватить;В LG G7 ThinQ используется платформа Qualcomm Snapdragon 845 в версии Napali,;joint_m
для выполнения абсолютно любых задач — от съемки и воспроизведения 4К-видео до самых «тяжелых» мобильных игр, запущенных на максимальных настройках.;Производительности смартфона хватить;purpose_r
Графическая подсистема в LG G7 ThinQ ничем не отличается от использующейся в обычном Snapdragon 845 – Adreno 630.;Производительности смартфона хватить;elaboration_r
В зависимости от версии, в смартфоне может быть установлено 4 либо 6 ГБ оперативной и 64 либо 128 ГБ постоянной памяти.;Производительности смартфона хватить;joint_m
Также существует возможность использовать карт памяти объемом до 2 ГБ.;В зависимости от версии, в смартфоне может быть установлено 4 либо 6 ГБ оперативной и 64 либо 128 ГБ постоянной памяти.;joint_m
Коммуникационные возможности;LG G7 ThinQ оснащен всеми современными радиомодулями, включая Wi-Fi ac/a/b/g/n (2.4 и 5 ГГц), Bluetooth 5.0 LE, NFC, LTE-A и GPS (поддерживается A-GPS), ГЛОНАСС.;preparation_r
Смартфон определяет спутники практически мгновенно,;LG G7 ThinQ оснащен всеми современными радиомодулями, включая Wi-Fi ac/a/b/g/n (2.4 и 5 ГГц), Bluetooth 5.0 LE, NFC, LTE-A и GPS (поддерживается A-GPS), ГЛОНАСС.;elaboration_r
а точность позиционирования составляет около 5-7 метров.;Смартфон определяет спутники практически мгновенно,;joint_m
Звук;и G7 ThinQ не является исключением из этих правил.;preparation_r
Как известно, большинство флагманских смартфонов LG могут похвастаться хорошим звуком,;и G7 ThinQ не является исключением из этих правил.;background_r
Начиная с модели V10 компания LG устанавливает в свои топовые смартфоны продвинутый QUAD DAC на основе ES9218P.;и G7 ThinQ не является исключением из этих правил.;evidence_r
Производитель звуковой «начинки» утверждает,;что внутри чипа на самом деле имеется восемь модулей ЦАП, по четыре на канал.;attribution_r
что внутри чипа на самом деле имеется восемь модулей ЦАП, по четыре на канал.;Начиная с модели V10 компания LG устанавливает в свои топовые смартфоны продвинутый QUAD DAC на основе ES9218P.;elaboration_r
Отсюда и взялось обозначение QUAD DAC.;что внутри чипа на самом деле имеется восемь модулей ЦАП, по четыре на канал.;elaboration_r
Звук в наушниках играет очень чисто, насыщенно, богато и динамично.;и G7 ThinQ не является исключением из этих правил.;evaluation_r
В смартфоне есть встроенный эквалайзер,;благодаря которому каждый пользователь может настроить звучание в соответствии со своими предпочтениями.;cause_r
благодаря которому каждый пользователь может настроить звучание в соответствии со своими предпочтениями.;Звук в наушниках играет очень чисто, насыщенно, богато и динамично.;elaboration_r
LG G7 ThinQ вполне способен заменить отдельный Hi-Fi плеер;Звук в наушниках играет очень чисто, насыщенно, богато и динамично.;evaluation_r
и стать верным спутником самых придирчивых к звуку меломанов.;LG G7 ThinQ вполне способен заменить отдельный Hi-Fi плеер;joint_m
Программное обеспечение;LG G7 ThinQ работает под управлением ОС Android 8.0 Oreo с собственной оболочкой,;preparation_r
которая немного изменилась внешне по сравнению с LG G6 и V30+.;LG G7 ThinQ работает под управлением ОС Android 8.0 Oreo с собственной оболочкой,;elaboration_r
Пользователи могут выбрать один из двух видов отображения: только рабочие столы, либо рабочие столы и отдельное меню с приложениями.;LG G7 ThinQ работает под управлением ОС Android 8.0 Oreo с собственной оболочкой,;elaboration_r
Поддерживаются разные темы оформления,;Пользователи могут выбрать один из двух видов отображения: только рабочие столы, либо рабочие столы и отдельное меню с приложениями.;joint_m
можно менять размер и сами шрифты,;Поддерживаются разные темы оформления,;joint_m
настраивать сетку основного экрана.;Поддерживаются разные темы оформления,;joint_m
Интерфейс LG G7 ThinQ можно назвать не только функциональным, но и очень красивым.;LG G7 ThinQ работает под управлением ОС Android 8.0 Oreo с собственной оболочкой,;joint_m
Меню настроек также имеет два вида: почти стандартный одним списком или отдельными вкладками.;Интерфейс LG G7 ThinQ можно назвать не только функциональным, но и очень красивым.;joint_m
Оболочка работает очень плавно.;LG G7 ThinQ работает под управлением ОС Android 8.0 Oreo с собственной оболочкой,;joint_m
По сравнению с предыдущими аппаратами, скроллинг и переключение между задачами стали выглядеть лучше.;Оболочка работает очень плавно.;evidence_r
Вырез в верхней части дисплея можно скрыть,;LG G7 ThinQ работает под управлением ОС Android 8.0 Oreo с собственной оболочкой,;joint_m
причем для активируемой строки состояния можно самостоятельно задать не только цвет, но и закругление углов.;Вырез в верхней части дисплея можно скрыть,;elaboration_r
Изменения затронули и Галерею.;LG G7 ThinQ работает под управлением ОС Android 8.0 Oreo с собственной оболочкой,;joint_m
LG G7 ThinQ умеет анализировать то, что изображено на снимках,;Изменения затронули и Галерею.;elaboration_r
после чего сортирует их по альбомам с соответствующими названиями.;LG G7 ThinQ умеет анализировать то, что изображено на снимках,;sequence_m
Камеры;Наверное, каждый пользователь, приобретающий флагманский смартфон, ждет от его камеры максимального качества снимков.;preparation_r
Наверное, каждый пользователь, приобретающий флагманский смартфон, ждет от его камеры максимального качества снимков.;В LG G7 ThinQ установлена система из двух тыльных объективов,;preparation_r
где основной получил 16-мегапиксельный датчик Sony IMX351 с диафрагмой f/1.6 и оптической стабилизацией,;В LG G7 ThinQ установлена система из двух тыльных объективов,;elaboration_r
а в помощь дан дополнительный 16-мегапиксельный широкоугольный сенсор с углом обзора 107° и  светосилой f/1.9.;где основной получил 16-мегапиксельный датчик Sony IMX351 с диафрагмой f/1.6 и оптической стабилизацией,;joint_m
Пользователям доступен широкий арсенал настроек,;В LG G7 ThinQ установлена система из двух тыльных объективов,;joint_m
при помощи которых можно получить действительно достойные снимки.;Пользователям доступен широкий арсенал настроек,;purpose_r
Искусственный интеллект (AI CAM) позволяет камере смартфона самостоятельно решать, как обрабатывать тот или иной снимок.;Пользователям доступен широкий арсенал настроек,;elaboration_r
LG G7 ThinQ пытается распознавать и сюжет, и даже объекты в кадре;– и в зависимости от того, что увидела камера, подбирает нужный стиль обработки.;cause_r
– и в зависимости от того, что увидела камера, подбирает нужный стиль обработки.;Искусственный интеллект (AI CAM) позволяет камере смартфона самостоятельно решать, как обрабатывать тот или иной снимок.;elaboration_r
Ни для кого не секрет, что для того,;Искусственный интеллект (AI CAM) позволяет камере смартфона самостоятельно решать, как обрабатывать тот или иной снимок.;evidence_r
чтобы получить максимально качественные снимки,;лучше осуществлять съемку в светлое время сток.;purpose_r
лучше осуществлять съемку в светлое время сток.;Ни для кого не секрет, что для того,;same-unit_m
Тем не менее, даже в темноте фотографии, сделанные на LG G7 ThinQ, получаются достаточно четкими.;Ни для кого не секрет, что для того,;contrast_m
В этом камере помогает режим Super Bright Camera,;Тем не менее, даже в темноте фотографии, сделанные на LG G7 ThinQ, получаются достаточно четкими.;elaboration_r
позволяющий поглощать больше света.;В этом камере помогает режим Super Bright Camera,;purpose_r
По качеству снимков;В этом камере помогает режим Super Bright Camera,;evaluation_r
в условиях плохой освещенности;LG G7 ThinQ готов бросить вызов таким камерофонам как Samsung Galaxy S9 и Huawei P20 Pro.;condition_r
LG G7 ThinQ готов бросить вызов таким камерофонам как Samsung Galaxy S9 и Huawei P20 Pro.;По качеству снимков;same-unit_m
Фронтальная камера не отличается чем-то особенным.;;elaboration_r
8-мегапиксельный модуль имеет светосила ƒ/1,9;Фронтальная камера не отличается чем-то особенным.;evidence_r
и позволяет делать неплохие по качеству селфи.;8-мегапиксельный модуль имеет светосила ƒ/1,9;purpose_r
Среди интересных функций «фронталки» стоит отметить различные стикеры дополненной реальности – незаменимый инструмент для всех, кто не представляет жизнь без ежедневных публикаций в Instagram.;;elaboration_r
Примеры фотографий;Среди интересных функций «фронталки» стоит отметить различные стикеры дополненной реальности – незаменимый инструмент для всех, кто не представляет жизнь без ежедневных публикаций в Instagram.;elaboration_r
Время автономной работы;Смартфон оснащен батарей емкостью всего 3000 мАч,;preparation_r
Смартфон оснащен батарей емкостью всего 3000 мАч,;На практике,;solutionhood_r
что, по современным меркам, довольно скромно.;Смартфон оснащен батарей емкостью всего 3000 мАч,;evaluation_r
Тем не менее, в LG утверждают,;что установленный в смартфоне дисплей потребляет на 30% меньше энергии, чем экран LG G6.;attribution_r
что установленный в смартфоне дисплей потребляет на 30% меньше энергии, чем экран LG G6.;Смартфон оснащен батарей емкостью всего 3000 мАч,;contrast_m
при активном использовании, постоянном соединении с сетью, синхронизацией большого количества различных аккаунтов, около полу часа звонков и часа веб-серфинга, игр и просмотра видео в YouTube,;На практике,;condition_r
смартфона хватило почти на сутки.;На практике,;same-unit_m
Как и большинство других флагманских смартфонов, LG G7 ThinQ поддерживает быструю зарядку:;На практике,;background_r
до 50% устройство заряжается всего за 35 минут.;Как и большинство других флагманских смартфонов, LG G7 ThinQ поддерживает быструю зарядку:;elaboration_r
Сравнение с конкурентами;поэтому завоевать сердца покупателей новинке будет непросто.;preparation_r
Если говорить о конкурентах,;у LG G7 ThinQ их довольно много,;condition_r
у LG G7 ThinQ их довольно много,;поэтому завоевать сердца покупателей новинке будет непросто.;cause_r
Мешать смартфону занять лидирующие позиции будут не только флагманы А-брендов (Samsung Galaxy S9 Plus и Apple iPhone X), но и менее популярные Huawei P20 Pro, OnePlus 6 и ASUS Zenfone 5.;поэтому завоевать сердца покупателей новинке будет непросто.;evidence_r
С последним LG G7 ThinQ, кстати, очень похож по дизайну,;Мешать смартфону занять лидирующие позиции будут не только флагманы А-брендов (Samsung Galaxy S9 Plus и Apple iPhone X), но и менее популярные Huawei P20 Pro, OnePlus 6 и ASUS Zenfone 5.;elaboration_r
однако ASUS немного проигрывает южнокорейскому флагману по характеристикам.;С последним LG G7 ThinQ, кстати, очень похож по дизайну,;contrast_m
ОЦЕНКА BLOG.ALLO.UA;ВЫВОДЫ: После ряда неудач у компании наконец получилось создать очень достойный смартфон.;preparation_r
ПЛЮСЫ: яркий экран, высокопроизводительная «начинка», отличный звук в наушниках, хорошее качество камер, материалы корпуса и защита MIL-STD 810G, быстрая и удобная графическая оболочка.;ВЫВОДЫ: После ряда неудач у компании наконец получилось создать очень достойный смартфон.;solutionhood_r
МИНУСЫ: привычный дизайн с «монобровью», спорное размещение кнопки Google Assistant, небольшая емкость аккумулятора.;ПЛЮСЫ: яркий экран, высокопроизводительная «начинка», отличный звук в наушниках, хорошее качество камер, материалы корпуса и защита MIL-STD 810G, быстрая и удобная графическая оболочка.;contrast_m
У G7 ThinQ есть все, что должно быть у современного флагмана: качественный экран, мощный процессор, отличные камеры, шикарный звук…;ВЫВОДЫ: После ряда неудач у компании наконец получилось создать очень достойный смартфон.;elaboration_r
Единственное, что вызывает вопросы - дизайн смартфона.;У G7 ThinQ есть все, что должно быть у современного флагмана: качественный экран, мощный процессор, отличные камеры, шикарный звук…;contrast_m
В компании решили использовать актуальные модные решения,;Единственное, что вызывает вопросы - дизайн смартфона.;elaboration_r
которые многим уже успели наскучить.;В компании решили использовать актуальные модные решения,;evaluation_r
Сможет ли смартфон LG G7 ThinQ составить достойную конкуренцию таким флагманам, как Samsung Galaxy S9, iPhone X или Huawei P20 Pro?;Мы думаем, что да,;solutionhood_r
Мы думаем, что да,;ВЫВОДЫ: После ряда неудач у компании наконец получилось создать очень достойный смартфон.;evaluation_r
а как будет на самом деле - покажет время!;Мы думаем, что да,;contrast_m
