EDU_1;EDU_2;Relation
Квартиры сдаются,;— каждый раз лепится новая наклейка.;cause_r
снимаются;Квартиры сдаются,;joint_m
— каждый раз лепится новая наклейка.;Из-за этого многие ящики имеют непрезентабельный вид.;cause_r
Из-за этого многие ящики имеют непрезентабельный вид.;Вместо них они пишут фамилии.;evaluation_r
Я как-то задалась вопросом: что если почтальон новый,;Это ж каждый раз читать постоянно меняющиеся фамилии!;solutionhood_r
а в его ведении многоподъездный, многоквартирный дом?;Я как-то задалась вопросом: что если почтальон новый,;joint_m
Это ж каждый раз читать постоянно меняющиеся фамилии!;Как мне объяснили,;preparation_r
Вот так ящики выглядят снаружи.;Это ж каждый раз читать постоянно меняющиеся фамилии!;elaboration_r
А вот так внутри.;Вот так ящики выглядят снаружи.;contrast_m
если пакет объемный,;Как мне объяснили,;condition_r
то почтальон заходит внутрь;Как мне объяснили,;same-unit_m
и кладет его сверху, на ящики.;Как мне объяснили,;sequence_m
Или,;Как мне объяснили,;contrast_m
если почтальон ленив,;Или,;condition_r
оставляет извещение;Или,;same-unit_m
и за пакетом приходится идти в почтовое отделение.;Или,;sequence_m
Чехи знатно спамят;— я проверяла ящик два дня назад.;evaluation_r
— я проверяла ящик два дня назад.;Можно, конечно, швырнуть все в мусорку,;solutionhood_r
Множество буклетов, рекламок, скидочных талонов.;— я проверяла ящик два дня назад.;elaboration_r
Я за год еще не выучила названия всех магазинов!;Множество буклетов, рекламок, скидочных талонов.;evaluation_r
но;Можно, конечно, швырнуть все в мусорку,;contrast_m
пока еще на этот адрес приходят письма хозяйке квартиры,;приходится пролистывать всё.;condition_r
приходится пролистывать всё.;но;same-unit_m
Не настолько,;поэтому доедаю пачку творога с малиной и бананом.;cause_r
чтобы полноценно готовить,;Не настолько,;condition_r
поэтому доедаю пачку творога с малиной и бананом.;Как-то уже проголодалась.;elaboration_r
Ну и немного паззла :);Как-то уже проголодалась.;joint_m
Переодеваюсь и на выход.;Как-то уже проголодалась.;sequence_m
У меня еще есть дела.;Переодеваюсь и на выход.;cause_r
Попытка селфи.;Как-то уже проголодалась.;sequence_m
Непохожа на себя. Вообще :));Попытка селфи.;evaluation_r
Проверка времени и транспорта.;Мне нужен 118 автобус,;preparation_r
Тот самый частный сектор.;Проверка времени и транспорта.;background_r
поэтому иду с другой стороны, чем обычно,;Мне нужен 118 автобус,;cause_r
но всегда,;поэтому иду с другой стороны, чем обычно,;evaluation_r
проходя мимо этого дома,;улыбаюсь.;condition_r
улыбаюсь.;но всегда,;same-unit_m
Карта Праги. Я живу вот тут.;Мне нужен 118 автобус,;background_r
Сажусь в автобус.;Очень удобная система проездных - не только месячный, но и годовой.;preparation_r
Транспорт в Праге - один из лучших, что я видела в Европе.;Сажусь в автобус.;evaluation_r
Короли, конечно, трамваи и метро.;Транспорт в Праге - один из лучших, что я видела в Европе.;elaboration_r
Очень удобная система проездных - не только месячный, но и годовой.;Небольшая сравнительная характеристика.;evaluation_r
Небольшая сравнительная характеристика.;Поэтому своим гостям я заранее покупаю несколько штук.;background_r
В Праге годовой проездной обойдется в 143 евро,;Небольшая сравнительная характеристика.;elaboration_r
в Бирмингеме - 805,;В Праге годовой проездной обойдется в 143 евро,;comparison_m
в Риге - 600 евро.;В Праге годовой проездной обойдется в 143 евро,;comparison_m
Одноразовые билеты: на полчаса стоит 24 кроны (0,95 евро),;В Праге годовой проездной обойдется в 143 евро,;joint_m
на 90 минут - 32,;Одноразовые билеты: на полчаса стоит 24 кроны (0,95 евро),;comparison_m
на весь день - 110 крон (4,30 евро),;Одноразовые билеты: на полчаса стоит 24 кроны (0,95 евро),;comparison_m
на 3 дня - 310.;Одноразовые билеты: на полчаса стоит 24 кроны (0,95 евро),;comparison_m
Правда, говорят, что с нового года подорожают.;В Праге годовой проездной обойдется в 143 евро,;contrast_m
Приобрести билеты у водителя невозможно,;Поэтому своим гостям я заранее покупаю несколько штук.;cause_r
кондукторов тут тоже нет;Приобрести билеты у водителя невозможно,;joint_m
(контролеры, кстати, встречаются).;кондукторов тут тоже нет;contrast_m
Компостируют билет вот в этих желтых ящиках со светящейся стрелочкой.;Поэтому своим гостям я заранее покупаю несколько штук.;joint_m
Ехать минут 10, на другой берег Влтавы.;Немного напоминает питерскую - двери с грохотом закрываются,;preparation_r
Потом пересаживаюсь на желтую ветку метро.;Ехать минут 10, на другой берег Влтавы.;sequence_m
Люблю метро.;Потом пересаживаюсь на желтую ветку метро.;evaluation_r
Точнее, люблю города, в которых есть метро :);Люблю метро.;elaboration_r
В Праге оно неглубокое;Потом пересаживаюсь на желтую ветку метро.;background_r
и то и дело выныривает на поверхность.;В Праге оно неглубокое;elaboration_r
Желтая ветка метро брутальна.;Немного напоминает питерскую - двери с грохотом закрываются,;evaluation_r
вагоны с лязгом проносятся по тунелям.;Немного напоминает питерскую - двери с грохотом закрываются,;joint_m
Моя обычная ветка - красная,;Немного напоминает питерскую - двери с грохотом закрываются,;comparison_m
вся такая тишайшая, прилизанная :)));Моя обычная ветка - красная,;evaluation_r
Приехала.;Приехала я в район Смихов-Андел,;preparation_r
Таймчек и наверх.;Приехала.;sequence_m
Наверху внезапно взгляд цепляется за искусство :));Приехала.;sequence_m
где обычно бываю редко.;Приехала я в район Смихов-Андел,;background_r
Смихов - промышленный район, Андел - экспатско-тусовочный.;Приехала я в район Смихов-Андел,;elaboration_r
Тут у меня две остановки.;Смихов - промышленный район, Андел - экспатско-тусовочный.;joint_m
Пока иду до нужного магазина,;осматриваю окрестности.;condition_r
осматриваю окрестности.;На любой, мало-мальски людной площади развернуты рождественские рыночки.;preparation_r
Тут есть все, в топе, конечно, горячее вино, трдельник (лакомство из теста с сахаром и корицей), хот-доги, да блюда из свинины на вертеле.;На любой, мало-мальски людной площади развернуты рождественские рыночки.;elaboration_r
Основная часть рождественских рыночков работает до конца года,;На любой, мало-мальски людной площади развернуты рождественские рыночки.;elaboration_r
но самые крупные в центре - до 6 января.;Основная часть рождественских рыночков работает до конца года,;contrast_m
Наметила себе до конца года обойти их все :));Основная часть рождественских рыночков работает до конца года,;elaboration_r
А это - чисто чешское.;На любой, мало-мальски людной площади развернуты рождественские рыночки.;joint_m
За дня два до Рождества практически на всех углах стоят вот такие вот палатки.;А это - чисто чешское.;elaboration_r
Здесь продают живых карпов.;За дня два до Рождества практически на всех углах стоят вот такие вот палатки.;elaboration_r
Запеченный карп - главное блюдо чешского рождественского стола.;Здесь продают живых карпов.;background_r
И продают их только до 24 числа.;Запеченный карп - главное блюдо чешского рождественского стола.;joint_m
Говорят, что в последнее время, 25-26 декабря все больше людей выходят на набережные Влтавы;Запеченный карп - главное блюдо чешского рождественского стола.;contrast_m
и выпускают в реку живых карпов,;Говорят, что в последнее время, 25-26 декабря все больше людей выходят на набережные Влтавы;joint_m
которые;и выпускают в реку живых карпов,;elaboration_r
из милосердия;не стали украшением праздничного стола.;cause_r
не стали украшением праздничного стола.;которые;same-unit_m
Честно скажу - я рыбу не ем вообще (как и любые морепродукты),;Запеченный карп - главное блюдо чешского рождественского стола.;evaluation_r
поэтому полюбопытствовала, но и только.;Честно скажу - я рыбу не ем вообще (как и любые морепродукты),;cause_r
Ёлочные базары тоже работают только до 24 числа.;На любой, мало-мальски людной площади развернуты рождественские рыночки.;joint_m
Цены на ёлки разные;Ёлочные базары тоже работают только до 24 числа.;elaboration_r
А вот и моя цель. Книжный супермаркет.;а в одном из сообществ прочитала, что тут просто открыточный рай.;preparation_r
Но я сюда за открытками пришла.;А вот и моя цель. Книжный супермаркет.;contrast_m
Нужно докупить несколько,;а в одном из сообществ прочитала, что тут просто открыточный рай.;solutionhood_r
а в одном из сообществ прочитала, что тут просто открыточный рай.;Купила три штуки;solutionhood_r
Что ж, всегда надо понимать, что то, что для одного вау,;а в одном из сообществ прочитала, что тут просто открыточный рай.;evaluation_r
для другого - мда?.;Что ж, всегда надо понимать, что то, что для одного вау,;contrast_m
Рая не оказалось,;а в одном из сообществ прочитала, что тут просто открыточный рай.;contrast_m
если не считать пару штативов с не очень большим выбором.;Рая не оказалось,;condition_r
Но может все распродали?;Рая не оказалось,;contrast_m
и покинула заведение.;Купила три штуки;sequence_m
До второй цели я решила пройти пешком,;Церквей и костелов в Праге множество.;preparation_r
попутно глазея на дома.;До второй цели я решила пройти пешком,;condition_r
Рельсы, рельсы.;До второй цели я решила пройти пешком,;joint_m
Их можно не заметить;Церквей и костелов в Праге множество.;evaluation_r
и пройти мимо,;Их можно не заметить;joint_m
или только их и замечать;Их можно не заметить;contrast_m
Прага архитектурно напоминает мне Ригу,;может поэтому я за неполный год почувствовала себя здесь как дома? :);cause_r
может поэтому я за неполный год почувствовала себя здесь как дома? :);Церквей и костелов в Праге множество.;evaluation_r
Кстати. На пражских домах всегда два номера - на красной табличке и на синей.;Ищу нужный дом.;background_r
На красной - кадастровый номер дома, на синей - порядковый.;Кстати. На пражских домах всегда два номера - на красной табличке и на синей.;elaboration_r
И номер на почтовых отправлениях всегда будет двойной- 506/48.;На красной - кадастровый номер дома, на синей - порядковый.;elaboration_r
А мне сюда;Ищу нужный дом.;joint_m
В Праге 4 котокафе.;После переезда и встречи нового года, первое, куда я пошла после обзорной прогулки по городу - котокафе.;preparation_r
Потом узнала о существовании еще трех :);После переезда и встречи нового года, первое, куда я пошла после обзорной прогулки по городу - котокафе.;sequence_m
Это второе.;Потом узнала о существовании еще трех :);elaboration_r
Оно теснее, чем первое,;Это второе.;comparison_m
котов тут меньше,;Оно теснее, чем первое,;joint_m
посетителей больше.;Оно теснее, чем первое,;joint_m
Котолежбище;Это второе.;elaboration_r
Котики быват разные;Котолежбище;joint_m
Запостить в инстаграм, собрать лайки :)));Котолежбище;joint_m
На стене - список обитателей.;Котолежбище;joint_m
Пока жду заказ (домашний малиновый лимонад),;записываю мысль.;condition_r
Одно из моих увлечений - написание рассказов.;записываю мысль.;background_r
Иногда в голову приходит какая-то мысль,;Для этого на телефоне есть заметки.;solutionhood_r
а полноценно писать нет времени.;Иногда в голову приходит какая-то мысль,;contrast_m
Для этого на телефоне есть заметки.;записываю мысль.;purpose_r
но лучше их гладить :));Котиков можно постить бесконечно, хоть на весь пост,;contrast_m
Ухожу из кафе с восстановившейся кармой :)));Котиков можно постить бесконечно, хоть на весь пост,;evaluation_r
Прошу прощения за качество, с часами вообще проблема оказалась.;Ухожу из кафе с восстановившейся кармой :)));evaluation_r
Раз открыточки куплены,;их надо отправить.;cause_r
их надо отправить.;Сажусь в трамвай;preparation_r
Сажусь в трамвай;то всегда захожу в это отделение;preparation_r
и через три остановки оказываюсь у Чешской почты.;Сажусь в трамвай;sequence_m
Если я бываю в центре,;то всегда захожу в это отделение;condition_r
(работает, кстати, до полуночи).;то всегда захожу в это отделение;background_r
Оно шикарное;то всегда захожу в это отделение;evaluation_r
— жаль, в деталях фоткать не дают;то всегда захожу в это отделение;evaluation_r
— строгий дядечка не разрешает даже говорить по телефону,;— жаль, в деталях фоткать не дают;cause_r
а уж фотографирование - это вовсе за гранью его понимания!;— строгий дядечка не разрешает даже говорить по телефону,;joint_m
Приходится тайком.;— жаль, в деталях фоткать не дают;contrast_m
Очередь оказывается длинной.;Тогда я решаю зайти еще в одно местечко,;cause_r
У меня 350 номер,;Очередь оказывается длинной.;elaboration_r
а сейчас на обслуживании 283,;У меня 350 номер,;contrast_m
при этом за 20 минут прошло только 10 номерков.;У меня 350 номер,;joint_m
а потом вернуться на почту.;Тогда я решаю зайти еще в одно местечко,;sequence_m
Местечко совсем рядом с почтой, на соседней улице;Тогда я решаю зайти еще в одно местечко,;elaboration_r
и называется оно музей Мухи.;Местечко совсем рядом с почтой, на соседней улице;elaboration_r
Я люблю его постеры;Местечко совсем рядом с почтой, на соседней улице;evaluation_r
и могу разглядывать их бесконечно.;Я люблю его постеры;joint_m
Сейчас в национальной галерее открыта выставка его грандиозной Славянской эпопеи,;Местечко совсем рядом с почтой, на соседней улице;background_r
отметила себе, что обязательно надо сходить.;Сейчас в национальной галерее открыта выставка его грандиозной Славянской эпопеи,;elaboration_r
Но постеры - это моя любовь навечно.;Сейчас в национальной галерее открыта выставка его грандиозной Славянской эпопеи,;contrast_m
Быстро заскакиваю на почту,;Неудивительно, что я вдруг проголодалась.;preparation_r
за 5 минут отправляю открыточки;Быстро заскакиваю на почту,;sequence_m
и с чувством выполненного долга смотрю на часы.;Быстро заскакиваю на почту,;sequence_m
О! Восьмой час!;и с чувством выполненного долга смотрю на часы.;evaluation_r
Неудивительно, что я вдруг проголодалась.;Тогда - общепит.;solutionhood_r
Идти в ресторан не хочется;Остается уличная еда,;cause_r
(особо времени нет),;Идти в ресторан не хочется;elaboration_r
кафешки к этому времени закрыты.;Идти в ресторан не хочется;joint_m
Остается уличная еда,;Неудивительно, что я вдруг проголодалась.;elaboration_r
но моросит противненький дождик;и хочется внутрь.;cause_r
и хочется внутрь.;Остается уличная еда,;contrast_m
Есть в Праге сетевое заведение Bageterie Boulevard,;Заказываю салат Цезарь и печеную картошку (169 крон, около 6,5 евро).;preparation_r
весьма неплохое.;Есть в Праге сетевое заведение Bageterie Boulevard,;evaluation_r
Иногда мы с коллегами выбираемся на обед (в фудкорт торгового центра рядом с офисом);Есть в Праге сетевое заведение Bageterie Boulevard,;background_r
и частенько заходим в багетерию.;Иногда мы с коллегами выбираемся на обед (в фудкорт торгового центра рядом с офисом);joint_m
Тут и выясняется отличие заведения в туристическом центре от такого же заведения, но в офисном квартале.;Аккуратно скидываю этот типа соус,;solutionhood_r
Соуса, больше похожего на майонез, чуть ли не столько же, сколько самой еды.;Тут и выясняется отличие заведения в туристическом центре от такого же заведения, но в офисном квартале.;elaboration_r
Аккуратно скидываю этот типа соус,;Заказываю салат Цезарь и печеную картошку (169 крон, около 6,5 евро).;elaboration_r
за исключением него, вполне нормально.;Аккуратно скидываю этот типа соус,;evaluation_r
Ем;Заказываю салат Цезарь и печеную картошку (169 крон, около 6,5 евро).;sequence_m
и заодно читаю соц.сети.;Ем;joint_m
Последний пункт сегодняшней программы - кино.;Старое кино в Праге показывает один-два кинотеатра.;preparation_r
Искала что-нибудь старое рождественское,;Последний пункт сегодняшней программы - кино.;elaboration_r
нашлась только Love Actually (Реальная любовь - весьма странный перевод).;Искала что-нибудь старое рождественское,;elaboration_r
Основной - кинотеатр Люцерн.;Старое кино в Праге показывает один-два кинотеатра.;elaboration_r
Тут же часто показывают и российское кино (обычно нечто конкурсное и т.д.).;Основной - кинотеатр Люцерн.;elaboration_r
Вообще, кино в Праге бывает с субтитрами и дублированное.;Старое кино в Праге показывает один-два кинотеатра.;background_r
В Риге любое кино идет с субтитрами (российское с латышскими), английское (с русскими и латышскими).;Вообще, кино в Праге бывает с субтитрами и дублированное.;comparison_m
Помню,;Вообще, кино в Праге бывает с субтитрами и дублированное.;comparison_m
будучи в Питере,;зашла в кино,;condition_r
зашла в кино,;Помню,;same-unit_m
с удивлением увидела отметку (дублированное).;Помню,;joint_m
В Праге - на любой вкус.;Помню,;contrast_m
Люцерн симпатичен - я тут впервые.;Старое кино в Праге показывает один-два кинотеатра.;evaluation_r
Начало в 20:30.;Люцерн симпатичен - я тут впервые.;elaboration_r
Зал был полный.;Начало в 20:30.;joint_m
Из кинотеатра я вышла в половине одиннадцатого.;то немного кадров из дождливой предрождественской Праги.;preparation_r
Раз уж я в самом центре,;то немного кадров из дождливой предрождественской Праги.;cause_r
