EDU_1;EDU_2;Relation
и выплатить компенсацию постепенно.;и вы будете должны выплатить компенсацию срочно,;joint_m
Такие законы поля.;и вы будете должны выплатить компенсацию срочно,;evaluation_r
То же самое происходит и;и вы будете должны выплатить компенсацию срочно,;joint_m
при попытке;То же самое происходит и;condition_r
захватить намного больше прав;То же самое происходит и;same-unit_m
при балансе,;захватить намного больше прав;condition_r
чем позволяет лимит доверия.;То же самое происходит и;comparison_m
Отличается только размер компенсации.;То же самое происходит и;elaboration_r
Компенсация - это трата энергии на восстановление баланса в поле.;Отличается только размер компенсации.;elaboration_r
Энергия по-разному может выражаться, в материальном эквиваленте тоже.;Компенсация - это трата энергии на восстановление баланса в поле.;elaboration_r
Реальное увеличение П возможно только;снижают свою СЗ;preparation_r
при изменении разницы СЗ,;Реальное увеличение П возможно только;condition_r
больше никак.;Реальное увеличение П возможно только;contrast_m
Те, кто борется за П скалками;снижают свою СЗ;condition_r
и снижают размер П.;снижают свою СЗ;joint_m
Те, кто собирают по знакомым мнения,;обычно снижают свою СЗ;condition_r
обычно снижают свою СЗ;снижают свою СЗ;joint_m
и растят СЗ другого,;обычно снижают свою СЗ;joint_m
то есть тоже снижают размер П.;и растят СЗ другого,;restatement_m
Реально увеличить П можно;снижают свою СЗ;contrast_m
только увеличив свою СЗ;Реально увеличить П можно;condition_r
или снизив СЗ партнера,;только увеличив свою СЗ;joint_m
при условии, что ваша СЗ не снизится;только увеличив свою СЗ;condition_r
или вырастет.;при условии, что ваша СЗ не снизится;joint_m
Покинуть отношения вы можете,;Реально увеличить П можно;joint_m
но компенсацию все равно придется выплатить,;Покинуть отношения вы можете,;contrast_m
хотя размер этой компенсации;для того и нужен экологичный уход (реально экологичный, а не АААА в ночнушке в ночь).;purpose_r
при экологичном уходе из минуса;хотя размер этой компенсации;condition_r
может быть небольшим,;хотя размер этой компенсации;same-unit_m
для того и нужен экологичный уход (реально экологичный, а не АААА в ночнушке в ночь).;но компенсацию все равно придется выплатить,;concession_r
Экологичный уход постфактум дает еще и рост вашей СЗ и снижение СЗ партнера,;для того и нужен экологичный уход (реально экологичный, а не АААА в ночнушке в ночь).;elaboration_r
в этом в основном и кроется секрет уменьшения компенсации.;Экологичный уход постфактум дает еще и рост вашей СЗ и снижение СЗ партнера,;evaluation_r
Я написала, что время для формулы П пришло,;Поэтому попробую начать с примеров.;cause_r
но я очень сомневаюсь, что это так.;Я написала, что время для формулы П пришло,;contrast_m
Поэтому попробую начать с примеров.;В обычных отношениях число П никогда почти не бывает слишком большим,;preparation_r
оно близко к нулю.;В обычных отношениях число П никогда почти не бывает слишком большим,;elaboration_r
Даже когда в отношениях дефолт,;В обычных отношениях число П никогда почти не бывает слишком большим,;elaboration_r
П близка к нулю,;Даже когда в отношениях дефолт,;elaboration_r
СЗ небольшие,;П близка к нулю,;joint_m
но примерно равные;СЗ небольшие,;contrast_m
и люди в трезвом и спокойном состоянии не рискуют делать то, что не понравится второму,;Даже когда в отношениях дефолт,;elaboration_r
скандалов не оберешься.;и люди в трезвом и спокойном состоянии не рискуют делать то, что не понравится второму,;cause_r
В гневе - другое дело.;и люди в трезвом и спокойном состоянии не рискуют делать то, что не понравится второму,;contrast_m
Увидеть отношения с очень большой П можно только;В обычных отношениях число П никогда почти не бывает слишком большим,;comparison_m
если речь идет о значительном дисбалансе.;Увидеть отношения с очень большой П можно только;condition_r
Огромный дисбаланс - это обычно отношения фантазера с воображаемой фигурой.;Увидеть отношения с очень большой П можно только;elaboration_r
Объект любви может позволить себе все,;Огромный дисбаланс - это обычно отношения фантазера с воображаемой фигурой.;elaboration_r
без учета желаний фантазера,;Объект любви может позволить себе все,;condition_r
он его вообще не знает,;Объект любви может позволить себе все,;elaboration_r
а фантазер легко подстроится;он его вообще не знает,;contrast_m
и продолжит любить.;а фантазер легко подстроится;joint_m
Жители френдзоны легко подстраиваются подо все, что хочет их богиня,;Объект любви может позволить себе все,;elaboration_r
и рационализируют это под короной,;Жители френдзоны легко подстраиваются подо все, что хочет их богиня,;joint_m
умудряются даже в шкатулку запихнуть.;Жители френдзоны легко подстраиваются подо все, что хочет их богиня,;joint_m
Но все это такие шизофренические истории,;Жители френдзоны легко подстраиваются подо все, что хочет их богиня,;contrast_m
что рассматривать их всерьез сложно.;Но все это такие шизофренические истории,;evaluation_r
А вот истории хищников - очень показательны, в плане отношений с очень большим дисбалансом, и большой П хищника.;Вот, например, одна женщина, про которую я не рассказывала.;preparation_r
Вот, например, одна женщина, про которую я не рассказывала.;она сразу же заболевала.;preparation_r
Когда она пыталась порвать отношения со своим МЧ,;она сразу же заболевала.;condition_r
она сразу же заболевала.;Она уже консультировать с психологами и психиатрами,;solutionhood_r
У нее начиналось паническое расстройство,;она сразу же заболевала.;joint_m
а потом начинал болеть желудок;она сразу же заболевала.;joint_m
(открывалась даже прободная язва);а потом начинал болеть желудок;elaboration_r
и другие органы.;а потом начинал болеть желудок;same-unit_m
Она несколько раз лежала в больницах;она сразу же заболевала.;joint_m
и только помирившись со своим МЧ;ей удавалось выздороветь.;condition_r
ей удавалось выздороветь.;она сразу же заболевала.;contrast_m
и те считали, что это форма невроза.;Она уже консультировать с психологами и психиатрами,;elaboration_r
Она внушила себе, что заболеет,;и ее впечатлительность это воплощает.;cause_r
если расстанется с парнем,;Она внушила себе, что заболеет,;condition_r
и ее впечатлительность это воплощает.;и те считали, что это форма невроза.;elaboration_r
Только один психотерапевт предположил гипноз со стороны парня,;Она уже консультировать с психологами и психиатрами,;contrast_m
проводил с ней сеансы раскодировки,;Только один психотерапевт предположил гипноз со стороны парня,;elaboration_r
но эффект был временный.;проводил с ней сеансы раскодировки,;contrast_m
Проблема этой женщины была в том, что она совершенно не слышала свое тело, своих чувства и эмоции,;Она уже консультировать с психологами и психиатрами,;joint_m
жила головой.;Проблема этой женщины была в том, что она совершенно не слышала свое тело, своих чувства и эмоции,;evaluation_r
Она была в очень сильной аддикции к парню,;Проблема этой женщины была в том, что она совершенно не слышала свое тело, своих чувства и эмоции,;elaboration_r
но не чувствовала этого,;Она была в очень сильной аддикции к парню,;contrast_m
из-за гордости и амбиций (типичный случай ЗВ),;но не чувствовала этого,;cause_r
считала, что сможет без него,;Она была в очень сильной аддикции к парню,;joint_m
не рефлексировала свой огромный минус.;Она была в очень сильной аддикции к парню,;joint_m
Она уходила от парня;и заболевала,;cause_r
(за его плохое поведение);Она уходила от парня;cause_r
и заболевала,;Она была в очень сильной аддикции к парню,;elaboration_r
приползала к нему обратно;и сразу выздоравливала.;cause_r
и сразу выздоравливала.;и заболевала,;sequence_m
Большинство жертв хищников просто не могут уйти.;Поэтому психотерапевты так много внимания уделяют осознанию действительных желаний, контакту разума и чувств.;preparation_r
Они рефлексируют свой минус (зависимость, тягу, любовь);Большинство жертв хищников просто не могут уйти.;cause_r
и боятся отрываться.;Они рефлексируют свой минус (зависимость, тягу, любовь);joint_m
На примере этой женщины я ясно увидела, как работает очень большой и совсем неотрефлексированный минус.;Большинство жертв хищников просто не могут уйти.;elaboration_r
Если вы не осознаете свою зависимость;то вы можете испытывать телесные проблемы.;condition_r
из-за разрыва между рациональной частью себя и чувственной,;Если вы не осознаете свою зависимость;cause_r
то вы можете испытывать телесные проблемы.;Поэтому психотерапевты так много внимания уделяют осознанию действительных желаний, контакту разума и чувств.;cause_r
Поэтому психотерапевты так много внимания уделяют осознанию действительных желаний, контакту разума и чувств.;В случае с той женщиной я помогла ей снизить СЗ парня;solutionhood_r
Вскрыть желания нужно не для того,;Поэтому психотерапевты так много внимания уделяют осознанию действительных желаний, контакту разума и чувств.;elaboration_r
чтобы им подчиниться,;Вскрыть желания нужно не для того,;purpose_r
но с ними хотя бы можно будет работать, к ним будет доступ.;чтобы им подчиниться,;contrast_m
Для этого нужна честная рефлексия!;Вскрыть желания нужно не для того,;elaboration_r
Честной рефлексии я добиваюсь;Для этого нужна честная рефлексия!;elaboration_r
при разборах писем.;Честной рефлексии я добиваюсь;condition_r
Короны, БП и ЗВ именно поэтому так страшны.;Для этого нужна честная рефлексия!;contrast_m
Они очень мешают рефлексии,;Короны, БП и ЗВ именно поэтому так страшны.;cause_r
они не дают даже подступиться к работе.;Они очень мешают рефлексии,;joint_m
и выйти из отношений с ним;В случае с той женщиной я помогла ей снизить СЗ парня;joint_m
без болезней.;и выйти из отношений с ним;condition_r
Снизить СЗ того,;Но для этого большую СЗ человека нужно отрефлексировать, как и свою очень маленькую.;solutionhood_r
для кого ваша СЗ очень мала,;Снизить СЗ того,;condition_r
не сложно.;Снизить СЗ того,;same-unit_m
Это не магия,;Снизить СЗ того,;evaluation_r
это реально не сложно.;Это не магия,;contrast_m
При правильной работе;даже легко.;condition_r
даже легко.;Снизить СЗ того,;evaluation_r
А гордые рапунцели,;Но для этого большую СЗ человека нужно отрефлексировать, как и свою очень маленькую.;contrast_m
не желающие снять корону;А гордые рапунцели,;cause_r
и признать, что они не нужны тем, кто нужен им,;не желающие снять корону;joint_m
не соглашаются на такую работу.;А гордые рапунцели,;same-unit_m
Эта женщина была слишком замучена болезнями и страхом умереть,;поэтому она была готова на все.;cause_r
поэтому она была готова на все.;И очень быстро справилась с проблемой.;cause_r
И очень быстро справилась с проблемой.;А гордые рапунцели,;contrast_m
В обычных случаях с хищниками люди просто не хотят от них отрываться.;что в огне этого страха плавится все остальное, все принципы, взгляды и привычки.;preparation_r
Страх остаться;что в огне этого страха плавится все остальное, все принципы, взгляды и привычки.;cause_r
без источника энергии;Страх остаться;condition_r
(а при сильном минусе в дисбалансе центром вашей жизни становится ваш кумир);Страх остаться;elaboration_r
так велик,;Страх остаться;same-unit_m
что в огне этого страха плавится все остальное, все принципы, взгляды и привычки.;пропадает всякое желание делать это,;solutionhood_r
Владислав в истории с Олей говорил, что не мог работать;поэтому ему было настолько невыгодно конфликтовать,;cause_r
в ситуации конфликта с ней,;Владислав в истории с Олей говорил, что не мог работать;condition_r
не мог есть;Владислав в истории с Олей говорил, что не мог работать;joint_m
и спать,;Владислав в истории с Олей говорил, что не мог работать;joint_m
поэтому ему было настолько невыгодно конфликтовать,;что он заведомо избегал этих конфликтов.;cause_r
что он заведомо избегал этих конфликтов.;что в огне этого страха плавится все остальное, все принципы, взгляды и привычки.;elaboration_r
Понимаете, как заведомо избегаются конфликты?;что в огне этого страха плавится все остальное, все принципы, взгляды и привычки.;evaluation_r
Как только есть угроза конфликта,;пропадает всякое желание делать это,;condition_r
пропадает тяга к этому.;пропадает всякое желание делать это,;joint_m
Вот что происходит,;пропадает всякое желание делать это,;elaboration_r
если конфликт по-настоящему пугает,;Вот что происходит,;condition_r
как это бывает;Вот что происходит,;elaboration_r
при отрефлексированном большом минусе.;как это бывает;condition_r
Вот сегодня история в ленте, как муж угрожал жене развестись,;Он имеет юридическое право развестись просто так,;solutionhood_r
если она обрежет волосы.;Вот сегодня история в ленте, как муж угрожал жене развестись,;condition_r
И все обсуждают, имеет ли он такое право?;Вот сегодня история в ленте, как муж угрожал жене развестись,;evaluation_r
не только из-за волос,;Он имеет юридическое право развестись просто так,;cause_r
а безо всякого повода.;не только из-за волос,;contrast_m
Но если мы говорим не о гражданском праве, а о П,;то есть о праве поступить;condition_r
то есть о праве поступить;у него должна быть большая П.;condition_r
без компенсации в поле;то есть о праве поступить;condition_r
(то есть без сожалений, мучений, страданий, беготни и откатов),;то есть о праве поступить;restatement_m
у него должна быть большая П.;Он имеет юридическое право развестись просто так,;contrast_m
Если представить ситуацию, в которой муж угрожает разводом (не в шутку, а всерьез),;скорее всего речь о чьей-то очень плохой рефлексии СЗ.;condition_r
а жена ноет подружкам,;Если представить ситуацию, в которой муж угрожает разводом (не в шутку, а всерьез),;contrast_m
скорее всего речь о чьей-то очень плохой рефлексии СЗ.;Он имеет юридическое право развестись просто так,;evaluation_r
Если П = нулю,;жене выгодно обидеться.;condition_r
а муж выдвигает такие условия,;Если П = нулю,;contrast_m
жене выгодно обидеться.;муж в любом случае будет платить компенсацию.;solutionhood_r
Не важно отрежет она волосы,;жене выгодно обидеться.;concession_r
сказав, что ее обижает, что волосы ему дороже нее,;Не важно отрежет она волосы,;condition_r
или оставит волосы,;Не важно отрежет она волосы,;joint_m
сказав, что ее обижает, что волосы дороже нее,;или оставит волосы,;condition_r
муж в любом случае будет платить компенсацию.;Он имеет юридическое право развестись просто так,;elaboration_r
Это значит, что ее СЗ будет расти и ее красное поле тоже.;муж в любом случае будет платить компенсацию.;evaluation_r
Действия в границах - это действия в красном поле, помните?;Это связано с П и с разницей СЗ.;solutionhood_r
Это связано с П и с разницей СЗ.;жена не должна была даже думать о том, чтобы обрезать волосы.;preparation_r
Если П мужа большая положительная,;жена не должна была даже думать о том, чтобы обрезать волосы.;condition_r
жена не должна была даже думать о том, чтобы обрезать волосы.;вы должны думать не о защите скалками своей территории,;solutionhood_r
Она очень пожалеет о своем желании;жена не должна была даже думать о том, чтобы обрезать волосы.;evaluation_r
и о том, что жалуется на мужа подружкам.;Она очень пожалеет о своем желании;joint_m
Его СЗ будет расти.;жена не должна была даже думать о том, чтобы обрезать волосы.;joint_m
Он сможет обидеться,;что она хочет обрезать волосы,;evaluation_r
что она хочет обрезать волосы,;Его СЗ будет расти.;elaboration_r
сказав ей, что такое желание означает пренебрежение к нему и презрение,;что она хочет обрезать волосы,;elaboration_r
ведь он так любит ее волосы;сказав ей, что такое желание означает пренебрежение к нему и презрение,;cause_r
и она это знает.;ведь он так любит ее волосы;joint_m
Если П жены большая и положительная,;муж будет растить СЗ жены еще быстрей, чем в балансе,;condition_r
муж будет растить СЗ жены еще быстрей, чем в балансе,;жена не должна была даже думать о том, чтобы обрезать волосы.;comparison_m
потому что совсем не видит границ.;муж будет растить СЗ жены еще быстрей, чем в балансе,;cause_r
То есть рассматривать ситуацию в вакууме невозможно.;муж будет растить СЗ жены еще быстрей, чем в балансе,;elaboration_r
Надо видеть контекст.;То есть рассматривать ситуацию в вакууме невозможно.;contrast_m
Контекст - это разница СЗ, в основном.;Надо видеть контекст.;elaboration_r
Это главное для контекста.;Контекст - это разница СЗ, в основном.;evaluation_r
Если вы хотите иметь П не меньше нуля,;вы должны думать не о защите скалками своей территории,;condition_r
а о том, чтобы не иметь дисбаланса СЗ.;вы должны думать не о защите скалками своей территории,;contrast_m
От скалок ваша П станет только меньше.;вы должны думать не о защите скалками своей территории,;contrast_m
Снизить дисбаланс - самый легкий и по-настоящему эффективный путь.;вы должны думать не о защите скалками своей территории,;elaboration_r
Только таким путем можно работать с полем, с фигурами, с аддикциями и лярвами.;Снизить дисбаланс - самый легкий и по-настоящему эффективный путь.;elaboration_r
Напрямую ломиться;Снизить дисбаланс - самый легкий и по-настоящему эффективный путь.;contrast_m
и переделывать территории нельзя!;Напрямую ломиться;joint_m
Снять корону нужно,;вы должны думать не о защите скалками своей территории,;elaboration_r
чтобы увидеть дисбаланс.;Снять корону нужно,;purpose_r
Разделить границы - для того же и еще для того,;Снять корону нужно,;sequence_m
чтобы увидеть отдельного субъекта.;Разделить границы - для того же и еще для того,;purpose_r
И после этого СЗ того, кто вас не любит,;снижается легко.;condition_r
снижается легко.;Снять корону нужно,;sequence_m
Мне иногда требовался для этого один день,;снижается легко.;elaboration_r
чтобы человек снизил высокую невзаимную СЗ,;Мне иногда требовался для этого один день,;purpose_r
сняв корону.;чтобы человек снизил высокую невзаимную СЗ,;condition_r
Если же этого не сделать,;начинают происходить страшные вещи.;condition_r
а просто закрыть рефлексию значимости короной и виноградом,;Если же этого не сделать,;contrast_m
начинают происходить страшные вещи.;Снять корону нужно,;contrast_m
Вот вы читаете в письмах, как авторы мучаются,;Помните историю Виталика?;solutionhood_r
бьются,;Вот вы читаете в письмах, как авторы мучаются,;joint_m
страдают,;Вот вы читаете в письмах, как авторы мучаются,;joint_m
ходят по кругу,;Вот вы читаете в письмах, как авторы мучаются,;joint_m
впутываются в новые дурные истории.;Вот вы читаете в письмах, как авторы мучаются,;joint_m
Но это все только от того, что они не снимают корону;Вот вы читаете в письмах, как авторы мучаются,;contrast_m
и не смотрят на дисбаланс честно;Но это все только от того, что они не снимают корону;joint_m
и не пытаются разделить границы.;Но это все только от того, что они не снимают корону;joint_m
Помните историю Виталика?;У него был хороший потенциал саморефлексии.;preparation_r
Многие до сих пор восхищаются,;как так ему удалось так быстро стать рыбаком из рапана.;evaluation_r
как так ему удалось так быстро стать рыбаком из рапана.;У него был хороший потенциал саморефлексии.;cause_r
У него был хороший потенциал саморефлексии.;он почти сразу смог посмотреть на женщин с уважением (для начала - с опаской),;preparation_r
Он очень артистичный парень;такие люди умеют вставать над полем.;cause_r
и очень остроумный,;Он очень артистичный парень;joint_m
такие люди умеют вставать над полем.;У него был хороший потенциал саморефлексии.;elaboration_r
Просто в любви он как онегин считал, что нужно быть трагически серьезным;он почти сразу смог посмотреть на женщин с уважением (для начала - с опаской),;background_r
и жалостливо относился к женщинам.;Просто в любви он как онегин считал, что нужно быть трагически серьезным;joint_m
Как только сообразил, что его едва не сожрали;он почти сразу смог посмотреть на женщин с уважением (для начала - с опаской),;condition_r
и обязательно сожрут,;Как только сообразил, что его едва не сожрали;joint_m
если он не снимет корону,;Как только сообразил, что его едва не сожрали;condition_r
он почти сразу смог посмотреть на женщин с уважением (для начала - с опаской),;После этого он быстро снизил СЗ девушки для себя.;solutionhood_r
перестал сливать с ними границы,;он почти сразу смог посмотреть на женщин с уважением (для начала - с опаской),;joint_m
а еще с друзьями, которых он тоже считал братьями своими меньшими.;он почти сразу смог посмотреть на женщин с уважением (для начала - с опаской),;joint_m
В общем, снял он корону Спасателя;он почти сразу смог посмотреть на женщин с уважением (для начала - с опаской),;joint_m
и со свойственным ему юмором смог увидеть, как это комично:;он такой маленький,;evaluation_r
он такой маленький,;В общем, снял он корону Спасателя;joint_m
оплеванный ситуацией и жалкий,;он такой маленький,;joint_m
хочет спасать крепкую наглую стерву;он такой маленький,;contrast_m
и стремится помочь своему мускулистому другу, выше его на полголовы.;хочет спасать крепкую наглую стерву;joint_m
Он реалистично увидел себя со стороны и посмеялся.;В общем, снял он корону Спасателя;evaluation_r
СЗ человека - это ваше восприятие его как части вашей жизни.;Вы перестаете заливать этого истукана своим вниманием, своим обожанием, своими надеждами и ожиданиями.;preparation_r
Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;и не надо,;condition_r
он холоден к вам,;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
от него не исходит тепла,;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
фигура его не дает вам энергии,;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
от него ничего не возьмешь,;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
ни щипцами не вытянешь,;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
ни скалкой не выбьешь,;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
ни за деньги не купишь,;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
ни обманом не отнимешь,;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
никак не поимеешь;Если вы хорошо, очень хорошо, понимаете, что вы этому человеку не нужны,;joint_m
и не надо,;Вы перестаете заливать этого истукана своим вниманием, своим обожанием, своими надеждами и ожиданиями.;solutionhood_r
его фигура - холодный к вам истукан.;и не надо,;cause_r
Надо увидеть отсутствие обратной связи;Вы перестаете заливать этого истукана своим вниманием, своим обожанием, своими надеждами и ожиданиями.;elaboration_r
и СЗ снизится.;Надо увидеть отсутствие обратной связи;joint_m
Есть ситуации,;В 99% фигура своя еще есть и,;preparation_r
когда своей фигуры уже нет, в случае тяжелой аддикции,;Есть ситуации,;condition_r
но я пока эти случаи не буду рассматривать.;Есть ситуации,;contrast_m
отделившись от кумира,;В 99% фигура своя еще есть и,;condition_r
начинает расти,;В 99% фигура своя еще есть и,;same-unit_m
а когда вы перестаете кормить чужую фигуру;вы очень быстро растете в поле.;condition_r
и начинаете кормить свою;а когда вы перестаете кормить чужую фигуру;joint_m
(прокачивая свои ресурсы,;и начинаете кормить свою;elaboration_r
иначе своя фигура не кормится),;(прокачивая свои ресурсы,;contrast_m
вы очень быстро растете в поле.;В 99% фигура своя еще есть и,;joint_m
В социуме намного дольше,;В 99% фигура своя еще есть и,;elaboration_r
нужно можно работы,;В социуме намного дольше,;elaboration_r
чтобы подрасти в социуме.;нужно можно работы,;purpose_r
А в поле свою фигуру можно вырастить быстро,;В социуме намного дольше,;contrast_m
она растет от времени, уделенного прокачке ресурсов.;А в поле свою фигуру можно вырастить быстро,;elaboration_r
Обратите внимание, не от самих ресурсов растет, а от времени и внимания уделенного прокачке.;она растет от времени, уделенного прокачке ресурсов.;elaboration_r
Это куда быстрей, чем физический результат.;Обратите внимание, не от самих ресурсов растет, а от времени и внимания уделенного прокачке.;comparison_m
не снижая их СЗ.;Виталик много раз пытался расстаться с девушкой (этой и прошлыми),;condition_r
Вот так же решал: Она не имеет права со мной обращаться так!;Виталик много раз пытался расстаться с девушкой (этой и прошлыми),;elaboration_r
и пытался расстаться.;Вот так же решал: Она не имеет права со мной обращаться так!;joint_m
Уже через пять минут ему начинало казаться, что право она имеет на все,;Виталик много раз пытался расстаться с девушкой (этой и прошлыми),;sequence_m
а он жадина и дурак,;Уже через пять минут ему начинало казаться, что право она имеет на все,;contrast_m
или она не понимает, что не имеет права,;надо ей объяснить.;cause_r
надо ей объяснить.;а он жадина и дурак,;joint_m
А через день он укреплялся в этом;Виталик много раз пытался расстаться с девушкой (этой и прошлыми),;sequence_m
и был готов компенсировать свой бунт.;А через день он укреплялся в этом;joint_m
Большая СЗ работает так, что, пытаясь захватить права из черного поля,;вы обязательно чувствуете себя неправым,;condition_r
вы обязательно чувствуете себя неправым,;Виталик много раз пытался расстаться с девушкой (этой и прошлыми),;evaluation_r
а если вдруг правым,;то не понятым второй стороной;condition_r
то не понятым второй стороной;и хотите доказать,;cause_r
и хотите доказать,;вы обязательно чувствуете себя неправым,;contrast_m
донести,;и хотите доказать,;joint_m
объяснить,;и хотите доказать,;joint_m
уговорить.;и хотите доказать,;joint_m
Я знакомых вам персонажей привожу в пример, чьи истории вы знаете,;Один мужчина, у которого была жена-хищница, застал ее с любовником у себя в доме,;preparation_r
но у меня есть примеры, о которых я еще не рассказывала.;Я знакомых вам персонажей привожу в пример, чьи истории вы знаете,;contrast_m
начал с ним драться,;Один мужчина, у которого была жена-хищница, застал ее с любовником у себя в доме,;sequence_m
тот сломал ему нос.;Один мужчина, у которого была жена-хищница, застал ее с любовником у себя в доме,;sequence_m
Жена сбежала с любовником,;Один мужчина, у которого была жена-хищница, застал ее с любовником у себя в доме,;sequence_m
а мужчина стал тут же названивать ей;Жена сбежала с любовником,;contrast_m
и умолял вернуться,;а мужчина стал тут же названивать ей;joint_m
при этом истекал кровью,;а мужчина стал тут же названивать ей;joint_m
но искренне считал себя неправым.;при этом истекал кровью,;contrast_m
Этот мужчина был состоятельным,;Один мужчина, у которого была жена-хищница, застал ее с любовником у себя в доме,;elaboration_r
рулил большим бизнесом,;Этот мужчина был состоятельным,;joint_m
но в ситуации любовного дисбаланса совсем не мог держать себя в границах.;Этот мужчина был состоятельным,;contrast_m
Он и спустя время считал себя неправым,;но в ситуации любовного дисбаланса совсем не мог держать себя в границах.;elaboration_r
объяснял это так: она влюбилась в другого,;Он и спустя время считал себя неправым,;elaboration_r
драку развязал я,;объяснял это так: она влюбилась в другого,;joint_m
я посягал на ее волю,;объяснял это так: она влюбилась в другого,;joint_m
хотя должен был уважать ее желание быть с другим;объяснял это так: она влюбилась в другого,;concession_r
и договариваться обо всем мирно.;хотя должен был уважать ее желание быть с другим;joint_m
Он настолько рационально и красиво это описывал,;что еще один человек, который слушал это, умный и достойный мужчина, согласился с ним.;cause_r
что еще один человек, который слушал это, умный и достойный мужчина, согласился с ним.;Он и спустя время считал себя неправым,;evaluation_r
Они оба говорили мне, что женщины свободны выбирать, с кем спать,;что еще один человек, который слушал это, умный и достойный мужчина, согласился с ним.;elaboration_r
