EDU_1;EDU_2;Relation
несколько раз эту резиденцию министров бурбонского правительства (до 1825 г.) капитально перестраивали.;Дворец Салерно появился в 1775 году,;elaboration_r
Позднее его фасад был переделан в стиле Дворца префектуры,;Дворец Салерно появился в 1775 году,;sequence_m
сооружённого в 1815 году зодчим Леопольдо Лаперута,;Позднее его фасад был переделан в стиле Дворца префектуры,;elaboration_r
вмонтировавшим в южный этаж кафе «Гамбринус».;сооружённого в 1815 году зодчим Леопольдо Лаперута,;elaboration_r
Площадь украшают также два конных памятника — Карлу III (скульптор — Антонио Канова) и Фердинанду I (Антонио Кали[it]).;С двух других сторон площадь замкнута стилистически близкими постройками: палаццо Салерно и палаццо делла Префеттура.;joint_m
Фердинанд I — король Неаполя в 1458—1494 годах из династии Трастамара;Площадь украшают также два конных памятника — Карлу III (скульптор — Антонио Канова) и Фердинанду I (Антонио Кали[it]).;elaboration_r
(в Неаполе называемой обычно Арагонской):;Фердинанд I — король Неаполя в 1458—1494 годах из династии Трастамара;elaboration_r
Карл III — король Испании с 1759 года, герцог Пармский (под именем Карл I) в 1731—1734 годах, король Неаполя и Сицилии (под именем Карл VII) в 1734—1759 годах:;Фердинанд I — король Неаполя в 1458—1494 годах из династии Трастамара;joint_m
Построен вокруг Пьяцца-дель-Плебисчито в Неаполе на месте дворца, выстроенного по проекту Доменико Фонтаны для Филиппа III;Королевский дворец в Неаполе (Палаццо Реале итал. Palazzo Reale di Napoli) — главная резиденция монархов Королевства Обеих Сицилий из династии Бурбонов.;elaboration_r
(который никогда не бывал в Неаполе).;Построен вокруг Пьяцца-дель-Плебисчито в Неаполе на месте дворца, выстроенного по проекту Доменико Фонтаны для Филиппа III;elaboration_r
К строительству приступили в 1600 году;Королевский дворец в Неаполе (Палаццо Реале итал. Palazzo Reale di Napoli) — главная резиденция монархов Королевства Обеих Сицилий из династии Бурбонов.;elaboration_r
и продолжалось оно более 50 лет.;К строительству приступили в 1600 году;joint_m
В 1717 г. в том здании укрывался царевич Алексей перед арестом и выдачей в Россию.;К строительству приступили в 1600 году;sequence_m
Перед западным фасадом дворца установлены статуи величайших правителей в истории королевства, а по сторонам садовых ворот — конные статуи с Аничкова моста в Санкт-Петербурге.;Ныне существующее сооружение — плод перестройки, предпринятой в середине XVIII в. под надзором Луиджи Ванвителли.;elaboration_r
;Перед западным фасадом дворца установлены статуи величайших правителей в истории королевства, а по сторонам садовых ворот — конные статуи с Аничкова моста в Санкт-Петербурге.;elaboration_r
Кастель-Нуово (Castel Nuovo собств. «новый замок») — замок, возведённый королём Карлом Анжуйским на взморье в Неаполе в связи с переносом столицы его владений из Палермо.;Ныне существующее сооружение — плод перестройки, предпринятой в середине XVIII в. под надзором Луиджи Ванвителли.;joint_m
Строительство началось под присмотром французских военных инженеров в 1279 году;Кастель-Нуово (Castel Nuovo собств. «новый замок») — замок, возведённый королём Карлом Анжуйским на взморье в Неаполе в связи с переносом столицы его владений из Палермо.;elaboration_r
и продолжалось три года.;Строительство началось под присмотром французских военных инженеров в 1279 году;sequence_m
названная в честь короля Италии Умберто I.;Галерея Умберто I (итал. Galleria Umberto I) — публичная торговая галерея (пассаж) в Неаполе,;elaboration_r
Здание было построено в 1887—1891 годы,;Галерея Умберто I (итал. Galleria Umberto I) — публичная торговая галерея (пассаж) в Неаполе,;elaboration_r
и является отправной точкой в многолетней реконструкции Неаполя,;Здание было построено в 1887—1891 годы,;joint_m
которая называлась risanamento (букв. «делать здоровым снова»);и является отправной точкой в многолетней реконструкции Неаполя,;background_r
и продолжалась до Первой мировой войны.;которая называлась risanamento (букв. «делать здоровым снова»);joint_m
Галерея была спроектирована Эмануэле Рокко,;Здание было построено в 1887—1891 годы,;joint_m
и напоминает галерею Витторио Эмануэле II в Милане.;Галерея была спроектирована Эмануэле Рокко,;joint_m
Галерея была призвана создать общественное пространство в центре Неаполя, объединяющее бизнес, магазины и предприятия питания.;Галерея была спроектирована Эмануэле Рокко,;purpose_r
Галерея была официально открыта 10 ноября 1894 года мэром Неаполя Никола Аморе.;Галерея Умберто I (итал. Galleria Umberto I) — публичная торговая галерея (пассаж) в Неаполе,;joint_m
Площадь этих окон 1076 квадратных метра.;Представляет из себя высокое и просторное крестообразное сооружение, увенчанное стеклянным куполом.;elaboration_r
Имеет четыре сводчатых крыла, одно из которых выходит на улицу Толедо — одну из центральных магистралей города.;Представляет из себя высокое и просторное крестообразное сооружение, увенчанное стеклянным куполом.;joint_m
Здание является частью объекта «Исторический центр города Неаполь» в списке всемирного наследия ЮНЕСКО.;Представляет из себя высокое и просторное крестообразное сооружение, увенчанное стеклянным куполом.;joint_m
;Представляет из себя высокое и просторное крестообразное сооружение, увенчанное стеклянным куполом.;elaboration_r
В центре она изображает все двенадцать знаков зодиака.;Пол Галереи покрывает мозаика.;elaboration_r
Я сфотографировала своего Стрельца:;В центре она изображает все двенадцать знаков зодиака.;elaboration_r
вот например мне очень понравился магазин сувенирного фарфора:;В Галерее множество кафешек, баров и магазинчиков,;elaboration_r
Наш путь обратно в Рим сопровождал небывало яркий закат:;В Галерее множество кафешек, баров и магазинчиков,;joint_m
В следующем посте расскажу про наше посещение Ватикана.;В Галерее множество кафешек, баров и магазинчиков,;joint_m
