EDU_1;EDU_2;Relation
стучал молотком по буквам и колесам;так как машинист обходил состав,;joint_m
для выявления дефектов.;стучал молотком по буквам и колесам;purpose_r
Настало время отправления в обратный путь. В Ригу.;мне сказали, чтоб я пустила машиниста обратно на место,;joint_m
Будешь тормоза опять пробовать,;Ну, садись...;joint_m
и поедем, - сказал машинист.;Будешь тормоза опять пробовать,;joint_m
Я села, рядом молодой человек,;Ну, садись...;sequence_m
в кресле помощника сидел машинист.;Я села, рядом молодой человек,;joint_m
Перед этим произошел забавный в последствии факт;Хихи-Хаха, разговоры, я пробую тормоза,;background_r
— машинист закрутил ручку стояночного тормоза;Перед этим произошел забавный в последствии факт;elaboration_r
и положил сверху сумку,;— машинист закрутил ручку стояночного тормоза;joint_m
все про это благополучно забыли.;— машинист закрутил ручку стояночного тормоза;joint_m
Хихи-Хаха, разговоры, я пробую тормоза,;Ну, садись...;sequence_m
мой молодой человек протягивает ленту в скоростемере(рисуем планочки торможения во время пробы).;Хихи-Хаха, разговоры, я пробую тормоза,;joint_m
И вот, все формальности пройдены,;Ну, садись...;sequence_m
я сижу с ногой на педали бдительности(был вариант поехать с браслетом,;И вот, все формальности пройдены,;evidence_r
но мне не разрешили),;я сижу с ногой на педали бдительности(был вариант поехать с браслетом,;contrast_m
бдительность отбиваю;я сижу с ногой на педали бдительности(был вариант поехать с браслетом,;joint_m
по зажиганию сигнальной лампы.;бдительность отбиваю;condition_r
Поехали, - словно Гагарин в ракете скомандовал машинист,;Ну, садись...;sequence_m
а я и поехала.;Поехали, - словно Гагарин в ракете скомандовал машинист,;joint_m
Без задней мысли, что стояночный тормоз ЗАТЯНУТ...;Поехали, - словно Гагарин в ракете скомандовал машинист,;joint_m
словно его ничего не сковывало.;Поезд тронулся, легко и непринужденно,;comparison_m
Мне еще показалось, что он как-то туговато идет,;Поезд тронулся, легко и непринужденно,;evaluation_r
но так и должно быть.;Мне еще показалось, что он как-то туговато идет,;contrast_m
ЭР2Т - не пушинка.;Мне еще показалось, что он как-то туговато идет,;cause_r
Быстро разогнаться не очень может.;ЭР2Т - не пушинка.;elaboration_r
Нужно выставить уставку,;Быстро разогнаться не очень может.;cause_r
чтоб поезд разгонялся медленнее или быстрее и еще куча нюансов.;Нужно выставить уставку,;purpose_r
Если обо всем рассказывать,;то я выйду за лимит в 1000 слов :D;condition_r
то я выйду за лимит в 1000 слов :D;Нужно выставить уставку,;evaluation_r
При проследовании стрелок;на станции вагоны качались,;condition_r
на станции вагоны качались,;Движение 4-х вагонного электропоезда я сравнила с катером на волнах.;elaboration_r
ты сам еще на подрессоренном сидении подпрыгиваешь как мячик.;на станции вагоны качались,;joint_m
Не смотря на затянутый ручник,;поезд шел легко,;concession_r
поезд шел легко,;Движение 4-х вагонного электропоезда я сравнила с катером на волнах.;joint_m
я поддавала газку;поезд шел легко,;joint_m
словно стегая коня кнутом -;я поддавала газку;comparison_m
состав дергало,;я поддавала газку;joint_m
но не критично.;состав дергало,;contrast_m
Этим и отличается ЭР2Т от простой электрички ЭР2 - мягкостью хода, плавным троганием, и моторные вагоны;поезд шел легко,;elaboration_r
при переключении позиций;не так сильно толкаются.;condition_r
не так сильно толкаются.;Этим и отличается ЭР2Т от простой электрички ЭР2 - мягкостью хода, плавным троганием, и моторные вагоны;joint_m
сбросила тягу;Я разогнала на перегоне наш электрокатер почти до сотни,;joint_m
и как-то сама автоматом приняла типичную позу машиниста.;Я разогнала на перегоне наш электрокатер почти до сотни,;joint_m
Одна рука на ручке контроллера, вторая - на кране машиниста.;и как-то сама автоматом приняла типичную позу машиниста.;elaboration_r
Кровь бурлит,;Я разогнала на перегоне наш электрокатер почти до сотни,;evaluation_r
в животе ехал уже пятый товарняк(бабочки уже не актуальны);Кровь бурлит,;joint_m
Эмоции шкалили -;Кровь бурлит,;joint_m
мечта сбылась наконец-то!;Эмоции шкалили -;evidence_r
Я веду поезд, пусть самый простой пригородный и пусть без пассажиров.;Кровь бурлит,;cause_r
Мы летели сквозь темноту, разрезая пространство лучом прожектора.;Я разогнала на перегоне наш электрокатер почти до сотни,;joint_m
Тихонько играла музыка,;Мы летели сквозь темноту, разрезая пространство лучом прожектора.;joint_m
но в голове у меня раскатами разносились другие мелодии.;Тихонько играла музыка,;contrast_m
Воображение уже нарисовало картинку,;Тихонько играла музыка,;elaboration_r
словно я снимаюсь в кино,;Воображение уже нарисовало картинку,;elaboration_r
и сейчас идет самая эпичная сцена в моей жизни.;словно я снимаюсь в кино,;joint_m
Да что ты стесняешься?;Дай шунта!, -;solutionhood_r
машинист рукой дотянулся до ручки контроллера;Дай шунта!, -;sequence_m
и толкнул её в 4-ю позицию.;машинист рукой дотянулся до ручки контроллера;joint_m
Краем глаза я увидела;Дай шунта!, -;sequence_m
как он уголками рта улыбнулся;Краем глаза я увидела;joint_m
и хищно сверкнул глазами.;как он уголками рта улыбнулся;joint_m
Из приоткрытых форточек раздался гул двигателей на перебой с редуторами,;Дай шунта!, -;sequence_m
поезд поддал вперед;Из приоткрытых форточек раздался гул двигателей на перебой с редуторами,;joint_m
вжимая меня в кресло.;поезд поддал вперед;cause_r
В висках от эйфории пульсировали вены,;Из приоткрытых форточек раздался гул двигателей на перебой с редуторами,;evaluation_r
кровь пошла в руки -;В висках от эйфории пульсировали вены,;joint_m
пальцы сжали рычаги управления сильнее.;В висках от эйфории пульсировали вены,;joint_m
Гул редукторов пьянил.;В висках от эйфории пульсировали вены,;joint_m
Увидев, что стрелка скоростемера встала вертикально(скорость 100-110),;я убрала тягу;cause_r
я убрала тягу;Дай шунта!, -;sequence_m
и слушала глухой перестук колес откуда-то снизу.;я убрала тягу;joint_m
Самые приятные звуки для железнодорожного фаната.;я убрала тягу;evaluation_r
я еще немного позволила составу проследовать до участка с буквой B(участок начала торможения),;Пришло время опробовать тормоза на эффективность в пути следования,;elaboration_r
и рука начала отсчитывать позиции контроллера в тормозном диапазоне... T1...T2...T3...;я еще немного позволила составу проследовать до участка с буквой B(участок начала торможения),;joint_m
Признак того, что тормоза схватились - рёв ТЭДов с понижением,;Пришло время опробовать тормоза на эффективность в пути следования,;joint_m
и тело плавно бросает вперед.;Признак того, что тормоза схватились - рёв ТЭДов с понижением,;joint_m
Тут главное не переборщить.;Признак того, что тормоза схватились - рёв ТЭДов с понижением,;evaluation_r
Мы почти прибыли в Ригу...;Машинист дернулся к тумблеру отпуск.;preparation_r
перед глазами показалась затяжная кривая,;Мы почти прибыли в Ригу...;elaboration_r
вагоны наклонились,;перед глазами показалась затяжная кривая,;joint_m
скорость падала,;перед глазами показалась затяжная кривая,;joint_m
и тут я понимаю, что я;перед глазами показалась затяжная кривая,;joint_m
из-за темноты;промахнулась вместо Т3 сунула в Т4,;cause_r
промахнулась вместо Т3 сунула в Т4,;и тут я понимаю, что я;same-unit_m
а это равносильно экстренному.;и тут я понимаю, что я;restatement_m
Предотвратил резкую остановку,;Машинист дернулся к тумблеру отпуск.;sequence_m
а я догадалась сбросить тягу,;Предотвратил резкую остановку,;joint_m
чтобы состав пошел накатом.;а я догадалась сбросить тягу,;purpose_r
наш состав причалил в Ригу.;Прям на ходу мы с машинистом поменялись местами,;joint_m
Все прошло более чем благополучно.;Прям на ходу мы с машинистом поменялись местами,;evaluation_r
Ручник, кстати, почти на половине пути был отпущен,;Прям на ходу мы с машинистом поменялись местами,;elaboration_r
иначе в Ригу бы мы приехали с краснючими колесами от перегрева и трения :D;Ручник, кстати, почти на половине пути был отпущен,;contrast_m
